Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
22090	-18.26743	-16.50633	-1.761105	0.08402272	0.799153	0.3460209	8.24952	8.937343
22100	-21.40651	-20.09352	-1.312993	0.0526261	0.6916301	0.4303601	13.17117	9.696615
22110	-16.8425	-15.5072	-1.335291	0.06965372	0.760032	0.3066154	9.95133	9.683695
22120	-20.60303	-18.1173	-2.485729	0.1094454	0.8449479	0.4164033	6.333267	8.33579
22130	-20.43114	-17.26049	-3.170652	0.1527244	0.8887226	0.3297049	4.538548	8.484998
22140	-18.1151	-16.88102	-1.234076	0.0686363	0.7567285	0.2831479	10.09884	9.248661
22150	-16.67136	-15.74921	-0.9221506	0.06185111	0.7324181	0.2393736	11.20671	9.907644
22160	-17.0164	-15.52111	-1.495296	0.08086371	0.7916128	0.2836451	8.571795	9.371054
22170	-19.01943	-16.48515	-2.534281	0.1170245	0.8549063	0.3721806	5.923096	8.95606
22180	-17.51805	-16.14138	-1.376668	0.06605962	0.7479822	0.3448944	10.49275	9.79551
22190	-18.84312	-17.25741	-1.585708	0.08463583	0.8005572	0.2866012	8.189761	9.751954
22200	-17.1656	-15.87437	-1.291228	0.07745595	0.7828629	0.2486307	8.94892	9.421704
22210	-21.43151	-17.75329	-3.678219	0.1549714	0.8903343	0.5222175	4.472743	8.527079
22220	-19.30292	-17.82188	-1.481042	0.06461216	0.7428161	0.3947795	10.72781	9.47266
22230	-18.4984	-17.38519	-1.113204	0.07656947	0.7804737	0.2120359	9.052527	9.442455
22240	-16.90257	-15.58576	-1.316812	0.06748473	0.7528886	0.3151793	10.27117	9.829007
22250	-17.5833	-15.86078	-1.722522	0.09077489	0.813655	0.2884827	7.635892	9.248925
22260	-17.8329	-16.01934	-1.813568	0.08540456	0.8022918	0.3541212	8.116045	9.215251
22270	-18.99166	-16.71107	-2.28059	0.1140211	0.8511139	0.3077906	6.079113	9.003995
22280	-17.91859	-16.32662	-1.591976	0.08953474	0.8111428	0.259928	7.741656	9.021882
22290	-17.35096	-15.65833	-1.692628	0.08429765	0.7997849	0.3212399	8.222616	9.297312
22300	-19.09211	-16.33843	-2.753673	0.1304763	0.8697922	0.3483908	5.312439	8.654255
22310	-17.25725	-16.32789	-0.9293555	0.05824453	0.7176619	0.260281	11.90064	9.856102
22320	-17.93805	-16.6403	-1.297752	0.06198807	0.7329515	0.3474846	11.18194	9.754691
22330	-20.85275	-19.25878	-1.593972	0.0675288	0.7530375	0.4154518	10.26447	8.986665
22340	-18.97547	-17.10519	-1.870282	0.08170187	0.7936647	0.4054203	8.483859	9.13321
22350	-20.74902	-18.20448	-2.544538	0.1059245	0.8398529	0.4758855	6.543786	9.212132
22360	-17.63214	-16.04737	-1.584772	0.08857834	0.8091609	0.2633532	7.825244	9.22589
22370	-17.74773	-17.00755	-0.7401894	0.05823169	0.7176068	0.21548	11.90326	9.953322
22380	-16.9424	-15.77957	-1.16283	0.07265129	0.7693049	0.2421423	9.540741	9.668637
22390	-20.19483	-16.79493	-3.399901	0.1520231	0.8882098	0.4208721	4.559485	8.688908
22400	-19.55859	-16.83477	-2.723826	0.1316248	0.8709245	0.3300044	5.266084	8.492669
22410	-17.34391	-16.34506	-0.9988484	0.06593366	0.74754	0.2370075	10.5128	9.602455
22420	-17.35862	-15.78451	-1.57411	0.07785106	0.7839123	0.3271656	8.903504	9.602191
22430	-20.97654	-18.86338	-2.113161	0.08372527	0.798465	0.495153	8.278829	9.457834
22440	-17.97845	-16.06309	-1.915366	0.09507259	0.8218872	0.3193483	7.290715	8.842983
22450	-17.38305	-15.72428	-1.658772	0.08215862	0.7947669	0.3249665	8.436694	9.430669
22460	-19.69406	-17.5473	-2.146763	0.1153198	0.8527774	0.2619183	6.010649	8.812739
22470	-16.49099	-15.33546	-1.155527	0.06678748	0.7505098	0.2722313	10.3784	9.779574
22480	-22.17034	-20.46845	-1.701887	0.09737044	0.8260083	0.2456831	7.118661	9.524621
22490	-18.43435	-16.8051	-1.629247	0.0864486	0.8046026	0.2880587	8.018027	9.624248
22500	-17.03157	-15.74778	-1.283787	0.0765065	0.7803021	0.2518099	9.059978	9.546611
22510	-22.51392	-19.99516	-2.518757	0.1007186	0.8316942	0.5179431	6.882018	8.312647
22520	-18.4585	-17.3959	-1.062598	0.05776675	0.7155993	0.3004085	11.99907	9.628072
22530	-17.61158	-16.09599	-1.515581	0.08024075	0.7900629	0.2933096	8.638344	9.079517
22540	-17.4263	-15.79862	-1.627681	0.07914885	0.7872936	0.3357943	8.757514	9.423607
22550	-17.10996	-15.68793	-1.422036	0.07606108	0.7790814	0.2918896	9.113033	9.308875
22560	-18.1238	-15.99303	-2.13077	0.1051929	0.8387531	0.3195564	6.589298	8.976184
22570	-17.26858	-15.63958	-1.629003	0.08197133	0.7943163	0.3166912	8.455971	9.417173
22580	-19.47944	-18.05848	-1.420954	0.06744891	0.7527674	0.3500388	10.27663	9.0854
22590	-19.32722	-17.54155	-1.785676	0.07948321	0.7881488	0.3904882	8.720674	9.909544
22600	-18.26543	-16.37339	-1.89204	0.0869894	0.8057795	0.3703622	7.96818	9.386947
22610	-18.46479	-16.66344	-1.801352	0.08055955	0.7908587	0.3877009	8.604159	9.281342
22620	-19.47716	-18.09601	-1.38115	0.06134661	0.730437	0.3828832	11.29887	9.479255
22630	-16.70721	-15.46614	-1.241069	0.0695928	0.7598365	0.279406	9.960042	9.950951
22640	-22.92088	-17.55681	-5.364078	0.242106	0.9297956	0.4436119	2.86299	8.404522
22650	-17.95904	-16.2162	-1.742841	0.08690123	0.8055885	0.3196264	7.976264	8.914957
22660	-18.61713	-16.7181	-1.899026	0.08568353	0.8029143	0.3834381	8.08962	8.998192
22670	-22.19015	-19.36211	-2.828046	0.1215771	0.8603059	0.4532928	5.701299	9.366395
22680	-22.65237	-17.33002	-5.322352	0.2328291	0.9269984	0.5180547	2.977065	8.467626
22690	-17.59955	-16.18444	-1.415111	0.07678859	0.7810688	0.2854348	9.026695	9.854465
22700	-16.66554	-15.37148	-1.29406	0.07249035	0.7688238	0.2770424	9.561923	9.608416
22710	-17.005	-16.02536	-0.9796374	0.06531341	0.7453425	0.235578	10.61263	9.716688
22720	-20.53415	-18.57394	-1.960207	0.08791079	0.807754	0.3888122	7.884666	8.49448
22730	-17.20348	-15.95629	-1.247186	0.0765026	0.7802915	0.2427802	9.06044	9.483945
22740	-21.16905	-18.14871	-3.020346	0.1379378	0.8768153	0.3882559	5.025072	8.196505
22750	-21.09538	-17.24247	-3.852906	0.1668061	0.8981094	0.4837849	4.155408	8.626362
22760	-16.95618	-16.01466	-0.941517	0.06541288	0.7456972	0.2262886	10.59649	9.819465
22770	-17.44019	-16.18591	-1.254272	0.06208077	0.7333115	0.3320461	11.16525	9.844053
22780	-16.88886	-15.60575	-1.283104	0.07067428	0.7632645	0.2847899	9.807629	9.959963
22790	-17.42908	-16.0043	-1.424774	0.07113018	0.7646829	0.3249748	9.744768	9.99037
22800	-17.03966	-15.84128	-1.198378	0.06855662	0.7564663	0.2736808	10.11058	9.495401
22810	-16.58136	-15.55495	-1.02641	0.06660201	0.7498701	0.2401997	10.4073	9.946932
22820	-19.62943	-17.97082	-1.658603	0.08100385	0.7919585	0.3329717	8.556966	8.697321
22830	-23.18524	-20.92339	-2.261848	0.08250815	0.795603	0.5895627	8.400954	9.281201
22840	-18.85931	-16.53094	-2.328369	0.1177511	0.8557954	0.2982845	5.886545	8.786945
22850	-18.85449	-17.0138	-1.840699	0.08617192	0.8039952	0.3579834	8.043771	9.680434
22860	-19.35324	-18.52604	-0.8271968	0.04988488	0.6773814	0.280618	13.89493	9.952067
22870	-19.65782	-16.90674	-2.75108	0.1201276	0.8586301	0.4328238	5.770093	8.831391
22880	-19.93797	-18.4743	-1.46367	0.07982328	0.7890121	0.2809498	8.683521	8.737789
22890	-17.55857	-16.71742	-0.8411539	0.06465666	0.7429778	0.207991	10.72043	9.88763
22900	-18.2315	-16.48954	-1.74196	0.08305336	0.7968944	0.3465142	8.345806	8.966673
22910	-17.66157	-16.76321	-0.8983696	0.05478696	0.7021177	0.2715498	12.65168	9.951731
22920	-17.94604	-16.07433	-1.871707	0.09862324	0.8281787	0.2835189	7.028234	9.025428
22930	-19.54423	-18.24186	-1.302364	0.08561386	0.8027592	0.2114512	8.096203	9.268846
22940	-16.45169	-15.28831	-1.163384	0.06719218	0.7518955	0.2720324	10.31589	9.816917
22950	-17.18821	-16.1432	-1.045009	0.06408019	0.7408694	0.2581608	10.81687	9.622177
22960	-17.96331	-15.94878	-2.014533	0.09634376	0.8241899	0.3432553	7.194521	9.119627
22970	-17.67638	-16.34766	-1.328723	0.06354301	0.7388768	0.3467819	10.90831	9.812856
22980	-18.48498	-16.09043	-2.394556	0.1145338	0.851775	0.3412126	6.0519	8.832269
22990	-19.87313	-17.77582	-2.097312	0.08845112	0.8088943	0.4408634	7.836499	9.467728
23000	-16.84104	-15.53399	-1.307048	0.07410214	0.7735604	0.271227	9.353943	9.456605
23010	-19.20718	-18.03779	-1.169388	0.08027433	0.790147	0.2073324	8.63473	9.373054
23020	-16.87136	-15.43787	-1.433493	0.07708243	0.7818621	0.2889228	8.992286	9.476044
23030	-17.45449	-15.858	-1.596494	0.07886264	0.7865564	0.327466	8.789297	9.251693
23040	-20.89073	-17.51298	-3.377752	0.1543841	0.8899176	0.3915372	4.489759	8.275804
23050	-18.78133	-17.47307	-1.308261	0.07721483	0.7822178	0.2541993	8.976866	9.007487
23060	-19.63996	-16.92689	-2.713072	0.1181144	0.856236	0.434868	5.86844	8.696076
23070	-17.25431	-15.80315	-1.45116	0.07290621	0.7700632	0.3213227	9.507382	9.836858
23080	-19.41972	-17.8344	-1.58532	0.09181937	0.8157219	0.2459846	7.54903	9.422829
23090	-18.24364	-16.5614	-1.682236	0.07613935	0.7792968	0.3780078	9.103665	9.626699
23100	-19.45998	-16.77534	-2.684639	0.1255108	0.8646623	0.3612813	5.522608	8.458445
23110	-16.60506	-15.39776	-1.207294	0.06501999	0.7442908	0.2976519	10.66052	9.923167
23120	-16.80601	-15.46712	-1.338888	0.07566941	0.7779976	0.2708429	9.160204	9.572355
23130	-18.45509	-16.41235	-2.042735	0.09229692	0.8166524	0.3847336	7.509971	9.071749
23140	-16.61913	-15.35482	-1.264314	0.06897141	0.7578257	0.2897727	10.04978	9.867268
23150	-18.55189	-16.60229	-1.949604	0.09638319	0.8242604	0.3214073	7.191577	8.689886
23160	-23.56476	-18.26028	-5.304477	0.2354584	0.9278136	0.4812619	2.94382	8.186319
23170	-17.41195	-15.86219	-1.549759	0.07590078	0.778639	0.3327864	9.13228	9.386521
23180	-23.3515	-20.83554	-2.515961	0.09333055	0.8186358	0.6041622	7.426799	8.900501
23190	-19.10392	-17.83438	-1.269548	0.06408683	0.7408939	0.3231062	10.81575	9.237337
23200	-17.17466	-15.71272	-1.461936	0.07340356	0.7715296	0.3213941	9.442965	9.753398
23210	-17.32555	-15.98155	-1.344005	0.07739444	0.7826987	0.2624476	8.956033	9.711263
23220	-19.60378	-18.19037	-1.413411	0.06021956	0.7259158	0.4050081	11.51033	9.681497
23230	-16.60024	-15.5574	-1.042845	0.06711561	0.7516344	0.2415333	10.32766	9.840528
23240	-16.78619	-15.40266	-1.383528	0.07434482	0.7742582	0.2912806	9.323409	9.564385
23250	-19.54641	-16.61029	-2.936123	0.1401605	0.8787644	0.3404519	4.94538	8.630759
23260	-18.82506	-17.06604	-1.759012	0.09903495	0.8288806	0.251099	6.999016	9.070412
23270	-16.713	-15.40815	-1.304853	0.07042071	0.7624688	0.2926218	9.842945	9.643645
23280	-16.66786	-15.42561	-1.242254	0.06966477	0.7600674	0.2793104	9.949752	9.92292
23290	-17.71161	-16.53151	-1.1801	0.05891304	0.7205042	0.3297453	11.7656	9.869815
23300	-17.52463	-15.70024	-1.824381	0.09151047	0.8151152	0.314469	7.574512	9.09881
23310	-16.54759	-15.47895	-1.068637	0.06731812	0.7523239	0.2467811	10.29659	9.936636
23320	-17.11522	-15.67425	-1.440973	0.07728767	0.7824131	0.2898272	8.968406	9.68277
23330	-19.04375	-16.69401	-2.349738	0.1038612	0.836713	0.4091818	6.673782	8.838977
23340	-18.22465	-17.11385	-1.110803	0.05659572	0.7104305	0.323176	12.24734	9.802078
23350	-16.7431	-15.75309	-0.990013	0.06055925	0.7272925	0.2633018	11.44577	9.876795
23360	-24.29291	-17.87128	-6.421625	0.2891017	0.9412079	0.4711852	2.39759	8.483065
23370	-20.13418	-17.3679	-2.766286	0.1176102	0.8556239	0.4635684	5.893595	8.711904
23380	-21.08689	-18.98655	-2.100342	0.1153615	0.8528301	0.249817	6.008481	8.559595
23390	-17.46863	-15.85271	-1.615923	0.079891	0.7891832	0.3266836	8.676161	9.221282
23400	-19.43924	-16.63338	-2.805863	0.1244859	0.8635532	0.4168101	5.56808	8.684454
23410	-17.74206	-15.83371	-1.908344	0.09716975	0.8256557	0.3033109	7.133364	8.971834
23420	-16.96808	-15.64455	-1.32353	0.06873632	0.7570569	0.3089875	10.08415	9.624944
23430	-17.87601	-16.61251	-1.263493	0.06177074	0.7321043	0.337334	11.22129	9.707325
23440	-19.70379	-18.45484	-1.248951	0.07225293	0.7681106	0.2661605	9.593343	8.958316
23450	-19.64243	-17.42092	-2.221512	0.1134385	0.8503557	0.2937423	6.110332	8.510721
23460	-16.94241	-15.73649	-1.205927	0.06428987	0.7416399	0.3018865	10.78159	9.743359
23470	-18.18765	-17.25353	-0.9341243	0.06939595	0.7592028	0.2064169	9.988294	9.647625
23480	-18.91158	-18.10573	-0.8058438	0.05489113	0.7026077	0.2470052	12.62767	9.780467
23490	-17.47659	-16.19297	-1.283616	0.07848841	0.7855853	0.2413982	8.831205	9.340128
23500	-20.66936	-19.25726	-1.412091	0.05992823	0.7247252	0.4069822	11.56629	9.329928
23510	-18.8048	-17.36044	-1.444365	0.06346835	0.7385976	0.3899124	10.92115	9.728202
23520	-18.20634	-17.3172	-0.889139	0.06184954	0.732412	0.2316082	11.20699	9.617257
23530	-16.59206	-15.65856	-0.9335036	0.05915747	0.7215309	0.2563484	11.71699	9.993087
23540	-16.32594	-15.25938	-1.066563	0.0636504	0.7392773	0.2662024	10.88991	9.960612
23550	-19.75009	-17.50345	-2.246643	0.1183758	0.8565514	0.2712568	5.85548	8.866341
23560	-18.51308	-16.19552	-2.317556	0.1092868	0.8447252	0.3531334	6.342458	8.704089
23570	-17.53281	-16.58425	-0.9485625	0.05682789	0.7114683	0.2734257	12.19731	9.861509
23580	-17.7277	-16.93945	-0.7882539	0.06218514	0.7337157	0.2078965	11.14651	9.881571
23590	-17.10021	-15.66268	-1.437533	0.07272673	0.7695298	0.3181834	9.530845	9.767226
23600	-18.53253	-17.22842	-1.304116	0.08266842	0.7959842	0.2254839	8.384667	9.454592
23610	-17.5832	-15.83188	-1.751319	0.09262829	0.8172927	0.2854604	7.483104	9.08455
23620	-17.27545	-16.2472	-1.028246	0.06257031	0.7351981	0.262135	11.07789	9.653584
23630	-17.31014	-15.8716	-1.438542	0.07946253	0.7880961	0.2760833	8.722943	9.639448
23640	-17.96528	-16.06568	-1.899599	0.08884475	0.8097169	0.3587657	7.80178	9.131928
23650	-18.1199	-16.12333	-1.996576	0.09291131	0.8178363	0.3626198	7.46031	9.166928
23660	-17.26083	-16.03615	-1.224675	0.06115837	0.7296911	0.3287344	11.33364	9.962454
23670	-18.01542	-16.09837	-1.917051	0.08928959	0.8106385	0.3616518	7.762912	9.132978
23680	-20.645	-17.70158	-2.943412	0.1428361	0.8810308	0.3240144	4.852745	8.371093
23690	-18.41587	-16.14858	-2.267292	0.1065763	0.8408206	0.3557039	6.503763	8.999517
23700	-18.30266	-16.70507	-1.597594	0.07960552	0.7884601	0.3226994	8.707275	8.95298
23710	-19.44972	-17.43106	-2.018659	0.08565251	0.8028453	0.4324512	8.09255	9.150534
23720	-17.56619	-15.87553	-1.690668	0.08526647	0.8019824	0.3140868	8.129188	9.460809
23730	-19.02619	-17.51989	-1.506299	0.06571647	0.7467744	0.3955003	10.54754	9.556891
23740	-17.92574	-15.89826	-2.027477	0.09873082	0.8283627	0.3305525	7.020575	8.896256
23750	-17.91831	-16.13886	-1.779453	0.09164626	0.8153824	0.2997879	7.563289	8.875411
23760	-18.24479	-16.59986	-1.64493	0.09282837	0.8176773	0.2555628	7.466976	9.211869
23770	-17.28433	-16.1527	-1.131634	0.06217718	0.7336849	0.2931221	11.14794	9.679331
23780	-17.12905	-15.75226	-1.376794	0.0703513	0.7622501	0.3149126	9.852656	9.53025
23790	-16.90486	-15.51905	-1.385807	0.07734343	0.7825623	0.2739471	8.961941	9.40878
23800	-17.77739	-15.90603	-1.87136	0.09669318	0.8248129	0.2952693	7.168522	9.093034
23810	-22.75609	-20.99902	-1.757066	0.09757913	0.8263735	0.2584735	7.103437	8.387654
23820	-17.24258	-16.29469	-0.9478952	0.06164584	0.7316152	0.2466884	11.24402	9.734439
23830	-18.4479	-16.55442	-1.893482	0.08875784	0.8095359	0.3572361	7.809419	9.493444
23840	-16.72237	-15.37629	-1.346082	0.07297269	0.7702602	0.2888643	9.49872	9.652146
23850	-17.4058	-15.79777	-1.608032	0.08186002	0.7940476	0.3108526	8.467469	9.14573
23860	-19.05847	-17.47207	-1.586405	0.0929517	0.8179136	0.2404052	7.457069	9.276712
23870	-17.10676	-15.84557	-1.261181	0.06854471	0.7564271	0.2914934	10.11234	9.49051
23880	-18.90865	-16.62187	-2.286781	0.1020857	0.8339138	0.398967	6.789854	8.804747
23890	-17.05562	-15.52763	-1.527985	0.07842304	0.7854148	0.3086487	8.838566	9.444304
23900	-18.68737	-16.18211	-2.505262	0.1170109	0.8548895	0.3616398	5.923784	8.708335
23910	-16.86323	-15.47558	-1.387649	0.07340706	0.7715398	0.2983617	9.442514	9.517825
23920	-19.23198	-16.49861	-2.733367	0.1282424	0.8675328	0.3579596	5.404976	8.833961
23930	-19.21264	-17.22694	-1.985694	0.08772975	0.8073691	0.4003845	7.900936	9.549905
23940	-18.70978	-17.03504	-1.67474	0.08367313	0.7983439	0.3197541	8.283988	8.799454
23950	-17.1419	-15.67186	-1.470042	0.0764457	0.7801363	0.3037544	9.067183	9.320976
23960	-21.06914	-18.7683	-2.300841	0.1141454	0.8512747	0.3132599	6.072495	8.293796
23970	-17.98662	-16.51473	-1.471899	0.08692413	0.8056382	0.243648	7.974163	9.240815
23980	-18.21321	-16.25184	-1.961374	0.09007642	0.812248	0.3717825	7.695101	9.081548
23990	-17.43146	-16.14738	-1.284079	0.06556331	0.746232	0.3177232	10.57218	9.580947
24000	-16.90876	-15.49197	-1.416783	0.07830608	0.7851091	0.2768524	8.851767	9.461462
24010	-18.0982	-16.24259	-1.855612	0.08538338	0.8022444	0.3694935	8.118057	9.229728
24020	-17.90389	-15.99467	-1.909216	0.09828458	0.8275972	0.2964784	7.052451	9.1001
24030	-17.08963	-15.70437	-1.385259	0.0766368	0.7806569	0.2779335	9.044573	9.707969
24040	-17.14222	-15.97209	-1.170136	0.07080553	0.7636744	0.2536608	9.78945	9.998463
24050	-19.90006	-16.7062	-3.193855	0.143716	0.8817578	0.4085277	4.823035	8.727733
24060	-19.59966	-17.93321	-1.666451	0.09021919	0.8125372	0.2759876	7.682924	8.656232
24070	-17.53317	-15.89036	-1.642812	0.08016999	0.7898854	0.3336062	8.645969	9.234323
24080	-19.917	-18.37834	-1.538666	0.06233428	0.7342914	0.438907	11.11984	9.934262
24090	-17.96504	-16.97	-0.9950447	0.07124763	0.7650458	0.2109298	9.728705	9.663295
24100	-19.24461	-17.2264	-2.018207	0.08662557	0.8049892	0.4234218	8.001647	9.130064
24110	-18.99567	-17.56692	-1.428751	0.07916972	0.7873472	0.2750976	8.755206	8.878314
24120	-16.73347	-15.4681	-1.265367	0.06662646	0.7499546	0.3048773	10.40348	9.969138
24130	-19.51845	-17.94386	-1.574595	0.06544539	0.7458129	0.4258978	10.59123	9.779479
24140	-19.55788	-17.02299	-2.53489	0.1205818	0.8591595	0.3453302	5.748356	9.040063
24150	-20.39522	-17.50139	-2.893829	0.1263186	0.8655238	0.4377756	5.487295	9.011315
24160	-19.45785	-17.50591	-1.951938	0.1048356	0.8382106	0.2692617	6.611756	8.633267
24170	-16.38899	-15.28985	-1.099139	0.06515751	0.7447847	0.2663608	10.63802	9.880069
24180	-17.29528	-16.20782	-1.087463	0.06088395	0.7285971	0.2882595	11.38473	9.725304
24190	-16.67996	-15.5849	-1.095054	0.06903637	0.7580373	0.244315	10.04032	9.750177
24200	-17.15369	-15.78233	-1.371356	0.06817031	0.7551878	0.3280406	10.16787	9.918428
24210	-17.66132	-16.02357	-1.637747	0.08437822	0.7999694	0.3035656	8.214764	9.544439
24220	-19.70504	-17.80503	-1.900014	0.08272288	0.7961134	0.4087038	8.379148	9.812136
24230	-17.7497	-16.31472	-1.434972	0.07948248	0.7881469	0.274983	8.720755	9.078581
24240	-17.2727	-15.62093	-1.651767	0.08311178	0.7970319	0.3162368	8.339939	9.274433
24250	-21.61804	-17.47499	-4.143052	0.1780959	0.9045659	0.5088817	3.891987	8.626641
24260	-18.32821	-16.11894	-2.209266	0.107892	0.8427395	0.3264098	6.424452	8.991217
24270	-19.22191	-17.43608	-1.785835	0.1011589	0.8324153	0.2465586	6.852061	9.045127
24280	-19.69386	-17.25132	-2.442546	0.1160981	0.8537569	0.346299	5.97036	8.411412
24290	-18.06686	-16.50317	-1.56369	0.07323695	0.7710403	0.3570791	9.464446	9.324918
24300	-20.07067	-17.68916	-2.381509	0.1029557	0.8352969	0.4305859	6.732482	8.542731
24310	-17.5195	-16.19202	-1.327486	0.0798374	0.7890478	0.2451065	8.681986	9.280367
24320	-18.19429	-16.86428	-1.330014	0.07883411	0.7864827	0.2510144	8.792478	9.083304
24330	-17.66217	-15.86672	-1.795455	0.0861287	0.8039	0.342462	8.047808	9.258828
24340	-16.73754	-15.48183	-1.25571	0.07082408	0.7637323	0.2762148	9.786885	9.554862
24350	-16.90743	-15.60956	-1.297866	0.07486225	0.7757326	0.2644481	9.258968	9.700871
24360	-19.27196	-16.46046	-2.811502	0.1334957	0.8727276	0.3462227	5.192283	8.721557
24370	-17.13336	-15.80758	-1.325782	0.06586727	0.7473064	0.3291239	10.52339	9.907994
24380	-19.76199	-17.95084	-1.811149	0.1038795	0.8367414	0.2386939	6.672607	8.925056
24390	-19.51276	-17.17745	-2.335302	0.1005609	0.8314344	0.4325756	6.892812	8.823038
24400	-22.53406	-20.99532	-1.538739	0.06251995	0.7350051	0.4372133	11.08682	8.857072
24410	-17.67239	-16.41047	-1.261917	0.06116774	0.7297283	0.34114	11.33191	9.865864
24420	-18.73755	-16.32964	-2.407908	0.1118773	0.8482858	0.3658522	6.195602	8.976949
24430	-17.90158	-17.01382	-0.8877581	0.06335518	0.7381735	0.2240158	10.94066	9.656244
24440	-17.87063	-16.52994	-1.340691	0.06784801	0.7541117	0.3203171	10.21618	9.366913
24450	-17.46337	-15.98367	-1.479699	0.0767206	0.7808845	0.3049182	9.034695	9.195897
24460	-18.14359	-15.9587	-2.184891	0.1046906	0.8379895	0.3409421	6.620909	8.942484
24470	-21.60752	-18.81498	-2.792542	0.1122517	0.8487872	0.5332119	6.17494	8.647761
24480	-17.10515	-15.75108	-1.354073	0.07680541	0.7811144	0.2684375	9.024718	9.687653
24490	-17.23716	-15.98212	-1.255038	0.06860019	0.7566098	0.2893676	10.10416	9.445274
24500	-22.64802	-19.04576	-3.602253	0.1523883	0.8884774	0.5112877	4.54856	9.053895
24510	-18.83753	-17.23126	-1.606269	0.08520409	0.8018422	0.2890484	8.13514	8.779661
24520	-17.99238	-15.92698	-2.065398	0.101523	0.8330071	0.3235769	6.827489	9.034093
24530	-16.95415	-15.5608	-1.393343	0.07481794	0.7756071	0.2912151	9.264452	9.736442
24540	-17.73602	-16.29554	-1.440482	0.07724506	0.7822989	0.2899469	8.973353	9.866435
24550	-21.92161	-19.3519	-2.569711	0.1054484	0.8391389	0.4929716	6.573328	8.308532
24560	-24.23836	-20.64296	-3.595403	0.1508794	0.8873635	0.5243189	4.594047	9.277042
24570	-19.43343	-17.41503	-2.018402	0.09629925	0.8241103	0.3449118	7.197846	8.537901
24580	-17.47175	-15.74356	-1.728195	0.08669297	0.8051361	0.3163743	7.995425	9.095179
24590	-18.04415	-15.99285	-2.051298	0.09986265	0.8302751	0.3304877	6.941005	8.830995
24600	-17.73038	-16.05305	-1.677331	0.08336229	0.7976194	0.322705	8.314876	9.038149
24610	-17.68765	-16.39453	-1.293115	0.06725634	0.7521139	0.3092936	10.30605	9.405532
24620	-18.19217	-16.43283	-1.759348	0.08493381	0.801233	0.3387997	8.161028	9.607076
24630	-18.08226	-16.17757	-1.904697	0.1005543	0.8314235	0.2812635	6.893263	8.93809
24640	-16.67301	-15.69224	-0.9807713	0.06129488	0.7302324	0.2568389	11.3084	9.872858
24650	-21.65662	-17.68288	-3.973734	0.1685349	0.899154	0.5262531	4.112781	8.600158
24660	-16.91496	-15.59573	-1.319225	0.06966491	0.7600679	0.3016573	9.949732	9.576164
24670	-16.54735	-15.39951	-1.147841	0.06890014	0.7575931	0.2583036	10.06017	9.733951
24680	-16.75364	-15.53239	-1.221249	0.06399208	0.7405445	0.308491	10.83177	9.965158
24690	-20.33934	-17.42858	-2.910763	0.142391	0.8806596	0.3165823	4.867913	8.76675
24700	-17.35046	-15.67408	-1.676378	0.08537082	0.8022163	0.3089456	8.119252	9.144102
24710	-17.77631	-16.11273	-1.66358	0.07836978	0.7852757	0.3538697	8.844572	9.557487
24720	-17.91335	-16.19706	-1.716293	0.07967083	0.7886259	0.3628661	8.700137	9.41536
24730	-18.61509	-17.27461	-1.340475	0.08396157	0.7990119	0.2275038	8.255529	9.43711
24740	-16.90765	-15.58845	-1.319205	0.07646162	0.7801797	0.261137	9.065295	9.542598
24750	-17.37357	-15.80576	-1.567805	0.07650611	0.7803011	0.3345216	9.060023	9.456016
24760	-18.37174	-17.06765	-1.304085	0.08148667	0.7931415	0.2312024	8.506264	9.158052
24770	-16.93126	-15.48446	-1.4468	0.07889306	0.786635	0.2817569	8.785908	9.448302
24780	-16.89554	-15.84582	-1.049719	0.06354273	0.7388757	0.2623547	10.90836	9.710617
24790	-16.76513	-15.39994	-1.365191	0.0746567	0.775149	0.2841015	9.284461	9.607827
24800	-19.98916	-18.9374	-1.051757	0.064986	0.7441685	0.2549608	10.6661	9.171038
24810	-18.94404	-16.26446	-2.679578	0.125389	0.8645313	0.3603881	5.527976	8.650543
24820	-19.11139	-16.84168	-2.269708	0.1111261	0.8472698	0.3237496	6.237486	8.530714
24830	-17.9039	-16.10673	-1.797179	0.08545336	0.802401	0.3480044	8.111409	9.063264
24840	-17.77484	-16.18715	-1.587693	0.07515752	0.7765661	0.3511473	9.222592	9.370802
24850	-17.58131	-15.85061	-1.730701	0.0838985	0.7988662	0.3365448	8.261735	9.391169
24860	-18.41496	-16.56133	-1.853633	0.08338848	0.7976806	0.3847083	8.312266	9.402251
24870	-17.58636	-15.75244	-1.833924	0.09082347	0.8137521	0.3221464	7.631807	9.055517
24880	-17.37601	-15.92698	-1.449025	0.07024431	0.7619123	0.33927	9.867663	9.695991
24890	-17.36879	-16.47756	-0.8912377	0.05514589	0.7038001	0.2675742	12.56934	9.995987
24900	-17.47972	-15.77436	-1.705362	0.08308102	0.7969595	0.3338657	8.343026	9.343849
24910	-17.94215	-16.13903	-1.803122	0.08404636	0.7992075	0.3606883	8.2472	9.356766
24920	-17.52834	-15.9289	-1.599436	0.08842858	0.808847	0.2680939	7.838498	9.163797
24930	-20.1256	-16.7627	-3.362894	0.1489393	0.8858982	0.4330096	4.653889	8.620027
