Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
21510	-20.52016	-17.96457	-2.555587	0.09092564	0	1	0.8139561	0.3307472	7.623231	8.531331
21520	-19.50037	-16.52877	-2.971605	0.1093611	0	1	0.8448295	0.3390587	6.338154	8.589234
21530	-17.79237	-15.66215	-2.130224	0.07679636	0	1	0.7810899	0.2917257	9.025781	9.698567
21540	-17.2841	-15.35731	-1.926792	0.06774479	0	1	0.7537653	0.2884311	10.23174	9.764978
21550	-17.59161	-15.63802	-1.953588	0.07497063	0	1	0.7760392	0.2541488	9.245583	9.532325
21560	-17.79351	-15.85307	-1.940434	0.07216358	0	1	0.7678412	0.2662223	9.605222	9.395099
21570	-17.17447	-15.50024	-1.674237	0.06442598	0	1	0.7421378	0.2404052	10.75881	9.93681
21580	-18.35645	-16.18808	-2.168378	0.07054394	0	1	0.7628561	0.3460709	9.825751	9.94905
21590	-19.13592	-16.2395	-2.896419	0.1111034	0	1	0.8472389	0.3030857	6.23876	8.774716
21600	-20.21169	-17.53026	-2.681426	0.08444545	0	1	0.8001232	0.4303944	8.208224	9.065481
21610	-18.53516	-16.63094	-1.904221	0.05986064	0	1	0.7244477	0.3333477	11.57935	9.792263
21620	-18.52925	-16.11331	-2.415935	0.08806177	0	1	0.808074	0.30566	7.871147	9.455345
21630	-21.04314	-18.25044	-2.7927	0.1011574	0	1	0.8324129	0.3374269	6.852163	9.521949
21640	-18.89706	-16.44776	-2.449309	0.08273033	0	1	0.7961311	0.3538878	8.378392	9.626827
21650	-17.52203	-15.53695	-1.98508	0.06789907	0	1	0.7542828	0.3047433	10.20849	9.708691
21660	-17.7957	-15.62896	-2.166739	0.08173606	0	1	0.7937475	0.2724645	8.480311	9.375357
21670	-17.68081	-15.67247	-2.008344	0.07156133	0	1	0.7660101	0.2885939	9.686057	9.443806
21680	-19.01983	-16.61908	-2.400744	0.07787789	0	1	0.7839832	0.3736741	8.900436	9.704212
21690	-17.70034	-15.60518	-2.095153	0.07777235	0	1	0.783704	0.2758984	8.912514	9.331743
21700	-18.83414	-16.24613	-2.588002	0.09134053	0	1	0.8147798	0.3386492	7.588605	8.855504
21710	-18.13683	-16.15752	-1.979309	0.07850293	0	1	0.7856231	0.241939	8.829571	9.538582
21720	-18.97181	-16.69527	-2.276545	0.08630645	0	1	0.804291	0.2759808	8.031233	9.576226
21730	-18.26728	-16.1785	-2.088777	0.06952816	0	1	0.7596287	0.3265549	9.969302	9.43106
21740	-19.07675	-16.81069	-2.266063	0.07345006	0	1	0.7716658	0.3587627	9.436986	9.203911
21750	-17.84158	-15.64002	-2.201563	0.08148614	0	1	0.7931402	0.2836202	8.50632	9.232152
21760	-17.2322	-15.40665	-1.825549	0.06884804	0	1	0.7574228	0.2546275	10.06778	9.823363
21770	-21.67012	-17.71747	-3.952647	0.1392514	0	1	0.8779747	0.4795951	4.977666	8.87638
21780	-17.33232	-15.45334	-1.878988	0.07097756	0	1	0.7642098	0.2567372	9.765723	9.739101
21790	-17.74613	-15.68832	-2.05781	0.06860542	0	1	0.756627	0.3228577	10.10339	9.870091
21800	-17.26636	-15.34032	-1.926038	0.06709629	0	1	0.7515685	0.2922071	10.33063	9.914994
21810	-17.87801	-15.614	-2.264008	0.08143018	0	1	0.7930037	0.3022541	8.512165	9.477804
21820	-19.15397	-16.31869	-2.835279	0.1097204	0	1	0.8453325	0.2936012	6.317396	8.806295
21830	-19.07577	-16.58375	-2.492021	0.08499194	0	1	0.8013643	0.3520245	8.155446	8.909663
21840	-18.64034	-16.26664	-2.373693	0.08383635	0	1	0.7987224	0.3205038	8.26786	9.62299
21850	-17.61152	-15.67748	-1.934045	0.06469305	0	1	0.7431098	0.3099672	10.7144	9.803904
21860	-19.18098	-16.38022	-2.800759	0.1070068	0	1	0.8414535	0.3004507	6.477599	9.034145
21870	-18.33124	-16.15749	-2.173752	0.07672282	0	1	0.7808905	0.3051802	9.034433	9.858833
21880	-18.27138	-15.78483	-2.486541	0.08710911	0	1	0.8060382	0.3347202	7.95723	9.227758
21890	-22.70675	-19.88154	-2.825211	0.08263063	0	1	0.7958945	0.5164602	8.388501	8.80442
21900	-17.44947	-15.40933	-2.040142	0.07149324	0	1	0.7658014	0.298349	9.695283	9.681021
21910	-17.8699	-15.75787	-2.112032	0.08094913	0	1	0.7918237	0.2623029	8.56275	9.310995
21920	-19.54038	-16.49747	-3.042917	0.1140196	0	1	0.851112	0.3298474	6.079191	9.006579
21930	-17.59451	-15.56923	-2.025274	0.07461075	0	1	0.7750182	0.2751296	9.290178	9.414273
21940	-18.18949	-15.91012	-2.27937	0.07635096	0	1	0.7798773	0.3418634	9.078434	9.461717
21950	-23.03339	-17.45757	-5.57582	0.2111074	0	1	0.9194872	0.5291832	3.283387	8.542855
21960	-18.08159	-15.88999	-2.191603	0.07740864	0	1	0.7827366	0.3061885	8.954391	9.74978
21970	-21.74532	-18.52765	-3.217672	0.1051421	0	1	0.8386762	0.4742651	6.59248	8.454786
21980	-17.62986	-15.54191	-2.087942	0.07171206	0	1	0.7664709	0.3115067	9.665699	9.625652
21990	-17.19241	-15.35637	-1.836041	0.06615156	0	1	0.748304	0.2724658	10.47817	9.786054
22000	-18.3681	-15.84277	-2.525329	0.08863226	0	1	0.8092737	0.3368917	7.820484	9.098193
22010	-18.39122	-16.53749	-1.853729	0.05759266	0	1	0.7148411	0.3325603	12.03534	9.976019
22020	-17.71888	-15.82961	-1.889274	0.07383468	0	1	0.7727868	0.2441325	9.387827	9.681147
22030	-18.12078	-15.94713	-2.173658	0.08443017	0	1	0.8000882	0.2591116	8.20971	9.317155
22040	-17.90819	-15.86077	-2.047425	0.07352525	0	1	0.7718858	0.2878466	9.427335	9.913939
22050	-18.23712	-16.33126	-1.905865	0.0632736	0	1	0.737867	0.3105693	10.95476	9.607213
22060	-17.23863	-15.47	-1.768637	0.06287757	0	1	0.73637	0.2730304	11.02376	9.861649
22070	-18.62129	-16.12929	-2.492	0.08463999	0	1	0.8005667	0.354656	8.189358	9.420541
22080	-23.899	-19.72729	-4.171705	0.142251	0	1	0.8805424	0.5602311	4.872704	8.09967
22090	-22.49816	-18.04034	-4.457822	0.1798004	0	1	0.9054703	0.3361874	3.855092	8.440941
22100	-21.04725	-17.37361	-3.673642	0.1449518	0	1	0.8827642	0.3214929	4.781915	8.449661
22110	-18.69003	-16.55936	-2.130677	0.08472541	0	1	0.8007608	0.2466605	8.181101	9.098321
22120	-17.42347	-15.44266	-1.980817	0.0738856	0	1	0.7729345	0.267247	9.381357	9.632821
22130	-18.21097	-16.0459	-2.165062	0.07426632	0	1	0.7740329	0.3187283	9.333264	9.275285
22140	-22.36955	-17.08918	-5.280372	0.2040904	0	1	0.9167192	0.4570473	3.396275	8.440943
22150	-18.58406	-16.18055	-2.40351	0.0841669	0	1	0.7994849	0.3278962	8.23539	8.989366
22160	-22.44567	-19.9797	-2.465967	0.1028653	0	1	0.8351543	0.2347155	6.738395	8.577098
22170	-21.31399	-18.38969	-2.9243	0.09183845	0	1	0.8157592	0.4690441	7.547461	8.752652
22180	-18.77692	-17.24042	-1.536503	0.06643866	0	1	0.7493042	0.2007144	10.43289	9.984944
22190	-17.68747	-15.68905	-1.99842	0.0717688	0	1	0.7666439	0.2844891	9.658058	9.938411
22200	-17.79062	-15.85142	-1.939205	0.07571347	0	1	0.77812	0.2466016	9.154872	9.605372
22210	-20.8667	-19.04877	-1.817935	0.08046301	0	1	0.7906183	0.197496	8.614482	9.469335
22220	-20.91956	-17.34836	-3.571201	0.1263742	0	1	0.8655827	0.430416	5.48488	8.990449
22230	-20.23016	-17.12779	-3.102373	0.1215432	0	1	0.8602672	0.2984003	5.702887	8.538604
22240	-17.37453	-15.47223	-1.902298	0.07188635	0	1	0.7670016	0.2577727	9.642264	9.705708
22250	-24.4893	-18.49792	-5.991379	0.2262072	0	1	0.9248615	0.5820029	3.064213	8.756705
22260	-17.56011	-15.50771	-2.052399	0.07258224	0	1	0.7690987	0.2951291	9.549818	9.503564
22270	-24.21014	-21.96948	-2.240664	0.09676262	0	1	0.8249362	0.2132725	7.163378	8.614039
22280	-21.03155	-17.33291	-3.698636	0.1281217	0	1	0.8674085	0.4711156	5.410068	8.662669
22290	-17.27206	-15.50504	-1.76702	0.06142694	0	1	0.7307542	0.2811108	11.28409	9.927972
22300	-18.48868	-16.22684	-2.261835	0.08670425	0	1	0.8051606	0.269665	7.994386	9.005231
22310	-19.59634	-17.23508	-2.361257	0.07203216	0	1	0.7674439	0.406646	9.622746	9.76055
22320	-21.05864	-19.59967	-1.458965	0.06010034	0	1	0.7254296	0.2124792	11.53317	9.541832
22330	-20.91868	-17.42818	-3.490495	0.1201842	0	1	0.8586964	0.4527754	5.767373	8.512614
22340	-19.40946	-16.35359	-3.055865	0.10945	0	1	0.8449542	0.3681706	6.333005	8.671703
22350	-18.59445	-15.92657	-2.667879	0.09428099	0	1	0.8204237	0.344621	7.351929	8.99155
22360	-17.577	-15.44317	-2.133838	0.07608361	0	1	0.7791435	0.2972439	9.110335	9.523737
22370	-19.98743	-17.1727	-2.814723	0.09130379	0	1	0.8147071	0.4251602	7.591658	9.224677
22380	-17.85527	-15.56132	-2.293947	0.08203948	0	1	0.7944805	0.3074395	8.448946	9.375145
22390	-19.90128	-17.08909	-2.812188	0.09153106	0	1	0.8151557	0.4220433	7.572809	9.189421
22400	-17.90437	-15.67637	-2.227995	0.07668699	0	1	0.7807932	0.3224365	9.038654	9.42084
22410	-22.96166	-20.86721	-2.094446	0.05183754	0	1	0.6876432	0.4780241	13.37153	9.843883
22420	-20.36549	-16.8024	-3.563094	0.1291772	0	1	0.8684877	0.4022862	5.365861	8.472058
22430	-18.13094	-15.89227	-2.238675	0.07462347	0	1	0.7750544	0.3404857	9.288595	9.567456
22440	-18.2614	-15.88289	-2.378513	0.084212	0	1	0.7995885	0.3194954	8.230978	9.077706
22450	-19.02864	-16.62539	-2.403243	0.08228217	0	1	0.7950632	0.3411849	8.424026	8.933393
22460	-17.80628	-15.77221	-2.034067	0.07784319	0	1	0.7838915	0.2591593	8.904404	9.343492
22470	-18.0892	-15.88135	-2.207848	0.07514515	0	1	0.7765313	0.3265152	9.22411	9.762951
22480	-18.95401	-16.71739	-2.236623	0.06942786	0	1	0.7593057	0.379393	9.983703	9.697402
22490	-19.35255	-17.69669	-1.655866	0.07194064	0	1	0.7671664	0.2012392	9.634988	9.703659
22500	-17.51401	-15.46771	-2.046298	0.07492345	0	1	0.7759059	0.2791171	9.251405	9.461541
22510	-18.80993	-16.83498	-1.974954	0.07943259	0	1	0.7880198	0.2361822	8.726232	9.64861
22520	-17.9342	-16.21518	-1.719025	0.06991999	0	1	0.7608831	0.2237504	9.913434	9.748546
22530	-18.42131	-16.70575	-1.715559	0.07004896	0	1	0.7612934	0.2223669	9.895181	9.982958
22540	-17.35773	-15.53881	-1.818919	0.06981055	0	1	0.7605339	0.2478313	9.928975	9.74562
22550	-20.82265	-17.52913	-3.29352	0.1274604	0	1	0.8667233	0.318627	5.438137	8.396997
22560	-20.98921	-18.71839	-2.270819	0.08069644	0	1	0.7911987	0.3090951	8.589564	8.628538
22570	-17.35849	-15.39172	-1.966777	0.06988083	0	1	0.7607583	0.2868944	9.918989	9.874195
22580	-19.10156	-16.90132	-2.200243	0.08867729	0	1	0.8093678	0.2431601	7.816513	9.019398
22590	-19.28991	-17.34458	-1.945329	0.06543698	0	1	0.745783	0.308575	10.59259	9.268354
22600	-20.38973	-18.96167	-1.428069	0.06121416	0	1	0.7299125	0.2012027	11.32331	9.664348
22610	-17.91764	-16.08294	-1.834702	0.07073465	0	1	0.7634532	0.2468847	9.79926	9.457618
22620	-19.38375	-17.5586	-1.825142	0.07372215	0	1	0.7724599	0.2295146	9.402156	9.21427
22630	-19.37159	-17.02759	-2.344001	0.09383357	0	1	0.8195863	0.2516557	7.386985	8.883197
22640	-21.04868	-17.62564	-3.423042	0.1295502	0	1	0.8688649	0.3469554	5.350412	8.319837
22650	-18.31372	-16.25281	-2.060907	0.07506658	0	1	0.77631	0.2823657	9.233766	9.178614
22660	-18.43494	-16.44317	-1.991774	0.06463004	0	1	0.7428811	0.3288272	10.72485	9.569295
22670	-17.97623	-15.83169	-2.144535	0.07174809	0	1	0.7665808	0.3293923	9.660845	9.541353
22680	-19.60673	-17.69601	-1.910716	0.0760806	0	1	0.7791352	0.2378152	9.110696	9.087281
22690	-19.76928	-16.4326	-3.336685	0.1191036	0	1	0.8574223	0.3972304	5.819699	8.765673
22700	-18.15679	-15.91422	-2.242577	0.0811915	0	1	0.7924198	0.2973476	8.537188	9.10866
22710	-18.67433	-16.84573	-1.8286	0.06247775	0	1	0.7348432	0.2923731	11.0943	9.496997
22720	-20.78289	-16.78316	-3.999738	0.150022	0	1	0.8867205	0.4000074	4.620305	8.72575
22730	-20.2828	-16.76275	-3.52005	0.1358414	0	1	0.8749191	0.3345233	5.102622	8.509646
22740	-18.3316	-16.36095	-1.970645	0.06120126	0	1	0.7298613	0.3462503	11.3257	9.957149
22750	-17.16635	-15.37749	-1.788857	0.0665296	0	1	0.7496195	0.2578317	10.41863	9.803015
22760	-19.46567	-17.06097	-2.404699	0.07468013	0	1	0.7752157	0.4014951	9.281547	9.474577
22770	-17.51887	-15.50283	-2.016041	0.07067296	0	1	0.7632604	0.2963583	9.807812	9.573928
22780	-18.7734	-17.18278	-1.590615	0.06818901	0	1	0.7552499	0.2041495	10.16509	9.917901
22790	-19.35548	-16.28488	-3.070599	0.1084598	0	1	0.8435537	0.3815696	6.390824	8.89026
22800	-18.31137	-15.78769	-2.523678	0.09016614	0	1	0.8124299	0.3255649	7.687444	9.240499
22810	-20.93845	-18.34789	-2.590555	0.07936466	0	1	0.7878463	0.4377492	8.733701	9.912402
22820	-17.73633	-15.73263	-2.003701	0.06635143	0	1	0.7490011	0.3208365	10.4466	9.788912
22830	-19.07841	-16.65575	-2.42266	0.08632402	0	1	0.8043295	0.3192816	8.029598	8.822407
22840	-21.69351	-18.45136	-3.242152	0.1332617	0	1	0.8725049	0.2676149	5.201399	8.692595
22850	-19.00551	-17.0566	-1.948908	0.08089849	0	1	0.7916987	0.2230624	8.568111	9.421062
22860	-19.51869	-16.4975	-3.02119	0.113105	0	1	0.8499181	0.3290837	6.128352	9.02062
22870	-17.54313	-15.70361	-1.839522	0.06471707	0	1	0.7431969	0.2818667	10.71042	9.688415
22880	-22.94712	-19.43506	-3.512058	0.1106463	0	1	0.8466139	0.5664302	6.264533	8.734552
22890	-19.37578	-17.29702	-2.078767	0.08534082	0	1	0.8021491	0.2311447	8.122106	9.431345
22900	-22.43908	-19.32481	-3.114269	0.09855047	0	1	0.8280541	0.4918811	7.033424	9.559785
22910	-18.75227	-16.22463	-2.527643	0.09346296	0	1	0.818887	0.3047734	7.416276	9.331632
22920	-17.63622	-15.63746	-1.998758	0.06644736	0	1	0.7493344	0.3186053	10.43152	9.885583
22930	-18.31457	-15.95002	-2.364549	0.08576343	0	1	0.8030919	0.3048615	8.082083	9.00966
22940	-19.90492	-18.15126	-1.753662	0.05868844	0	1	0.7195549	0.2939768	11.81062	9.442962
22950	-18.046	-15.92886	-2.117138	0.07970763	0	1	0.7887193	0.2706838	8.69612	9.628664
22960	-18.84932	-16.03092	-2.818406	0.1051305	0	1	0.8386586	0.3182211	6.593209	8.998678
22970	-18.53933	-16.24221	-2.297121	0.07950698	0	1	0.7882094	0.3254444	8.718067	9.751799
22980	-18.9671	-16.22802	-2.739087	0.09999753	0	1	0.8305002	0.3277822	6.931643	9.193035
22990	-19.16512	-16.81675	-2.348369	0.08035096	0	1	0.7903386	0.3364774	8.626496	8.924991
23000	-18.71568	-16.18069	-2.534993	0.09118261	0	1	0.8144671	0.3222435	7.601747	9.387847
23010	-17.65933	-15.67878	-1.980542	0.06672575	0	1	0.7502972	0.3110115	10.388	9.708696
23020	-19.48598	-16.24232	-3.243658	0.1220942	0	1	0.8608942	0.3396887	5.677152	8.784166
23030	-18.44802	-16.46733	-1.980691	0.07206757	0	1	0.767551	0.2777234	9.618018	9.225157
23040	-16.9939	-15.24708	-1.746823	0.06404696	0	1	0.740747	0.2605916	10.82248	9.984006
23050	-19.04026	-16.85856	-2.181705	0.06637009	0	1	0.749066	0.3831934	10.44367	9.913986
23060	-19.4048	-17.21093	-2.193866	0.07168262	0	1	0.766381	0.3465302	9.669669	9.109149
23070	-19.78606	-17.78054	-2.005527	0.06978258	0	1	0.7604446	0.2988521	9.932954	9.042106
23080	-19.52788	-17.413	-2.114883	0.06556002	0	1	0.7462203	0.3646391	10.57271	9.375148
23090	-21.80877	-18.20224	-3.60653	0.1197376	0	1	0.8581725	0.5133242	5.788884	8.663533
23100	-18.52513	-16.8717	-1.653437	0.06510295	0	1	0.7445889	0.2320981	10.64694	9.55866
23110	-19.83332	-16.4364	-3.396922	0.1293819	0	1	0.8686949	0.3392198	5.357374	8.758317
23120	-17.95331	-15.78929	-2.164013	0.08068171	0	1	0.7911622	0.2778706	8.591132	9.192436
23130	-22.0698	-18.08419	-3.985616	0.1385597	0	1	0.8773669	0.5030003	5.002518	8.353379
23140	-19.42801	-16.78876	-2.639246	0.08630569	0	1	0.8042893	0.3966478	8.031304	9.387834
23150	-17.6851	-15.96545	-1.719655	0.06737361	0	1	0.7525122	0.2363221	10.28811	9.666292
23160	-17.93598	-15.6119	-2.324082	0.08518349	0	1	0.8017959	0.2963962	8.137107	9.190472
23170	-21.4291	-18.54413	-2.88497	0.0881313	0	1	0.8082209	0.4878623	7.864938	9.322186
23180	-20.0513	-16.77926	-3.27204	0.1142276	0	1	0.8513809	0.4129555	6.068123	8.949669
23190	-17.51096	-15.69496	-1.816003	0.07062658	0	1	0.7631152	0.2428673	9.814254	9.794575
23200	-19.51667	-16.64256	-2.874106	0.09668797	0	1	0.8248036	0.4024603	7.168908	9.006889
23210	-19.81529	-16.40773	-3.407564	0.1243209	0	1	0.863373	0.3817192	5.575469	8.600771
23220	-20.53857	-17.08279	-3.455776	0.1199007	0	1	0.8583642	0.4399645	5.781011	8.888686
23230	-20.1714	-17.22372	-2.947688	0.1034925	0	1	0.8361392	0.3749479	6.697561	9.325405
23240	-21.04698	-18.41019	-2.636787	0.1061439	0	1	0.8401799	0.259725	6.530259	9.201997
23250	-18.70632	-16.18761	-2.518704	0.08455885	0	1	0.8003819	0.364882	8.197216	9.323804
23260	-17.34188	-15.4001	-1.941779	0.06791864	0	1	0.7543483	0.291708	10.20555	9.967143
23270	-18.09956	-15.95457	-2.144992	0.07481423	0	1	0.7755966	0.3087842	9.264911	9.871673
23280	-19.1152	-16.83773	-2.277466	0.08729635	0	1	0.8064416	0.270493	7.940162	8.865627
23290	-19.51576	-17.13194	-2.383816	0.08642299	0	1	0.8045465	0.3064728	8.020403	9.710351
23300	-19.06381	-16.15558	-2.908237	0.1065677	0	1	0.8408078	0.3376741	6.504292	9.035648
23310	-18.16955	-15.7958	-2.373745	0.08713647	0	1	0.8060972	0.2988431	7.954731	9.370992
23320	-17.86107	-15.57598	-2.285099	0.08206414	0	1	0.7945398	0.3045718	8.446407	9.265176
23330	-21.24468	-17.64611	-3.598567	0.1226063	0	1	0.8614722	0.4791773	5.653436	8.871008
23340	-19.12604	-16.95137	-2.174672	0.0689768	0	1	0.7578433	0.3600319	10.04899	9.344931
23350	-19.96728	-17.82159	-2.14569	0.08489368	0	1	0.8011422	0.2494989	8.164885	8.852177
23360	-17.61655	-15.76195	-1.854594	0.07251706	0	1	0.7689037	0.2424972	9.558401	9.651152
23370	-19.93039	-16.62243	-3.307967	0.1164308	0	1	0.8541717	0.40851	5.953299	8.676428
23380	-19.39293	-17.20371	-2.189223	0.06695743	0	1	0.7510934	0.381303	10.35206	9.499158
23390	-19.10866	-16.66262	-2.446034	0.09593262	0	1	0.8234514	0.2665477	7.225354	8.844699
23400	-19.04485	-16.96905	-2.075802	0.07358917	0	1	0.7720724	0.2957303	9.419146	9.062752
23410	-20.55948	-17.95786	-2.601614	0.1061521	0	1	0.8401922	0.2507046	6.529752	8.694391
23420	-21.15417	-18.31545	-2.838724	0.08720963	0	1	0.8062549	0.4750144	7.948058	9.362496
23430	-19.30595	-16.69117	-2.614781	0.09974974	0	1	0.8300861	0.2909936	6.948862	9.242231
23440	-18.96961	-16.25498	-2.714631	0.1019465	0	1	0.8336903	0.3069044	6.799127	9.134203
23450	-19.57397	-16.6009	-2.973073	0.1125252	0	1	0.8491515	0.3175066	6.15993	9.033582
23460	-19.287	-16.50823	-2.778775	0.1048798	0	1	0.8382779	0.3074878	6.608967	8.661216
23470	-19.80408	-17.91397	-1.890107	0.07973975	0	1	0.7888007	0.2155598	8.692617	9.190719
23480	-19.62389	-16.68309	-2.940796	0.1052971	0	1	0.8389106	0.3583827	6.582776	8.590219
23490	-18.90071	-16.01856	-2.882159	0.1029609	0	1	0.8353051	0.3551492	6.73214	8.923429
23500	-17.45358	-15.56159	-1.891988	0.06987632	0	1	0.7607439	0.2662461	9.919629	9.960623
23510	-19.13343	-17.43411	-1.699315	0.054304	0	1	0.6998277	0.3055742	12.7642	9.838424
23520	-17.34697	-15.52334	-1.823631	0.06329186	0	1	0.7379357	0.2859413	10.9516	9.836346
23530	-20.46834	-16.85414	-3.6142	0.1284443	0	1	0.8677401	0.4300164	5.396482	8.795994
23540	-20.45954	-17.7224	-2.737141	0.1051509	0	1	0.8386895	0.2932569	6.591928	9.28763
23550	-19.3543	-17.39736	-1.95694	0.05777664	0	1	0.7156423	0.3672812	11.99701	9.86578
23560	-21.00049	-18.41852	-2.581964	0.1055231	0	1	0.8392513	0.2491297	6.568677	8.634926
23570	-19.25496	-16.43607	-2.818889	0.09671887	0	1	0.8248585	0.3805906	7.166618	9.175496
23580	-18.30702	-16.75276	-1.554265	0.06116466	0	1	0.7297161	0.2285052	11.33248	9.762449
23590	-17.60081	-15.47924	-2.121565	0.07652571	0	1	0.7803545	0.2908763	9.057703	9.416417
23600	-17.8813	-16.10514	-1.776158	0.07005737	0	1	0.7613201	0.2362166	9.893993	9.958815
23610	-20.57734	-17.39615	-3.181191	0.1054643	0	1	0.8391629	0.4541592	6.572337	8.879293
23620	-18.65362	-15.88785	-2.765771	0.1001696	0	1	0.8307866	0.3354195	6.919739	9.007284
23630	-17.91678	-15.77111	-2.145667	0.08151972	0	1	0.793222	0.2680108	8.502816	9.238656
23640	-17.72884	-15.72825	-2.000586	0.07504802	0	1	0.7762577	0.2659414	9.236049	9.367005
23650	-17.69722	-15.60611	-2.09111	0.07150269	0	1	0.7658304	0.3138864	9.694001	9.582497
23660	-19.6467	-17.82499	-1.821713	0.0647866	0	1	0.7434487	0.2764832	10.69893	9.25038
23670	-17.78732	-15.80414	-1.983184	0.06456802	0	1	0.7426556	0.3264443	10.73515	9.918796
23680	-20.54204	-17.31884	-3.223195	0.1288963	0	1	0.8682022	0.2880764	5.377555	8.625222
23690	-17.79996	-15.55953	-2.240423	0.0819023	0	1	0.7941497	0.2922661	8.463098	9.268497
23700	-19.68795	-16.33407	-3.353881	0.12449	0	1	0.8635577	0.3604716	5.567894	8.815193
23710	-21.66191	-17.4545	-4.207411	0.1498068	0	1	0.886558	0.4945866	4.626941	8.650487
23720	-17.63911	-15.50663	-2.132488	0.07449254	0	1	0.7746809	0.307036	9.304921	9.52414
23730	-17.0102	-15.30029	-1.709916	0.06336243	0	1	0.7382008	0.2548241	10.9394	9.977313
23740	-24.35352	-20.22979	-4.123738	0.1454276	0	1	0.8831471	0.4991845	4.76627	7.926563
23750	-18.14275	-16.11718	-2.025572	0.07380942	0	1	0.7727135	0.2799315	9.391039	9.962688
23760	-20.31026	-17.32329	-2.986973	0.1192816	0	1	0.8576337	0.2789485	5.811013	8.875761
23770	-19.9938	-17.3236	-2.670201	0.1042593	0	1	0.8373281	0.2795073	6.648302	8.611927
23780	-17.86719	-15.68755	-2.179641	0.07398859	0	1	0.7732326	0.3253208	9.368298	9.567466
23790	-17.60992	-15.55175	-2.058175	0.07193053	0	1	0.7671358	0.3009721	9.636341	9.517631
23800	-21.14615	-19.68473	-1.461426	0.06718642	0	1	0.7518759	0.183266	10.31677	9.614423
23810	-18.12268	-15.67158	-2.451102	0.09021855	0	1	0.8125359	0.3024372	7.682979	9.14437
23820	-17.76107	-15.83378	-1.927283	0.07454643	0	1	0.7748348	0.249789	9.298194	9.440601
23830	-17.55797	-15.96781	-1.590162	0.06003526	0	1	0.7251636	0.2426018	11.54567	9.906558
23840	-18.96688	-16.86299	-2.103885	0.0813684	0	1	0.7928529	0.2578703	8.518629	9.003956
23850	-18.06461	-15.78432	-2.280295	0.0801253	0	1	0.7897732	0.315843	8.650791	9.58573
23860	-17.49718	-15.438	-2.05918	0.07471195	0	1	0.7753062	0.2840075	9.277594	9.659364
23870	-18.25289	-15.92628	-2.326606	0.08703372	0	1	0.8058754	0.2857049	7.964122	9.398012
23880	-18.63858	-16.03511	-2.603468	0.09829559	0	1	0.8276161	0.2967366	7.051661	8.867122
23890	-19.22933	-17.66887	-1.560463	0.06430176	0	1	0.7416835	0.2151182	10.7796	9.586981
23900	-20.32407	-18.14061	-2.183464	0.08053935	0	1	0.7908085	0.2841856	8.606317	8.753861
23910	-17.50656	-15.64728	-1.85928	0.06916705	0	1	0.7584621	0.2615862	10.02135	9.567369
23920	-22.57802	-20.26804	-2.309981	0.07259958	0	1	0.7691505	0.3816968	9.547537	8.556958
23930	-17.95994	-15.60635	-2.353584	0.08596689	0	1	0.8035428	0.3002381	8.062955	9.195063
23940	-17.74223	-15.69497	-2.047261	0.0784783	0	1	0.7855589	0.2590861	8.832342	9.479512
23950	-19.48216	-17.40585	-2.076314	0.06400048	0	1	0.7405755	0.3626477	10.83034	9.446387
23960	-18.47273	-16.03184	-2.440885	0.0908187	0	1	0.8137426	0.2955746	7.632208	9.335805
23970	-20.71532	-17.80849	-2.906831	0.1148806	0	1	0.8522189	0.2826685	6.033633	9.072598
23980	-18.08191	-16.42535	-1.656561	0.06831405	0	1	0.7556649	0.2174884	10.14648	9.757117
23990	-18.85249	-16.58948	-2.263019	0.07224456	0	1	0.7680854	0.3669398	9.594455	9.413404
24000	-19.85635	-17.39783	-2.458514	0.07523975	0	1	0.7767972	0.4186917	9.212513	9.491671
24010	-17.39475	-15.4541	-1.940658	0.0660936	0	1	0.7481012	0.3028871	10.48736	9.866287
24020	-18.32046	-15.98129	-2.339164	0.08038662	0	1	0.7904277	0.333142	8.622668	9.600375
24030	-18.88717	-17.22389	-1.663274	0.06047979	0	1	0.7269715	0.2585531	11.46081	9.575587
24040	-19.56887	-16.49588	-3.072993	0.1065501	0	1	0.8407819	0.3983018	6.505364	8.914929
24050	-17.54769	-15.44424	-2.103449	0.07409434	0	1	0.7735379	0.300779	9.354928	9.580678
24060	-19.53821	-17.07875	-2.459462	0.08157288	0	1	0.7933513	0.3663886	8.497275	8.898735
24070	-17.10819	-15.26555	-1.842645	0.06691754	0	1	0.7509567	0.269849	10.35823	9.872122
24080	-17.22077	-15.31125	-1.909528	0.06948359	0	1	0.7594853	0.2732246	9.975696	9.749154
24090	-17.10884	-15.25459	-1.85425	0.06631705	0	1	0.7488814	0.2765	10.45202	9.93038
24100	-19.31125	-16.3352	-2.976045	0.1035411	0	1	0.8362151	0.3853351	6.694417	8.926125
24110	-20.52554	-16.66792	-3.857623	0.1463955	0	1	0.8839185	0.374773	4.734757	8.708576
24120	-21.30353	-17.71489	-3.588641	0.1213362	0	1	0.8600301	0.4874063	5.712619	8.662399
24130	-19.70304	-16.76978	-2.933258	0.1155969	0	1	0.8531276	0.28586	5.996244	8.712106
24140	-19.43147	-16.66348	-2.767992	0.09213737	0	1	0.8163425	0.3986351	7.522976	9.180534
