Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
6280	-18.48026	-15.81149	-2.668774	0.09643869	0	1	0.8243596	0.3294927	7.187439	9.007084
6290	-18.29017	-15.75651	-2.533652	0.09142135	0	1	0.8149394	0.3201853	7.581896	9.038298
6300	-21.92355	-19.69086	-2.232687	0.05912107	0	1	0.7213784	0.4702884	11.7242	9.742313
6310	-19.11433	-17.08114	-2.033184	0.06009654	0	1	0.7254141	0.377339	11.5339	9.990085
6320	-23.63414	-17.47287	-6.16127	0.2373757	0	1	0.9283967	0.54423	2.920043	8.491261
6330	-18.58675	-15.93972	-2.647032	0.09408246	0	1	0.8200531	0.3389359	7.367443	8.945226
6340	-21.17001	-17.08553	-4.084483	0.1480317	0	1	0.8851996	0.4541656	4.682424	8.721798
6350	-23.0689	-18.36521	-4.703687	0.1667919	0	1	0.8981007	0.5665558	4.155761	8.694705
6360	-17.30367	-15.35481	-1.948859	0.06920979	0	1	0.7586007	0.285841	10.01516	9.706067
6370	-22.70122	-19.36937	-3.331849	0.1089184	0	1	0.8442054	0.4906892	6.363914	8.25392
6380	-22.73327	-18.15822	-4.57505	0.1831022	0	1	0.9071745	0.3524238	3.785576	8.330948
6390	-18.74685	-15.97887	-2.767981	0.09793134	0	1	0.8269866	0.3525131	7.077889	8.987276
6400	-18.25446	-16.32304	-1.931418	0.06022897	0	1	0.725954	0.3398713	11.50854	9.968317
6410	-17.58998	-15.44684	-2.143149	0.07663379	0	1	0.7806487	0.2965419	9.044929	9.503456
6420	-20.318	-18.48101	-1.836984	0.06561295	0	1	0.746408	0.2758577	10.56418	9.131477
6430	-17.6945	-15.68431	-2.010188	0.07385005	0	1	0.7728314	0.2754203	9.385873	9.825366
6440	-18.38581	-16.44875	-1.937058	0.07768155	0	1	0.7834632	0.2360077	8.922931	9.314377
6450	-18.23402	-15.78493	-2.449082	0.08706276	0	1	0.8059381	0.322731	7.961466	9.083749
6460	-22.482	-18.96117	-3.520824	0.1141943	0	1	0.8513379	0.5299751	6.069891	8.481128
6470	-19.97565	-17.6296	-2.346051	0.07223145	0	1	0.7680459	0.3988192	9.596197	9.200363
6480	-21.12525	-17.90883	-3.216415	0.1148357	0	1	0.8521615	0.3856046	6.035993	8.305899
6490	-17.47886	-15.73063	-1.748231	0.06269551	0	1	0.7356767	0.2685508	11.05577	9.773418
6500	-19.87329	-17.33442	-2.538878	0.09865244	0	1	0.8282287	0.2760779	7.026153	9.320893
6510	-19.26395	-16.69834	-2.565612	0.08847627	0	1	0.8089471	0.3519026	7.834273	9.554711
6520	-19.35178	-17.76133	-1.590447	0.0693527	0	1	0.7590631	0.1991366	9.994523	9.912554
6530	-18.10415	-15.87314	-2.231012	0.08363966	0	1	0.7982661	0.279049	8.287303	9.481708
6540	-17.89262	-15.89495	-1.997676	0.0644167	0	1	0.7421039	0.3322746	10.76037	9.944089
6550	-20.19335	-17.27055	-2.922802	0.09517427	0	1	0.8220735	0.4363363	7.282926	9.010331
6560	-17.98562	-15.75245	-2.233173	0.07701486	0	1	0.7816802	0.3218632	9.000175	9.33745
6570	-17.2106	-15.41676	-1.79384	0.06321237	0	1	0.7376366	0.278017	10.96537	9.87749
6580	-17.34059	-15.51944	-1.821145	0.06378143	0	1	0.7397646	0.2822832	10.86754	9.806377
6590	-19.24438	-16.55963	-2.684746	0.08906383	0	1	0.8101719	0.3915138	7.782589	9.18073
6600	-21.95203	-19.03935	-2.912679	0.1134774	0	1	0.8504065	0.2929198	6.10824	9.270353
6610	-23.33859	-17.8289	-5.509684	0.2055572	0	1	0.9173135	0.5572278	3.372041	8.60862
6620	-20.64842	-17.59761	-3.050811	0.1013219	0	1	0.8326807	0.4352715	6.84104	8.620113
6630	-20.22233	-17.0116	-3.210728	0.1128422	0	1	0.8495716	0.399985	6.142625	9.100592
6640	-17.40328	-15.57517	-1.828107	0.06921296	0	1	0.758611	0.2533107	10.0147	9.640506
6650	-20.62931	-17.90126	-2.728052	0.101595	0	1	0.8331236	0.31338	6.822653	9.433784
6660	-19.92536	-16.86483	-3.06053	0.1033715	0	1	0.8359501	0.4208165	6.7054	8.961609
6670	-21.10051	-18.35729	-2.743218	0.09352465	0	1	0.8190037	0.3775996	7.411385	8.433112
6680	-18.08658	-16.00113	-2.08545	0.07134238	0	1	0.7653378	0.3131785	9.715784	9.375671
6690	-18.41728	-16.19997	-2.217302	0.07251591	0	1	0.7689003	0.3485294	9.558553	9.447111
6700	-21.08083	-19.42642	-1.654407	0.04811841	0	1	0.6675933	0.333133	14.40503	9.896577
6710	-17.4539	-15.68313	-1.770765	0.06491777	0	1	0.7439226	0.2620193	10.67731	9.703798
6720	-19.15404	-16.59727	-2.556768	0.09467828	0	1	0.8211611	0.3057916	7.321079	8.726568
6730	-18.19765	-16.3049	-1.892745	0.06039116	0	1	0.7266128	0.3258551	11.47763	9.843982
6740	-17.96928	-16.41944	-1.549845	0.0644504	0	1	0.7422269	0.2121758	10.75474	9.934471
6750	-20.12436	-18.04933	-2.075032	0.08587947	0	1	0.8033493	0.2276658	8.071162	8.965769
6760	-18.53683	-15.92469	-2.612136	0.09771566	0	1	0.8266117	0.303026	7.093512	9.106774
6770	-19.71337	-16.41501	-3.298357	0.117555	0	1	0.8555566	0.3950645	5.896364	8.734976
6780	-19.71099	-16.6481	-3.062898	0.1057916	0	1	0.8396543	0.4006986	6.552005	9.035456
6790	-18.73595	-16.02293	-2.713018	0.09787777	0	1	0.8268936	0.3340401	7.081763	8.840454
6800	-18.48595	-16.38026	-2.105692	0.06882321	0	1	0.7573416	0.3371312	10.07142	9.436293
6810	-18.33605	-15.91073	-2.425319	0.09052736	0	1	0.8131587	0.2928142	7.65677	8.976639
6820	-17.86607	-15.71895	-2.147115	0.07527971	0	1	0.7769093	0.306399	9.207623	9.765602
6830	-20.60175	-18.10845	-2.493297	0.07488153	0	1	0.7757872	0.4368194	9.256585	9.210494
6840	-19.35146	-16.24652	-3.104943	0.1106155	0	1	0.8465717	0.3772437	6.266273	8.875235
6850	-18.34709	-15.76258	-2.584516	0.09291241	0	1	0.8178384	0.3264001	7.460222	9.113283
6860	-18.87352	-16.54353	-2.329985	0.08442547	0	1	0.8000775	0.3029858	8.210167	9.666619
6870	-17.78501	-15.59775	-2.187259	0.07933772	0	1	0.7877775	0.2926336	8.736666	9.559807
6880	-18.86705	-17.27718	-1.589872	0.06189926	0	1	0.7326059	0.2331257	11.19799	9.612434
6890	-19.05827	-16.0686	-2.989668	0.1110282	0	1	0.8471364	0.3332388	6.242984	8.900128
6900	-17.83141	-15.80115	-2.030262	0.07272965	0	1	0.7695385	0.287766	9.530463	9.931906
6910	-18.84022	-16.31015	-2.530074	0.08681994	0	1	0.8054122	0.3517653	7.983733	8.959223
6920	-17.13565	-15.38729	-1.748363	0.06258705	0	1	0.7352621	0.2692052	11.07493	9.915572
6930	-17.50938	-15.61856	-1.890823	0.06627007	0	1	0.7487177	0.2870857	10.45943	9.659976
6940	-19.87142	-16.45188	-3.419544	0.1232025	0	1	0.862139	0.3955975	5.62608	8.646986
6950	-22.64207	-18.30902	-4.333055	0.1527101	0	1	0.8887122	0.5272941	4.538974	8.288843
6960	-20.6079	-17.39235	-3.215557	0.1153239	0	1	0.8527826	0.3813026	6.010437	9.179469
6970	-20.56224	-17.25558	-3.306668	0.1281409	0	1	0.8674282	0.3182154	5.409258	8.441071
6980	-19.56773	-16.74522	-2.822501	0.09490214	0	1	0.821574	0.3969803	7.30381	9.243442
6990	-19.38705	-17.1139	-2.273153	0.07874059	0	1	0.7862406	0.3229463	8.802921	8.892113
7000	-18.21895	-16.39626	-1.822692	0.07320615	0	1	0.7709496	0.2314737	9.468428	9.80927
7010	-21.5124	-17.1533	-4.359104	0.1603606	0	1	0.8940167	0.4601097	4.32243	8.698649
7020	-18.07427	-16.36538	-1.708883	0.06938656	0	1	0.7591725	0.2240139	9.989646	9.941169
7030	-17.84256	-15.84942	-1.993139	0.07289376	0	1	0.7700263	0.2763151	9.509005	9.351451
7040	-20.35419	-18.5106	-1.843583	0.07613521	0	1	0.7792855	0.2221165	9.10416	9.951244
7050	-18.51348	-16.23367	-2.279806	0.07616042	0	1	0.7793548	0.3433983	9.101147	9.797456
7060	-18.98703	-16.8471	-2.139932	0.06474503	0	1	0.7432982	0.3804106	10.7058	9.961412
7070	-21.41297	-17.07996	-4.333008	0.1637867	0	1	0.8962322	0.4168247	4.232011	8.727271
7080	-17.5896	-15.72007	-1.869524	0.06664704	0	1	0.7500257	0.2787964	10.40027	9.600925
7090	-21.20417	-18.32917	-2.875	0.08863284	0	1	0.8092749	0.4779091	7.820433	9.029996
7100	-20.1923	-17.10524	-3.087064	0.1197246	0	1	0.8581572	0.3054292	5.789514	8.51092
7110	-22.67167	-18.27481	-4.396863	0.1668259	0	1	0.8981214	0.41656	4.154915	8.155527
7120	-21.64345	-19.05097	-2.592478	0.07474502	0	1	0.7754001	0.4837639	9.27349	9.8685
7130	-20.17371	-17.50338	-2.670328	0.09149778	0	1	0.8150902	0.3664838	7.575562	9.632521
7140	-20.90788	-18.38728	-2.520603	0.08040766	0	1	0.7904803	0.3992394	8.620413	8.710639
7150	-21.69856	-17.66789	-4.030667	0.1526571	0	1	0.8886736	0.3901356	4.54055	8.252616
7160	-18.6547	-15.98384	-2.670868	0.09464196	0	1	0.8210939	0.3430152	7.323888	9.183788
7170	-19.21466	-16.47496	-2.739693	0.09528435	0	1	0.8222748	0.3624795	7.274512	8.779818
7180	-17.46081	-15.41357	-2.047241	0.074179	0	1	0.7737818	0.2838287	9.34425	9.520899
7190	-17.2891	-15.53138	-1.757717	0.06659351	0	1	0.7498407	0.2495877	10.40863	9.760181
7200	-20.69343	-18.24528	-2.448155	0.07128457	0	1	0.7651597	0.4506563	9.723663	9.754542
7210	-18.3448	-16.1135	-2.231297	0.0776163	0	1	0.7832899	0.3171859	8.930433	9.797159
7220	-17.41813	-15.54648	-1.871641	0.06977246	0	1	0.7604122	0.2614591	9.934395	9.593217
7230	-17.68719	-15.94711	-1.740087	0.06122263	0	1	0.7299461	0.2748295	11.32175	9.77604
7240	-22.7466	-18.25453	-4.492068	0.1578172	0	1	0.89231	0.5546847	4.39209	8.675658
7250	-24.8482	-20.17856	-4.669641	0.1782432	0	1	0.9046447	0.4294615	3.888772	7.963817
7260	-19.71405	-17.58976	-2.12429	0.08047655	0	1	0.7906521	0.2682143	8.613033	8.87178
7270	-18.98645	-16.92916	-2.057293	0.06319831	0	1	0.7375836	0.3619236	10.96781	9.669175
7280	-18.18556	-16.22126	-1.964302	0.06459795	0	1	0.7427645	0.3201348	10.73017	9.611311
7290	-18.12441	-16.46844	-1.655974	0.06839443	0	1	0.755931	0.2169902	10.13456	9.74313
7300	-17.34766	-15.58545	-1.762212	0.06775555	0	1	0.7538015	0.2446057	10.23012	9.750257
7310	-18.27553	-16.34097	-1.934558	0.0716702	0	1	0.7663431	0.2674479	9.671344	9.285937
7320	-18.65886	-16.49735	-2.161516	0.07190662	0	1	0.7670632	0.3339082	9.639546	9.257938
7330	-18.57438	-16.37604	-2.19834	0.07693683	0	1	0.7814697	0.3113597	9.009302	9.902085
7340	-17.47371	-15.4664	-2.007315	0.07205078	0	1	0.7675002	0.2853185	9.620259	9.526914
7350	-18.35196	-16.48403	-1.867923	0.05823243	0	1	0.71761	0.3327657	11.90311	9.956155
7360	-18.13238	-16.13351	-1.998868	0.07620528	0	1	0.779478	0.2590446	9.09579	9.792243
7370	-23.58029	-20.47513	-3.105157	0.09539192	0	1	0.8224711	0.5212082	7.266309	9.78784
7380	-19.85325	-16.52426	-3.328988	0.1228315	0	1	0.8617248	0.3642042	5.643075	8.907554
7390	-17.43361	-15.76751	-1.666097	0.05859994	0	1	0.7191793	0.2698361	11.82846	9.972654
7400	-18.29437	-15.92937	-2.364998	0.08608501	0	1	0.8038037	0.3029242	8.051892	9.459246
7410	-18.67623	-17.15309	-1.523141	0.05467629	0	1	0.7015956	0.2541991	12.67729	9.918856
7420	-18.22045	-15.98114	-2.239317	0.08042317	0	1	0.790519	0.3012517	8.61875	9.103854
7430	-20.08059	-17.6929	-2.387688	0.0809062	0	1	0.7917178	0.3458716	8.567294	8.747149
7440	-17.85069	-15.87101	-1.979683	0.07739529	0	1	0.782701	0.2477856	8.955935	9.454938
7450	-19.53114	-16.81229	-2.718846	0.08904365	0	1	0.8101301	0.4052682	7.784353	9.216931
7460	-17.388	-15.42988	-1.958122	0.07225381	0	1	0.7681133	0.2704547	9.593227	9.761464
7470	-18.52322	-16.04565	-2.477564	0.08757627	0	1	0.8070416	0.3284565	7.914783	9.432714
7480	-21.15476	-17.50742	-3.647339	0.1355582	0	1	0.8746586	0.3822231	5.11328	8.988208
7490	-20.3255	-18.4263	-1.899199	0.0654319	0	1	0.7457649	0.2946955	10.59341	9.104022
7500	-21.39384	-17.67145	-3.722389	0.1288041	0	1	0.8681082	0.475504	5.381404	8.451332
7510	-19.11817	-16.80544	-2.31273	0.07653172	0	1	0.7803709	0.3521072	9.056992	9.946197
7520	-19.41952	-17.0252	-2.394322	0.09129279	0	1	0.8146854	0.2793032	7.592573	9.485887
7530	-21.05903	-17.00897	-4.050059	0.1531647	0	1	0.8890421	0.3935134	4.525501	8.768867
7540	-18.60236	-16.88761	-1.714745	0.06992752	0	1	0.7609071	0.2227593	9.912366	9.4827
7550	-17.51659	-15.42946	-2.087126	0.07487437	0	1	0.775767	0.2910516	9.257469	9.63097
7560	-19.26808	-17.18041	-2.08767	0.06340726	0	1	0.7383689	0.3714358	10.93167	9.624195
7570	-19.4658	-16.37774	-3.088053	0.111808	0	1	0.8481926	0.3616577	6.199443	8.629529
7580	-19.46906	-17.01173	-2.457328	0.08799107	0	1	0.8079243	0.319056	7.877472	9.654308
7590	-19.48778	-17.19908	-2.288699	0.07206239	0	1	0.7675354	0.3779432	9.618709	9.229426
7600	-17.09332	-15.38285	-1.710476	0.06432109	0	1	0.7417542	0.2498324	10.77636	9.919262
7610	-20.27294	-18.16872	-2.104221	0.06725581	0	1	0.7521121	0.3480202	10.30613	9.067582
7620	-17.90634	-15.57966	-2.326678	0.08505754	0	1	0.8015123	0.2979619	8.149156	9.277548
7630	-18.11578	-15.87949	-2.236282	0.08565781	0	1	0.8028571	0.2687636	8.092049	9.339139
7640	-19.61472	-16.95536	-2.659357	0.08790562	0	1	0.8077431	0.3911958	7.885129	8.887883
7650	-21.41712	-18.10126	-3.315862	0.1077633	0	1	0.8425538	0.4948892	6.432125	8.867578
7660	-19.67928	-17.80089	-1.878387	0.06569642	0	1	0.7467035	0.2870099	10.55076	9.198248
7670	-17.87889	-15.79103	-2.087865	0.07334567	0	1	0.7713598	0.30087	9.450418	9.35536
7680	-18.53081	-16.73684	-1.793975	0.05606263	0	1	0.7080229	0.3236084	12.3638	9.955463
7690	-18.76428	-15.96215	-2.802133	0.1047937	0	1	0.8381468	0.31533	6.614395	8.948224
7700	-17.98962	-16.04803	-1.941584	0.0706912	0	1	0.7633174	0.2749873	9.805283	9.365792
7710	-17.44985	-15.42591	-2.023938	0.07255228	0	1	0.7690091	0.2870302	9.553761	9.760895
7720	-20.09331	-17.07345	-3.019857	0.1117375	0	1	0.8480978	0.3383217	6.203353	8.468537
7730	-21.9593	-17.5454	-4.413892	0.1584258	0	1	0.8927234	0.5063905	4.375217	8.642243
7740	-18.00064	-16.08696	-1.913679	0.07534871	0	1	0.7771028	0.2422543	9.199191	9.399603
7750	-20.109	-17.21926	-2.889741	0.1064323	0	1	0.8406078	0.3324392	6.512564	8.482764
7760	-20.25045	-18.25832	-1.992135	0.05738645	0	1	0.7139385	0.3836008	12.07859	9.680347
7770	-18.75858	-16.73004	-2.028543	0.07720162	0	1	0.7821824	0.2612646	8.978403	9.880642
7780	-18.55634	-16.69456	-1.861776	0.06089819	0	1	0.728654	0.3125374	11.38207	9.632142
7790	-18.38305	-16.25767	-2.125378	0.08420258	0	1	0.7995668	0.2480941	8.231899	9.358503
7800	-17.58357	-15.48495	-2.098619	0.0729111	0	1	0.7700777	0.3069405	9.506744	9.655671
7810	-18.04143	-15.6434	-2.398027	0.08627506	0	1	0.804222	0.3118367	8.034155	9.290384
7820	-18.73214	-16.15755	-2.574592	0.09877308	0	1	0.8284348	0.2853843	7.017572	8.875038
7830	-19.57287	-16.56543	-3.007445	0.1038968	0	1	0.8367682	0.3946363	6.671496	8.770366
7840	-21.12885	-17.30128	-3.827573	0.1416135	0	1	0.8800057	0.4025202	4.89464	8.316769
7850	-19.07848	-16.2381	-2.840385	0.1093761	0	1	0.8448506	0.2972679	6.337281	8.859029
7860	-19.12494	-17.54914	-1.575793	0.06869691	0	1	0.7569276	0.1989896	10.08993	9.831417
7870	-17.82333	-15.62551	-2.197811	0.08128087	0	1	0.7926388	0.2837914	8.527802	9.480103
7880	-17.5639	-15.59171	-1.972188	0.07523225	0	1	0.7767762	0.2574866	9.213432	9.575243
7890	-20.86146	-18.53434	-2.327118	0.06715278	0	1	0.7517612	0.43587	10.32194	9.388324
7900	-17.75302	-15.84062	-1.912393	0.07311681	0	1	0.7706862	0.2536771	9.479997	9.830461
7910	-19.78306	-16.46007	-3.322984	0.1276806	0	1	0.8669522	0.3266248	5.428759	8.632744
7920	-17.51774	-15.61606	-1.901682	0.06747116	0	1	0.7528427	0.2829167	10.27324	9.607749
7930	-19.01874	-16.74973	-2.269012	0.08845222	0	1	0.8088966	0.2617174	7.836402	8.908529
7940	-18.03265	-15.85996	-2.172692	0.07451817	0	1	0.7747541	0.3194577	9.30172	9.344946
7950	-20.84334	-18.11012	-2.733218	0.09504412	0	1	0.821835	0.3619807	7.292899	8.445907
7960	-21.00606	-18.38277	-2.623294	0.1092633	0	1	0.8446921	0.2398315	6.343824	8.910646
7970	-17.54176	-15.48338	-2.058382	0.07202031	0	1	0.767408	0.3004616	9.62433	9.783035
7980	-19.6055	-16.80971	-2.795792	0.1082663	0	1	0.8432771	0.2910782	6.402246	9.073843
7990	-17.77154	-15.95902	-1.81252	0.07120517	0	1	0.7649147	0.2390696	9.734507	9.861292
8000	-17.61247	-15.81506	-1.797409	0.06340466	0	1	0.7383591	0.2778748	10.93212	9.709289
8010	-17.27281	-15.46226	-1.810546	0.06833594	0	1	0.7557374	0.2535765	10.14323	9.730359
8020	-17.9156	-16.00653	-1.909063	0.06382325	0	1	0.7399197	0.3079514	10.86042	9.679892
8030	-19.59703	-17.41625	-2.180786	0.07927879	0	1	0.7876267	0.2911093	8.74316	8.858372
8040	-20.45499	-17.09868	-3.356309	0.1230296	0	1	0.8619463	0.3727211	5.633985	9.037779
8050	-17.9285	-16.10159	-1.826909	0.06825547	0	1	0.7554707	0.2582006	10.15519	9.475247
8060	-19.41403	-16.49432	-2.919719	0.1020861	0	1	0.8339143	0.3756518	6.789832	9.151485
8070	-18.35202	-16.1314	-2.220618	0.07352218	0	1	0.7718768	0.3422993	9.427729	9.845059
8080	-22.3438	-19.50005	-2.843752	0.09322799	0	1	0.8184409	0.4201715	7.434968	8.292686
8090	-17.44076	-15.43052	-2.010236	0.07376662	0	1	0.7725892	0.2759217	9.396488	9.522266
8100	-18.26741	-15.74758	-2.519825	0.09318302	0	1	0.8183552	0.3042016	7.438557	9.03268
8110	-18.77197	-16.69138	-2.080588	0.06549019	0	1	0.7459723	0.3528681	10.58398	9.572055
8120	-17.80655	-15.7107	-2.09585	0.07986018	0	1	0.7891054	0.2641259	8.679509	9.483701
8130	-21.57726	-18.65771	-2.919554	0.09539477	0	1	0.8224763	0.4328911	7.266092	8.433449
8140	-23.05093	-17.78287	-5.268062	0.2031787	0	1	0.9163456	0.4602744	3.411515	8.23486
8150	-20.73208	-18.29244	-2.439634	0.09456644	0	1	0.8209541	0.2726376	7.329737	9.532124
8160	-20.21893	-16.73519	-3.483739	0.1351165	0	1	0.87425	0.3275947	5.129996	8.736393
8170	-22.08179	-17.80694	-4.274842	0.1508297	0	1	0.8873264	0.5177269	4.595563	8.465006
8180	-25.56149	-22.58796	-2.97353	0.07831195	0	1	0.7851245	0.6565237	8.851104	9.25657
8190	-19.29298	-17.35293	-1.940055	0.06989816	0	1	0.7608135	0.2792269	9.91653	9.135573
8200	-18.5942	-17.11738	-1.476819	0.05626933	0	1	0.7089606	0.2346258	12.31838	9.909394
8210	-17.48928	-15.58212	-1.907153	0.07264724	0	1	0.7692928	0.2548786	9.541273	9.563418
8220	-17.94147	-16.27578	-1.665681	0.06072028	0	1	0.7279409	0.2578569	11.41541	9.744655
8230	-18.8409	-17.17624	-1.664662	0.07070377	0	1	0.7633567	0.2084162	9.803539	9.836477
8240	-20.38683	-16.7725	-3.614331	0.1399082	0	1	0.8785462	0.3372045	4.954299	8.723831
8250	-22.01449	-17.80701	-4.207481	0.1548792	0	1	0.8902691	0.4441472	4.475406	8.224964
8260	-19.76689	-17.45913	-2.30776	0.0735341	0	1	0.7719116	0.3733718	9.4262	9.065604
8270	-18.48142	-16.00982	-2.471595	0.08420821	0	1	0.7995797	0.3506912	8.23135	9.370838
8280	-18.29397	-16.19354	-2.100423	0.075791	0	1	0.7783351	0.2892661	9.145508	9.903658
8290	-18.93098	-16.38968	-2.541309	0.09980819	0	1	0.830184	0.270045	6.944792	8.949508
8300	-18.72455	-16.32147	-2.403075	0.07986295	0	1	0.7891124	0.3590966	8.679208	9.617696
8310	-20.49464	-17.94809	-2.546556	0.07905368	0	1	0.787049	0.4216794	8.768057	8.972894
8320	-18.94853	-16.10908	-2.839455	0.103487	0	1	0.8361306	0.3365246	6.697918	9.077059
8330	-19.50817	-16.90489	-2.603285	0.08538078	0	1	0.8022386	0.3902211	8.118305	8.970492
8340	-21.22295	-17.14102	-4.081927	0.1491553	0	1	0.8860631	0.4423335	4.647152	8.385917
8350	-18.89481	-16.60832	-2.286488	0.08011792	0	1	0.7897547	0.3178548	8.651587	8.958977
8360	-18.57036	-16.80911	-1.76125	0.06308963	0	1	0.7371735	0.269804	10.98671	9.500323
8370	-18.8286	-16.64162	-2.186983	0.08082727	0	1	0.7915227	0.2834504	8.57566	8.966334
8380	-19.15545	-17.76785	-1.387606	0.05744333	0	1	0.714188	0.2093204	12.06663	9.921043
8390	-22.4014	-18.82995	-3.571455	0.1155447	0	1	0.8530617	0.5417516	5.998954	8.684771
8400	-21.09483	-17.131	-3.963831	0.1510503	0	1	0.8874907	0.3775698	4.588851	8.798081
8410	-19.84984	-16.86444	-2.985394	0.1090227	0	1	0.844353	0.3462432	6.357823	9.178395
8420	-17.53034	-15.46049	-2.069852	0.07189957	0	1	0.7670417	0.3047072	9.640491	9.682663
8430	-18.64893	-16.19435	-2.454578	0.09010317	0	1	0.8123023	0.3042341	7.692817	9.415945
8440	-18.12766	-15.98894	-2.138719	0.08155042	0	1	0.7932967	0.2659819	8.499615	9.547979
8450	-17.47763	-15.44624	-2.031389	0.07443055	0	1	0.7745037	0.2778777	9.31267	9.491312
8460	-18.22601	-15.71722	-2.508781	0.09077126	0	1	0.8136478	0.3166585	7.636197	9.072143
8470	-18.82403	-16.14142	-2.682613	0.09274207	0	1	0.8175116	0.3613458	7.473924	9.202933
8480	-18.22146	-16.06354	-2.157924	0.07070563	0	1	0.7633625	0.341299	9.803281	9.909524
8490	-18.86474	-16.36157	-2.503176	0.09439283	0	1	0.8206319	0.2915962	7.343219	8.809735
8500	-18.97675	-16.88097	-2.09578	0.0849801	0	1	0.8013376	0.2369173	8.156583	9.409639
8510	-18.52985	-16.15891	-2.370945	0.08946265	0	1	0.8109948	0.2836545	7.747894	9.38217
8520	-21.3375	-17.131	-4.206502	0.1630472	0	1	0.8957618	0.3731023	4.251207	8.700104
8530	-18.27817	-16.0397	-2.238469	0.07366644	0	1	0.7722977	0.3473995	9.409266	9.697104
8540	-18.78401	-16.57336	-2.210642	0.07004251	0	1	0.7612729	0.3648727	9.896092	9.509498
8550	-19.01834	-16.67906	-2.339272	0.07377995	0	1	0.7726279	0.3833201	9.394791	9.627335
8560	-18.77291	-16.23015	-2.542756	0.09539805	0	1	0.8224823	0.2969662	7.265842	8.819178
8570	-17.56471	-15.98127	-1.583432	0.06309324	0	1	0.7371872	0.2258343	10.98608	9.904122
8580	-18.67631	-15.96039	-2.715925	0.102286	0	1	0.8342343	0.3050954	6.776556	8.882835
8590	-17.96985	-15.71472	-2.255137	0.0770868	0	1	0.7818739	0.3285089	8.991775	9.477412
8600	-17.55504	-15.44309	-2.111956	0.07463452	0	1	0.7750859	0.2998913	9.28722	9.561742
8610	-18.0683	-15.96741	-2.10089	0.06812728	0	1	0.7550446	0.3405076	10.1743	9.860704
8620	-19.37184	-16.22035	-3.151483	0.1194108	0	1	0.8577868	0.3279286	5.804726	8.711592
8630	-19.81309	-17.18937	-2.623712	0.102981	0	1	0.8353368	0.2741472	6.730827	8.664349
8640	-19.01063	-16.16422	-2.846407	0.1017714	0	1	0.8334086	0.3514356	6.810822	8.777132
8650	-18.47605	-15.86096	-2.615089	0.0974286	0	1	0.8261103	0.3057794	7.114412	9.082696
8660	-17.01274	-15.26009	-1.752647	0.06348542	0	1	0.7386615	0.2652559	10.91821	9.967213
8670	-17.46985	-15.49033	-1.979515	0.07260126	0	1	0.7691555	0.2742731	9.547316	9.796532
8680	-18.09091	-16.48017	-1.610738	0.06005981	0	1	0.725264	0.2475164	11.54095	9.767296
8690	-18.40855	-16.31985	-2.088696	0.06737304	0	1	0.7525103	0.3418076	10.2882	9.561126
8700	-18.67074	-16.49938	-2.171361	0.06835135	0	1	0.7557885	0.363636	10.14094	9.644505
8710	-19.90209	-18.19416	-1.707936	0.05669536	0	1	0.7108767	0.2929694	12.22582	9.54417
8720	-17.91126	-15.66271	-2.248551	0.08370634	0	1	0.798421	0.2835847	8.280701	9.395196
8730	-18.63176	-16.63513	-1.996628	0.0656979	0	1	0.7467088	0.3230241	10.55052	9.437483
8740	-19.20904	-17.73986	-1.469178	0.06215262	0	1	0.7335899	0.2055127	11.15234	9.751906
8750	-21.54171	-17.37812	-4.163595	0.1633325	0	1	0.8959437	0.3552748	4.243781	8.383283
8760	-17.96703	-15.9503	-2.016727	0.07914083	0	1	0.787273	0.2477863	8.758402	9.428247
8770	-17.68375	-15.68361	-2.000143	0.07270147	0	1	0.7694545	0.2793949	9.534157	9.887398
8780	-19.01682	-16.58982	-2.427	0.07807704	0	1	0.7845082	0.3819975	8.877734	9.543506
8790	-18.39698	-16.77861	-1.61837	0.06093035	0	1	0.7287826	0.2448477	11.37606	9.67984
8800	-17.99245	-15.67328	-2.319164	0.08196063	0	1	0.7942905	0.3158185	8.457075	9.229317
8810	-18.45691	-16.13472	-2.322191	0.09028393	0	1	0.8126681	0.2654894	7.677415	9.049639
8820	-17.49677	-15.69095	-1.805816	0.06178641	0	1	0.7321655	0.2900104	11.21844	9.849523
8830	-18.31577	-16.01341	-2.302362	0.08663267	0	1	0.8050047	0.2812449	8.000991	9.018502
8840	-20.74479	-17.92173	-2.823062	0.09128888	0	1	0.8146776	0.4288558	7.592898	8.679461
8850	-18.09272	-15.81109	-2.281627	0.08706277	0	1	0.8059381	0.2729706	7.961465	9.17085
8860	-19.72651	-17.59813	-2.128387	0.0681695	0	1	0.7551851	0.349687	10.168	9.156866
8870	-18.62885	-16.00917	-2.619682	0.09965991	0	1	0.8299355	0.2929813	6.955126	9.036891
8880	-17.42868	-15.53752	-1.89116	0.07150675	0	1	0.7658429	0.2569792	9.693451	9.801241
8890	-18.63434	-16.41905	-2.215288	0.07710554	0	1	0.7819243	0.3155502	8.98959	9.076847
8900	-18.55145	-16.47403	-2.077422	0.0640883	0	1	0.7408993	0.3623738	10.8155	9.993838
8910	-21.29182	-19.03488	-2.256932	0.06423179	0	1	0.7414269	0.4323095	10.79134	9.308488
