Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
1468	0	-18.1209	-16.40221	-1.718688	0.09156377	0.8152201	0.2826082	7.570103	9.373698
1469	1	-18.71557	-16.47755	-2.238014	0.1028746	0.8351689	0.3736697	6.737789	8.710086
1470	0	-20.50795	-18.5196	-1.988357	0.08460918	0.8004965	0.4289354	8.19234	8.669384
1471	1	-18.73962	-17.40141	-1.338208	0.06359455	0.7390692	0.3497038	10.89947	9.411566
1472	0	-18.48366	-16.4579	-2.025764	0.0913124	0.8147242	0.3862447	7.590942	9.176952
1473	1	-16.51801	-15.34243	-1.17558	0.06503951	0.744361	0.288241	10.65732	9.888224
1474	0	-17.04472	-15.67823	-1.366492	0.07874105	0.7862418	0.2608545	8.80287	9.473603
1475	1	-17.53463	-15.77279	-1.761844	0.08867346	0.8093598	0.3137354	7.816851	9.04313
1476	0	-18.10733	-16.69505	-1.412275	0.06713144	0.7516884	0.3493593	10.32522	9.463101
1477	1	-16.72801	-15.41165	-1.316365	0.07210172	0.7676543	0.285637	9.613463	9.567353
1478	0	-26.24237	-23.37163	-2.870746	0.100241	0.8309052	0.7439609	6.914808	9.275199
1479	1	-18.77792	-17.06326	-1.714655	0.09624957	0.8240213	0.2548298	7.201561	9.215481
1480	0	-19.24305	-16.88773	-2.35532	0.1174245	0.8553971	0.3085639	5.902917	8.984618
1481	1	-18.59112	-16.54979	-2.041326	0.09266833	0.8173698	0.3811757	7.479872	8.889503
1482	0	-18.62836	-17.07169	-1.556665	0.08665446	0.8050522	0.2667239	7.998979	8.85113
1483	1	-21.15966	-17.33555	-3.824106	0.1739765	0.902307	0.4037045	3.984142	8.316456
1484	0	-17.55379	-16.16492	-1.388867	0.06808622	0.7549079	0.3344317	10.18043	9.546551
1485	1	-16.98544	-15.50224	-1.483199	0.07756921	0.7831647	0.3005267	8.935855	9.546005
1486	0	-17.86969	-16.38672	-1.482977	0.08499946	0.8013813	0.2566325	8.154724	9.465294
1487	1	-16.93174	-15.59396	-1.337775	0.07188969	0.7670117	0.2931344	9.641816	9.472364
1488	0	-17.05388	-15.8189	-1.234985	0.0720967	0.7676392	0.2633408	9.614131	9.925096
1489	1	-17.04988	-15.52705	-1.522837	0.07946401	0.7880999	0.3003554	8.722782	9.488867
1490	0	-18.31094	-17.11524	-1.195702	0.0788997	0.7866521	0.2191609	8.785169	9.477798
1491	1	-18.40904	-16.92054	-1.488503	0.06908224	0.7581866	0.3617426	10.03365	9.361758
1492	0	-19.40181	-16.79084	-2.610975	0.1153561	0.8528233	0.4163291	6.00876	8.640224
1493	1	-16.83721	-15.50215	-1.335061	0.06944813	0.7593711	0.3078853	9.98079	9.842285
1494	0	-18.89958	-16.97826	-1.921317	0.09119703	0.8144957	0.3487908	7.600546	8.68922
1495	1	-17.66522	-15.78719	-1.87803	0.09374359	0.819417	0.3164443	7.394075	8.986974
1496	0	-19.1023	-17.17256	-1.929738	0.09580137	0.8232144	0.3189994	7.235253	9.473829
1497	1	-16.74246	-15.42184	-1.320623	0.0732863	0.7711854	0.2797352	9.458073	9.53016
1498	0	-16.86164	-15.83517	-1.026476	0.06805519	0.7548044	0.2329212	10.18508	9.922371
1499	1	-17.17024	-15.91383	-1.256409	0.07393049	0.7730645	0.2587753	9.375661	9.840618
1500	0	-17.62626	-16.54964	-1.076622	0.05934884	0.7223301	0.294593	11.6792	9.7254
1501	1	-16.87634	-15.58709	-1.289254	0.07239916	0.7685503	0.2762482	9.573968	9.458972
1502	0	-20.18269	-17.66013	-2.522559	0.1252924	0.8644274	0.3086516	5.532238	8.410561
1503	1	-17.30488	-15.78367	-1.521218	0.07662756	0.7806318	0.3184727	9.045665	9.311302
1504	0	-16.69065	-15.36603	-1.324624	0.07211996	0.7677095	0.2878944	9.611031	9.63944
1505	1	-18.85284	-16.76965	-2.083193	0.09567765	0.8229904	0.3728849	7.244609	8.714108
1506	0	-17.22835	-15.82517	-1.403179	0.06900201	0.7579254	0.3327235	10.04532	9.795087
1507	1	-18.93514	-16.78716	-2.147983	0.1019441	0.8336864	0.3483077	6.799289	8.591608
1508	0	-18.23976	-16.53562	-1.70414	0.07823228	0.7849158	0.3695948	8.860118	9.686957
1509	1	-17.67422	-16.26596	-1.408259	0.08362981	0.7982432	0.2451795	8.288279	9.277609
1510	0	-19.65307	-17.45364	-2.199431	0.09391766	0.8197443	0.4347862	7.380371	8.844445
1511	1	-20.0834	-18.55609	-1.527311	0.07193972	0.7671637	0.3539324	9.63511	8.839481
1512	0	-17.32392	-15.78554	-1.538379	0.07981618	0.7889941	0.3027887	8.684294	9.623677
1513	1	-16.61897	-15.39134	-1.227632	0.07038967	0.762371	0.2710541	9.847285	9.636158
1514	0	-16.48942	-15.35882	-1.130598	0.06769472	0.7535969	0.2604657	10.23931	9.946299
1515	1	-16.76566	-15.71534	-1.05032	0.06818136	0.7552245	0.2379041	10.16623	9.921432
1516	0	-18.51857	-16.47361	-2.044955	0.09673266	0.824883	0.3509503	7.165596	9.30867
1517	1	-18.00386	-16.85992	-1.143944	0.06559342	0.7463388	0.2760018	10.56733	9.375825
1518	0	-17.82048	-16.20043	-1.620043	0.07789368	0.7840249	0.3422343	8.898632	9.731895
1519	1	-20.52203	-18.02139	-2.50064	0.1031135	0.8355455	0.4834399	6.722174	8.831725
1520	0	-17.86447	-16.11835	-1.746121	0.09243157	0.8169131	0.2851684	7.49903	9.281891
1521	1	-18.45437	-17.09539	-1.358984	0.06371092	0.7395026	0.356165	10.87957	9.531182
1522	0	-19.44461	-17.11595	-2.328661	0.1183249	0.8564901	0.2947605	5.857997	8.554966
1523	1	-18.0838	-16.03158	-2.052222	0.09840165	0.8277986	0.3412092	7.044061	9.136903
1524	0	-19.90294	-17.50995	-2.392994	0.1048689	0.8382613	0.4182307	6.609656	8.520554
1525	1	-16.61489	-15.40404	-1.210848	0.06507308	0.7444817	0.2983756	10.65183	9.922344
1526	0	-19.84947	-17.45735	-2.392118	0.1215324	0.8602549	0.293406	5.703392	8.95693
1527	1	-20.60171	-16.99529	-3.606419	0.1676615	0.8986289	0.3712966	4.134207	8.604269
1528	0	-17.8548	-17.13164	-0.7231582	0.05992456	0.7247101	0.2043664	11.567	9.972038
1529	1	-18.05125	-16.73189	-1.319358	0.08065567	0.7910976	0.2389371	8.593905	9.593182
1530	0	-19.01739	-17.20998	-1.807407	0.08173658	0.7937488	0.3804342	8.480257	8.909074
1531	1	-16.83244	-15.56605	-1.266383	0.07304078	0.7704617	0.2663505	9.489866	9.787245
1532	0	-17.94937	-15.90719	-2.042183	0.09813805	0.8273444	0.3396957	7.062981	8.932194
1533	1	-20.37466	-17.70214	-2.672525	0.135768	0.8748517	0.2871158	5.105378	8.591148
1534	0	-21.37368	-20.27148	-1.102199	0.04980039	0.6769244	0.370106	13.91851	9.623479
1535	1	-20.38943	-17.83832	-2.551119	0.1064802	0.8406786	0.4734125	6.509637	8.711211
1536	0	-20.75261	-17.79653	-2.956077	0.1254101	0.864554	0.4749608	5.527045	8.435276
1537	1	-18.25156	-16.14756	-2.103999	0.1029386	0.8352699	0.3263595	6.733601	8.743714
1538	0	-17.53519	-15.93247	-1.602712	0.0881177	0.8081922	0.2707539	7.866151	9.273781
1539	1	-18.38726	-16.28624	-2.101025	0.09875804	0.8284091	0.3555749	7.018641	9.197968
1540	0	-18.52901	-16.58626	-1.942744	0.09031788	0.8127367	0.3630553	7.674529	9.448005
1541	1	-17.48851	-16.11782	-1.370692	0.06831727	0.7556756	0.3268021	10.146	9.509069
1542	0	-20.58646	-19.50214	-1.08432	0.06109957	0.7294573	0.286043	11.34455	9.152486
1543	1	-16.83817	-15.4216	-1.416568	0.07593851	0.7787433	0.2910538	9.127742	9.530428
1544	0	-17.27095	-15.7443	-1.526651	0.08173623	0.793748	0.2873107	8.480293	9.528455
1545	1	-17.18633	-16.20367	-0.9826673	0.05793825	0.7163427	0.2763237	11.96355	9.885334
1546	0	-17.44022	-15.75656	-1.683657	0.08271319	0.7960905	0.3292571	8.380129	9.404816
1547	1	-20.07586	-17.72628	-2.349574	0.09832716	0.8276705	0.4600931	7.049397	8.851178
1548	0	-16.92471	-15.74539	-1.179328	0.06976943	0.7604025	0.261694	9.934826	9.513698
1549	1	-16.91834	-15.76966	-1.148679	0.06079279	0.7282319	0.3070504	11.4018	9.948602
1550	0	-17.44748	-16.62881	-0.8186705	0.05976342	0.7240476	0.2256186	11.59818	9.870932
1551	1	-17.82562	-16.18057	-1.645056	0.08828798	0.8085514	0.2814462	7.85098	9.418726
1552	0	-19.54507	-17.50998	-2.035092	0.09783651	0.8268219	0.3394606	7.084749	9.495099
1553	1	-17.17756	-15.63256	-1.544994	0.07864239	0.7859858	0.3124855	8.813913	9.319915
1554	0	-16.69535	-15.62846	-1.066889	0.0608895	0.7286193	0.2823562	11.38369	9.90516
1555	1	-21.8681	-18.93569	-2.932409	0.1488531	0.8858322	0.2820558	4.656585	8.707318
1556	0	-16.62675	-15.50419	-1.122561	0.06941382	0.7592604	0.2491251	9.985723	9.809551
1557	1	-21.30011	-17.14094	-4.159167	0.1821299	0.9066791	0.4747225	3.805786	8.598229
1558	0	-18.30977	-16.9027	-1.407075	0.06689876	0.7508922	0.3492679	10.36114	9.399956
1559	1	-17.61304	-15.93401	-1.679031	0.08015089	0.7898375	0.3460507	8.648028	9.416169
1560	0	-21.22481	-19.02933	-2.19548	0.09509587	0.8219299	0.4223784	7.28893	8.346962
1561	1	-19.28306	-16.85815	-2.424908	0.1121541	0.8486569	0.3699454	6.180311	9.122751
1562	0	-17.23903	-16.03744	-1.20159	0.07008871	0.7614196	0.2657786	9.889569	9.407758
1563	1	-16.61174	-15.34315	-1.268581	0.07100854	0.764306	0.2787	9.761463	9.76475
1564	0	-22.62865	-21.087	-1.541658	0.05670229	0.7109077	0.4961066	12.22432	9.497018
1565	1	-16.4085	-15.33425	-1.074248	0.06473811	0.7432732	0.2621354	10.70694	9.869523
1566	0	-17.73717	-16.62616	-1.111012	0.06654691	0.7496795	0.2617114	10.41592	9.415071
1567	1	-18.79887	-17.02034	-1.778531	0.07773547	0.7836063	0.4023572	8.916743	9.589047
1568	0	-18.17293	-16.40547	-1.767459	0.08108139	0.7921494	0.3706536	8.548783	9.522149
1569	1	-17.02552	-15.57521	-1.450307	0.07383549	0.7727892	0.31478	9.387724	9.659596
1570	0	-18.3864	-16.7422	-1.644195	0.08064491	0.7910709	0.3307178	8.595051	8.927275
1571	1	-19.26101	-17.68495	-1.576056	0.06671846	0.7502721	0.4151526	10.38914	9.679868
1572	0	-17.1821	-16.01532	-1.166782	0.05979982	0.7241975	0.3193173	11.59113	9.972218
1573	1	-17.80914	-16.41745	-1.391691	0.07220505	0.7679663	0.3073095	9.599706	9.215737
1574	0	-17.20078	-15.8807	-1.320081	0.06607609	0.7480398	0.325806	10.49014	9.740148
1575	1	-20.75148	-18.00125	-2.750226	0.1192742	0.8576249	0.4403564	5.811376	9.175442
1576	0	-18.16616	-16.17016	-1.995996	0.09560144	0.8228522	0.3423008	7.250384	8.825533
1577	1	-18.05466	-16.35815	-1.696512	0.08032943	0.7902848	0.3508215	8.628808	9.101717
1578	0	-17.48783	-16.26951	-1.218317	0.06275472	0.7359026	0.315771	11.04534	9.670875
1579	1	-16.87521	-15.75276	-1.122453	0.06096136	0.7289065	0.2980341	11.37027	9.897064
1580	0	-16.91924	-15.59244	-1.3268	0.07679164	0.7810771	0.2612916	9.026336	9.514314
1581	1	-17.16842	-16.10707	-1.061349	0.06222633	0.7338749	0.2729427	11.13913	9.685238
1582	0	-17.96986	-16.31783	-1.652026	0.07612462	0.7792563	0.3668738	9.105427	9.540937
1583	1	-18.99562	-16.68814	-2.307474	0.1163793	0.8541077	0.3007452	5.955933	8.923146
1584	0	-21.06219	-17.09024	-3.971945	0.1752594	0.9030218	0.4554562	3.954978	8.645386
1585	1	-18.24845	-16.17853	-2.069925	0.1041391	0.8371429	0.3074922	6.655973	9.059878
1586	0	-17.29269	-16.18828	-1.104407	0.07169229	0.7664105	0.2330964	9.668364	9.525113
1587	1	-17.12231	-15.55277	-1.569542	0.0832375	0.7973271	0.2904985	8.327343	9.297532
1588	0	-17.26848	-16.12698	-1.1415	0.07206654	0.7675479	0.2399916	9.618156	9.880568
1589	1	-18.632	-17.33199	-1.30001	0.08089888	0.7916997	0.2331523	8.568069	9.090746
1590	0	-17.01034	-15.9608	-1.049546	0.0587052	0.7196259	0.2906666	11.80725	9.925702
1591	1	-17.10498	-15.74583	-1.35915	0.07600887	0.7789375	0.2744028	9.119294	9.743457
1592	0	-22.07742	-18.24913	-3.828298	0.174424	0.9025575	0.4015694	3.973921	8.180678
1593	1	-19.46474	-17.47806	-1.986676	0.08474785	0.8008117	0.4269569	8.178935	9.042094
1594	0	-17.83518	-15.99765	-1.837531	0.0969264	0.8252263	0.2840382	7.151273	9.040495
1595	1	-17.21982	-15.62134	-1.598481	0.08536842	0.8022109	0.2858077	8.11948	9.244913
1596	0	-18.71001	-17.69727	-1.012731	0.06269825	0.7356872	0.2573997	11.05529	9.407652
1597	1	-18.85777	-16.95283	-1.904938	0.08519185	0.8018147	0.3897567	8.136308	8.951884
1598	0	-17.41646	-15.74155	-1.674912	0.08235237	0.7952312	0.328899	8.416845	9.401237
1599	1	-18.82671	-16.81947	-2.007241	0.09090196	0.8139088	0.382473	7.625217	8.822356
1600	0	-17.35249	-16.32225	-1.030237	0.07016066	0.7616476	0.2235833	9.879428	9.853348
1601	1	-18.36367	-17.06414	-1.299531	0.07950291	0.788199	0.240047	8.718513	9.104686
1602	0	-16.96131	-15.55559	-1.405714	0.07426369	0.7740254	0.2983281	9.333594	9.744875
1603	1	-17.68978	-16.72333	-0.9664578	0.06889203	0.7575666	0.2154922	10.06136	9.650258
1604	0	-18.75045	-16.88133	-1.869125	0.08644118	0.8045863	0.3662071	8.018714	8.835522
1605	1	-16.63503	-15.36586	-1.269176	0.06895145	0.7577606	0.2913082	10.05268	9.872228
1606	0	-17.23964	-15.69771	-1.541928	0.07638388	0.7799673	0.3268226	9.074521	9.490023
1607	1	-17.82289	-16.48195	-1.340941	0.06292342	0.7365441	0.3556908	11.01573	9.885421
1608	0	-19.33592	-17.03166	-2.304254	0.112648	0.8493146	0.3244788	6.153212	8.489614
1609	1	-17.80936	-15.9639	-1.845466	0.09259128	0.8172214	0.3138877	7.486096	9.282673
1610	0	-16.86078	-15.63414	-1.226635	0.07387001	0.7728893	0.2515066	9.383337	9.592229
1611	1	-18.03786	-16.09669	-1.941165	0.09038092	0.8128639	0.3619977	7.669176	9.112431
1612	0	-16.96759	-15.51385	-1.453741	0.07891364	0.7866881	0.2835955	8.783617	9.356522
1613	1	-18.3495	-17.46178	-0.8877145	0.06650139	0.7495218	0.2095391	10.42305	9.606632
1614	0	-17.39355	-15.80513	-1.58842	0.08109328	0.7921786	0.3098153	8.54753	9.576284
1615	1	-16.36493	-15.28867	-1.076256	0.06571716	0.7467768	0.2572616	10.54743	9.951254
1616	0	-19.33058	-17.42951	-1.901061	0.09660886	0.8246629	0.3047154	7.174779	8.574095
1617	1	-17.7695	-16.16654	-1.602959	0.0854806	0.8024619	0.2864078	8.108824	9.523226
1618	0	-16.70711	-15.61435	-1.092755	0.06099006	0.729021	0.2891372	11.36492	9.923463
1619	1	-16.57664	-15.37331	-1.203331	0.065692	0.7466879	0.2922772	10.55147	9.858134
1620	0	-18.82115	-17.19669	-1.624455	0.09477589	0.8213414	0.2402469	7.313539	9.096863
1621	1	-16.62926	-15.56955	-1.059711	0.06111923	0.7295355	0.2789733	11.3409	9.911432
1622	0	-17.84326	-16.39186	-1.451398	0.08281914	0.7963415	0.2604293	8.369408	9.576699
1623	1	-17.47825	-16.05812	-1.42013	0.06892458	0.7576729	0.338968	10.0566	9.610635
1624	0	-18.27647	-17.03238	-1.244084	0.06073991	0.7280198	0.3381666	11.41172	9.627139
1625	1	-19.1045	-17.28136	-1.823135	0.07820884	0.7848544	0.4165053	8.862773	9.366997
1626	0	-17.16227	-15.66149	-1.500783	0.07489784	0.7758334	0.3236966	9.254569	9.552511
1627	1	-21.15598	-19.55407	-1.601911	0.08300437	0.796779	0.3015434	8.350731	8.513384
1628	0	-18.01857	-16.31526	-1.703307	0.08642022	0.8045404	0.3103889	8.02066	9.558316
1629	1	-18.32781	-16.1844	-2.143413	0.1081336	0.8430871	0.3040445	6.410097	8.944687
1630	0	-17.30514	-16.27467	-1.030467	0.06791995	0.7543527	0.2345247	10.20535	9.573524
1631	1	-18.16473	-16.62123	-1.543496	0.07784002	0.7838831	0.317376	8.904766	9.919634
1632	0	-19.32629	-17.20858	-2.117712	0.09078987	0.813685	0.4281645	7.634631	9.081163
1633	1	-21.1121	-17.59803	-3.514066	0.153351	0.8891767	0.4586633	4.520005	8.285846
1634	0	-18.21493	-17.02791	-1.187027	0.05701895	0.7123174	0.3456548	12.15644	9.907607
1635	1	-18.07102	-17.25778	-0.8132361	0.06217611	0.7336808	0.2131965	11.14813	9.753247
1636	0	-19.7667	-17.64965	-2.117045	0.1138301	0.8508662	0.2624149	6.089312	8.671021
1637	1	-21.30474	-17.00094	-4.303798	0.1922579	0.9115943	0.4425017	3.605298	8.448621
1638	0	-16.74761	-15.53562	-1.211987	0.06899517	0.7579031	0.274861	10.04631	9.587289
1639	1	-17.22256	-15.71056	-1.511993	0.08359115	0.7981533	0.2722021	8.292112	9.242997
1640	0	-19.16785	-17.17449	-1.993358	0.08778077	0.8074777	0.4030281	7.896345	9.512696
1641	1	-20.90972	-18.64295	-2.266772	0.1018332	0.833508	0.3931647	6.806693	9.579346
1642	0	-17.60208	-16.30132	-1.300766	0.07361895	0.7721593	0.2723063	9.415336	9.226718
1643	1	-17.69244	-16.27206	-1.420375	0.080086	0.7896745	0.2675499	8.655036	9.100841
1644	0	-17.1329	-15.7521	-1.380804	0.07381946	0.7727427	0.2937446	9.389763	9.863064
1645	1	-18.45022	-16.14524	-2.304985	0.1066878	0.8409849	0.368495	6.496968	8.869526
1646	0	-18.6252	-16.70182	-1.923376	0.09315972	0.8183109	0.3352522	7.440417	8.708022
1647	1	-17.9187	-16.02919	-1.889508	0.09062003	0.8133448	0.342033	7.64894	8.963198
1648	0	-16.49045	-15.37785	-1.112596	0.06637824	0.7490943	0.263066	10.44239	9.781748
1649	1	-17.12984	-15.90779	-1.222045	0.07540083	0.7772486	0.2423529	9.192832	9.561246
1650	0	-20.87894	-17.97933	-2.899604	0.127293	0.8665488	0.4312998	5.445288	9.1161
1651	1	-19.4158	-16.42325	-2.992552	0.1388675	0.8776381	0.3702361	4.991428	8.623234
1652	0	-17.08959	-15.90888	-1.180718	0.07365287	0.7722582	0.2413287	9.411	9.701356
1653	1	-17.14176	-15.61218	-1.529582	0.07783303	0.7838646	0.3130367	8.905565	9.570227
1654	0	-18.27852	-16.26707	-2.011451	0.09205174	0.8161758	0.3748289	7.529974	9.07066
1655	1	-18.7353	-16.95536	-1.779939	0.09236658	0.8167873	0.295384	7.504307	8.709113
1656	0	-21.51129	-18.91867	-2.592624	0.1079872	0.8428766	0.4779435	6.41879	8.327932
1657	1	-18.31561	-16.11041	-2.2052	0.1079903	0.8428811	0.324408	6.418603	8.982651
1658	0	-16.55256	-15.40735	-1.145206	0.06348238	0.7386502	0.2890112	10.91873	9.908147
1659	1	-21.85783	-17.28827	-4.569559	0.1998327	0.914945	0.491503	3.468637	8.595458
1660	0	-17.51088	-15.93698	-1.5739	0.08749359	0.8068647	0.2665715	7.922262	9.153461
1661	1	-17.18887	-15.65263	-1.536244	0.0766596	0.7807188	0.3230747	9.041884	9.521511
1662	0	-19.73647	-16.60952	-3.126952	0.1443779	0.882299	0.3767609	4.800922	8.495336
1663	1	-19.85353	-16.91125	-2.942282	0.128625	0.8679253	0.437561	5.388898	8.771155
1664	0	-16.7913	-15.45379	-1.337509	0.07007374	0.761372	0.3045698	9.891682	9.7509
1665	1	-18.18775	-16.27403	-1.91372	0.0982359	0.8275133	0.2981243	7.055946	8.782672
1666	0	-17.54425	-15.81409	-1.730165	0.08382836	0.7987039	0.3368654	8.268648	9.340622
1667	1	-18.77434	-16.77747	-1.996866	0.08897929	0.8099966	0.3942879	7.789983	9.370614
1668	0	-16.72109	-15.5365	-1.184586	0.07112523	0.7646676	0.2556129	9.745447	9.607726
1669	1	-16.92236	-15.5872	-1.335168	0.07295456	0.7702065	0.2858387	9.501081	9.436158
1670	0	-19.20969	-17.51725	-1.692433	0.07624371	0.7795835	0.3810375	9.091204	8.987664
1671	1	-17.49261	-16.05093	-1.441674	0.07075683	0.7635225	0.3331423	9.796187	9.977039
1672	0	-18.11825	-16.23665	-1.881598	0.09237942	0.8168122	0.3269029	7.503264	9.370524
1673	1	-18.72221	-16.67534	-2.046868	0.1081949	0.843175	0.2757042	6.406466	8.800966
1674	0	-20.61759	-19.44148	-1.17611	0.04990619	0.6774965	0.3976037	13.889	9.949663
1675	1	-18.31988	-16.30692	-2.012953	0.09667986	0.8247892	0.3402781	7.16951	8.762697
1676	0	-18.48589	-16.42812	-2.057762	0.1012089	0.8324969	0.3232625	6.848675	8.679846
1677	1	-16.45883	-15.44631	-1.012519	0.06367046	0.739352	0.2520904	10.88648	9.884419
1678	0	-23.84393	-22.31012	-1.533808	0.05162765	0.6865671	0.5481911	13.42589	9.910201
1679	1	-16.91436	-15.46175	-1.45261	0.07642677	0.7800846	0.2986254	9.069429	9.552503
1680	0	-18.41366	-17.01318	-1.400488	0.08490718	0.8011728	0.2367757	8.163588	9.080195
1681	1	-17.14014	-15.59586	-1.544279	0.0798472	0.7890725	0.3043802	8.680921	9.285278
1682	0	-19.24274	-16.58852	-2.654215	0.1192139	0.8575534	0.4005558	5.814314	8.613301
1683	1	-25.88229	-19.69558	-6.186709	0.2560764	0.9336257	0.7507934	2.706798	8.672328
1684	0	-16.9282	-15.53796	-1.390232	0.07408009	0.7734968	0.2948918	9.356727	9.439492
1685	1	-20.35811	-18.6312	-1.726908	0.1020005	0.8337771	0.228335	6.795525	8.843695
1686	0	-18.43815	-16.44164	-1.996508	0.09138519	0.814868	0.3745294	7.584896	9.310707
1687	1	-17.42967	-16.3891	-1.040566	0.0710884	0.7645536	0.2215008	9.750496	9.725548
1688	0	-17.74468	-15.86914	-1.875545	0.09434247	0.8205382	0.3116729	7.347138	9.192974
1689	1	-18.60035	-16.23346	-2.366891	0.1129872	0.849763	0.3429757	6.134742	8.659483
1690	0	-18.31164	-16.94828	-1.363362	0.07999479	0.789445	0.2532123	8.664904	9.036286
1691	1	-20.65906	-17.53841	-3.120649	0.1394647	0.8781608	0.4155349	4.970055	8.960976
1692	0	-17.57179	-16.28422	-1.287573	0.06947525	0.7594585	0.2934372	9.976893	9.334974
1693	1	-17.3132	-15.62447	-1.688725	0.08751409	0.8069086	0.298877	7.920407	9.190169
1694	0	-18.0645	-16.21612	-1.848385	0.08623734	0.8041391	0.3602452	8.037668	9.070477
1695	1	-18.86078	-16.86444	-1.99634	0.09468854	0.8211801	0.3491166	7.320286	9.449205
1696	0	-18.33926	-17.38692	-0.9523447	0.06920348	0.7585802	0.2110727	10.01607	9.531136
1697	1	-17.71093	-15.88984	-1.821095	0.09276217	0.8175503	0.3052215	7.472304	9.242748
1698	0	-16.91555	-15.52229	-1.393259	0.07576029	0.7782499	0.2854256	9.149215	9.672061
1699	1	-17.83523	-16.37106	-1.464172	0.08590336	0.8034022	0.2470668	8.068918	9.305071
1700	0	-16.95938	-15.58977	-1.369608	0.06991693	0.7608733	0.315553	9.913867	9.699477
1701	1	-16.88831	-16.03238	-0.8559347	0.0621048	0.7334047	0.2228338	11.16093	9.956075
1702	0	-16.72261	-15.47289	-1.249721	0.07291106	0.7700776	0.2626715	9.50675	9.576742
1703	1	-18.53519	-16.39294	-2.142246	0.0970139	0.825381	0.3845091	7.144824	9.091316
1704	0	-18.41358	-16.98246	-1.431113	0.06462873	0.7428763	0.3754204	10.72506	9.695944
1705	1	-18.23586	-16.3112	-1.924666	0.1014422	0.832876	0.281581	6.83293	9.047966
1706	0	-18.31602	-16.48805	-1.827966	0.08501527	0.801417	0.3622368	8.153208	8.981616
1707	1	-18.77672	-16.94107	-1.835649	0.0828168	0.796336	0.3824633	8.369644	8.978475
1708	0	-16.89725	-15.55556	-1.341687	0.07421925	0.7738976	0.2800899	9.339184	9.759727
1709	1	-18.12086	-16.19556	-1.925306	0.08907044	0.8101856	0.3663492	7.782011	9.082489
1710	0	-21.35096	-17.24831	-4.10265	0.1894429	0.9102808	0.3841497	3.658872	8.480284
1711	1	-17.13829	-15.72659	-1.411704	0.08068982	0.7911823	0.2618631	8.590268	9.380512
1712	0	-16.89661	-15.47161	-1.425003	0.0780936	0.7845518	0.2803988	8.875851	9.439827
1713	1	-19.73453	-17.08792	-2.64661	0.1274397	0.8667018	0.3338517	5.43902	8.946843
1714	0	-20.22444	-18.24844	-1.976001	0.08071123	0.7912354	0.4602015	8.587989	9.164444
1715	1	-19.79303	-17.45522	-2.337808	0.1010372	0.8322166	0.4292995	6.860317	9.260239
1716	0	-18.34664	-16.77565	-1.570993	0.0781399	0.7846735	0.3241544	8.870592	8.975427
1717	1	-20.03961	-17.31789	-2.721722	0.1235494	0.8625241	0.3908647	5.610284	8.361443
1718	0	-18.19618	-16.53169	-1.664492	0.07711255	0.7819431	0.3637691	8.988773	9.766288
1719	1	-21.59464	-17.775	-3.819636	0.1798927	0.9055188	0.3544871	3.853114	8.379813
1720	0	-18.60573	-16.39968	-2.206041	0.112598	0.8492482	0.2944382	6.155948	8.816657
1721	1	-18.72407	-17.13985	-1.584218	0.07543776	0.7773519	0.3478545	9.188332	9.005824
1722	0	-17.6757	-16.73965	-0.9360539	0.05509298	0.7035531	0.2801531	12.58141	9.93146
1723	1	-17.97794	-16.39638	-1.581561	0.07272863	0.7695354	0.3674604	9.530595	9.590504
1724	0	-16.58092	-15.346	-1.234914	0.06775766	0.7538086	0.2887185	10.2298	9.93501
1725	1	-17.38592	-15.9162	-1.469717	0.07176753	0.76664	0.3353469	9.658228	9.541705
1726	0	-23.02423	-18.1167	-4.907525	0.2076129	0.9181321	0.5842565	3.338652	8.617807
1727	1	-17.28523	-16.07538	-1.20985	0.06819928	0.7552841	0.2789455	10.16356	9.438556
1728	0	-19.55711	-18.54942	-1.007694	0.06895722	0.7577794	0.2242535	10.05184	9.248328
1729	1	-18.48795	-16.77523	-1.712719	0.07647431	0.7802144	0.3869477	9.063791	9.351056
1730	0	-18.08554	-15.98174	-2.103793	0.09937831	0.8294618	0.3518983	6.974834	9.003601
1731	1	-19.39315	-16.92303	-2.470116	0.1091604	0.8445472	0.4124391	6.349803	8.62991
1732	0	-17.74817	-15.93028	-1.817891	0.09339531	0.8187587	0.300185	7.421649	9.232378
1733	1	-16.64289	-15.48081	-1.162085	0.07010968	0.7614861	0.25537	9.886612	9.66997
1734	0	-17.00586	-15.51801	-1.487854	0.08057613	0.7909	0.2832656	8.602389	9.399741
1735	1	-17.57327	-15.85429	-1.718984	0.08950471	0.8110812	0.2953173	7.744254	9.003417
1736	0	-17.52513	-16.05433	-1.470797	0.07138314	0.7654633	0.3384588	9.710237	9.909728
1737	1	-17.87928	-16.02788	-1.851403	0.0890487	0.8101405	0.3404082	7.783911	9.34927
1738	0	-17.30985	-15.64054	-1.669306	0.08488902	0.8011317	0.3099209	8.165334	9.181221
1739	1	-17.60825	-15.90942	-1.698822	0.08621019	0.8040794	0.3103803	8.040201	9.447911
1740	0	-22.20226	-17.41539	-4.786876	0.2071892	0.9179648	0.5225293	3.345479	8.419011
1741	1	-18.09283	-16.48168	-1.611151	0.07347113	0.7717275	0.3725791	9.434279	9.560317
