Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
7101	1	-17.83463	-16.59005	-1.244574	0.07840374	0.7853644	0.2325727	8.840741	9.306875
7102	0	-16.64021	-15.53495	-1.105259	0.06612837	0.7482229	0.2625313	10.48184	9.71104
7103	1	-19.16615	-16.67772	-2.488421	0.1148022	0.8521188	0.3726632	6.037749	8.534212
7104	0	-17.87578	-16.15058	-1.725198	0.0807759	0.7913957	0.3576266	8.581113	9.485706
7105	1	-17.96217	-16.90123	-1.060934	0.06333106	0.738083	0.2665081	10.94482	9.480405
7106	0	-17.14916	-15.64589	-1.503272	0.07671752	0.7808761	0.3122119	9.035057	9.360291
7107	1	-18.32737	-16.22727	-2.100101	0.09921142	0.8291798	0.3518451	6.986566	9.177507
7108	0	-17.01715	-15.60813	-1.409023	0.07624984	0.7796003	0.2869643	9.090474	9.339936
7109	1	-16.67545	-15.35806	-1.317388	0.07208885	0.7676154	0.2860077	9.615179	9.693305
7110	0	-20.05097	-18.25263	-1.798338	0.1006987	0.8316615	0.2521103	6.883374	9.265564
7111	1	-17.51736	-16.09046	-1.426893	0.06894494	0.7577393	0.3411208	10.05363	9.995837
7112	0	-18.59059	-17.47894	-1.111649	0.07361767	0.7721556	0.2253912	9.4155	9.261457
7113	1	-21.64761	-19.30328	-2.344339	0.09722192	0.8257475	0.4685517	7.129536	9.659382
7114	0	-19.18496	-17.27186	-1.913102	0.08370012	0.7984066	0.4055894	8.281317	8.974128
7115	1	-19.29424	-17.57213	-1.722112	0.08624309	0.8041518	0.3174721	8.037133	9.794959
7116	0	-17.88954	-16.31445	-1.575099	0.08577098	0.8031087	0.2768275	8.081372	8.965534
7117	1	-16.50626	-15.33469	-1.171567	0.06487826	0.74378	0.2880706	10.68381	9.903056
7118	0	-18.29379	-16.28693	-2.00686	0.1034836	0.8361254	0.2927429	6.698134	8.779442
7119	1	-17.69681	-16.26498	-1.43183	0.07314535	0.7707704	0.3135759	9.476298	9.231983
7120	0	-23.59776	-17.86954	-5.728219	0.2585933	0.9342717	0.4499926	2.680453	8.346312
7121	1	-17.70503	-15.83888	-1.866144	0.09623325	0.823992	0.2966138	7.202783	9.013382
7122	0	-22.66529	-20.26556	-2.399734	0.101238	0.8325442	0.4547827	6.846709	8.112359
7123	1	-17.37218	-16.15352	-1.218659	0.06060141	0.7274625	0.3306473	11.43781	9.945094
7124	0	-17.42304	-15.87301	-1.550025	0.07522341	0.7767513	0.3376939	9.214514	9.63553
7125	1	-18.16809	-16.54158	-1.626507	0.08151143	0.7932018	0.3189997	8.50368	8.942514
7126	0	-22.18621	-19.53596	-2.650249	0.1108646	0.846913	0.4763055	6.252196	8.168048
7127	1	-18.51277	-16.76767	-1.745102	0.07982588	0.7890187	0.3722452	8.683238	9.732961
7128	0	-17.76975	-16.33014	-1.439612	0.06951663	0.7595917	0.3413215	9.970954	9.451245
7129	1	-19.7493	-17.30694	-2.442364	0.1211554	0.8598224	0.3110036	5.721143	8.456874
7130	0	-17.57511	-16.17316	-1.401948	0.06958305	0.7598052	0.3282421	9.961437	9.438874
7131	1	-19.76963	-17.6284	-2.141236	0.1151304	0.852537	0.261524	6.020541	8.707555
7132	0	-21.55946	-20.14795	-1.411517	0.06876899	0.757164	0.3371725	10.07936	8.702447
7133	1	-17.8083	-16.08973	-1.718565	0.08056787	0.7908794	0.3568342	8.603271	9.389417
7134	0	-18.96836	-17.40951	-1.558853	0.06691141	0.7509356	0.4064042	10.35918	9.757623
7135	1	-16.77864	-15.6222	-1.156434	0.06169607	0.7318121	0.303566	11.23487	9.956478
7136	0	-16.84689	-15.54777	-1.299127	0.07351015	0.7718416	0.2724888	9.429271	9.457627
7137	1	-18.59868	-17.42931	-1.169367	0.07883063	0.7864737	0.2137778	8.792866	9.457243
7138	0	-28.23547	-24.62567	-3.6098	0.1270009	0.8662432	0.882888	5.457812	8.952309
7139	1	-17.43998	-16.20915	-1.230826	0.06347801	0.7386338	0.3148758	10.91949	9.650646
7140	0	-18.4608	-16.44517	-2.015626	0.09085884	0.8138228	0.3860466	7.628836	9.134377
7141	1	-18.32166	-16.9148	-1.406861	0.07330173	0.7712308	0.3048298	9.456082	9.075302
7142	0	-17.11588	-16.0222	-1.093683	0.0679676	0.754512	0.2495767	10.1982	9.540689
7143	1	-17.34423	-15.98721	-1.357023	0.07037186	0.7623149	0.308613	9.849777	9.40395
7144	0	-17.1066	-15.75938	-1.347219	0.06715338	0.7517633	0.3272027	10.32185	9.858287
7145	1	-20.19365	-16.90282	-3.290833	0.1447934	0.8826361	0.4399564	4.787147	8.705142
7146	0	-17.99637	-16.12436	-1.872005	0.09098165	0.8140677	0.3335294	7.618538	8.891788
7147	1	-18.48314	-16.16689	-2.316254	0.1076174	0.8423427	0.3653917	6.440849	8.781827
7148	0	-17.22371	-16.23601	-0.9877048	0.06067859	0.7277733	0.2620304	11.42326	9.745831
7149	1	-17.9431	-16.58637	-1.356737	0.06538584	0.7456008	0.3429571	10.60088	9.553341
7150	0	-20.13444	-18.98462	-1.149825	0.05049714	0.6806602	0.3824627	13.72646	9.962479
7151	1	-17.02936	-16.0137	-1.015659	0.06418797	0.741266	0.2501212	10.79871	9.677284
7152	0	-18.46225	-16.6124	-1.849848	0.0893083	0.8106771	0.3380124	7.761286	9.534157
7153	1	-18.35641	-16.64275	-1.713666	0.08122893	0.7925116	0.350144	8.533255	9.748088
7154	0	-18.70203	-16.36177	-2.340259	0.1111762	0.847338	0.3470461	6.234674	9.024518
7155	1	-21.46623	-18.18373	-3.282504	0.1432926	0.8814091	0.4504253	4.837284	9.022415
7156	0	-18.58902	-17.14585	-1.443171	0.06962873	0.7599518	0.3417246	9.954902	9.188706
7157	1	-21.67188	-17.87565	-3.796221	0.176493	0.9036994	0.3721878	3.927335	8.286472
7158	0	-18.83363	-16.56671	-2.266919	0.1011833	0.8324551	0.3986829	6.850411	8.870945
7159	1	-16.569	-15.36162	-1.207383	0.06849362	0.7562587	0.2765257	10.11988	9.945033
7160	0	-20.08516	-17.75195	-2.333205	0.09741637	0.8260888	0.4614556	7.115305	8.887091
7161	1	-17.93106	-16.48877	-1.442292	0.06636129	0.7490354	0.3659368	10.44505	9.923974
7162	0	-17.6111	-16.74586	-0.8652392	0.05590387	0.7072991	0.2565476	12.39891	9.912715
7163	1	-16.7499	-15.43737	-1.312525	0.07019517	0.7617569	0.29629	9.874571	9.854854
7164	0	-16.8237	-15.53242	-1.291278	0.07388104	0.7729213	0.268239	9.381936	9.730592
7165	1	-19.11553	-16.80671	-2.308814	0.1044243	0.8375817	0.3881097	6.637797	9.181129
7166	0	-17.08055	-15.82214	-1.258417	0.06883149	0.7573687	0.2889253	10.0702	9.485415
7167	1	-17.53629	-15.98693	-1.549358	0.07791404	0.7840787	0.3187406	8.896307	9.186575
7168	0	-20.7311	-18.63693	-2.094171	0.08482891	0.8009956	0.474593	8.17112	9.616197
7169	1	-21.90734	-19.82597	-2.081368	0.08081445	0.791491	0.5102198	8.57702	8.844169
7170	0	-20.83365	-18.63879	-2.194862	0.08809968	0.8081541	0.4896755	7.86776	9.385699
7171	1	-17.64049	-16.05525	-1.585238	0.07874221	0.7862448	0.3246295	8.80274	9.155422
7172	0	-16.49217	-15.31808	-1.174084	0.06749918	0.7529374	0.2731735	10.26897	9.772672
7173	1	-22.2176	-18.62495	-3.592648	0.1471525	0.8845147	0.5659076	4.710401	8.731667
7174	0	-18.62369	-16.47759	-2.146102	0.09662839	0.8246977	0.3891653	7.173328	8.928272
7175	1	-18.87993	-16.81071	-2.069226	0.1097427	0.8453635	0.2728286	6.316115	8.871366
7176	0	-17.76061	-15.88232	-1.878294	0.09078762	0.8136805	0.3370181	7.634821	9.236099
7177	1	-18.12419	-17.0626	-1.06159	0.07108915	0.7645559	0.2262032	9.750394	9.38573
7178	0	-18.83203	-16.68893	-2.143109	0.1103671	0.8462297	0.2898826	6.280378	8.673185
7179	1	-18.96585	-17.65296	-1.312889	0.05835146	0.71812	0.3810863	11.87883	9.833538
7180	0	-19.80537	-17.35603	-2.449343	0.1197884	0.8582323	0.3223988	5.786428	9.06594
7181	1	-18.1128	-16.47782	-1.634979	0.07570234	0.7780891	0.3639191	9.156219	9.296556
7182	0	-17.50388	-16.34118	-1.1627	0.06513914	0.7447188	0.2839514	10.64102	9.491147
7183	1	-18.68958	-16.35059	-2.338989	0.1143098	0.8514868	0.3243078	6.063762	8.635019
7184	0	-16.81697	-15.49724	-1.319727	0.06866152	0.7568114	0.3083037	10.09513	9.779097
7185	1	-21.34134	-17.27856	-4.062778	0.1870045	0.9091111	0.3887372	3.706581	8.403814
7186	0	-18.177	-16.63734	-1.539662	0.0696523	0.7600274	0.3761528	9.951533	9.840306
7187	1	-19.73769	-17.95031	-1.787383	0.07621957	0.7795172	0.4192046	9.094085	9.979126
7188	0	-19.78073	-17.32906	-2.451677	0.1049541	0.8383909	0.4427072	6.60429	8.728906
7189	1	-18.24712	-16.72856	-1.518558	0.06892664	0.7576796	0.374013	10.0563	9.588443
7190	0	-18.37818	-16.68274	-1.695444	0.08201986	0.7944332	0.338099	8.450968	9.762315
7191	1	-17.12404	-15.5524	-1.571642	0.0804604	0.7906118	0.3087798	8.614761	9.349553
7192	0	-17.73371	-16.43465	-1.299055	0.07219106	0.7679241	0.2802035	9.601566	9.223833
7193	1	-19.0069	-17.08989	-1.917012	0.08373112	0.7984785	0.4069107	8.278251	9.505759
7194	0	-19.68974	-17.75031	-1.939434	0.1055867	0.8393469	0.261711	6.56472	9.138474
7195	1	-20.62177	-17.39018	-3.231585	0.1385781	0.8773831	0.4731045	5.001852	8.472349
7196	0	-19.06227	-17.18707	-1.875197	0.08286559	0.7964514	0.3974802	8.364717	8.976458
7197	1	-17.15423	-16.1727	-0.9815274	0.06089034	0.7286227	0.2592492	11.38353	9.756334
7198	0	-19.9506	-16.8069	-3.1437	0.1381562	0.8770096	0.4371968	5.017127	8.62927
7199	1	-18.56404	-16.35803	-2.206013	0.1123182	0.8488761	0.2961828	6.171279	8.806785
7200	0	-19.19466	-17.15041	-2.044246	0.1023965	0.8344104	0.3109865	6.769248	8.553126
7201	1	-19.80321	-16.96634	-2.836866	0.1383079	0.8771441	0.3206441	5.011626	8.724167
7202	0	-16.57986	-15.41233	-1.16753	0.06409074	0.7409083	0.2917448	10.81509	9.890986
7203	1	-18.12668	-16.37695	-1.74973	0.09365161	0.8192436	0.2788849	7.401338	9.29033
7204	0	-18.75146	-16.88517	-1.86629	0.09833833	0.8276897	0.2836971	7.048596	9.287191
7205	1	-17.90616	-16.27677	-1.629394	0.08135423	0.7928182	0.320991	8.520113	9.705966
7206	0	-16.86943	-15.93698	-0.932458	0.06311301	0.7372618	0.2354634	10.98264	9.823827
7207	1	-20.0745	-17.53565	-2.538851	0.1090461	0.8443859	0.4428585	6.356463	9.135491
7208	0	-17.87213	-16.77228	-1.099853	0.06301916	0.736907	0.2789248	10.99899	9.495863
7209	1	-17.4528	-15.99549	-1.457308	0.07071645	0.7633963	0.3386816	9.801781	9.88759
7210	0	-19.31036	-17.34428	-1.966081	0.105912	0.8398343	0.2669294	6.544555	9.096992
7211	1	-18.22857	-16.63484	-1.593727	0.08820118	0.8083685	0.2678573	7.858706	9.469551
7212	0	-18.81149	-16.61996	-2.191537	0.1124016	0.8489871	0.2914103	6.166703	8.932559
7213	1	-16.52349	-15.44963	-1.07386	0.06725206	0.7520994	0.2484214	10.3067	9.936949
7214	0	-17.87215	-16.13295	-1.739204	0.08804148	0.808031	0.3108529	7.872961	9.463373
7215	1	-19.59163	-18.36486	-1.226773	0.06092693	0.7287689	0.3310466	11.3767	9.286383
7216	0	-17.42745	-16.0732	-1.354254	0.06531793	0.7453586	0.3425997	10.6119	9.885618
7217	1	-17.20487	-15.748	-1.456865	0.08206089	0.794532	0.2661045	8.446742	9.273075
7218	0	-17.31384	-16.53386	-0.779983	0.05954191	0.7231323	0.2180793	11.64133	9.965414
7219	1	-17.62323	-16.05613	-1.567099	0.08344312	0.7978083	0.288528	8.306822	9.034656
7220	0	-17.46222	-15.84058	-1.621635	0.0830136	0.7968008	0.30749	8.349803	9.099769
7221	1	-20.01114	-17.12378	-2.887357	0.1326495	0.8719183	0.3802743	5.225405	8.946925
7222	0	-18.4596	-16.30802	-2.151574	0.1075413	0.8422324	0.3104135	6.445406	9.034741
7223	1	-18.86336	-16.54231	-2.321054	0.1035126	0.8361706	0.4005638	6.696259	8.909026
7224	0	-16.47438	-15.43895	-1.035436	0.06083402	0.7283972	0.2739358	11.39407	9.978543
7225	1	-20.15374	-17.21454	-2.939207	0.1261593	0.8653548	0.4596492	5.49422	8.62096
7226	0	-21.13158	-18.53987	-2.591713	0.1052823	0.8388883	0.5057183	6.583702	8.671364
7227	1	-18.26179	-16.78095	-1.480849	0.06644223	0.7493166	0.3796691	10.43233	9.947369
7228	0	-16.80593	-15.63984	-1.166081	0.06664726	0.7500264	0.2759394	10.40024	9.630153
7229	1	-16.48535	-15.34362	-1.141729	0.06832933	0.7557156	0.2598582	10.14421	9.858038
7230	0	-17.16327	-15.86803	-1.295232	0.07408672	0.773516	0.2681289	9.355889	9.856249
7231	1	-17.79782	-15.84655	-1.951271	0.09505176	0.821849	0.3311693	7.292313	8.968822
7232	0	-18.70618	-16.49443	-2.211758	0.1104176	0.8462993	0.3101494	6.277509	8.63707
7233	1	-17.81764	-15.93993	-1.877717	0.09762604	0.8264554	0.2913278	7.100023	9.045407
7234	0	-17.62584	-15.95375	-1.672091	0.08200201	0.7943902	0.3304198	8.452807	9.132393
7235	1	-17.51129	-15.81739	-1.693902	0.09042663	0.812956	0.2824227	7.665299	9.085335
7236	0	-17.44586	-15.89787	-1.547982	0.08540485	0.8022925	0.2715232	8.116016	9.120895
7237	1	-17.75947	-16.13817	-1.621302	0.08507948	0.8015618	0.2942035	8.147055	9.544306
7238	0	-20.15337	-16.97614	-3.177238	0.1381792	0.87703	0.4518875	5.016292	8.645128
7239	1	-18.21896	-16.74189	-1.477065	0.07781879	0.7838269	0.2971111	8.907195	9.94066
7240	0	-20.64805	-17.25834	-3.389709	0.160506	0.8941126	0.3479754	4.318514	8.429967
7241	1	-23.04861	-17.827	-5.221611	0.231449	0.9265632	0.4823274	2.994816	8.250215
7242	0	-21.7339	-19.44467	-2.289222	0.08918469	0.810422	0.525883	7.772042	8.89688
7243	1	-16.96829	-15.78507	-1.183224	0.06431122	0.7417181	0.2949764	10.77801	9.69833
7244	0	-18.28786	-16.04623	-2.241636	0.1064585	0.8406466	0.3475617	6.510958	8.793789
7245	1	-18.14364	-16.25054	-1.893101	0.09162162	0.8153339	0.3360456	7.565323	8.844882
7246	0	-18.40638	-16.4393	-1.967078	0.09051822	0.8131403	0.3704202	7.657543	8.918982
7247	1	-17.80452	-15.8577	-1.946815	0.09863793	0.8282039	0.305538	7.027187	9.028484
7248	0	-17.70148	-15.95133	-1.750153	0.0833181	0.797516	0.3474076	8.319287	9.367883
7249	1	-20.23083	-18.10203	-2.128801	0.08777577	0.8074671	0.4615337	7.896794	8.968315
7250	0	-17.18752	-15.84203	-1.345496	0.06764505	0.7534297	0.3232493	10.24683	9.659832
7251	1	-19.55003	-16.58973	-2.960299	0.1349187	0.8740661	0.3898187	5.137516	8.506248
7252	0	-17.74255	-16.43308	-1.309474	0.06175059	0.7320255	0.3533581	11.22495	9.976321
7253	1	-18.06865	-15.97844	-2.090212	0.09868671	0.8282873	0.3522838	7.023714	8.979873
7254	0	-17.46061	-15.78146	-1.679149	0.08251236	0.795613	0.3291761	8.400526	9.436528
7255	1	-22.26605	-18.11784	-4.148217	0.191892	0.9114257	0.3816976	3.612174	8.722402
7256	0	-16.47137	-15.37666	-1.094705	0.06730888	0.7522925	0.2533485	10.298	9.911517
7257	1	-16.65738	-15.37446	-1.282919	0.07102237	0.7643489	0.2826418	9.759562	9.803091
7258	0	-18.08433	-16.58184	-1.502485	0.06878562	0.7572185	0.3691524	10.07692	9.642425
7259	1	-17.92252	-15.91763	-2.004896	0.0983614	0.8277294	0.3257153	7.046943	8.877357
7260	0	-17.52646	-15.84807	-1.678392	0.08228154	0.7950617	0.3305421	8.424091	9.483336
7261	1	-22.07312	-21.48517	-0.5879478	0.04961168	0.6758997	0.2221922	13.97145	9.868978
7262	0	-20.87242	-18.52039	-2.352026	0.09524694	0.8222065	0.4923757	7.27737	9.26354
7263	1	-20.0687	-19.10711	-0.9615979	0.05815114	0.7172608	0.2693431	11.91975	9.386381
7264	0	-16.91936	-15.54393	-1.375437	0.07056455	0.7629208	0.3130656	9.822881	9.745984
7265	1	-17.56983	-16.05534	-1.514491	0.07423494	0.7739427	0.3328133	9.33721	9.332578
7266	0	-18.25124	-16.73226	-1.518976	0.06844777	0.7561073	0.377991	10.12666	9.704118
7267	1	-16.32338	-15.29757	-1.025813	0.06349038	0.7386801	0.2564421	10.91736	9.965551
7268	0	-17.37167	-15.93316	-1.438513	0.07568626	0.7780444	0.2991086	9.158165	9.840158
7269	1	-16.8426	-15.4818	-1.360799	0.07076188	0.7635382	0.3072271	9.795488	9.740142
7270	0	-24.28732	-19.15527	-5.132053	0.2268104	0.9250613	0.4866266	3.056064	8.87184
7271	1	-17.31217	-16.45948	-0.8526889	0.06402671	0.7406723	0.2132356	10.82591	9.89011
7272	0	-18.60191	-16.42974	-2.172174	0.09782051	0.8267941	0.389467	7.085909	8.985145
7273	1	-20.98157	-18.26493	-2.716636	0.118029	0.8561327	0.4372121	5.872686	9.24465
7274	0	-16.56898	-15.44601	-1.122965	0.06455059	0.7425922	0.2763192	10.73804	9.799529
7275	1	-17.95019	-15.99691	-1.953283	0.100064	0.8306109	0.2983546	6.927041	8.879745
7276	0	-16.68377	-15.56721	-1.116554	0.06406169	0.7408013	0.2774166	10.82	9.767006
7277	1	-17.78014	-16.1072	-1.672938	0.08605116	0.803729	0.3034717	8.055059	9.51412
7278	0	-17.57666	-16.7743	-0.8023596	0.05980334	0.724212	0.2217805	11.59044	9.869398
7279	1	-19.51935	-18.13235	-1.387001	0.05915573	0.7215236	0.4034576	11.71733	9.77061
7280	0	-20.24159	-17.61952	-2.622074	0.1114473	0.8477058	0.4573827	6.219509	8.579615
7281	1	-18.58078	-16.60112	-1.979667	0.08980101	0.8116876	0.3808654	7.718701	9.374817
7282	0	-17.17608	-15.82366	-1.35242	0.07844635	0.7854756	0.258823	8.835939	9.57939
7283	1	-18.84546	-16.59386	-2.251601	0.1027373	0.8349518	0.3798864	6.746792	8.691872
7284	0	-16.86538	-15.67634	-1.189039	0.06857533	0.7565279	0.2710292	10.10782	9.551512
7285	1	-16.93607	-15.86657	-1.069504	0.06255854	0.735153	0.2732446	11.07998	9.734538
7286	0	-16.82423	-15.48339	-1.340834	0.07007778	0.7613849	0.3055577	9.891112	9.686443
7287	1	-21.23907	-17.20358	-4.035489	0.1790379	0.9050678	0.4479422	3.871511	8.682349
7288	0	-17.09215	-15.57288	-1.519273	0.08079783	0.7914499	0.2909348	8.578785	9.480338
7289	1	-18.59236	-16.59296	-1.999393	0.09005319	0.8122009	0.3863799	7.697086	8.972933
7290	0	-18.77366	-16.5633	-2.210367	0.1099344	0.8456305	0.3129101	6.305099	9.061186
7291	1	-19.64347	-17.86337	-1.780101	0.07383469	0.7727869	0.4377659	9.387825	9.545904
7292	0	-18.65619	-16.75877	-1.897421	0.09172615	0.8155392	0.3367526	7.556702	9.505824
7293	1	-20.09083	-17.02103	-3.069803	0.1340664	0.8732678	0.442868	5.170179	8.508754
7294	0	-18.52426	-16.89536	-1.628905	0.07223813	0.768066	0.3893069	9.595309	9.522719
7295	1	-17.43527	-16.02881	-1.406461	0.07996636	0.7893733	0.2645236	8.667985	9.178974
7296	0	-17.78111	-16.6345	-1.146615	0.0743833	0.7743684	0.2296502	9.318586	9.37768
7297	1	-19.36117	-16.97008	-2.391093	0.1051754	0.8387266	0.4147301	6.590391	8.681362
7298	0	-17.23062	-15.61032	-1.620309	0.0815139	0.7932078	0.317012	8.503423	9.375861
7299	1	-18.69251	-16.18856	-2.50395	0.1161517	0.8538239	0.3678104	5.967601	8.741872
7300	0	-19.93501	-17.23354	-2.701467	0.1339017	0.8731124	0.3074865	5.176538	8.507472
7301	1	-19.13949	-17.09299	-2.046499	0.08834765	0.808677	0.4199427	7.845677	9.201316
7302	0	-17.9762	-16.63326	-1.342944	0.06193129	0.7327306	0.3639867	11.1922	9.985207
7303	1	-17.64698	-16.38975	-1.257231	0.06174802	0.7320154	0.3353898	11.22542	9.789548
7304	0	-18.75477	-16.66982	-2.08495	0.09284397	0.8177072	0.3966909	7.465721	9.21894
7305	1	-16.8111	-15.92131	-0.8897886	0.06103574	0.7292032	0.2357957	11.35642	9.911931
7306	0	-18.17757	-16.54704	-1.630527	0.08601863	0.8036572	0.2910712	8.058106	8.876241
7307	1	-19.23496	-16.87399	-2.360967	0.1177663	0.8558139	0.3080688	5.885786	8.97425
7308	0	-20.09956	-18.41699	-1.682571	0.06769782	0.7536074	0.4523151	10.23884	9.891656
7309	1	-16.6743	-15.43502	-1.239277	0.07144111	0.7656414	0.2681785	9.702357	9.589556
7310	0	-21.96197	-17.72842	-4.23355	0.1829899	0.9071176	0.5021327	3.787899	8.737576
7311	1	-16.64633	-15.7199	-0.926428	0.05987018	0.7244868	0.2507203	11.5775	9.95248
7312	0	-18.42059	-16.23119	-2.189398	0.1100554	0.8457986	0.3056311	6.298164	8.747164
7313	1	-17.2255	-15.75832	-1.467183	0.08020904	0.7899834	0.27964	8.641759	9.5782
7314	0	-16.60173	-15.38514	-1.216594	0.06876283	0.7571438	0.2774948	10.08026	9.946994
7315	1	-16.77728	-15.43499	-1.342285	0.07064999	0.7631885	0.3023084	9.811001	9.733429
7316	0	-16.70021	-15.57196	-1.128252	0.06978827	0.7604628	0.2485642	9.932144	9.680206
7317	1	-17.41079	-16.29247	-1.118314	0.0594133	0.7225983	0.306715	11.66653	9.818485
7318	0	-20.2104	-16.93058	-3.279819	0.1441421	0.8821067	0.441193	4.808778	8.486922
7319	1	-17.29299	-16.29691	-0.9960845	0.06344423	0.7385074	0.2491745	10.9253	9.645456
7320	0	-19.1623	-17.26341	-1.898883	0.08650673	0.8047297	0.3767442	8.012639	9.685933
7321	1	-17.19768	-15.76434	-1.433335	0.07685084	0.7812373	0.2903003	9.019384	9.259777
7322	0	-17.48401	-16.09638	-1.387637	0.06717157	0.7518253	0.3405669	10.31906	9.696596
7323	1	-21.9666	-17.21908	-4.747523	0.2087332	0.9185715	0.4861731	3.320733	8.405832
7324	0	-16.95904	-15.98401	-0.9750298	0.0671768	0.7518431	0.2254038	10.31825	9.899465
7325	1	-18.97083	-17.55648	-1.414348	0.0848464	0.8010352	0.2403903	8.169436	8.945664
7326	0	-17.1959	-15.78412	-1.411783	0.07505444	0.7762758	0.29515	9.235259	9.3005
7327	1	-18.79635	-16.34055	-2.455799	0.1123631	0.8489359	0.3798632	6.168816	8.702829
7328	0	-16.71041	-15.48348	-1.22693	0.06773145	0.7537205	0.2865818	10.23376	9.664117
7329	1	-20.81624	-16.86875	-3.947491	0.1758955	0.9033724	0.4384949	3.940676	8.495848
7330	0	-16.80974	-15.50093	-1.308817	0.06833195	0.7557242	0.3070986	10.14382	9.757385
7331	1	-18.59961	-17.5113	-1.08831	0.06354381	0.7388798	0.272671	10.90818	9.356146
7332	0	-17.9264	-16.93857	-0.9878292	0.06016959	0.7257122	0.2649089	11.51989	9.62273
7333	1	-17.18612	-15.75853	-1.427587	0.07852974	0.7856929	0.2785344	8.826556	9.646565
7334	0	-17.55376	-15.8842	-1.669557	0.08965077	0.8113806	0.2802058	7.731637	9.25846
7335	1	-19.03915	-16.85861	-2.180532	0.1087283	0.8439359	0.3115858	6.37504	9.140315
7336	0	-16.52536	-15.31272	-1.212638	0.06962428	0.7599375	0.2713925	9.955538	9.769149
7337	1	-19.09931	-16.98399	-2.115318	0.09462667	0.8210656	0.3937421	7.325072	9.369184
7338	0	-17.17602	-15.74371	-1.432303	0.07602838	0.7789913	0.2951066	9.116953	9.288873
7339	1	-16.81585	-15.4838	-1.332056	0.06970335	0.760191	0.3053035	9.944245	9.696554
7340	0	-17.49587	-16.27388	-1.221995	0.06000103	0.7250236	0.3360057	11.55225	9.970747
7341	1	-18.10738	-17.26225	-0.8451311	0.05509981	0.703585	0.2557674	12.57985	9.868671
7342	0	-19.82116	-18.13161	-1.689547	0.07526575	0.7768702	0.3879061	9.209331	8.884499
7343	1	-16.95282	-15.4732	-1.479616	0.07899934	0.7869091	0.2905006	8.774088	9.406802
7344	0	-18.25556	-16.13487	-2.120684	0.09814258	0.8273522	0.3674016	7.062655	8.982047
7345	1	-21.31114	-19.67662	-1.634515	0.06730377	0.7522751	0.4347123	10.29879	8.964534
7346	0	-18.46459	-16.32561	-2.138987	0.1068307	0.8411951	0.3111879	6.488278	9.057265
7347	1	-18.54091	-16.60378	-1.937126	0.09898349	0.8287932	0.3003815	7.002654	8.695837
7348	0	-17.86077	-16.07907	-1.781697	0.08908727	0.8102204	0.3172283	7.780542	8.916748
7349	1	-17.10963	-15.64144	-1.468187	0.08042905	0.7905336	0.2786172	8.61812	9.262298
7350	0	-17.03578	-15.85023	-1.185551	0.07382521	0.7727594	0.2416127	9.389031	9.584802
7351	1	-17.86623	-16.4042	-1.462032	0.07958639	0.7884114	0.2819036	8.709369	9.781876
7352	0	-17.18045	-15.69091	-1.48954	0.07436035	0.7743027	0.3237493	9.321462	9.504658
7353	1	-16.53202	-15.49231	-1.039706	0.06552536	0.7460973	0.2490401	10.5783	9.817163
7354	0	-17.59442	-15.73017	-1.864247	0.09277823	0.8175811	0.3185723	7.471011	9.115716
7355	1	-21.5297	-20.12333	-1.406375	0.07187047	0.7669533	0.3140773	9.644394	8.654845
7356	0	-17.59129	-15.85727	-1.734029	0.09159814	0.8152878	0.2867677	7.567263	9.022094
7357	1	-17.26987	-15.65336	-1.616509	0.08597976	0.8035713	0.2872563	8.061748	9.179699
7358	0	-16.74633	-15.53904	-1.207289	0.07006638	0.7613487	0.2674241	9.892721	9.943169
7359	1	-19.34368	-16.63447	-2.709205	0.1205211	0.8590889	0.4116219	5.751253	8.650236
7360	0	-20.84594	-17.45642	-3.389516	0.1623835	0.895336	0.3343194	4.268582	8.474006
7361	1	-19.38127	-17.41623	-1.965037	0.08511708	0.8016465	0.4145564	8.143456	9.581926
7362	0	-19.02156	-17.30685	-1.714706	0.07352568	0.771887	0.4127521	9.42728	9.610489
7363	1	-20.28451	-18.07802	-2.206494	0.09199829	0.8160715	0.4560703	7.534349	8.779248
7364	0	-17.68304	-16.02073	-1.662309	0.08261522	0.7958578	0.3229734	8.390066	9.06663
7365	1	-17.55941	-15.88668	-1.672729	0.0810884	0.7921666	0.3371034	8.548044	9.239699
7366	0	-17.92384	-16.44174	-1.4821	0.08488388	0.8011201	0.2570371	8.165828	9.487055
7367	1	-19.15712	-16.65509	-2.50203	0.1202676	0.8587937	0.336403	5.763375	8.519897
7368	0	-16.96252	-15.76258	-1.199945	0.07278361	0.7696991	0.2505937	9.523397	9.494642
7369	1	-17.2041	-15.8042	-1.399893	0.07155907	0.7660032	0.314117	9.686364	9.933595
7370	0	-17.31908	-15.84771	-1.471368	0.07361804	0.7721567	0.3229667	9.415453	9.401105
7371	1	-18.55206	-16.15703	-2.395032	0.1132809	0.8501492	0.3505728	6.118836	8.903286
7372	0	-20.21882	-17.74934	-2.469476	0.1127814	0.8494913	0.3816908	6.145934	9.272607
7373	1	-17.10873	-16.06119	-1.047538	0.05980091	0.724202	0.2834166	11.59091	9.820657
7374	0	-21.40187	-17.25689	-4.144981	0.1814203	0.9063142	0.4751357	3.82067	8.652367
