Iteration	Posterior	Likelihood	Prior	sigma2
11720	-13.26942	-14.989	1.719575	0.04478555
11730	-13.19488	-15.4109	2.216015	0.02726069
11740	-12.96064	-14.92958	1.968935	0.03490137
11750	-14.80901	-16.08591	1.276905	0.06972478
11760	-13.0044	-14.89557	1.891164	0.03772403
11770	-13.03269	-15.15398	2.121289	0.02996926
11780	-13.08139	-14.90571	1.824321	0.04033177
11790	-13.38659	-15.6751	2.288509	0.02535439
11800	-12.96338	-14.92232	1.958934	0.03525218
11810	-13.41929	-15.71823	2.298938	0.02509134
11820	-13.42436	-15.07893	1.654563	0.04779391
11830	-13.32167	-15.58808	2.26642	0.02592069
11840	-13.07942	-15.2344	2.154982	0.02897631
11850	-12.96057	-14.98082	2.020257	0.03315533
11860	-13.62617	-15.20916	1.582997	0.0513397
11870	-12.98334	-14.90167	1.918329	0.03671304
11880	-13.00811	-14.89517	1.887066	0.03787894
11890	-14.19308	-15.61394	1.420859	0.0603766
11900	-13.29128	-15.54663	2.255343	0.0262094
11910	-13.01176	-14.89492	1.883159	0.03802722
11920	-13.05385	-15.19147	2.137612	0.02948405
11930	-13.49483	-15.12309	1.628265	0.04906745
11940	-13.84813	-15.36258	1.514447	0.05498243
11950	-12.95873	-14.93801	1.979281	0.03454215
11960	-14.35619	-15.73659	1.380405	0.06286918
11970	-13.10205	-14.91226	1.810216	0.04090469
11980	-13.0973	-14.91067	1.813369	0.04077591
11990	-13.77393	-16.1665	2.39257	0.02284863
12000	-14.90778	-16.16347	1.255693	0.07121955
12010	-13.01955	-15.12947	2.109915	0.03031206
12020	-13.54534	-15.88108	2.335736	0.02418481
12030	-14.00236	-16.44328	2.440918	0.02177022
12040	-12.98417	-14.90126	1.917096	0.03675834
12050	-12.96646	-15.00529	2.038823	0.03254545
12060	-12.99099	-15.07072	2.079733	0.03124089
12070	-13.40596	-15.7007	2.294738	0.02519695
12080	-12.97133	-15.02084	2.049512	0.03219942
12090	-13.26927	-14.98891	1.719647	0.04478234
12100	-13.98106	-16.41774	2.436683	0.02186262
12110	-13.25751	-14.98263	1.725123	0.04453778
12120	-13.07372	-14.90356	1.829841	0.04010978
12130	-13.06151	-14.9005	1.838989	0.03974452
12140	-15.07123	-16.2927	1.221463	0.07369962
12150	-14.78673	-16.06848	1.281747	0.06938799
12160	-13.00983	-15.11049	2.100661	0.03059389
12170	-14.06517	-15.51929	1.454123	0.05840129
12180	-12.99465	-14.89744	1.902789	0.03728803
12190	-13.94854	-15.4344	1.485857	0.05657708
12200	-14.21261	-15.62851	1.415908	0.06067629
12210	-13.82434	-16.22818	2.403844	0.02259248
12220	-13.3294	-15.02239	1.692987	0.04599229
12230	-13.67288	-15.24073	1.567844	0.05212353
12240	-13.27689	-15.52679	2.249902	0.0263524
12250	-12.97768	-15.03854	2.060862	0.03183605
12260	-14.04566	-16.49503	2.449376	0.02158686
12270	-12.97301	-15.02575	2.052743	0.03209556
12280	-14.87737	-16.13955	1.26218	0.0707591
12290	-13.91495	-16.33815	2.423206	0.02215924
12300	-14.40418	-15.77304	1.368867	0.06359874
12310	-13.08424	-15.24228	2.158037	0.02888794
12320	-14.12567	-16.59018	2.464512	0.02126259
12330	-12.9958	-14.89715	1.901351	0.03734167
12340	-13.07142	-14.90295	1.831526	0.04004225
12350	-12.96015	-14.9313	1.97115	0.03482414
12360	-12.98639	-14.90025	1.91386	0.03687749
12370	-13.74904	-16.1359	2.386859	0.02297949
12380	-13.44114	-15.08929	1.648151	0.04810136
12390	-13.49553	-15.12354	1.62801	0.04907997
12400	-13.23991	-14.97342	1.733511	0.04416577
12410	-13.95818	-16.39026	2.432077	0.02196354
12420	-13.06338	-14.90094	1.837556	0.03980153
12430	-13.13858	-14.92599	1.787414	0.0418481
12440	-12.95768	-14.94953	1.991849	0.03411071
12450	-12.95857	-14.93902	1.98045	0.03450177
12460	-13.04808	-14.89775	1.849673	0.03932216
12470	-12.97879	-15.04145	2.062654	0.03177905
12480	-13.23092	-15.4625	2.231579	0.02683969
12490	-14.57004	-17.10928	2.539241	0.01973156
12500	-12.98565	-15.05839	2.072737	0.03146022
12510	-13.27457	-15.52359	2.249015	0.02637578
12520	-12.96198	-14.92562	1.963639	0.03508669
12530	-14.01411	-15.48195	1.467838	0.05760577
12540	-13.19273	-15.40777	2.215045	0.02728715
12550	-13.26579	-15.51141	2.245617	0.02646556
12560	-13.17895	-14.94354	1.764594	0.04281407
12570	-13.13685	-15.32485	2.188004	0.02803509
12580	-14.93045	-17.52176	2.591305	0.01873056
12590	-14.41375	-15.78033	1.366585	0.06374405
12600	-13.53444	-15.14859	1.614147	0.0497651
12610	-15.95781	-17.00821	1.050403	0.08744917
12620	-13.41067	-15.7069	2.296231	0.02515937
12630	-13.79	-15.32162	1.53162	0.05404629
12640	-12.97072	-14.91118	1.940463	0.03590934
12650	-13.1193	-15.29791	2.178603	0.02829988
12660	-12.99769	-14.89671	1.899019	0.03742885
12670	-12.96443	-14.9202	1.955775	0.0353637
12680	-13.76996	-16.16162	2.391665	0.02286931
12690	-13.87038	-15.37838	1.508001	0.055338
12700	-13.39143	-15.68151	2.290079	0.02531462
12710	-13.87631	-15.38261	1.506293	0.05543263
12720	-12.97878	-15.0414	2.062628	0.03177988
12730	-12.96608	-15.00394	2.037862	0.03257676
12740	-12.97115	-14.91072	1.939569	0.03594147
12750	-13.23213	-15.46422	2.232084	0.02682615
12760	-13.1178	-14.91789	1.80009	0.04132101
12770	-13.18868	-14.94807	1.759391	0.04303741
12780	-13.03266	-14.89557	1.862908	0.03880513
12790	-12.96852	-14.91381	1.945298	0.03573616
12800	-15.34659	-16.51254	1.165951	0.07790656
12810	-12.95811	-14.9427	1.984588	0.03435931
12820	-14.66841	-15.97627	1.307862	0.06759937
12830	-13.19885	-14.9529	1.754058	0.04326755
12840	-16.12749	-17.14734	1.019846	0.09016263
12850	-13.21232	-14.95947	1.747149	0.04356751
12860	-13.60362	-15.19409	1.590473	0.05095731
12870	-12.96195	-14.9876	2.025654	0.0329769
12880	-13.06672	-15.21335	2.146623	0.02921954
12890	-13.23886	-15.47372	2.234859	0.0267518
12900	-12.96889	-15.01334	2.044449	0.03236287
12910	-13.0601	-14.90018	1.84008	0.03970119
12920	-13.10161	-14.91211	1.810508	0.04089277
12930	-13.0973	-15.26331	2.166012	0.02865847
12940	-13.47852	-15.11273	1.63421	0.04877661
12950	-13.0207	-14.89481	1.874105	0.03837306
12960	-12.95974	-14.97616	2.016411	0.0332831
12970	-14.2057	-15.62336	1.417655	0.06057035
12980	-13.13402	-14.92415	1.790136	0.04173436
12990	-13.2456	-15.4832	2.2376	0.02667857
13000	-13.96558	-15.44671	1.481129	0.0568452
13010	-13.74503	-15.29029	1.545254	0.05331443
13020	-14.99283	-16.23059	1.237752	0.07250888
13030	-13.11607	-14.91725	1.801177	0.0412761
13040	-13.47894	-15.11299	1.634055	0.04878416
13050	-13.0995	-14.9114	1.811902	0.04083579
13060	-12.99691	-15.08375	2.086847	0.03101944
13070	-12.99021	-15.06897	2.078758	0.03127136
13080	-16.14878	-17.16483	1.016052	0.09050531
13090	-14.38094	-16.89007	2.509133	0.02033468
13100	-13.15286	-14.93196	1.779093	0.04219777
13110	-13.88964	-15.39212	1.502472	0.05564482
13120	-12.9708	-15.01927	2.048467	0.0322331
13130	-13.01662	-15.12383	2.107209	0.0303942
13140	-13.62056	-15.97619	2.355624	0.02370857
13150	-13.35541	-15.03747	1.682066	0.04649731
13160	-12.9579	-14.96039	2.00249	0.03374967
13170	-13.90494	-15.40306	1.498115	0.05588777
13180	-12.97616	-14.90618	1.930029	0.036286
13190	-13.01814	-14.89477	1.876632	0.03827623
13200	-15.90573	-16.96563	1.0599	0.08662261
13210	-12.95784	-14.94606	1.988221	0.0342347
13220	-12.95784	-14.94606	1.988221	0.0342347
13230	-12.96029	-14.93079	1.970494	0.03484699
13240	-13.14208	-15.33279	2.19071	0.02795934
13250	-13.84017	-15.35694	1.516771	0.05485482
13260	-13.33712	-15.02683	1.68971	0.04614325
13270	-13.45594	-15.09851	1.642576	0.04837023
13280	-13.0552	-15.19379	2.138583	0.02945541
13290	-13.31633	-15.01494	1.698606	0.04573459
13300	-13.62626	-15.98334	2.357079	0.02367411
13310	-13.62984	-15.98783	2.357989	0.02365257
13320	-13.03248	-14.89555	1.863076	0.03879865
13330	-13.26594	-15.51162	2.245677	0.02646395
13340	-13.50258	-15.82637	2.323792	0.0244754
13350	-12.98093	-15.04688	2.065953	0.03167438
13360	-13.64409	-15.22122	1.577131	0.0516417
13370	-13.39412	-15.06051	1.666385	0.04723218
13380	-13.06383	-14.90105	1.837216	0.03981503
13390	-12.97496	-15.03124	2.05628	0.03198226
13400	-13.06219	-14.90066	1.838472	0.03976506
13410	-13.55888	-15.16453	1.605649	0.05018983
13420	-13.1324	-14.92351	1.791108	0.04169381
13430	-13.59296	-15.18701	1.594046	0.05077555
13440	-13.64	-15.21846	1.578464	0.05157295
13450	-13.2494	-14.97836	1.728959	0.04436727
13460	-13.00153	-14.89599	1.894461	0.03759985
13470	-12.96224	-14.98891	2.026671	0.03294338
13480	-14.44406	-15.80345	1.359395	0.06420402
13490	-13.99335	-15.46684	1.473492	0.05728101
13500	-13.2428	-14.97491	1.732118	0.04422734
13510	-12.97279	-14.90907	1.936284	0.03605972
13520	-12.9612	-14.9278	1.966593	0.03498319
13530	-13.27799	-14.99363	1.715645	0.04496191
13540	-14.19554	-15.61577	1.420235	0.06041432
13550	-16.19302	-17.20122	1.008196	0.09121912
13560	-13.64173	-15.21963	1.577899	0.05160207
13570	-14.54592	-15.88157	1.335645	0.06574713
13580	-14.00676	-15.4766	1.469833	0.05749099
13590	-13.4122	-15.07147	1.659277	0.04756912
13600	-12.97572	-14.90652	1.930798	0.03625812
13610	-13.71767	-15.27139	1.553711	0.05286543
13620	-13.0576	-15.1979	2.140299	0.02940492
13630	-13.33054	-15.02304	1.6925	0.04601468
13640	-13.80942	-15.33525	1.525827	0.05436031
13650	-16.09425	-18.8223	2.728049	0.01633666
13660	-12.96016	-14.93126	1.971095	0.03482605
13670	-13.07303	-15.22387	2.15084	0.0290966
13680	-13.23554	-14.97117	1.735625	0.04407248
13690	-14.77897	-16.06241	1.283441	0.06927055
13700	-12.97747	-14.90521	1.927737	0.03636928
13710	-13.37327	-15.04802	1.67475	0.04683877
13720	-13.69974	-15.25907	1.559326	0.05256942
13730	-13.2216	-14.96409	1.742492	0.0437709
13740	-13.42489	-15.07925	1.65436	0.04780362
13750	-13.12772	-14.92167	1.793946	0.04157565
13760	-14.0088	-15.47808	1.469279	0.05752283
13770	-13.0204	-14.8948	1.8744	0.03836176
13780	-14.90598	-16.16205	1.256076	0.07119228
13790	-12.96045	-14.93024	1.969791	0.03487152
13800	-13.54423	-15.87966	2.335432	0.02419217
13810	-13.09552	-15.26047	2.164947	0.02868899
13820	-12.95816	-14.96379	2.00563	0.03364387
13830	-13.61244	-15.19998	1.587533	0.05110731
13840	-12.966	-14.91745	1.951444	0.03551721
13850	-14.06983	-15.52271	1.452885	0.05847366
13860	-13.89108	-15.39314	1.502063	0.0556676
13870	-13.0173	-14.89477	1.877474	0.03824399
13880	-13.4479	-15.09349	1.645597	0.04822436
13890	-14.29545	-16.7902	2.49475	0.02062926
13900	-14.91397	-17.50302	2.589054	0.01877277
13910	-12.96353	-14.922	1.958471	0.0352685
13920	-12.96398	-14.92107	1.957083	0.03531748
13930	-15.09626	-16.31257	1.216312	0.07408025
13940	-12.97205	-14.90979	1.937736	0.03600743
13950	-13.0559	-14.89927	1.843369	0.03957084
13960	-13.0045	-15.0997	2.095205	0.03076127
13970	-13.16069	-14.93534	1.774652	0.0423856
13980	-13.52934	-15.86067	2.331326	0.02429172
13990	-13.15079	-14.93107	1.780285	0.04214751
14000	-13.45015	-15.0949	1.644747	0.04826536
14010	-13.10325	-14.91267	1.809428	0.04093694
14020	-13.60619	-15.95811	2.351926	0.02379643
14030	-13.13119	-14.92303	1.791838	0.04166339
14040	-13.10722	-15.27903	2.17181	0.02849278
14050	-15.30262	-16.47727	1.17465	0.07723176
14060	-13.14708	-14.92951	1.782427	0.04205736
14070	-14.87696	-16.13922	1.262268	0.07075288
14080	-13.27391	-14.99142	1.717507	0.04487827
14090	-12.97523	-15.03199	2.056752	0.03196716
14100	-13.06073	-15.20322	2.142498	0.02934034
14110	-13.24792	-15.48646	2.238537	0.02665358
14120	-13.53981	-15.15208	1.612267	0.04985875
14130	-15.77854	-16.86189	1.083346	0.08461528
14140	-13.36529	-15.04329	1.677999	0.04668682
14150	-13.17631	-15.3838	2.207495	0.02749395
14160	-12.96636	-15.00493	2.038568	0.03255376
14170	-13.03137	-14.89545	1.864075	0.0387599
14180	-13.00048	-15.09135	2.090875	0.03089474
14190	-12.99889	-14.89646	1.897572	0.03748307
14200	-13.40181	-15.69523	2.293416	0.02523027
14210	-12.97269	-14.90916	1.936466	0.03605319
14220	-12.95796	-14.9612	2.003242	0.03372432
14230	-12.95816	-14.96378	2.005621	0.03364419
14240	-13.99813	-15.47032	1.472185	0.05735592
14250	-13.0205	-14.8948	1.874305	0.0383654
14260	-12.96167	-14.9863	2.024633	0.03301058
14270	-12.9874	-15.06251	2.075106	0.03138578
14280	-13.03375	-14.89569	1.861933	0.03884299
14290	-13.35464	-15.63253	2.277886	0.02562515
14300	-13.36707	-15.04434	1.677275	0.04672066
14310	-12.96447	-14.92012	1.955645	0.03536831
14320	-15.57265	-16.69476	1.122107	0.0813983
14330	-13.44204	-15.08985	1.64781	0.04811774
14340	-14.63908	-15.95352	1.314443	0.067156
14350	-13.36555	-15.64711	2.281562	0.02553114
14360	-15.26583	-16.4478	1.181975	0.07666811
14370	-13.35768	-15.63659	2.278914	0.02559883
14380	-13.15854	-15.35751	2.198974	0.02772923
14390	-12.97849	-14.90451	1.926025	0.03643156
14400	-13.92007	-15.4139	1.493837	0.05612739
14410	-13.79273	-15.32353	1.530803	0.05409047
14420	-12.98008	-14.90349	1.923415	0.0365268
14430	-13.45267	-15.76184	2.309175	0.0248358
14440	-13.06063	-14.9003	1.839669	0.03971752
14450	-12.96036	-14.93055	1.970187	0.03485769
14460	-12.95837	-14.96593	2.00756	0.03357902
14470	-13.88376	-15.38792	1.504155	0.05555122
14480	-12.9925	-14.89804	1.905545	0.03718538
14490	-14.40659	-15.77488	1.368292	0.06363535
14500	-14.281	-15.6798	1.398803	0.06172307
14510	-13.12617	-15.30851	2.182343	0.02819423
14520	-14.66593	-17.21964	2.553716	0.01944801
14530	-14.18349	-15.60679	1.423304	0.0602292
14540	-13.53234	-15.14723	1.614885	0.04972839
14550	-12.96101	-14.9284	1.967388	0.03495538
14560	-13.88153	-15.38633	1.504794	0.05551574
14570	-15.72775	-16.82056	1.092812	0.08381807
14580	-12.97794	-15.03923	2.061291	0.03182239
14590	-13.216	-14.96129	1.745292	0.04364851
14600	-15.94629	-16.99879	1.052499	0.08726612
14610	-13.64924	-16.01212	2.362873	0.02353733
14620	-15.32488	-16.49512	1.170238	0.07757327
14630	-12.96107	-14.9282	1.967136	0.03496421
14640	-13.00256	-14.89582	1.893263	0.0376449
14650	-13.0858	-14.90702	1.821224	0.04045687
14660	-14.96543	-16.20893	1.2435	0.07209328
14670	-14.97892	-16.21959	1.240667	0.07229779
14680	-13.39771	-15.68981	2.292102	0.02526345
14690	-13.46081	-15.10156	1.640758	0.04845824
14700	-13.06769	-14.90199	1.834301	0.03993129
14710	-13.1747	-14.9416	1.7669	0.04271547
14720	-13.09862	-14.91111	1.812488	0.04081185
14730	-14.32811	-16.82842	2.500307	0.02051496
14740	-13.06101	-14.90039	1.83938	0.03972897
14750	-12.97463	-15.03033	2.055697	0.03200089
14760	-12.97567	-14.90656	1.930893	0.03625467
14770	-13.37712	-15.05031	1.673193	0.04691172
14780	-14.66519	-15.97378	1.308582	0.06755076
14790	-13.14516	-15.33745	2.192289	0.02791523
14800	-13.35953	-15.0399	1.680364	0.04657654
14810	-14.08409	-15.5332	1.449108	0.0586949
14820	-13.74756	-15.29204	1.544479	0.05335575
14830	-13.01528	-15.12123	2.105947	0.03043258
14840	-12.96009	-14.97822	2.018123	0.03322618
14850	-13.2638	-14.98598	1.72218	0.04466903
14860	-13.22237	-15.45036	2.227991	0.02693617
14870	-13.04453	-15.17521	2.130678	0.02968919
14880	-15.63754	-16.74732	1.109777	0.08240811
14890	-13.27453	-14.99176	1.717224	0.04489099
14900	-12.97251	-15.02432	2.051806	0.03212567
14910	-13.41709	-15.07446	1.657374	0.04765972
14920	-14.12841	-15.5659	1.437491	0.05938074
14930	-13.03657	-14.89601	1.859438	0.03894002
14940	-12.98146	-15.04821	2.066748	0.03164921
14950	-13.49264	-15.1217	1.629058	0.04902856
14960	-13.35908	-15.63847	2.27939	0.02558666
14970	-13.07064	-14.90274	1.832103	0.04001916
14980	-13.44199	-15.74794	2.305944	0.02491617
14990	-12.96199	-14.92561	1.963627	0.03508711
15000	-13.9591	-15.44203	1.482922	0.05674338
15010	-12.95794	-14.96097	2.003033	0.03373137
15020	-16.16897	-17.18143	1.012463	0.09083077
15030	-15.49479	-18.1572	2.662417	0.01744484
15040	-13.58214	-15.17984	1.5977	0.05059034
15050	-13.003	-15.09661	2.093612	0.03081029
15060	-13.73613	-15.28412	1.547992	0.05316864
15070	-13.03911	-15.16558	2.126468	0.02981445
15080	-13.0627	-14.90078	1.838082	0.0397806
15090	-13.08486	-14.90674	1.821878	0.04043044
15100	-13.81455	-16.21624	2.401684	0.02264132
15110	-13.03091	-14.8954	1.864494	0.03874367
15120	-13.01298	-15.11673	2.103748	0.03049959
15130	-14.17305	-16.64625	2.473194	0.02107878
15140	-15.57015	-16.69274	1.122584	0.08135941
15150	-13.53047	-15.14601	1.615544	0.04969563
15160	-12.96923	-14.91291	1.943683	0.03579393
15170	-13.09737	-15.26342	2.166053	0.0286573
15180	-13.12588	-14.92095	1.795072	0.04152888
15190	-13.34321	-15.03036	1.687146	0.04626171
15200	-13.48321	-15.1157	1.632491	0.04886053
15210	-12.9642	-14.99702	2.032814	0.0327416
15220	-13.57742	-15.9218	2.344383	0.0239766
15230	-13.04103	-14.89661	1.85558	0.03909057
15240	-12.97487	-14.90722	1.932353	0.03620176
15250	-13.81884	-15.34188	1.52304	0.05451199
15260	-14.28607	-15.68362	1.39755	0.06180047
15270	-12.98907	-14.89918	1.91011	0.03701602
15280	-13.37182	-15.04716	1.675338	0.04681122
15290	-13.20266	-14.95475	1.752084	0.04335303
15300	-13.57822	-15.17725	1.599031	0.05052306
15310	-12.96456	-14.91995	1.955388	0.03537738
15320	-13.17613	-14.94225	1.76612	0.0427488
15330	-12.9669	-15.00678	2.039884	0.03251095
15340	-15.53506	-18.20216	2.667107	0.01736321
15350	-15.63844	-16.74805	1.109607	0.08242215
15360	-13.12409	-15.30532	2.181222	0.02822586
15370	-13.58115	-15.17918	1.598036	0.05057337
15380	-13.08908	-14.90803	1.818954	0.04054882
15390	-13.01425	-14.89482	1.880571	0.03812575
15400	-13.48658	-15.11784	1.631259	0.04892076
15410	-13.01058	-14.89499	1.88441	0.03797967
15420	-13.26805	-15.51455	2.246498	0.02644224
15430	-13.62284	-15.20693	1.584092	0.05128347
15440	-12.96598	-15.00359	2.037611	0.03258494
15450	-13.99576	-15.46859	1.472833	0.05731876
15460	-12.96031	-14.93072	1.970407	0.03485002
15470	-13.69572	-15.25632	1.560591	0.05250296
15480	-12.99255	-15.07423	2.081675	0.03118029
15490	-15.36656	-16.52858	1.162019	0.07821351
15500	-13.92807	-15.41965	1.491585	0.05625391
15510	-12.98937	-15.06704	2.077673	0.03130532
15520	-13.31801	-15.58312	2.265113	0.02595458
15530	-13.14229	-14.92751	1.785227	0.04193976
15540	-12.96518	-14.91883	1.95365	0.03543892
15550	-13.59194	-15.18633	1.594388	0.05075817
15560	-13.29794	-15.00461	1.706669	0.04536733
15570	-13.04744	-15.18032	2.132883	0.02962379
15580	-13.35117	-15.03499	1.683822	0.04641574
15590	-15.72645	-16.8195	1.093056	0.08379764
15600	-13.4482	-15.09368	1.645483	0.04822982
15610	-13.03397	-14.89571	1.861737	0.0388506
15620	-13.00285	-15.09631	2.093457	0.03081507
15630	-13.28273	-15.53485	2.252125	0.02629388
15640	-13.00637	-14.89534	1.888969	0.03780692
15650	-13.41017	-15.07024	1.660068	0.04753153
15660	-14.29494	-15.6903	1.39536	0.06193594
15670	-12.96518	-14.91883	1.953647	0.03543905
15680	-13.0945	-15.25884	2.164338	0.02870648
15690	-12.95787	-14.95986	2.001995	0.03376639
15700	-12.9578	-14.94662	1.988817	0.03421429
15710	-12.96021	-14.97889	2.018674	0.03320786
15720	-12.99949	-14.89635	1.896854	0.03750996
15730	-12.95983	-14.93257	1.972743	0.03476872
15740	-15.78604	-16.86799	1.081954	0.08473315
15750	-13.00665	-14.89531	1.888663	0.03781849
15760	-13.44391	-15.75043	2.306525	0.02490169
15770	-15.85377	-18.5565	2.702735	0.01675548
15780	-15.24334	-16.42981	1.186475	0.07632391
15790	-13.09955	-14.91142	1.811871	0.04083707
15800	-13.22918	-14.96792	1.738737	0.04393555
15810	-13.75724	-15.29876	1.541522	0.05351378
15820	-13.26907	-14.98881	1.719736	0.04477837
15830	-12.97783	-15.03895	2.061114	0.03182802
15840	-14.46495	-15.81942	1.354473	0.0645208
15850	-13.93525	-15.42482	1.48957	0.05636737
15860	-16.1438	-17.16074	1.016939	0.09042509
15870	-13.10682	-15.2784	2.171581	0.02849933
15880	-14.11721	-15.55762	1.44041	0.05920767
15890	-13.97676	-16.41258	2.435821	0.02188147
15900	-13.28067	-15.53202	2.251345	0.02631438
15910	-12.95903	-14.97139	2.012366	0.03341802
15920	-14.53852	-15.87587	1.337349	0.06563519
15930	-14.00087	-15.47231	1.471437	0.05739883
15940	-13.40206	-15.69555	2.293495	0.0252283
15950	-12.97364	-14.90828	1.934643	0.03611896
15960	-13.35788	-15.03892	1.681045	0.04654482
15970	-13.09145	-14.90878	1.817322	0.04061505
15980	-13.02601	-14.89503	1.869019	0.03856872
15990	-12.97367	-15.02764	2.053967	0.0320563
16000	-15.63836	-16.74798	1.109623	0.08242077
16010	-13.19285	-14.95004	1.757189	0.04313231
16020	-13.27903	-14.9942	1.715169	0.04498331
16030	-12.97137	-15.02098	2.049608	0.03219636
16040	-13.15889	-14.93456	1.775667	0.04234261
16050	-13.28712	-14.99863	1.711505	0.04514845
16060	-13.1728	-14.94073	1.767939	0.04267111
16070	-13.09815	-14.91095	1.812803	0.04079902
16080	-13.20833	-15.4303	2.221964	0.027099
16090	-15.92251	-16.97934	1.056834	0.0868886
16100	-13.70747	-15.26437	1.556898	0.05269725
16110	-12.99323	-14.89783	1.904602	0.03722049
16120	-13.2147	-15.43942	2.224722	0.02702436
16130	-15.36217	-16.52505	1.162882	0.07814601
16140	-13.80778	-16.20796	2.400183	0.02267535
16150	-13.26514	-15.5105	2.245363	0.02647227
16160	-15.06269	-17.67166	2.608969	0.01840259
16170	-13.01436	-14.89482	1.88046	0.03812999
16180	-13.27829	-14.99379	1.715508	0.04496808
16190	-14.95616	-16.20161	1.245452	0.07195271
16200	-13.03075	-14.89539	1.864634	0.03873821
16210	-13.00688	-15.10455	2.097677	0.0306853
16220	-13.00947	-15.10977	2.100299	0.03060496
16230	-13.13346	-14.92393	1.790468	0.0417205
16240	-13.08163	-15.23801	2.156388	0.02893561
16250	-12.95846	-14.93979	1.981325	0.0344716
16260	-13.07453	-14.90378	1.829253	0.04013335
16270	-13.41113	-15.07082	1.659693	0.04754933
16280	-14.72317	-16.01886	1.295692	0.06842707
16290	-13.12831	-15.3118	2.183493	0.02816183
16300	-13.65102	-15.2259	1.574879	0.05175815
16310	-13.04199	-14.89675	1.854763	0.03912252
16320	-13.59073	-15.18553	1.594797	0.05073742
16330	-14.21227	-15.62827	1.415992	0.06067121
16340	-13.29755	-15.55522	2.25767	0.02614846
16350	-13.08665	-15.24618	2.159537	0.02884462
16360	-14.76899	-16.05461	1.285621	0.06911971
16370	-13.16521	-14.93734	1.772122	0.04249296
16380	-13.05491	-15.19328	2.138373	0.0294616
16390	-13.99333	-15.46682	1.473498	0.05728065
16400	-14.73039	-16.02449	1.294099	0.06853617
16410	-16.67453	-17.59943	0.9248979	0.09914297
16420	-13.16419	-14.93689	1.772691	0.04246883
16430	-15.8078	-18.50556	2.697751	0.0168392
16440	-12.98285	-14.90192	1.91907	0.03668583
16450	-16.09611	-17.12157	1.025453	0.08965848
16460	-14.05063	-15.50863	1.458	0.05817529
16470	-12.96508	-14.919	1.953921	0.03542933
16480	-13.09078	-14.90856	1.817785	0.04059626
16490	-13.20638	-15.4275	2.221113	0.02712208
16500	-12.96752	-15.00888	2.041361	0.03246296
16510	-13.44877	-15.75677	2.307999	0.02486501
16520	-14.7045	-16.00432	1.299825	0.06814485
16530	-14.14717	-15.5798	1.432628	0.0596702
16540	-13.8616	-15.37213	1.510538	0.05519782
16550	-13.17481	-14.94165	1.766841	0.04271798
16560	-12.96051	-14.98051	2.020005	0.0331637
16570	-13.74116	-16.12618	2.385028	0.02302161
16580	-13.7656	-16.15627	2.39067	0.02289209
16590	-12.95764	-14.95338	1.995738	0.03397831
16600	-14.21335	-15.62907	1.41572	0.0606877
16610	-15.01199	-16.24574	1.23375	0.07279963
16620	-13.46509	-15.77797	2.312885	0.02474383
16630	-14.21309	-15.62888	1.415785	0.06068372
16640	-13.06162	-15.20475	2.143122	0.02932201
16650	-12.99977	-14.89629	1.896518	0.0375226
16660	-13.74741	-16.13389	2.386481	0.02298818
16670	-13.21403	-14.96031	1.746288	0.04360505
16680	-12.95877	-14.93776	1.978996	0.03455199
16690	-13.31989	-15.01696	1.697066	0.04580506
16700	-14.61333	-17.15917	2.545838	0.01960183
16710	-13.05633	-14.89936	1.843027	0.03958436
16720	-13.00387	-15.09841	2.094539	0.03078174
16730	-13.5688	-15.91088	2.342083	0.0240318
16740	-13.00116	-14.89605	1.894891	0.0375837
16750	-14.24264	-15.65099	1.408351	0.06113657
16760	-14.78723	-16.06887	1.281638	0.06939555
16770	-13.02554	-15.14077	2.115237	0.03015116
16780	-12.97177	-15.02216	2.050391	0.03217114
16790	-12.96822	-15.01118	2.042961	0.03241107
16800	-12.97942	-15.04307	2.063647	0.0317475
16810	-13.46654	-15.10517	1.638626	0.0485617
16820	-13.30961	-15.01114	1.701532	0.04560096
16830	-12.96144	-14.9271	1.96566	0.03501585
16840	-13.10691	-14.91395	1.807036	0.041035
16850	-13.11074	-15.28456	2.173818	0.02843563
16860	-12.97662	-15.03573	2.059113	0.03189175
16870	-13.52476	-15.14232	1.617556	0.04959573
16880	-14.10269	-16.56292	2.460228	0.02135387
16890	-12.96241	-14.92455	1.962138	0.0351394
16900	-13.06046	-15.20277	2.142313	0.02934577
16910	-13.43962	-15.08835	1.648727	0.04807362
16920	-13.57396	-15.17444	1.60048	0.05044989
16930	-14.04051	-15.50122	1.460713	0.05801767
16940	-13.02396	-15.13782	2.113858	0.03019278
16950	-13.27991	-14.99468	1.714769	0.04500134
16960	-13.84447	-15.35998	1.515516	0.05492371
16970	-12.9584	-14.94021	1.981809	0.03445494
16980	-12.95946	-14.97435	2.014892	0.03333371
16990	-13.01167	-15.11415	2.102479	0.03053832
17000	-12.98967	-15.06773	2.078064	0.03129309
17010	-13.19386	-15.40942	2.215558	0.02727316
17020	-13.33837	-15.02755	1.689184	0.04616754
17030	-13.00861	-14.89513	1.88652	0.03789963
17040	-12.97819	-14.90471	1.926519	0.0364136
17050	-13.0291	-14.89525	1.866144	0.03867979
17060	-13.92242	-15.41559	1.493175	0.05616458
17070	-13.00253	-14.89583	1.893293	0.03764377
17080	-13.31086	-15.5734	2.26254	0.02602145
17090	-13.14965	-14.93059	1.780939	0.04211998
