Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
9098	0	-19.63864	-17.68401	-1.954622	0.06991426	0	1	0.7608648	0.2832273	9.914246	9.077508
9099	1	-19.52144	-17.03114	-2.490301	0.09713594	0	1	0.8255962	0.271588	7.135847	9.292018
9100	0	-18.14577	-15.98895	-2.156815	0.08415794	0	1	0.7994643	0.2562601	8.236266	9.308126
9101	1	-17.29358	-15.37914	-1.914439	0.06772898	0	1	0.7537122	0.2849856	10.23413	9.989885
9102	0	-19.72326	-16.48525	-3.238003	0.1238079	0	1	0.8628097	0.3257107	5.59857	8.594627
9103	1	-19.78737	-17.73176	-2.055601	0.08369273	0	1	0.7983894	0.2338899	8.282048	8.982664
9104	0	-18.15229	-15.93393	-2.218357	0.07354337	0	1	0.7719387	0.3413728	9.425012	9.546657
9105	1	-19.96135	-17.43821	-2.523148	0.07941521	0	1	0.7879754	0.4087753	8.728141	9.072186
9106	0	-18.81498	-16.56507	-2.249913	0.08483935	0	1	0.8010192	0.2772255	8.170114	8.926051
9107	1	-20.37234	-17.5211	-2.851237	0.1070437	0	1	0.8415075	0.3157587	6.475364	8.460781
9108	0	-17.85593	-15.91401	-1.941923	0.06959591	0	1	0.7598465	0.2815488	9.959597	9.4302
9109	1	-18.89741	-16.24173	-2.655677	0.09201276	0	1	0.8160998	0.3572284	7.533163	9.305279
9110	0	-20.5797	-16.88293	-3.696769	0.131861	0	1	0.8711549	0.4343667	5.25665	8.550809
9111	1	-19.92207	-16.82528	-3.096787	0.1113934	0	1	0.8476329	0.3680538	6.222517	8.516221
9112	0	-19.14299	-16.57434	-2.56865	0.08620611	0	1	0.8040705	0.3703933	8.040581	9.504092
9113	1	-19.3889	-16.46367	-2.925235	0.1012202	0	1	0.8325151	0.3847343	6.847916	9.099262
9114	0	-19.0562	-16.82217	-2.234029	0.08976704	0	1	0.8116183	0.2457664	7.721622	9.010018
9115	1	-22.62821	-17.51194	-5.116277	0.1916442	0	1	0.9113112	0.5051215	3.616844	8.657731
9116	0	-18.05708	-15.65439	-2.402686	0.08878741	0	1	0.8095975	0.297028	7.806818	9.163009
9117	1	-18.7986	-16.43978	-2.358829	0.09294031	0	1	0.8178918	0.2603027	7.457982	8.974768
9118	0	-17.41975	-15.39324	-2.026504	0.07167689	0	1	0.7663635	0.293163	9.670441	9.632631
9119	1	-18.67026	-15.93038	-2.739873	0.1015979	0	1	0.8331283	0.3170866	6.822455	9.029299
9120	0	-20.50341	-16.76786	-3.735552	0.139814	0	1	0.8784645	0.3814238	4.95764	8.804417
9121	1	-17.24404	-15.31414	-1.929899	0.06975948	0	1	0.7603707	0.2772199	9.936244	9.735033
9122	0	-18.62362	-15.91161	-2.71201	0.0962991	0	1	0.82411	0.3450717	7.197857	9.052551
9123	1	-20.69306	-17.1327	-3.560361	0.1233374	0	1	0.8622891	0.4541154	5.619926	8.711901
9124	0	-17.25664	-15.3699	-1.886747	0.07019828	0	1	0.7617668	0.2630511	9.874133	9.772579
9125	1	-17.75455	-15.61786	-2.136692	0.0735354	0	1	0.7719154	0.3146558	9.426034	9.728787
9126	0	-18.095	-16.38692	-1.708076	0.06992694	0	1	0.7609052	0.2212813	9.912449	9.669846
9127	1	-20.1686	-16.59591	-3.572694	0.1353939	0	1	0.8745069	0.35597	5.119486	8.778351
9128	0	-17.82347	-15.56635	-2.257118	0.08260052	0	1	0.7958229	0.2928159	8.391559	9.39356
9129	1	-18.90749	-17.06019	-1.847298	0.06990094	0	1	0.7608224	0.2544765	9.916135	9.253536
9130	0	-18.25177	-15.73967	-2.512093	0.09284443	0	1	0.8177081	0.3040353	7.465684	9.040718
9131	1	-17.18852	-15.39935	-1.789172	0.06185691	0	1	0.7324408	0.2847968	11.20565	9.976041
9132	0	-19.21361	-16.22553	-2.988082	0.1132085	0	1	0.8500541	0.3176686	6.12275	8.902668
9133	1	-17.42988	-15.44161	-1.988273	0.06834606	0	1	0.755771	0.3028319	10.14173	9.873923
9134	0	-19.99194	-17.73289	-2.259058	0.08615793	0	1	0.8039644	0.2720526	8.045077	9.720737
9135	1	-20.61515	-17.45162	-3.163538	0.1060445	0	1	0.840032	0.4407522	6.536379	9.139686
9136	0	-18.48333	-16.19672	-2.286602	0.0781449	0	1	0.7846866	0.331483	8.870025	9.143717
9137	1	-19.12577	-16.3986	-2.727171	0.1025362	0	1	0.8346327	0.3069128	6.760026	9.159001
9138	0	-18.83714	-15.97807	-2.859064	0.1027802	0	1	0.8350196	0.3483748	6.743978	8.889628
9139	1	-17.80932	-16.01144	-1.797881	0.07156151	0	1	0.7660107	0.2338207	9.686033	9.780353
9140	0	-17.18391	-15.30781	-1.876101	0.06856939	0	1	0.7565084	0.2694187	10.1087	9.773528
9141	1	-22.68051	-17.36267	-5.31784	0.2103128	0	1	0.9191831	0.4158047	3.295791	8.408051
9142	0	-19.8776	-17.68887	-2.188739	0.06522968	0	1	0.7450431	0.3953507	10.62625	9.500057
9143	1	-21.77199	-18.6491	-3.122885	0.1281925	0	1	0.8674814	0.2645023	5.40708	8.833368
9144	0	-18.30003	-16.50332	-1.796708	0.07373933	0	1	0.7725099	0.2229992	9.399966	9.600619
9145	1	-20.05972	-16.85835	-3.201374	0.1262045	0	1	0.8654028	0.2984267	5.492252	8.703812
9146	0	-18.23863	-16.29135	-1.947273	0.06899347	0	1	0.7578976	0.2867011	10.04656	9.352095
9147	1	-17.55211	-15.7644	-1.787707	0.07015081	0	1	0.7616165	0.2384871	9.880815	9.702637
9148	0	-18.54968	-16.37247	-2.177215	0.07612628	0	1	0.7792609	0.3101401	9.105228	9.934582
9149	1	-18.35307	-15.97554	-2.377529	0.08129015	0	1	0.7926615	0.3395973	8.526829	9.530726
9150	0	-18.07079	-15.95409	-2.116705	0.07311902	0	1	0.7706928	0.3111664	9.479711	9.937793
9151	1	-18.59287	-16.0571	-2.535772	0.08874633	0	1	0.8095119	0.3396051	7.810432	8.974563
9152	0	-19.08054	-17.1504	-1.93014	0.06287227	0	1	0.7363499	0.3209221	11.02469	9.434004
9153	1	-17.76394	-15.74098	-2.022965	0.07255932	0	1	0.7690302	0.2867082	9.552834	9.919327
9154	0	-18.29634	-15.79894	-2.497395	0.08771623	0	1	0.8073403	0.3340416	7.902154	9.256911
9155	1	-17.40214	-15.71302	-1.68912	0.05859874	0	1	0.7191742	0.2761276	11.8287	9.993431
9156	0	-20.70878	-17.9781	-2.730687	0.08443084	0	1	0.8000898	0.4522674	8.209644	9.063562
9157	1	-18.49207	-16.28743	-2.204642	0.08175848	0	1	0.7938019	0.2828555	8.477985	9.675811
9158	0	-17.53257	-15.78624	-1.746333	0.06872656	0	1	0.7570249	0.2358423	10.08558	9.738039
9159	1	-19.66753	-16.63918	-3.028349	0.1141856	0	1	0.8513266	0.3239343	6.070357	8.559566
9160	0	-19.15667	-16.29125	-2.865411	0.1016399	0	1	0.8331962	0.3591794	6.819639	8.748227
9161	1	-21.26522	-18.29381	-2.971416	0.1013697	0	1	0.8327585	0.4016414	6.837812	8.366756
9162	0	-20.42395	-16.5416	-3.882349	0.1442309	0	1	0.8821792	0.4022123	4.805816	8.595055
9163	1	-18.2861	-16.03739	-2.24871	0.08280263	0	1	0.7963024	0.2891216	8.371077	9.588683
9164	0	-17.60338	-15.51925	-2.084123	0.07722991	0	1	0.7822583	0.2760311	8.975114	9.397242
9165	1	-18.11621	-15.99418	-2.122036	0.07205588	0	1	0.7675157	0.3199674	9.619579	9.969917
9166	0	-18.53911	-16.2799	-2.259213	0.07272596	0	1	0.7695275	0.3618306	9.530946	9.644498
9167	1	-23.96096	-18.78713	-5.173827	0.2044224	0	1	0.9168545	0.4079715	3.39076	8.805708
9168	0	-17.22406	-15.44825	-1.77581	0.06757421	0	1	0.7531909	0.2489105	10.25757	9.821235
9169	1	-17.51515	-15.75365	-1.761492	0.06732007	0	1	0.7523305	0.2466988	10.29629	9.660464
9170	0	-21.03222	-17.7392	-3.293022	0.1103891	0	1	0.8462601	0.4574987	6.279125	8.547463
9171	1	-19.65358	-16.44853	-3.205049	0.1129268	0	1	0.8496834	0.397006	6.138021	8.770832
9172	0	-17.54233	-15.51619	-2.026134	0.07097368	0	1	0.7641978	0.2974602	9.766256	9.874289
9173	1	-18.10854	-15.91672	-2.191822	0.07263423	0	1	0.769254	0.3389093	9.542982	9.739745
9174	0	-18.70021	-16.08927	-2.610939	0.09192048	0	1	0.8159196	0.3422684	7.540726	8.913404
9175	1	-18.6109	-16.09588	-2.515022	0.09716302	0	1	0.8256439	0.2782255	7.133858	8.998341
9176	0	-18.4481	-16.43593	-2.012171	0.06937108	0	1	0.7591225	0.303483	9.991875	9.306161
9177	1	-18.01439	-15.68387	-2.330525	0.08140733	0	1	0.7929479	0.3231997	8.514555	9.426471
9178	0	-18.80776	-16.3455	-2.462261	0.08230552	0	1	0.7951191	0.3617476	8.421636	9.118721
9179	1	-18.09051	-16.212	-1.878512	0.07171326	0	1	0.7664745	0.2526399	9.665538	9.367394
9180	0	-25.11284	-19.50279	-5.610051	0.2012422	0	1	0.9155407	0.6751288	3.444343	8.711151
9181	1	-20.54996	-16.92155	-3.628416	0.1284299	0	1	0.8677253	0.4363064	5.397087	8.79132
9182	0	-20.98339	-18.17648	-2.806911	0.08767995	0	1	0.8072629	0.455571	7.905424	8.858671
9183	1	-18.25016	-16.30348	-1.946677	0.06240202	0	1	0.7345522	0.3295454	11.10777	9.74787
9184	0	-17.56322	-15.73479	-1.82843	0.07093724	0	1	0.7640845	0.2442887	9.771274	9.608067
9185	1	-17.5811	-15.62842	-1.952686	0.07491937	0	1	0.7758943	0.2541961	9.251909	9.564446
9186	0	-17.35887	-15.44627	-1.912606	0.06506197	0	1	0.7444418	0.3010269	10.65365	9.899527
9187	1	-20.35497	-18.43715	-1.917818	0.05661988	0	1	0.7105388	0.3619667	12.24212	9.572502
9188	0	-18.09503	-16.01646	-2.078564	0.0723646	0	1	0.7684465	0.3043554	9.57854	9.316019
9189	1	-20.52729	-16.86756	-3.659735	0.1297214	0	1	0.8690373	0.4380164	5.343351	8.714408
9190	0	-17.9948	-15.89447	-2.10033	0.07172901	0	1	0.7665226	0.3152761	9.663415	9.409841
9191	1	-20.19223	-17.72667	-2.465564	0.07436723	0	1	0.7743224	0.4295337	9.3206	9.412833
9192	0	-17.94819	-15.62404	-2.324154	0.08627956	0	1	0.8042319	0.2896029	8.033736	9.235973
9193	1	-17.89772	-15.85267	-2.045054	0.07038388	0	1	0.7623528	0.3069598	9.848096	9.448149
9194	0	-18.9582	-16.42956	-2.528641	0.09893033	0	1	0.8287028	0.2716593	7.006417	8.875575
9195	1	-17.49684	-15.42507	-2.071767	0.07280769	0	1	0.7697707	0.2994646	9.520247	9.645751
9196	0	-19.14702	-17.17912	-1.967907	0.0743946	0	1	0.7744008	0.2609848	9.317171	9.086681
9197	1	-17.44692	-15.7261	-1.720815	0.06390312	0	1	0.7402156	0.2546778	10.84684	9.753024
9198	0	-19.42054	-16.75636	-2.664186	0.08904711	0	1	0.8101373	0.3836824	7.78405	9.440415
9199	1	-20.56871	-18.29317	-2.275545	0.06436575	0	1	0.7419177	0.439181	10.76888	9.841996
9200	0	-17.08005	-15.34747	-1.732582	0.06252871	0	1	0.7350387	0.2653185	11.08526	9.942631
9201	1	-17.33408	-15.42369	-1.910395	0.0652727	0	1	0.745197	0.2990218	10.61925	9.891173
9202	0	-18.25008	-16.20136	-2.048723	0.08148884	0	1	0.7931467	0.2434079	8.506039	9.340593
9203	1	-18.69155	-16.47312	-2.218432	0.08700792	0	1	0.8058196	0.2565525	7.966484	9.409098
9204	0	-18.51297	-16.33433	-2.178643	0.07527402	0	1	0.7768934	0.3162512	9.208319	9.953404
9205	1	-23.18131	-17.82286	-5.358457	0.2108805	0	1	0.9194006	0.4278557	3.286919	8.268652
9206	0	-20.80037	-17.04188	-3.758485	0.1404813	0	1	0.8790406	0.3847846	4.93409	8.86528
9207	1	-17.34479	-15.46817	-1.876616	0.06453345	0	1	0.7425297	0.2936605	10.7409	9.839024
9208	0	-20.06747	-17.62406	-2.443412	0.07531454	0	1	0.777007	0.4117622	9.203365	9.17658
9209	1	-18.01719	-15.67172	-2.345471	0.08617249	0	1	0.8039965	0.2965155	8.043718	9.132115
9210	0	-18.09708	-16.29323	-1.803857	0.0610911	0	1	0.7294236	0.293745	11.34612	9.696845
9211	1	-18.02439	-15.70727	-2.317122	0.08113927	0	1	0.7922916	0.3207159	8.542684	9.481565
9212	0	-18.84001	-16.58598	-2.254032	0.08165253	0	1	0.7935449	0.2978451	8.488985	8.936722
9213	1	-18.54759	-16.27097	-2.276623	0.08841018	0	1	0.8088084	0.2639521	7.840128	9.011827
9214	0	-19.58266	-17.47576	-2.106895	0.06528791	0	1	0.7452514	0.3638324	10.61678	9.365094
9215	1	-17.8884	-15.79686	-2.091537	0.06934735	0	1	0.7590459	0.3287161	9.995294	9.685085
9216	0	-18.09326	-15.96212	-2.131131	0.07722065	0	1	0.7822335	0.2893734	8.97619	9.18829
9217	1	-17.15829	-15.27717	-1.881127	0.06787074	0	1	0.7541879	0.2748205	10.21275	9.86615
9218	0	-17.9546	-15.73763	-2.216971	0.08387069	0	1	0.7988019	0.2738126	8.264475	9.20287
9219	1	-19.92843	-16.39935	-3.529087	0.1341111	0	1	0.8733099	0.3501848	5.168456	8.638292
9220	0	-17.12336	-15.4401	-1.68326	0.06160963	0	1	0.7314731	0.2575239	11.25063	9.951827
9221	1	-20.30221	-18.28793	-2.014282	0.06362465	0	1	0.7391814	0.3435647	10.89432	9.188751
9222	0	-19.50077	-16.59112	-2.909649	0.1021609	0	1	0.8340341	0.3712981	6.78486	9.198722
9223	1	-20.08054	-18.10106	-1.979482	0.05923859	0	1	0.7218701	0.3641795	11.70094	9.510916
9224	0	-19.2629	-16.19358	-3.069328	0.1146353	0	1	0.8519051	0.3342798	6.046545	8.678938
9225	1	-17.8478	-15.73966	-2.108145	0.07253776	0	1	0.7689657	0.312343	9.555674	9.867666
9226	0	-18.52803	-16.24315	-2.28488	0.07578703	0	1	0.7783241	0.3478906	9.145987	9.784737
9227	1	-19.16667	-16.3447	-2.821967	0.1042384	0	1	0.8372958	0.3254597	6.649637	8.675909
9228	0	-18.64684	-16.39469	-2.252145	0.07605867	0	1	0.7790748	0.3347515	9.113323	9.151868
9229	1	-19.23409	-16.96139	-2.272702	0.09095942	0	1	0.8140234	0.2490746	7.6204	8.933267
9230	0	-20.51914	-17.98579	-2.533346	0.07826546	0	1	0.7850028	0.4231648	8.856362	9.907034
9231	1	-17.89881	-15.79814	-2.100669	0.06967594	0	1	0.7601032	0.3294268	9.948157	9.680282
9232	0	-18.90922	-17.04838	-1.860847	0.06879829	0	1	0.75726	0.2640547	10.07506	9.257051
9233	1	-27.27396	-24.40594	-2.868028	0.072544	0	1	0.7689843	0.6677092	9.554852	8.490097
9234	0	-20.69077	-17.93402	-2.756749	0.1061169	0	1	0.8401398	0.2929954	6.531919	9.292826
9235	1	-19.58448	-17.12308	-2.461402	0.07658845	0	1	0.7805254	0.4080558	9.050284	9.496283
9236	0	-19.16251	-17.39385	-1.768658	0.05475742	0	1	0.7019785	0.3243793	12.65851	9.853315
9237	1	-17.64275	-15.66227	-1.980478	0.06799394	0	1	0.7546	0.3027342	10.19425	9.612654
9238	0	-18.6071	-16.27852	-2.328581	0.07729197	0	1	0.7824246	0.3520082	8.967907	9.724608
9239	1	-19.82079	-17.25183	-2.568956	0.08042653	0	1	0.7905274	0.4188503	8.61839	9.397751
9240	0	-17.97297	-15.96092	-2.01205	0.07455553	0	1	0.7748607	0.2718337	9.29706	9.871154
9241	1	-18.56744	-16.41589	-2.151551	0.0758451	0	1	0.778485	0.3040908	9.138984	9.105981
9242	0	-17.49146	-15.62564	-1.865823	0.06329077	0	1	0.7379316	0.2982706	10.95179	9.832072
9243	1	-18.90076	-16.46015	-2.440609	0.0891266	0	1	0.8103019	0.3062959	7.777108	8.823995
9244	0	-17.88648	-16.02078	-1.865699	0.06416768	0	1	0.7411914	0.2927353	10.80212	9.621291
9245	1	-18.31847	-16.35559	-1.962884	0.06676092	0	1	0.7504184	0.3053398	10.38253	9.430243
9246	0	-18.72634	-16.426	-2.300336	0.08278766	0	1	0.796267	0.3045366	8.372591	8.941197
9247	1	-18.71091	-16.01093	-2.699978	0.09934862	0	1	0.8294117	0.3195807	6.976918	9.131097
9248	0	-17.27655	-15.40617	-1.870374	0.06584796	0	1	0.7472384	0.2838053	10.52648	9.77953
9249	1	-20.38471	-18.53581	-1.848901	0.08046582	0	1	0.7906253	0.2036953	8.614182	9.50147
9250	0	-17.18004	-15.32913	-1.850915	0.06664331	0	1	0.7500128	0.2736779	10.40085	9.789101
9251	1	-18.57034	-16.31219	-2.258152	0.07289436	0	1	0.770028	0.3601578	9.508928	9.779365
9252	0	-21.77656	-17.74827	-4.028289	0.1412185	0	1	0.8796707	0.496133	4.908332	8.803562
9253	1	-22.49704	-20.04635	-2.450687	0.07636211	0	1	0.7799078	0.4056506	9.077109	8.509525
9254	0	-17.24929	-15.43438	-1.814916	0.06508877	0	1	0.744538	0.272855	10.64926	9.781718
9255	1	-22.73374	-20.49278	-2.240959	0.05645378	0	1	0.7097929	0.5018081	12.27813	9.950121
9256	0	-21.97029	-18.63909	-3.331196	0.1066181	0	1	0.8408822	0.5148988	6.501218	8.684963
9257	1	-17.14252	-15.47202	-1.670499	0.06282317	0	1	0.7361632	0.2477945	11.0333	9.92817
9258	0	-18.66687	-16.91973	-1.747141	0.07290413	0	1	0.770057	0.2160099	9.507654	9.755025
9259	1	-18.01303	-16.01885	-1.994179	0.07778058	0	1	0.7837258	0.2493567	8.911571	9.613698
9260	0	-17.87581	-15.60136	-2.274448	0.07962589	0	1	0.7885118	0.3173468	8.705048	9.420623
9261	1	-17.43843	-15.46079	-1.977645	0.06921737	0	1	0.7586253	0.2941415	10.01406	9.936717
9262	0	-18.15964	-15.84068	-2.318965	0.08607697	0	1	0.8037859	0.2893452	8.052644	9.061647
9263	1	-21.63208	-19.76912	-1.862956	0.05077573	0	1	0.6821334	0.3878827	13.65115	9.725595
9264	0	-19.25869	-16.42628	-2.832404	0.09641219	0	1	0.8243123	0.3882877	7.189415	9.000187
9265	1	-19.94908	-17.92523	-2.023851	0.0570413	0	1	0.7124165	0.3988727	12.15167	9.999081
9266	0	-22.52092	-18.98967	-3.531255	0.1386359	0	1	0.8774342	0.3188151	4.999765	9.01804
9267	1	-17.77921	-15.5811	-2.198113	0.07697948	0	1	0.7815848	0.3110076	9.004311	9.588326
9268	0	-17.54607	-15.56545	-1.980621	0.07363117	0	1	0.7721949	0.268641	9.413774	9.459209
9269	1	-18.00893	-15.65852	-2.350407	0.08368361	0	1	0.7983683	0.3141435	8.28295	9.391486
9270	0	-18.80959	-16.75983	-2.049754	0.06635236	0	1	0.7490043	0.3359508	10.44646	9.41332
9271	1	-19.62569	-18.07817	-1.54752	0.06103767	0	1	0.7292109	0.2275815	11.35606	9.569637
9272	0	-19.10274	-17.61677	-1.485962	0.05335163	0	1	0.6952216	0.2519041	12.99205	9.93238
9273	1	-17.89072	-15.88884	-2.001875	0.07601165	0	1	0.7789452	0.2608947	9.11896	9.739734
9274	0	-20.7554	-17.34318	-3.412221	0.1359098	0	1	0.874982	0.2998928	5.100051	8.72281
9275	1	-17.71798	-15.65123	-2.066759	0.06931236	0	1	0.7589328	0.3209096	10.00034	9.753128
9276	0	-21.38872	-17.05486	-4.333866	0.1689334	0	1	0.8993918	0.3740204	4.103078	8.433278
9277	1	-23.0625	-19.77487	-3.287632	0.1010575	0	1	0.8322497	0.5546864	6.858942	9.287961
9278	0	-18.50241	-15.93591	-2.566507	0.09664726	0	1	0.8247313	0.2961486	7.171928	8.922249
9279	1	-20.92358	-16.87856	-4.045021	0.1499909	0	1	0.8866971	0.4188133	4.621261	8.738347
9280	0	-22.24385	-18.02558	-4.218268	0.1467565	0	1	0.8842036	0.5334182	4.72311	8.567488
9281	1	-20.58984	-18.79877	-1.791066	0.07910623	0	1	0.7871841	0.1978759	8.762233	9.483074
9282	0	-19.15995	-16.76414	-2.395811	0.07916974	0	1	0.7873472	0.3617805	8.755203	9.806214
9283	1	-18.48998	-16.20343	-2.286548	0.07992487	0	1	0.7892687	0.3191788	8.672484	9.737064
9284	0	-19.52644	-17.22487	-2.30158	0.06955711	0	1	0.7597218	0.4037461	9.965153	9.750009
9285	1	-19.1081	-17.08335	-2.024746	0.08207903	0	1	0.7945756	0.2346836	8.444875	9.110486
9286	0	-18.75884	-16.00624	-2.752608	0.1016033	0	1	0.8331371	0.3211137	6.822092	8.810801
9287	1	-19.39718	-17.12599	-2.271187	0.06900015	0	1	0.7579194	0.3963162	10.04559	9.944966
9288	0	-20.23158	-16.47405	-3.757533	0.139285	0	1	0.878004	0.3943015	4.976467	8.627743
9289	1	-21.16633	-17.74304	-3.423297	0.1364273	0	1	0.8754548	0.2999217	5.080709	8.815418
9290	0	-18.85952	-16.03968	-2.819834	0.1053067	0	1	0.8389251	0.3174866	6.582176	8.788462
9291	1	-19.10965	-16.35114	-2.758514	0.09397617	0	1	0.819854	0.3797634	7.375776	9.150053
9292	0	-18.72564	-16.07547	-2.650171	0.09131556	0	1	0.8147304	0.360562	7.59068	9.151357
9293	1	-20.35291	-18.09334	-2.259572	0.06791837	0	1	0.7543474	0.4008362	10.20559	9.240479
9294	0	-19.03461	-17.41145	-1.623161	0.05390125	0	1	0.6978946	0.2855978	12.85958	9.865449
9295	1	-17.43192	-15.77104	-1.660874	0.06565702	0	1	0.7465641	0.2310977	10.55709	9.873672
9296	0	-18.6938	-16.89865	-1.79515	0.07223032	0	1	0.7680425	0.2298971	9.596347	9.973763
9297	1	-19.90221	-17.64893	-2.253278	0.09338182	0	1	0.8187332	0.2320435	7.422721	9.18287
9298	0	-17.25506	-15.42104	-1.834021	0.06611603	0	1	0.7481797	0.2721212	10.4838	9.748431
9299	1	-18.38692	-16.16596	-2.220955	0.07818577	0	1	0.7847939	0.3101516	8.865388	9.108895
9300	0	-17.94327	-16.04572	-1.897551	0.07415701	0	1	0.7737185	0.2444834	9.347022	9.774871
9301	1	-18.91178	-16.99925	-1.912536	0.05875949	0	1	0.7198558	0.3440776	11.79634	9.789419
9302	0	-18.45382	-16.71481	-1.739007	0.07201499	0	1	0.7673919	0.2183409	9.62504	9.563475
9303	1	-17.67645	-15.68019	-1.996262	0.06603154	0	1	0.7478837	0.3206278	10.49721	9.877961
9304	0	-19.544	-17.09191	-2.452094	0.07654499	0	1	0.780407	0.4046484	9.055422	9.392815
9305	1	-19.96506	-17.76189	-2.20317	0.09168361	0	1	0.8154557	0.2288012	7.560208	9.235422
9306	0	-24.27897	-17.77087	-6.508097	0.2626002	0	1	0.9352746	0.4507601	2.639553	8.510064
9307	1	-17.87072	-15.91109	-1.959627	0.07499392	0	1	0.776105	0.255562	9.242711	9.356547
9308	0	-19.78676	-17.13441	-2.652357	0.08510747	0	1	0.8016249	0.4122318	8.144375	9.44816
9309	1	-18.36405	-15.92693	-2.437121	0.08735445	0	1	0.8065664	0.3169263	7.934882	9.414206
9310	0	-19.21072	-16.4619	-2.748821	0.107073	0	1	0.8415503	0.2848443	6.473597	8.778729
9311	1	-19.02949	-16.22353	-2.805965	0.09990762	0	1	0.8303502	0.3511225	6.937881	8.772238
9312	0	-18.81264	-16.45982	-2.352819	0.09049454	0	1	0.8130927	0.272526	7.659547	8.894532
9313	1	-18.03782	-16.24068	-1.797142	0.0574722	0	1	0.7143145	0.3150685	12.06057	9.996323
9314	0	-20.33303	-17.923	-2.410028	0.08601324	0	1	0.8036453	0.3173597	8.05861	9.851386
9315	1	-18.48757	-16.6095	-1.878065	0.07684294	0	1	0.7812159	0.2264822	9.02031	9.425926
9316	0	-19.83171	-17.37126	-2.46045	0.07604347	0	1	0.7790329	0.4124094	9.115144	9.30128
9317	1	-18.19076	-16.55978	-1.630984	0.05712069	0	1	0.7127679	0.2688332	12.13478	9.854555
9318	0	-19.71342	-16.98564	-2.727774	0.09278449	0	1	0.8175931	0.3776984	7.470507	8.716638
9319	1	-24.72549	-20.554	-4.171489	0.1374396	0	1	0.8763699	0.6203177	5.043286	8.132613
9320	0	-21.65568	-17.68624	-3.969444	0.1499812	0	1	0.8866898	0.388407	4.621559	8.909779
9321	1	-20.69959	-18.08917	-2.61042	0.09116885	0	1	0.8144398	0.3475908	7.602895	9.744501
9322	0	-17.3733	-15.36994	-2.003353	0.0731064	0	1	0.7706555	0.2778952	9.481347	9.623848
9323	1	-18.53292	-15.9748	-2.558127	0.08839796	0	1	0.8087827	0.3498593	7.841212	9.255239
9324	0	-19.62864	-17.15687	-2.471763	0.07709961	0	1	0.7819083	0.4078576	8.990281	9.621478
9325	1	-19.06885	-16.63316	-2.435688	0.0827432	0	1	0.7961616	0.3490048	8.37709	8.939337
9326	0	-20.81815	-18.72446	-2.09369	0.0591833	0	1	0.721639	0.4087194	11.71187	9.561804
9327	1	-17.78622	-15.57442	-2.2118	0.07728012	0	1	0.7823929	0.3132885	8.969282	9.423633
9328	0	-19.84012	-17.35213	-2.487994	0.07876129	0	1	0.7862942	0.4001694	8.800607	9.808819
9329	1	-20.8664	-16.84984	-4.01656	0.1486179	0	1	0.8856518	0.4190957	4.663955	8.435385
9330	0	-18.90798	-16.47268	-2.435298	0.07897092	0	1	0.7868359	0.3779433	8.777246	9.427885
9331	1	-20.69347	-17.954	-2.739469	0.08436248	0	1	0.7999334	0.456919	8.216297	9.236064
9332	0	-17.45091	-15.55342	-1.897485	0.06814965	0	1	0.7551191	0.2777046	10.17096	9.607231
9333	1	-19.87784	-16.91156	-2.966276	0.09918278	0	1	0.8291313	0.4185626	6.988584	9.068183
9334	0	-22.55436	-18.76522	-3.78914	0.1249884	0	1	0.8640992	0.5511989	5.54569	8.784138
9335	1	-18.03431	-15.99365	-2.040661	0.07998876	0	1	0.7894298	0.2492629	8.665558	9.331199
9336	0	-18.19156	-16.27185	-1.91971	0.06573304	0	1	0.746833	0.2988862	10.54488	9.487763
9337	1	-18.74826	-16.51683	-2.231432	0.07795907	0	1	0.7841975	0.3149295	8.891168	9.030792
9338	0	-19.49604	-16.28382	-3.21222	0.1177372	0	1	0.8557785	0.3610611	5.887242	8.884691
9339	1	-21.00814	-17.46523	-3.542909	0.1304777	0	1	0.8697936	0.3835168	5.312381	9.027199
9340	0	-19.20669	-16.71132	-2.495366	0.09946459	0	1	0.8296072	0.2598063	6.968783	9.035958
9341	1	-18.82842	-16.66179	-2.166626	0.0871992	0	1	0.8062325	0.242613	7.949009	9.11319
9342	0	-18.62604	-16.28394	-2.342099	0.07701545	0	1	0.7816818	0.3588986	9.000106	9.670356
9343	1	-19.57368	-17.27819	-2.295491	0.09047149	0	1	0.8130463	0.2574679	7.661499	8.819594
9344	0	-20.63126	-18.68133	-1.949928	0.08371952	0	1	0.7984516	0.2103154	8.279397	9.09106
9345	1	-18.45477	-15.92194	-2.532833	0.09606873	0	1	0.8236966	0.2898791	7.215118	8.972839
9346	0	-17.88501	-15.89605	-1.988965	0.06870348	0	1	0.7569492	0.3007519	10.08897	9.481251
9347	1	-21.84439	-16.98359	-4.860801	0.1879965	0	1	0.9095906	0.4227278	3.687022	8.552527
9348	0	-18.07496	-15.85887	-2.216088	0.07830031	0	1	0.7850941	0.3078967	8.852419	9.200215
9349	1	-20.81981	-17.83924	-2.980571	0.09882873	0	1	0.8285297	0.4277909	7.01362	8.554607
9350	0	-17.41234	-15.43705	-1.975291	0.07232872	0	1	0.7683387	0.2747011	9.583291	9.777231
9351	1	-20.0495	-17.59384	-2.455657	0.07617241	0	1	0.7793877	0.409316	9.099715	9.909636
