Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
1735	1	-19.24059	-16.26623	-2.974358	0.1086857	0	1	0.8438755	0.3449006	6.377537	9.034884
1736	0	-18.60059	-15.89386	-2.706738	0.09805485	0	1	0.8272005	0.3307039	7.068974	9.091032
1737	1	-20.05909	-17.49587	-2.563214	0.07918639	0	1	0.7873899	0.4275569	8.753363	9.324715
1738	0	-22.03151	-18.98931	-3.042195	0.1108432	0	1	0.8468837	0.3525924	6.253405	8.212239
1739	1	-19.34379	-16.50742	-2.83637	0.1048137	0	1	0.8381772	0.3261748	6.613136	9.167183
1740	0	-18.78735	-16.6636	-2.123745	0.08041251	0	1	0.7904924	0.2684327	8.619893	9.760693
1741	1	-19.30427	-16.5107	-2.79357	0.1026793	0	1	0.8348598	0.3269888	6.750605	8.646112
1742	0	-22.40632	-19.98133	-2.424992	0.1050487	0	1	0.8385346	0.2150925	6.59834	8.915628
1743	1	-22.5366	-18.6407	-3.895898	0.1299611	0	1	0.8692779	0.551882	5.333499	8.685774
1744	0	-21.06226	-18.85699	-2.205269	0.06059434	0	1	0.727434	0.4434854	11.43914	9.758836
1745	1	-19.77849	-16.85839	-2.920094	0.1032132	0	1	0.8357021	0.3669109	6.715681	9.261607
1746	0	-17.44108	-15.51117	-1.929916	0.06736028	0	1	0.752467	0.2917038	10.29015	9.677365
1747	1	-18.42745	-16.48834	-1.939107	0.07160305	0	1	0.7661378	0.2690504	9.680414	9.253975
1748	0	-18.09289	-15.74765	-2.345244	0.08251667	0	1	0.7956233	0.3203613	8.400086	9.186671
1749	1	-20.57451	-18.9357	-1.638814	0.05428677	0	1	0.6997454	0.2877397	12.76825	9.573218
1750	0	-17.7208	-16.17114	-1.549664	0.06022183	0	1	0.725925	0.2320528	11.5099	9.906568
1751	1	-19.46207	-16.79156	-2.670506	0.1059566	0	1	0.8399009	0.2697017	6.541802	8.971551
1752	0	-17.52989	-15.68251	-1.84738	0.0712181	0	1	0.7649547	0.2474828	9.73274	9.596193
1753	1	-19.39616	-16.39582	-3.000344	0.1046321	0	1	0.8379001	0.3857769	6.62461	8.800169
1754	0	-18.24014	-16.31766	-1.922478	0.0648279	0	1	0.7435981	0.305527	10.69211	9.525282
1755	1	-19.72091	-17.06676	-2.654153	0.1035583	0	1	0.8362419	0.2791795	6.693304	9.173645
1756	0	-17.98967	-16.39779	-1.591877	0.06392776	0	1	0.7403068	0.2237519	10.84266	9.76695
1757	1	-19.76343	-17.21278	-2.550647	0.1021252	0	1	0.8339771	0.2595007	6.787227	8.760036
1758	0	-17.18951	-15.35136	-1.83815	0.06383997	0	1	0.7399817	0.2867683	10.85757	9.92369
1759	1	-19.20013	-17.03519	-2.16494	0.06814349	0	1	0.7550986	0.3629057	10.17188	9.369623
1760	0	-21.23833	-16.94354	-4.294797	0.1662775	0	1	0.8977856	0.3805437	4.168618	8.439108
1761	1	-22.31275	-20.23442	-2.07833	0.05244777	0	1	0.6907362	0.4643303	13.21595	9.957427
1762	0	-18.0603	-15.87618	-2.184119	0.0739451	0	1	0.7731068	0.3270826	9.373808	9.400151
1763	1	-18.6043	-16.38464	-2.21966	0.07129671	0	1	0.7651972	0.3585086	9.722008	9.495198
1764	0	-21.73196	-19.14757	-2.584384	0.102814	0	1	0.8350731	0.2645106	6.741761	9.377031
1765	1	-20.85401	-18.19992	-2.654088	0.08018939	0	1	0.7899341	0.4583706	8.643876	9.582834
1766	0	-18.32129	-16.14752	-2.173767	0.08493409	0	1	0.8012336	0.2563835	8.161001	9.384037
1767	1	-22.16834	-19.92765	-2.240695	0.08357022	0	1	0.7981046	0.2821796	8.294189	8.525065
1768	0	-17.45817	-15.6621	-1.796067	0.0693079	0	1	0.7589183	0.2448295	10.00098	9.90537
1769	1	-19.83057	-17.87491	-1.955664	0.06536701	0	1	0.7455337	0.3122439	10.60393	9.175045
1770	0	-19.04223	-16.10331	-2.938925	0.1094046	0	1	0.8448906	0.3278544	6.335632	8.953019
1771	1	-21.71519	-16.97139	-4.743798	0.1791091	0	1	0.9051056	0.4540989	3.869972	8.568715
1772	0	-19.94643	-18.3312	-1.615233	0.05196112	0	1	0.6882738	0.295251	13.33973	9.816174
1773	1	-17.82864	-15.93673	-1.891909	0.06626666	0	1	0.7487058	0.2874184	10.45997	9.549469
1774	0	-18.12464	-16.09775	-2.026885	0.07654395	0	1	0.7804042	0.2644973	9.055545	9.791071
1775	1	-20.76757	-18.44363	-2.323939	0.06557329	0	1	0.7462674	0.449296	10.57057	9.869359
1776	0	-20.66055	-17.70055	-2.960003	0.1072824	0	1	0.8418561	0.3502615	6.460957	9.34536
1777	1	-19.73088	-16.46379	-3.26709	0.1242508	0	1	0.8632963	0.3321869	5.578613	8.836695
1778	0	-19.03843	-16.79854	-2.239885	0.07464119	0	1	0.7751049	0.3407699	9.28639	9.098749
1779	1	-17.49163	-15.5853	-1.906331	0.06744854	0	1	0.7527661	0.2843715	10.27668	9.622586
1780	0	-18.47201	-16.0827	-2.389313	0.08005204	0	1	0.7895891	0.3527705	8.658707	9.506891
1781	1	-17.80255	-15.80749	-1.995063	0.06757515	0	1	0.753194	0.3099239	10.25743	9.592933
1782	0	-25.78033	-21.9515	-3.828826	0.1213217	0	1	0.8600135	0.6199196	5.713299	9.526293
1783	1	-21.03481	-17.72926	-3.305547	0.1095364	0	1	0.8450753	0.4717238	6.328006	8.991868
1784	0	-18.72121	-16.16706	-2.554147	0.08840464	0	1	0.8087967	0.3484205	7.84062	9.393838
1785	1	-22.39686	-17.91122	-4.485646	0.1780783	0	1	0.9045565	0.3585385	3.892372	8.701804
1786	0	-20.18442	-18.37506	-1.809354	0.07902287	0	1	0.7869697	0.2018848	8.771475	9.452308
1787	1	-19.24695	-16.55137	-2.695581	0.08957822	0	1	0.811232	0.3914825	7.737899	9.150362
1788	0	-19.36919	-16.78351	-2.585684	0.08378906	0	1	0.7986129	0.3965845	8.272526	9.407729
1789	1	-21.92696	-17.67594	-4.251024	0.1504937	0	1	0.8870751	0.5091586	4.605823	8.478577
1790	0	-19.54143	-16.5521	-2.989324	0.1119522	0	1	0.8483865	0.3266559	6.191455	9.049654
1791	1	-19.78701	-17.16784	-2.619162	0.1001839	0	1	0.8308104	0.2895909	6.918748	9.308689
1792	0	-17.04126	-15.25678	-1.784488	0.06514611	0	1	0.7447438	0.2643557	10.63989	9.927013
1793	1	-19.32964	-16.70064	-2.628995	0.1012964	0	1	0.8326392	0.2856293	6.842763	9.18662
1794	0	-18.20175	-15.82608	-2.375671	0.08329549	0	1	0.797463	0.3248454	8.321546	9.469824
1795	1	-19.05557	-16.56113	-2.494444	0.0809454	0	1	0.7918145	0.3845182	8.563145	9.383885
1796	0	-19.98332	-17.55138	-2.431945	0.07447986	0	1	0.7746447	0.4143415	9.306505	9.877996
1797	1	-17.55688	-15.68227	-1.874607	0.07071686	0	1	0.7633976	0.2570328	9.801724	9.530198
1798	0	-18.45985	-15.93311	-2.526743	0.09437625	0	1	0.8206011	0.2986548	7.344509	8.921955
1799	1	-17.20434	-15.45004	-1.754297	0.06519134	0	1	0.7449059	0.2562478	10.6325	9.807035
1800	0	-20.89238	-16.78189	-4.110488	0.1580476	0	1	0.8924669	0.376881	4.385687	8.474552
1801	1	-19.05461	-17.44631	-1.608299	0.06717999	0	1	0.751854	0.212289	10.31776	9.557624
1802	0	-18.45149	-16.6131	-1.838396	0.07187883	0	1	0.7669787	0.2418543	9.643273	9.336182
1803	1	-19.47915	-16.83633	-2.642828	0.1036221	0	1	0.8363413	0.2756625	6.689185	9.10682
1804	0	-19.88076	-17.26789	-2.612867	0.08286955	0	1	0.7964608	0.4155423	8.364317	9.108595
1805	1	-18.32564	-16.62556	-1.700085	0.0672022	0	1	0.7519297	0.2325866	10.31435	9.530223
1806	0	-17.93937	-15.77849	-2.160872	0.07577858	0	1	0.7783007	0.3073721	9.147007	9.299931
1807	1	-18.91944	-16.84342	-2.076019	0.08110869	0	1	0.7922165	0.2521695	8.545905	9.692063
1808	0	-17.41526	-15.81286	-1.602401	0.06391091	0	1	0.7402444	0.2262	10.84552	9.974501
1809	1	-22.28524	-17.68113	-4.604105	0.1697371	0	1	0.899868	0.4817836	4.083651	8.27242
1810	0	-18.00501	-16.40936	-1.595652	0.06554054	0	1	0.7461512	0.2170417	10.57585	9.803667
1811	1	-19.72512	-17.8579	-1.867223	0.06001972	0	1	0.7251001	0.3201573	11.54866	9.422792
1812	0	-17.54806	-15.7287	-1.819356	0.07052793	0	1	0.7628058	0.2441937	9.827981	9.61838
1813	1	-21.1235	-18.00703	-3.116471	0.1011769	0	1	0.8324446	0.4662426	6.850844	9.232014
1814	0	-20.68547	-17.09649	-3.588979	0.1322228	0	1	0.8715064	0.3869986	5.242265	8.944766
1815	1	-20.81592	-17.36384	-3.452086	0.1369506	0	1	0.8759296	0.3052725	5.061293	8.75947
1816	0	-19.81723	-16.4489	-3.368325	0.1229761	0	1	0.8618865	0.3776558	5.636439	8.574419
1817	1	-20.44594	-18.25351	-2.192432	0.08706106	0	1	0.8059344	0.2496864	7.961622	9.653606
1818	0	-17.6661	-15.69526	-1.970832	0.0665673	0	1	0.74975	0.3090436	10.41273	9.69217
1819	1	-18.21951	-16.04097	-2.178539	0.07450992	0	1	0.7747306	0.3213874	9.30275	9.881625
1820	0	-19.55407	-16.87893	-2.675144	0.1059959	0	1	0.8399595	0.2707295	6.539376	9.015259
1821	1	-19.08296	-16.19171	-2.891243	0.1051301	0	1	0.838658	0.3422674	6.593234	9.072667
1822	0	-18.54488	-16.01207	-2.532808	0.09668279	0	1	0.8247944	0.2861193	7.169292	9.098655
1823	1	-20.79152	-17.35118	-3.440335	0.1179734	0	1	0.8560654	0.4513076	5.875451	8.952415
1824	0	-19.25195	-16.50252	-2.749425	0.1069691	0	1	0.8413982	0.2856455	6.479884	8.753558
1825	1	-17.42786	-15.68474	-1.743126	0.06699032	0	1	0.7512061	0.2439101	10.34697	9.719551
1826	0	-19.43413	-17.31065	-2.123472	0.06992913	0	1	0.7609122	0.335219	9.912138	9.125898
1827	1	-19.28233	-16.60009	-2.682236	0.08880765	0	1	0.8096397	0.3926612	7.805039	9.238089
1828	0	-17.78514	-15.7003	-2.084845	0.07072961	0	1	0.7634374	0.3170855	9.799958	9.889633
1829	1	-19.78229	-17.32772	-2.45457	0.09946082	0	1	0.8296008	0.2494406	6.969048	8.832489
1830	0	-17.96266	-15.93473	-2.027932	0.07934816	0	1	0.7878042	0.2494784	8.735516	9.373772
1831	1	-17.8268	-16.03317	-1.793627	0.07028353	0	1	0.7620363	0.2392286	9.862157	9.949424
1832	0	-17.37357	-15.68066	-1.692914	0.0633393	0	1	0.7381139	0.2506513	10.9434	9.807168
1833	1	-20.89974	-18.18666	-2.713078	0.08436041	0	1	0.7999287	0.4450376	8.216498	9.685178
1834	0	-20.76311	-16.90557	-3.857537	0.1400543	0	1	0.8786726	0.4287165	4.949133	8.775606
1835	1	-17.917	-16.36807	-1.548921	0.06440467	0	1	0.74206	0.2121859	10.76237	9.985457
1836	0	-18.41915	-16.15311	-2.266032	0.08022729	0	1	0.7900292	0.3106969	8.639793	9.721466
1837	1	-19.00721	-16.91634	-2.090864	0.08110321	0	1	0.792203	0.2559706	8.546483	9.008535
1838	0	-17.50726	-15.7058	-1.801453	0.07026566	0	1	0.7619798	0.2411993	9.864664	9.695528
1839	1	-18.13082	-16.2709	-1.859926	0.0740252	0	1	0.7733384	0.2361152	9.363665	9.774338
1840	0	-19.51858	-16.51023	-3.008342	0.1053882	0	1	0.8390481	0.3826859	6.577086	8.70299
1841	1	-19.15637	-17.1498	-2.006571	0.08267652	0	1	0.7960035	0.2275532	8.383845	9.180039
1842	0	-21.7392	-18.63988	-3.099319	0.09995354	0	1	0.8304269	0.4703677	6.934694	9.445231
1843	1	-17.64949	-16.06287	-1.586624	0.05713359	0	1	0.7128248	0.2570979	12.13204	9.989232
1844	0	-18.49862	-16.06987	-2.428749	0.0825596	0	1	0.7957255	0.3479447	8.395719	9.49052
1845	1	-21.315	-19.25233	-2.062671	0.06685113	0	1	0.7507287	0.3367357	10.36852	8.891094
1846	0	-18.44009	-15.81086	-2.629231	0.09674078	0	1	0.8248974	0.3146941	7.164995	9.080542
1847	1	-19.12723	-17.7031	-1.424137	0.06226681	0	1	0.7340312	0.1959861	11.13189	9.888907
1848	0	-17.89742	-15.72415	-2.173271	0.08286839	0	1	0.796458	0.2677389	8.364434	9.292638
1849	1	-17.43459	-15.76127	-1.673324	0.0646052	0	1	0.7427908	0.2392742	10.72897	9.799994
1850	0	-18.92938	-16.61074	-2.318637	0.08795218	0	1	0.8078418	0.2779666	7.880955	8.870756
1851	1	-18.23266	-15.80336	-2.429295	0.08605637	0	1	0.8037405	0.3232376	8.054571	9.092218
1852	0	-18.95979	-16.32313	-2.636659	0.09709234	0	1	0.8255194	0.3146838	7.139051	8.74994
1853	1	-18.88079	-16.34573	-2.535058	0.08429383	0	1	0.7997762	0.3729901	8.222988	9.186611
1854	0	-18.07584	-15.67384	-2.402001	0.08650812	0	1	0.8047328	0.3115339	8.01251	9.315067
1855	1	-19.65144	-17.47992	-2.171521	0.07022306	0	1	0.7618452	0.3495323	9.870649	9.105252
1856	0	-17.37087	-15.58186	-1.789012	0.06451725	0	1	0.7424707	0.2691218	10.74359	9.743615
1857	1	-19.2423	-17.50606	-1.736247	0.06237349	0	1	0.7344424	0.2671712	11.11285	9.420173
1858	0	-19.57087	-16.91227	-2.658605	0.1061388	0	1	0.8401724	0.2654823	6.53057	8.809928
1859	1	-17.5708	-15.54755	-2.023243	0.07482505	0	1	0.7756272	0.2733257	9.263572	9.426697
1860	0	-17.10496	-15.26175	-1.843207	0.06641424	0	1	0.7492194	0.2728999	10.43673	9.967583
1861	1	-17.53813	-15.7055	-1.832633	0.06761691	0	1	0.7533349	0.2632253	10.25109	9.592174
1862	0	-17.7402	-15.61905	-2.121152	0.0733703	0	1	0.771432	0.3108913	9.447245	9.76705
1863	1	-17.47358	-15.80628	-1.667294	0.06209994	0	1	0.7333858	0.2508214	11.1618	9.819905
1864	0	-19.20118	-17.71201	-1.48917	0.05456152	0	1	0.7010526	0.2463079	12.70396	9.861742
1865	1	-17.18227	-15.32074	-1.861527	0.068722	0	1	0.75701	0.2646623	10.08625	9.834199
1866	0	-21.35841	-17.62996	-3.728449	0.1434392	0	1	0.8815301	0.350682	4.832341	8.309184
1867	1	-17.23975	-15.40488	-1.834866	0.06799246	0	1	0.7545951	0.2617199	10.19447	9.722132
1868	0	-19.31525	-16.9662	-2.349051	0.074029	0	1	0.7733493	0.3850467	9.363185	9.306628
1869	1	-18.07601	-16.34339	-1.732621	0.07087993	0	1	0.7639062	0.2222398	9.779175	9.738546
1870	0	-18.29389	-15.75028	-2.543613	0.09153756	0	1	0.8151685	0.3225943	7.572271	9.176096
1871	1	-21.35354	-17.81422	-3.539312	0.1186187	0	1	0.8568432	0.491486	5.843489	8.77827
1872	0	-22.86077	-20.35969	-2.501078	0.09188243	0	1	0.8158453	0.3069062	7.543849	8.309973
1873	1	-19.25228	-16.46268	-2.789603	0.1077876	0	1	0.8425889	0.2922351	6.430674	8.724235
1874	0	-19.75835	-16.70217	-3.056179	0.1130074	0	1	0.8497896	0.3415084	6.133646	9.081239
1875	1	-18.49559	-16.10444	-2.39116	0.08253199	0	1	0.7956598	0.3353048	8.398528	9.579266
1876	0	-18.0546	-16.07327	-1.981335	0.07703434	0	1	0.7817326	0.2501035	8.997899	9.304349
1877	1	-18.27227	-16.39586	-1.876411	0.06441395	0	1	0.7420939	0.2943457	10.76082	9.510145
1878	0	-18.94437	-17.36895	-1.575419	0.06763218	0	1	0.7533863	0.2034607	10.24878	9.699375
1879	1	-18.36405	-16.23087	-2.133187	0.07377219	0	1	0.7726054	0.3119833	9.395779	9.218927
1880	0	-20.57712	-18.00554	-2.571581	0.08444325	0	1	0.8001181	0.3856399	8.208438	9.888662
1881	1	-18.96519	-16.69288	-2.272311	0.07214081	0	1	0.7677724	0.3711815	9.608253	9.936069
1882	0	-17.89995	-16.19661	-1.703333	0.05669287	0	1	0.7108656	0.2916395	12.22636	9.978013
1883	1	-23.23548	-19.61332	-3.622159	0.1503321	0	1	0.8869539	0.2724137	4.610772	8.700881
1884	0	-18.97505	-17.25701	-1.718041	0.06145425	0	1	0.7308619	0.2675188	11.27908	9.500248
1885	1	-17.74919	-16.0023	-1.746885	0.06997746	0	1	0.7610661	0.2297914	9.905291	9.724641
1886	0	-19.15515	-16.80956	-2.345584	0.07681869	0	1	0.7811503	0.3616585	9.023159	9.100061
1887	1	-20.23025	-16.58783	-3.642417	0.1380735	0	1	0.8769361	0.3605775	5.020131	8.750423
1888	0	-17.47349	-15.63376	-1.839728	0.07000307	0	1	0.7611475	0.2520106	9.901668	9.913447
1889	1	-18.84608	-16.90312	-1.942969	0.07997661	0	1	0.7893992	0.2261218	8.666874	9.499206
1890	0	-18.30218	-16.14157	-2.160607	0.0698798	0	1	0.760755	0.3482658	9.919135	9.624653
1891	1	-18.45859	-16.21913	-2.239463	0.08362996	0	1	0.7982436	0.2814751	8.288264	9.588401
1892	0	-17.82919	-15.59731	-2.231882	0.07836171	0	1	0.7852546	0.3123908	8.845483	9.358169
1893	1	-19.37074	-16.1597	-3.211042	0.119699	0	1	0.8581271	0.3459309	5.79075	8.720207
1894	0	-17.76884	-15.60023	-2.168611	0.08026683	0	1	0.7901282	0.2816198	8.635537	9.278722
1895	1	-20.15101	-17.84611	-2.304902	0.07221749	0	1	0.7680038	0.3828548	9.598051	9.044372
1896	0	-18.41317	-16.00402	-2.409147	0.09188398	0	1	0.8158483	0.2799409	7.543722	8.985894
1897	1	-18.88822	-16.7835	-2.104726	0.06521281	0	1	0.7449828	0.3636234	10.629	9.638544
1898	0	-18.71123	-16.06129	-2.64994	0.09755451	0	1	0.8263305	0.3157792	7.10523	9.191333
1899	1	-18.7656	-16.12073	-2.644862	0.09250826	0	1	0.8170613	0.3496897	7.492814	9.273598
1900	0	-18.25474	-15.89522	-2.359517	0.0825216	0	1	0.795635	0.3249324	8.399585	9.125349
1901	1	-23.11085	-19.88398	-3.226866	0.1003008	0	1	0.8310044	0.5304324	6.910684	8.408936
1902	0	-21.41331	-17.39037	-4.022939	0.1601019	0	1	0.8938455	0.3305604	4.329414	8.533674
1903	1	-19.3863	-17.85272	-1.533579	0.05675925	0	1	0.7111622	0.2457601	12.21206	9.715556
1904	0	-19.35768	-16.97534	-2.38234	0.08490062	0	1	0.8011579	0.3160683	8.164218	8.788341
1905	1	-21.40741	-19.13288	-2.274525	0.09710874	0	1	0.8255483	0.2190034	7.137846	9.166005
1906	0	-18.47281	-16.03757	-2.435242	0.08679375	0	1	0.8053553	0.3201173	7.986142	8.971088
1907	1	-18.52711	-16.26982	-2.257289	0.07328151	0	1	0.7711713	0.356903	9.458691	9.784523
1908	0	-20.22756	-18.63334	-1.594226	0.07089266	0	1	0.7639459	0.1934642	9.777418	9.534946
1909	1	-18.7063	-16.16967	-2.536632	0.09336646	0	1	0.818704	0.3081558	7.423942	9.323791
1910	0	-17.81318	-15.58827	-2.224908	0.07774913	0	1	0.7836425	0.3142787	8.915176	9.534195
1911	1	-20.51461	-18.30091	-2.213706	0.06575156	0	1	0.7468984	0.4008816	10.54191	9.277204
1912	0	-19.25341	-16.90406	-2.349344	0.07724019	0	1	0.7822859	0.3597882	8.973919	9.921927
1913	1	-17.50751	-15.47248	-2.035031	0.07180918	0	1	0.7667669	0.2948446	9.652627	9.813241
1914	0	-17.15481	-15.3724	-1.782412	0.06592033	0	1	0.7474932	0.2595087	10.51492	9.814565
1915	1	-17.20309	-15.30214	-1.900949	0.06921271	0	1	0.7586102	0.2724523	10.01474	9.793735
1916	0	-18.66128	-15.9565	-2.704781	0.09796054	0	1	0.8270372	0.3307187	7.075779	8.866155
1917	1	-17.76595	-15.63889	-2.127063	0.07311791	0	1	0.7706895	0.3144138	9.479854	9.496356
1918	0	-17.79225	-15.73883	-2.053427	0.07634107	0	1	0.7798502	0.2727835	9.07961	9.309868
1919	1	-18.23424	-16.12965	-2.104589	0.07057071	0	1	0.7629401	0.3245006	9.822024	9.398335
1920	0	-24.58677	-21.68853	-2.898238	0.1192391	0	1	0.8575833	0.2554929	5.813087	9.210229
1921	1	-18.1825	-15.94292	-2.239583	0.07449829	0	1	0.7746974	0.3417016	9.304202	9.668864
1922	0	-19.06958	-17.24056	-1.829012	0.0592468	0	1	0.7219044	0.3132506	11.69932	9.588868
1923	1	-18.89952	-17.30635	-1.593166	0.06213743	0	1	0.7335311	0.2327159	11.15507	9.60014
1924	0	-19.60779	-17.60278	-2.005012	0.08194592	0	1	0.794255	0.2307486	8.458593	9.63406
1925	1	-17.36353	-15.37739	-1.986145	0.07293455	0	1	0.7701472	0.2741518	9.503688	9.620041
1926	0	-18.31073	-15.9386	-2.372135	0.0825089	0	1	0.7956048	0.3291473	8.400878	9.121676
1927	1	-18.63366	-16.82374	-1.809924	0.0747789	0	1	0.7754963	0.2210357	9.269289	9.44354
1928	0	-19.53527	-16.30447	-3.230801	0.1157381	0	1	0.8533054	0.3837719	5.988927	8.803659
1929	1	-17.53136	-15.65291	-1.878454	0.07134604	0	1	0.7653491	0.2546016	9.715287	9.859605
1930	0	-23.21314	-21.40581	-1.807327	0.04602787	0	1	0.6553449	0.405785	15.05929	9.741485
1931	1	-17.43291	-15.66078	-1.77213	0.06902196	0	1	0.7579904	0.2404933	10.04242	9.845036
1932	0	-17.21208	-15.56259	-1.649487	0.06013107	0	1	0.7255551	0.256907	11.52727	9.974738
1933	1	-18.41115	-16.79997	-1.611175	0.05740976	0	1	0.7140408	0.2619484	12.07368	9.801137
1934	0	-17.59633	-15.59108	-2.005249	0.06765099	0	1	0.7534497	0.3125934	10.24593	9.972086
1935	1	-17.49019	-15.42347	-2.066721	0.07336589	0	1	0.7714191	0.294449	9.447812	9.55628
1936	0	-21.78896	-19.91307	-1.875891	0.05265195	0	1	0.6917593	0.3775957	13.1647	9.514899
1937	1	-19.21693	-16.82266	-2.394271	0.07535982	0	1	0.7771339	0.3916403	9.197834	9.488851
1938	0	-18.46765	-16.07394	-2.393708	0.09019751	0	1	0.8124934	0.2856952	7.68477	9.340784
1939	1	-18.74034	-16.33989	-2.400452	0.09161269	0	1	0.8153164	0.2791195	7.566061	9.344278
1940	0	-18.37338	-16.15086	-2.222523	0.07305253	0	1	0.7704964	0.346387	9.488339	9.433327
1941	1	-21.8485	-19.13533	-2.71318	0.08291651	0	1	0.7965717	0.4589313	8.35958	9.955171
1942	0	-19.48667	-16.38389	-3.102783	0.1183356	0	1	0.8565029	0.3195493	5.85747	8.640973
1943	1	-17.31929	-15.37437	-1.944916	0.06726692	0	1	0.7521499	0.2966997	10.30443	9.875667
1944	0	-17.85599	-16.17708	-1.678905	0.05882311	0	1	0.7201248	0.2720231	11.78359	9.843364
1945	1	-19.62588	-18.0394	-1.586482	0.06986547	0	1	0.7607093	0.1962021	9.921169	9.645828
1946	0	-17.56552	-15.43974	-2.12578	0.07572176	0	1	0.778143	0.297131	9.153871	9.550831
1947	1	-18.45397	-16.1885	-2.265471	0.07464179	0	1	0.7751066	0.3495971	9.286315	9.775149
1948	0	-20.01296	-16.6402	-3.372759	0.127033	0	1	0.8662769	0.3480439	5.456433	8.881793
1949	1	-17.80566	-15.72811	-2.07755	0.07486119	0	1	0.7757297	0.2883583	9.259099	9.3249
1950	0	-22.22255	-17.03952	-5.183033	0.2000202	0	1	0.9150247	0.4520612	3.465386	8.503473
1951	1	-19.17878	-16.49267	-2.68611	0.0895953	0	1	0.811267	0.3876516	7.736423	9.118436
1952	0	-24.82541	-19.84196	-4.983447	0.1956694	0	1	0.9131355	0.4060818	3.54244	8.052123
1953	1	-22.08357	-17.86021	-4.223366	0.1527674	0	1	0.8887538	0.4719411	4.537273	8.251944
1954	0	-17.54853	-15.98153	-1.567001	0.05785058	0	1	0.7159631	0.2482956	11.98168	9.993414
1955	1	-17.63628	-15.77306	-1.86322	0.06528585	0	1	0.745244	0.2851634	10.61711	9.641722
1956	0	-18.74174	-16.21633	-2.525409	0.09403754	0	1	0.819969	0.300408	7.370962	8.82776
1957	1	-18.75048	-16.65633	-2.094151	0.08406961	0	1	0.799261	0.2411462	8.244919	9.43709
1958	0	-17.80869	-15.94227	-1.866422	0.07316189	0	1	0.7708192	0.2420477	9.474156	9.764941
1959	1	-21.31864	-16.80404	-4.514597	0.172718	0	1	0.9015954	0.413531	4.013172	8.510449
1960	0	-18.88941	-17.04136	-1.848047	0.07721221	0	1	0.7822108	0.2180693	8.97717	9.531753
1961	1	-19.19496	-16.33558	-2.859374	0.09836602	0	1	0.8277374	0.3827018	7.046612	8.954943
1962	0	-20.98384	-18.62289	-2.360951	0.08528896	0	1	0.8020328	0.3068407	8.127044	8.564665
1963	1	-19.53488	-16.65342	-2.881464	0.1039733	0	1	0.8368867	0.3473594	6.666588	8.601151
1964	0	-17.22475	-15.54548	-1.679263	0.06390858	0	1	0.7402358	0.2442839	10.84592	9.877277
1965	1	-17.61966	-15.62963	-1.990031	0.07118661	0	1	0.7648574	0.2856193	9.737045	9.943913
1966	0	-18.04004	-15.93926	-2.100781	0.07368117	0	1	0.7723406	0.3026193	9.407386	9.924531
1967	1	-18.41348	-16.68039	-1.733088	0.06855641	0	1	0.7564656	0.2335811	10.11061	9.470138
1968	0	-17.49952	-15.41807	-2.081444	0.07466606	0	1	0.7751757	0.2906845	9.283296	9.521109
1969	1	-20.1135	-17.02225	-3.09125	0.1122363	0	1	0.8487667	0.3595332	6.175786	9.160462
1970	0	-18.16493	-15.79191	-2.373026	0.08812248	0	1	0.8082023	0.2924448	7.865725	9.052504
1971	1	-18.9919	-16.05102	-2.940877	0.1060184	0	1	0.8399931	0.3529675	6.537988	8.818355
1972	0	-18.08603	-15.77896	-2.307068	0.08375369	0	1	0.7985309	0.3003726	8.276019	9.107812
1973	1	-18.39179	-16.08943	-2.302352	0.08226728	0	1	0.7950275	0.3085392	8.425551	9.034135
1974	0	-17.80842	-15.74273	-2.065686	0.0685492	0	1	0.7564419	0.3257989	10.11167	9.746752
1975	1	-17.47996	-15.47651	-2.003441	0.07273575	0	1	0.7695566	0.280114	9.529663	9.790296
1976	0	-22.13092	-18.443	-3.687916	0.1485854	0	1	0.8856268	0.3019145	4.664974	8.384112
1977	1	-19.11225	-16.7767	-2.33555	0.08632087	0	1	0.8043226	0.2926656	8.029891	8.826451
1978	0	-18.09442	-15.88555	-2.208868	0.07364168	0	1	0.7722256	0.337444	9.41243	9.700423
1979	1	-19.38727	-16.63045	-2.756823	0.09372004	0	1	0.8193726	0.3811881	7.395933	9.315823
1980	0	-17.35562	-15.40881	-1.946811	0.07246009	0	1	0.7687331	0.2662449	9.565917	9.68177
1981	1	-21.16775	-19.51958	-1.648166	0.05932604	0	1	0.7222351	0.2609882	11.68369	9.310488
1982	0	-17.87191	-15.65835	-2.21356	0.07932057	0	1	0.7877336	0.3005417	8.738555	9.250715
1983	1	-19.01838	-16.56546	-2.452923	0.0841428	0	1	0.7994295	0.3446817	8.237748	9.653595
1984	0	-19.0948	-17.36273	-1.732073	0.06409933	0	1	0.74094	0.256491	10.81364	9.402676
1985	1	-18.30931	-15.91123	-2.398074	0.08938348	0	1	0.810832	0.291945	7.754757	9.330689
1986	0	-17.3617	-15.75935	-1.60235	0.06235558	0	1	0.7343735	0.2337783	11.11604	9.92922
1987	1	-17.75423	-15.74869	-2.005545	0.06759382	0	1	0.753257	0.3130657	10.25459	9.639658
1988	0	-17.74409	-15.5679	-2.17619	0.07868425	0	1	0.7860945	0.2934535	8.809224	9.30899
