Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
39500	-16.98301	-15.481	-1.502007	0.07928071	0.7876316	0.2953101	8.742948	9.436932
39510	-19.17457	-18.30893	-0.8656451	0.06538355	0.7455927	0.2098854	10.60125	9.505959
39520	-18.03257	-17.30833	-0.7242353	0.05813854	0.7172066	0.2124891	11.92234	9.931025
39530	-17.95556	-16.45701	-1.498548	0.08558972	0.8027054	0.2574151	8.098486	9.029235
39540	-17.77597	-15.97742	-1.798552	0.08640638	0.8045101	0.341506	8.021944	9.073828
39550	-19.64603	-16.95196	-2.694073	0.133489	0.8727213	0.3079058	5.192542	8.609703
39560	-17.45515	-15.79341	-1.661737	0.08075962	0.7913553	0.3357525	8.582844	9.378183
39570	-17.91406	-16.1786	-1.735459	0.09380882	0.8195397	0.2740176	7.388934	8.949177
39580	-19.09645	-16.7364	-2.36005	0.1059988	0.8399638	0.3950897	6.539199	9.108877
39590	-18.90988	-16.69432	-2.215564	0.0987555	0.8284048	0.3987477	7.018821	9.151752
39600	-21.60457	-19.31526	-2.28931	0.09042186	0.8129464	0.5123022	7.665704	8.755826
39610	-22.11567	-17.20295	-4.912715	0.2159242	0.9212832	0.4923372	3.210141	8.459103
39620	-22.40751	-19.55687	-2.850639	0.1123316	0.8488939	0.5641496	6.170546	8.531847
39630	-17.87275	-16.00187	-1.870876	0.08810879	0.8081734	0.3540945	7.866947	9.168646
39640	-20.29907	-17.12024	-3.178826	0.1473619	0.8846785	0.3724734	4.703708	8.818283
39650	-17.57689	-16.04772	-1.529168	0.08266845	0.7959843	0.2823931	8.384664	9.582502
39660	-19.72696	-18.85978	-0.8671797	0.05736687	0.7138526	0.2491886	12.08271	9.533685
39670	-18.20805	-16.15634	-2.051711	0.09847243	0.8279202	0.3405229	7.038998	9.19086
39680	-20.35681	-17.27637	-3.080442	0.1339999	0.8732051	0.4482371	5.172745	8.427755
39690	-17.12409	-15.78936	-1.334726	0.07813175	0.784652	0.2559868	8.871518	9.365675
39700	-18.53941	-16.93701	-1.602397	0.070663	0.7632292	0.3920086	9.809195	9.699204
39710	-18.446	-17.39018	-1.055821	0.07459474	0.7749726	0.2087789	9.292172	9.602273
39720	-19.84809	-16.75833	-3.089763	0.1468627	0.8842871	0.3443627	4.719697	8.549698
39730	-20.08972	-16.92766	-3.16206	0.1509229	0.8873959	0.3396222	4.592723	8.543729
39740	-22.20563	-18.00408	-4.20155	0.1769594	0.9039531	0.5527087	3.916985	8.64092
39750	-16.34139	-15.27646	-1.064926	0.06454236	0.7425622	0.2607842	10.73942	9.932108
39760	-23.12585	-17.37987	-5.745975	0.2548822	0.9333147	0.4955833	2.71948	8.47703
39770	-19.41729	-16.52231	-2.894979	0.1306773	0.8699918	0.3995603	5.304267	8.753781
39780	-17.98562	-16.63298	-1.352643	0.06720884	0.7519523	0.3285954	10.31333	9.387557
39790	-17.72792	-15.9175	-1.810421	0.08873651	0.8094914	0.3289114	7.811297	9.002338
39800	-19.12113	-16.65549	-2.46564	0.1122443	0.8487774	0.3845881	6.175344	9.042323
39810	-19.96161	-17.45845	-2.503162	0.1122679	0.8488089	0.3990931	6.174048	8.412216
39820	-17.60384	-15.91915	-1.684695	0.08883529	0.8096973	0.2894453	7.802611	9.344951
39830	-20.15987	-17.9792	-2.18067	0.09053159	0.8131672	0.4584935	7.656413	8.905662
39840	-16.71939	-15.37797	-1.341418	0.07365431	0.7722624	0.2833916	9.410817	9.629423
39850	-17.48037	-16.28384	-1.19653	0.07511985	0.7764601	0.2376603	9.227218	9.733616
39860	-17.17458	-15.72761	-1.446975	0.07515701	0.7765647	0.3050572	9.222655	9.778163
39870	-17.49643	-15.86166	-1.634772	0.07978419	0.7889132	0.3336551	8.687777	9.54437
39880	-20.73387	-18.5077	-2.226174	0.08950712	0.8110861	0.4903842	7.744045	9.180781
39890	-22.10049	-17.81431	-4.286182	0.1963723	0.9134463	0.3984256	3.52976	8.693682
39900	-18.91885	-16.85876	-2.060082	0.1086564	0.8438337	0.2766493	6.37926	8.715748
39910	-17.92895	-16.32517	-1.603776	0.08636272	0.8044144	0.2813264	8.025999	8.940378
39920	-18.73384	-17.08806	-1.64578	0.08726001	0.8063634	0.2878614	7.943469	9.643166
39930	-17.97086	-16.57747	-1.393392	0.0834861	0.7979086	0.2422992	8.302546	9.149
39940	-17.48357	-15.72488	-1.758698	0.08873575	0.8094898	0.3123366	7.811363	9.071021
39950	-21.36295	-17.35081	-4.012144	0.1730654	0.9017929	0.4967339	4.005116	8.618686
39960	-17.97441	-16.0578	-1.91661	0.09473489	0.8212657	0.3220452	7.316704	9.259855
39970	-17.18211	-15.77052	-1.411597	0.06982758	0.7605883	0.3297094	9.926554	9.775366
39980	-21.42429	-17.24137	-4.182923	0.1843418	0.9077986	0.4638448	3.76012	8.349827
39990	-17.41617	-16.37775	-1.038426	0.06367154	0.7393561	0.2587005	10.8863	9.586167
40000	-16.84899	-15.43922	-1.409763	0.07655051	0.7804221	0.2853502	9.054768	9.463303
40010	-17.69101	-16.25887	-1.432136	0.06846999	0.7561807	0.3463876	10.12337	9.581098
40020	-17.64306	-15.74898	-1.894078	0.0936653	0.8192694	0.3220982	7.400256	9.083108
40030	-17.5631	-16.40073	-1.162367	0.06189829	0.7326021	0.3040648	11.19816	9.641689
40040	-19.33861	-16.62915	-2.709465	0.1201239	0.8586258	0.4152135	5.770268	8.736338
40050	-17.04994	-15.63616	-1.413777	0.07782468	0.7838425	0.2788553	8.906522	9.305572
40060	-18.80067	-16.99346	-1.807209	0.08863297	0.8092752	0.3285779	7.820422	8.717796
40070	-16.8699	-15.45094	-1.418963	0.07437885	0.7743557	0.3015692	9.319144	9.575241
40080	-17.33911	-15.68217	-1.656941	0.082103	0.7946333	0.324755	8.44241	9.373276
40090	-18.41685	-16.61311	-1.803741	0.08242485	0.7954043	0.3735464	8.409444	9.069957
40100	-17.05688	-15.8804	-1.176484	0.06589206	0.7473937	0.2833293	10.51943	9.580473
40110	-18.27376	-16.93865	-1.335108	0.08334218	0.7975723	0.2292798	8.316883	9.237922
40120	-21.47496	-18.72578	-2.749179	0.1331909	0.8724373	0.3274138	5.204162	8.232436
40130	-19.25347	-17.91807	-1.335401	0.06049761	0.7270436	0.3724106	11.45743	9.529046
40140	-20.50929	-18.04536	-2.463928	0.1028195	0.8350818	0.4689309	6.741398	9.216869
40150	-16.47677	-15.29552	-1.181245	0.06560794	0.7463903	0.286403	10.56499	9.922336
40160	-21.84635	-18.02924	-3.817111	0.1594079	0.8933838	0.5461175	4.348262	8.56701
40170	-18.39224	-16.81824	-1.574005	0.08221416	0.7949002	0.2982035	8.430995	8.88227
40180	-16.65617	-15.44339	-1.212786	0.07045922	0.7625899	0.266666	9.837565	9.864843
40190	-16.49601	-15.53339	-0.9626211	0.06209541	0.7333682	0.247971	11.16262	9.927805
40200	-18.62306	-16.91116	-1.711906	0.09683893	0.8250715	0.2509716	7.157732	9.096817
40210	-18.87544	-16.41764	-2.4578	0.1199756	0.8584521	0.3238486	5.777403	8.615925
40220	-17.34215	-15.93563	-1.406519	0.07073245	0.7634463	0.3218007	9.799564	9.992971
40230	-19.39521	-17.00712	-2.388088	0.1144918	0.8517211	0.3393149	6.054119	9.115511
40240	-25.01931	-17.89266	-7.126646	0.3120856	0.9455377	0.585551	2.221016	8.589945
40250	-18.01615	-16.34092	-1.675227	0.07762671	0.7833176	0.3637055	8.929235	9.637854
40260	-18.29081	-16.34461	-1.946203	0.08863094	0.809271	0.3775905	7.8206	9.129235
40270	-19.18769	-18.10997	-1.077725	0.05151137	0.6859682	0.3482806	13.4562	9.981495
40280	-16.92	-15.84802	-1.071984	0.06671066	0.7502452	0.250821	10.39035	9.625679
40290	-17.38872	-15.76141	-1.627307	0.08250895	0.7956049	0.3125683	8.400872	9.502203
40300	-21.19402	-18.98374	-2.21028	0.1175323	0.8555288	0.2662941	5.897503	9.079603
40310	-17.64817	-16.02131	-1.626854	0.08995228	0.8119958	0.2667797	7.705721	9.175046
40320	-18.11283	-16.14285	-1.96998	0.1024357	0.8344728	0.2884875	6.766658	8.975847
40330	-17.17445	-16.04629	-1.128159	0.05942655	0.7226535	0.3096623	11.66393	9.918827
40340	-16.45789	-15.27815	-1.179736	0.06714197	0.7517243	0.2768121	10.32361	9.838945
40350	-19.07004	-16.70039	-2.369647	0.1073404	0.8419405	0.3877031	6.457467	8.626785
40360	-20.26541	-18.1848	-2.080608	0.1009394	0.8320566	0.3326299	6.866963	9.512767
40370	-19.33749	-16.51887	-2.818621	0.1349099	0.8740579	0.3383874	5.137854	8.686573
40380	-18.80375	-16.67712	-2.126627	0.1004526	0.8312556	0.3519115	6.900242	9.286515
40390	-25.56518	-19.47559	-6.089588	0.2524665	0.9326766	0.735544	2.745502	8.636979
40400	-17.67021	-16.37248	-1.297732	0.07857285	0.7858051	0.2443918	8.821713	9.6475
40410	-18.66	-16.24809	-2.411913	0.1104529	0.8463479	0.3785925	6.275502	8.850931
40420	-17.08393	-15.6281	-1.455835	0.07335638	0.7713912	0.3197594	9.449038	9.673043
40430	-17.13206	-16.00677	-1.125287	0.07253655	0.768962	0.2337886	9.555834	9.649351
40440	-20.20511	-18.11056	-2.094546	0.1012545	0.832571	0.335051	6.845596	8.396941
40450	-19.49286	-17.82509	-1.667772	0.08477538	0.8008742	0.310193	8.176279	8.66602
40460	-19.10395	-16.58556	-2.518389	0.1249527	0.8640605	0.3095908	5.547278	8.727868
40470	-17.09064	-15.55608	-1.534563	0.07820908	0.784855	0.3120996	8.862746	9.422908
40480	-17.28589	-15.84609	-1.439801	0.08196289	0.7942959	0.2621469	8.456842	9.246295
40490	-17.00043	-15.70037	-1.300063	0.06801102	0.754657	0.3065022	10.19169	9.609808
40500	-17.3191	-15.63226	-1.68684	0.08636789	0.8044258	0.3056589	8.025519	9.293074
40510	-16.88975	-15.8093	-1.080449	0.06991206	0.7608578	0.2363397	9.914558	9.810598
40520	-17.34363	-16.05814	-1.285489	0.0680648	0.7548365	0.3017231	10.18364	9.455747
40530	-18.53051	-17.36263	-1.167885	0.07567647	0.7780172	0.2282373	9.159349	9.862447
40540	-17.47116	-16.20544	-1.265724	0.06516198	0.7448007	0.3146126	10.6373	9.567803
40550	-18.15173	-16.09695	-2.054782	0.1013981	0.8328046	0.3210093	6.835896	8.774826
40560	-17.76077	-16.49405	-1.266717	0.07598306	0.7788663	0.250313	9.122391	9.840595
40570	-18.87945	-16.32733	-2.55212	0.1172406	0.8551718	0.3771459	5.912178	8.662732
40580	-18.75557	-17.98717	-0.7684026	0.05964749	0.7235692	0.215086	11.62073	9.732631
40590	-21.26462	-19.70935	-1.555262	0.05873959	0.7197716	0.4816236	11.80034	9.98047
40600	-18.08248	-16.65128	-1.431204	0.06914908	0.7584037	0.3411138	10.02395	9.345358
40610	-20.13899	-17.46648	-2.672502	0.1130407	0.8498335	0.4650456	6.131837	8.75091
40620	-17.56324	-16.13657	-1.426672	0.06798424	0.7545676	0.3480694	10.1957	9.746576
40630	-17.73444	-15.7871	-1.947343	0.09557052	0.8227961	0.3262595	7.25273	9.029546
40640	-18.21435	-15.99955	-2.214799	0.1082244	0.8432172	0.3259139	6.40472	8.904532
40650	-20.53315	-18.67101	-1.862145	0.0893697	0.8108036	0.3417489	7.755953	8.451544
40660	-17.82345	-15.90733	-1.916123	0.09348581	0.8189302	0.3305342	7.414464	9.213893
40670	-17.83784	-16.16827	-1.669568	0.08581966	0.8032167	0.3039403	8.076788	8.946025
40680	-18.66892	-16.61258	-2.056338	0.09707189	0.8254833	0.352422	7.140555	8.691378
40690	-17.30771	-15.71001	-1.597692	0.08427274	0.7997278	0.2923	8.225046	9.423768
40700	-17.0906	-16.23149	-0.8591014	0.05989951	0.7246073	0.23425	11.57183	9.893008
40710	-21.62446	-19.68383	-1.940626	0.07463576	0.7750894	0.5053295	9.287065	9.163237
40720	-21.41391	-18.42045	-2.993463	0.1271857	0.8664367	0.4748224	5.449884	9.125311
40730	-16.9459	-15.54249	-1.403409	0.07822317	0.784892	0.2736554	8.86115	9.383713
40740	-19.12019	-16.3678	-2.752384	0.125334	0.8644722	0.3880576	5.5304	8.672883
40750	-17.00575	-15.65118	-1.354568	0.07067915	0.7632797	0.3058552	9.806954	9.525218
40760	-21.4638	-17.47169	-3.992109	0.1855623	0.9084049	0.3734697	3.735388	8.399145
40770	-17.74613	-16.20561	-1.540523	0.07540734	0.7772668	0.3331976	9.192039	9.231443
40780	-18.03264	-16.67452	-1.358113	0.08241361	0.7953775	0.2392842	8.410591	9.161066
40790	-18.79693	-16.32375	-2.473184	0.1212894	0.8599765	0.3198266	5.714818	8.736612
40800	-19.76075	-17.45932	-2.301431	0.119946	0.8584174	0.277143	5.778826	8.879185
40810	-18.78831	-16.52734	-2.260968	0.1021296	0.833984	0.3884388	6.78694	9.097685
40820	-19.23678	-16.56953	-2.667248	0.1192243	0.8575656	0.4057216	5.81381	8.662837
40830	-17.00318	-15.58032	-1.422866	0.07764269	0.7833601	0.2824901	8.927397	9.329608
40840	-17.55765	-15.82185	-1.735803	0.08915318	0.8103568	0.3025749	7.77479	9.010182
40850	-16.99683	-15.54939	-1.447436	0.07931629	0.7877227	0.2794155	8.739026	9.50295
40860	-17.89729	-16.64204	-1.255251	0.069265	0.7587795	0.2853749	10.00718	9.269152
40870	-18.21242	-16.23201	-1.98041	0.09501035	0.821773	0.3412609	7.295492	8.809857
40880	-16.67916	-15.42938	-1.249775	0.07090804	0.7639937	0.2740915	9.775297	9.851273
40890	-17.42538	-16.0949	-1.330471	0.07889652	0.7866439	0.2507968	8.785523	9.265116
40900	-17.48829	-16.02057	-1.467726	0.07059915	0.7630292	0.3430814	9.818066	9.843299
40910	-17.6867	-15.94775	-1.738954	0.08662496	0.8049879	0.3202585	8.001703	9.006487
40920	-20.77346	-17.88799	-2.885468	0.1212222	0.8598992	0.4837123	5.717989	8.963178
40930	-18.66179	-16.18752	-2.474264	0.1144616	0.8516822	0.3700899	6.055718	8.773805
40940	-18.09755	-16.00882	-2.088732	0.1046531	0.8379322	0.3099308	6.623281	8.970452
40950	-17.06261	-15.89798	-1.164631	0.0731841	0.7708847	0.2398515	9.471281	9.560424
40960	-19.06122	-17.48421	-1.57701	0.07935919	0.7878323	0.3177814	8.734303	8.81461
40970	-17.53171	-15.88471	-1.647	0.08572868	0.8030147	0.2977319	8.08536	9.036448
40980	-16.47483	-15.28977	-1.185058	0.06691367	0.7509434	0.2796406	10.35883	9.833827
40990	-18.93411	-17.26013	-1.673986	0.0821852	0.7948307	0.3297623	8.433966	8.789171
41000	-20.97932	-18.23607	-2.743253	0.1226754	0.8615498	0.4068476	5.650254	8.222721
41010	-18.84039	-16.89883	-1.941555	0.08495279	0.8012759	0.4063494	8.159204	9.270534
41020	-19.07855	-18.20339	-0.8751584	0.05531027	0.7045651	0.2623894	12.53198	9.685575
41030	-19.38647	-16.90007	-2.4864	0.1162268	0.8539177	0.3608364	5.963746	8.466969
41040	-18.5577	-17.36482	-1.192884	0.07927895	0.7876271	0.2167924	8.743142	9.32691
41050	-18.09513	-15.9928	-2.102327	0.1051744	0.838725	0.3107175	6.590458	8.848837
41060	-19.15559	-17.77533	-1.380265	0.06611737	0.7481844	0.3457133	10.48359	9.192058
41070	-20.17445	-18.0599	-2.11455	0.08892918	0.8098925	0.4440021	7.794373	8.778448
41080	-16.42222	-15.26212	-1.160094	0.06658579	0.749814	0.2746505	10.40984	9.877639
41090	-19.83678	-17.72506	-2.111715	0.09006987	0.8122347	0.4321569	7.695661	8.796735
41100	-17.44158	-16.05526	-1.386326	0.0818083	0.7939225	0.2493131	8.472822	9.383584
41110	-17.71455	-16.32611	-1.388442	0.08121357	0.7924739	0.2530144	8.534869	9.145634
41120	-16.51453	-15.56728	-0.9472505	0.06061215	0.7275058	0.2519967	11.43578	9.963723
41130	-18.57252	-17.56305	-1.009473	0.05453197	0.7009125	0.3051061	12.71084	9.794039
41140	-20.49325	-18.20729	-2.285962	0.1150676	0.8524572	0.3026525	6.023827	8.377778
41150	-17.16815	-15.75105	-1.417098	0.07856881	0.7857946	0.2753998	8.822167	9.252309
41160	-17.10662	-15.64274	-1.463882	0.0816336	0.7934989	0.2704192	8.490955	9.347895
41170	-17.65034	-16.01258	-1.637762	0.080723	0.7912646	0.3280531	8.586737	9.625105
41180	-21.7621	-18.15518	-3.606924	0.1741872	0.9024251	0.3234457	3.979324	8.493191
41190	-21.61893	-18.43505	-3.183871	0.1580706	0.8924825	0.2982619	4.385048	8.501303
41200	-18.59172	-17.00287	-1.588851	0.08520615	0.8018469	0.284045	8.134943	8.826153
41210	-17.65718	-16.1412	-1.515979	0.08588808	0.8033684	0.2602884	8.070354	9.102972
41220	-23.28837	-22.09348	-1.194896	0.05643547	0.7097104	0.3527255	12.28212	8.88784
41230	-18.4436	-16.71654	-1.727066	0.08338407	0.7976703	0.339004	8.312705	9.725955
41240	-16.70257	-15.63155	-1.071021	0.06083331	0.7283943	0.2838637	11.39421	9.91002
41250	-17.63467	-15.91576	-1.718918	0.09163593	0.815362	0.2822405	7.564142	9.210286
41260	-16.93464	-15.51994	-1.4147	0.07868299	0.7860912	0.2740754	8.809365	9.449883
41270	-19.31982	-16.48426	-2.835563	0.1329121	0.8721706	0.3590727	5.215078	8.770808
41280	-19.72827	-17.78608	-1.94219	0.08210896	0.7946476	0.4319	8.441797	9.018623
41290	-17.38635	-16.00421	-1.382143	0.06683607	0.7506769	0.3411208	10.37086	9.850936
41300	-19.80576	-16.67598	-3.129779	0.1390893	0.8778327	0.4226996	4.983469	8.663183
41310	-16.52296	-15.32419	-1.198774	0.06792472	0.7543686	0.277485	10.20464	9.755293
41320	-16.8	-15.55176	-1.248243	0.06766546	0.7534985	0.2931654	10.24374	9.647458
41330	-17.05917	-15.68088	-1.378283	0.06935768	0.7590792	0.3221023	9.993806	9.853966
41340	-18.22591	-16.19108	-2.034829	0.0960336	0.8236334	0.3526066	7.217757	9.221373
41350	-16.64387	-15.53389	-1.109974	0.06475897	0.7433487	0.2715494	10.70349	9.750412
41360	-16.93232	-15.9251	-1.007221	0.06472274	0.7432175	0.2452211	10.70949	9.703284
41370	-20.85986	-17.81651	-3.043351	0.1292731	0.8685848	0.4774856	5.361883	8.403782
41380	-18.14476	-17.14681	-0.9979561	0.05549294	0.7054112	0.2955243	12.49073	9.816778
41390	-18.79226	-16.31576	-2.476494	0.1126794	0.8493561	0.3852127	6.151501	8.784896
41400	-17.27046	-15.83929	-1.431173	0.07298099	0.7702848	0.3144648	9.49764	9.385606
41410	-17.46331	-16.52723	-0.9360859	0.05945203	0.7227593	0.2554097	11.65893	9.761726
41420	-18.17491	-16.92931	-1.245596	0.06293646	0.7365936	0.3232543	11.01344	9.489895
41430	-18.13164	-16.08398	-2.047656	0.09588929	0.8233733	0.3582539	7.228619	9.127634
41440	-18.72255	-16.68524	-2.037315	0.09965395	0.8299255	0.327345	6.955541	8.635859
41450	-16.42519	-15.34142	-1.083769	0.06595337	0.7476093	0.2579058	10.50966	9.848018
41460	-17.88474	-16.3242	-1.56054	0.07240647	0.7685723	0.3622848	9.573	9.563299
41470	-22.91336	-20.39513	-2.518233	0.1056338	0.8394177	0.4663982	6.561791	9.715432
41480	-17.14451	-15.62994	-1.514575	0.07838011	0.7853027	0.304815	8.843406	9.296832
41490	-18.75154	-16.88704	-1.864498	0.08853084	0.8090615	0.3487064	7.829444	8.753907
41500	-16.51857	-15.3226	-1.195974	0.06564064	0.7465061	0.290451	10.55973	9.998823
41510	-18.80509	-16.62386	-2.181235	0.1016505	0.8332134	0.3623345	6.818925	9.237048
41520	-16.85764	-15.48442	-1.373226	0.07132723	0.7652912	0.3073594	9.717849	9.685202
41530	-17.69772	-16.7208	-0.9769144	0.06796868	0.7545156	0.222066	10.19804	9.578928
41540	-17.13015	-16.25574	-0.8744142	0.06042698	0.7267579	0.2352171	11.47082	9.856633
41550	-18.77132	-16.30669	-2.464628	0.1135254	0.8504692	0.3738954	6.105658	8.683945
41560	-17.58408	-15.9982	-1.585885	0.07607975	0.7791328	0.3437204	9.110797	9.655168
41570	-17.38535	-15.79347	-1.591877	0.08708072	0.8059769	0.2737953	7.959824	9.182169
41580	-18.65717	-17.70555	-0.9516205	0.0549794	0.7030218	0.2852348	12.6074	9.739897
41590	-19.66119	-16.81281	-2.848381	0.1285702	0.8678691	0.3988077	5.391196	8.896101
41600	-17.5403	-15.79945	-1.740856	0.0855141	0.8025367	0.3285216	8.105648	9.367537
41610	-18.0023	-16.29181	-1.710495	0.08527284	0.8019966	0.320333	8.128581	9.585335
41620	-16.89349	-15.54454	-1.348959	0.07197324	0.7672653	0.2959061	9.630624	9.502182
41630	-17.59108	-16.73358	-0.8574979	0.06564392	0.7465177	0.2070353	10.5592	9.990252
41640	-19.11915	-16.48841	-2.630745	0.1197495	0.8581865	0.3868431	5.788311	8.598808
41650	-17.74938	-16.16579	-1.583594	0.07422746	0.7739212	0.3566813	9.33815	9.562547
41660	-18.30809	-16.26033	-2.047763	0.09480261	0.8213907	0.36665	7.311478	8.900856
41670	-20.56243	-17.79582	-2.766602	0.1233116	0.8622604	0.4108739	5.621101	8.291607
41680	-17.75941	-16.06202	-1.697398	0.0926773	0.8173871	0.2701944	7.479148	9.093877
41690	-19.77047	-16.89622	-2.874253	0.130822	0.8701351	0.3901645	5.298401	8.422607
41700	-19.99259	-18.45113	-1.541459	0.06298718	0.7367859	0.434079	11.00458	9.69639
41710	-20.00552	-18.22689	-1.778633	0.07272747	0.769532	0.4475157	9.530748	9.871848
41720	-17.13105	-15.73738	-1.393668	0.07085475	0.7638278	0.3168682	9.78265	9.91144
41730	-17.82533	-15.87564	-1.949693	0.09428241	0.8204264	0.3360893	7.351819	9.148976
41740	-20.42525	-18.68418	-1.741062	0.06979642	0.7604888	0.4586729	9.930985	9.443455
41750	-16.71013	-15.43691	-1.273225	0.07255921	0.7690298	0.2709337	9.552848	9.554968
41760	-18.99558	-17.1634	-1.832175	0.08598021	0.8035723	0.3563919	8.061706	9.722326
41770	-20.25427	-18.80572	-1.448549	0.08301648	0.7968075	0.2586034	8.349513	8.727179
41780	-18.79767	-17.19388	-1.60379	0.07886691	0.7865674	0.3298341	8.788822	9.99006
41790	-16.57572	-15.53378	-1.041938	0.06679207	0.7505256	0.2429767	10.37769	9.833071
41800	-20.90466	-18.33185	-2.572813	0.1050153	0.8384839	0.4990692	6.600439	9.05124
41810	-19.25483	-17.61595	-1.638879	0.08302056	0.7968172	0.3127922	8.349102	9.90363
41820	-18.05863	-16.03366	-2.024963	0.09529056	0.8222862	0.3546934	7.274039	9.125704
41830	-17.09025	-15.93057	-1.159688	0.07120628	0.7649182	0.2488988	9.734355	9.477552
41840	-17.37982	-16.01758	-1.362237	0.06593675	0.7475509	0.3408404	10.5123	9.882453
41850	-17.02281	-15.91842	-1.104395	0.07038734	0.7623637	0.2396384	9.847611	9.903246
41860	-17.06014	-15.57395	-1.486189	0.07854438	0.785731	0.2952531	8.824911	9.577567
41870	-18.20011	-16.00972	-2.190395	0.1033683	0.8359451	0.3525795	6.705605	8.883239
41880	-17.71106	-16.11471	-1.596344	0.07511094	0.776435	0.3545485	9.228311	9.544953
41890	-18.27578	-16.56199	-1.713784	0.07778692	0.7837426	0.3767198	8.910845	9.628584
41900	-20.58236	-17.10397	-3.478397	0.1541643	0.8897608	0.4350182	4.496158	8.37102
41910	-18.81567	-17.35141	-1.464259	0.06769266	0.75359	0.3636442	10.23962	9.289399
41920	-17.67953	-16.48711	-1.192413	0.06730728	0.7522871	0.2793619	10.29825	9.37738
41930	-19.34721	-16.50814	-2.839062	0.1289362	0.8682428	0.3920516	5.375892	8.564116
41940	-16.74143	-15.5731	-1.168326	0.06834252	0.7557592	0.2667878	10.14225	9.60693
41950	-20.55312	-17.11254	-3.440585	0.1510548	0.8874941	0.4474476	4.588712	8.749989
41960	-17.17027	-15.6317	-1.538574	0.07792852	0.7841169	0.3152251	8.894654	9.357501
41970	-18.90274	-17.36597	-1.536773	0.07049938	0.7627162	0.368386	9.831962	9.18692
41980	-17.73774	-15.95139	-1.786348	0.09412268	0.8201283	0.2864091	7.364295	9.163111
41990	-16.79992	-15.44719	-1.352732	0.0720688	0.7675548	0.2964232	9.617854	9.770366
42000	-16.73196	-15.64443	-1.087537	0.06150285	0.7310533	0.2845195	11.27016	9.870204
42010	-19.82419	-18.62809	-1.196102	0.0537904	0.6973587	0.3735398	12.88608	9.76229
42020	-20.56201	-18.98263	-1.579389	0.0637239	0.7395508	0.443866	10.87735	9.463466
42030	-18.86041	-17.14306	-1.717357	0.07603125	0.7789992	0.3924188	9.116609	9.199849
42040	-16.47984	-15.38554	-1.094301	0.06600402	0.7477872	0.2603563	10.50159	9.799178
42050	-19.12417	-17.10583	-2.01834	0.08964947	0.8113779	0.397158	7.731749	8.823192
42060	-21.59016	-18.45985	-3.13031	0.1288346	0.8681393	0.525735	5.380132	8.441582
42070	-16.92037	-15.50326	-1.417113	0.07716011	0.7820709	0.2837608	8.983233	9.589014
42080	-16.73615	-15.57452	-1.161626	0.07030877	0.7621159	0.2541767	9.858617	9.609791
42090	-18.13022	-16.21691	-1.913316	0.09859687	0.8281336	0.2957299	7.030113	9.173982
42100	-20.5646	-17.9615	-2.603104	0.1190598	0.8573701	0.3818444	5.821843	8.276036
42110	-17.08645	-15.93338	-1.153071	0.06605636	0.7479707	0.2758095	10.49327	9.560939
42120	-16.83109	-15.42236	-1.40873	0.07505389	0.7762743	0.2942537	9.235326	9.584101
42130	-18.24708	-16.32408	-1.923007	0.09874169	0.8283812	0.2976937	7.019802	8.767331
42140	-20.52112	-19.64472	-0.8764031	0.07186356	0.7669323	0.1848998	9.645322	9.85153
42150	-16.86846	-15.49303	-1.375427	0.07131059	0.7652399	0.3081456	9.720115	9.680415
42160	-17.29435	-15.70117	-1.593187	0.07871496	0.7861742	0.3274093	8.805787	9.460499
42170	-18.66804	-16.86495	-1.803093	0.0851933	0.801818	0.3520058	8.13617	9.684479
42180	-16.60538	-15.38545	-1.219932	0.07038526	0.7623571	0.2690004	9.847903	9.649118
42190	-17.47929	-16.03507	-1.444226	0.07158254	0.766075	0.3281926	9.683188	9.415779
42200	-17.35018	-15.97583	-1.374352	0.06992351	0.7608943	0.317009	9.912935	9.452787
42210	-21.82149	-17.71131	-4.110178	0.1746392	0.9026775	0.5299032	3.969025	8.621425
42220	-18.43934	-16.55699	-1.882347	0.09723849	0.8257767	0.2950966	7.128321	9.289569
42230	-20.62964	-18.56774	-2.061899	0.1073241	0.8419167	0.2850996	6.45845	8.425014
42240	-17.4851	-16.04053	-1.444572	0.07172946	0.766524	0.3272839	9.663354	9.969086
42250	-17.46079	-15.778	-1.682792	0.08978709	0.8116592	0.2831188	7.719898	9.114706
42260	-17.41413	-15.99751	-1.416617	0.07849764	0.7856093	0.2756834	8.830166	9.716173
42270	-17.81659	-16.66678	-1.149804	0.07534042	0.7770795	0.2257518	9.200203	9.411056
42280	-16.7992	-15.55773	-1.241478	0.06480223	0.7435053	0.3094295	10.69635	9.897763
42290	-17.98112	-16.88304	-1.098087	0.07338095	0.7714633	0.2234748	9.445874	9.839799
42300	-20.08037	-16.98742	-3.092956	0.1445194	0.882414	0.3630759	4.796222	8.801534
42310	-17.013	-15.89539	-1.117611	0.05924485	0.7218963	0.3075969	11.6997	9.985359
42320	-19.51035	-17.79565	-1.7147	0.09193471	0.8159474	0.2792763	7.539559	9.572785
42330	-18.28998	-16.51064	-1.77934	0.0952769	0.8222612	0.2775278	7.275081	8.821093
42340	-18.59089	-16.37415	-2.216747	0.1060872	0.8400956	0.3417002	6.533749	8.65129
42350	-17.61445	-16.3084	-1.306046	0.06390131	0.7402089	0.3364386	10.84715	9.709535
