Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
490	-17.37706	-15.37704	-2.000024	0.07219159	0	1	0.7679257	0.2824008	9.601495	9.598473
500	-19.22796	-16.86976	-2.358196	0.08679591	0	1	0.80536	0.2963661	7.985943	9.640826
510	-18.53492	-16.48995	-2.044967	0.07569964	0	1	0.7780816	0.2741923	9.156546	9.129859
520	-18.05166	-16.08171	-1.969951	0.06414055	0	1	0.7410917	0.3250883	10.80669	9.721456
530	-19.31635	-16.38225	-2.934105	0.1019584	0	1	0.8337095	0.3821285	6.798331	9.057763
540	-20.1815	-16.80302	-3.378476	0.1189423	0	1	0.8572301	0.4156032	5.827594	8.589195
550	-20.39762	-18.68112	-1.716495	0.06775587	0	1	0.7538026	0.2336732	10.23007	9.210478
560	-18.55494	-16.49281	-2.062131	0.07895532	0	1	0.7867956	0.2603192	8.77898	9.756303
570	-18.09546	-15.91615	-2.179308	0.07757118	0	1	0.7831699	0.3014055	8.935628	9.756918
580	-17.56013	-15.62953	-1.9306	0.06464224	0	1	0.7429254	0.3092345	10.72282	9.834605
590	-18.71867	-16.40374	-2.314933	0.07552023	0	1	0.7775822	0.3605399	9.178298	9.314322
600	-18.05865	-16.05787	-2.000771	0.07359313	0	1	0.772084	0.2743303	9.418639	9.947923
610	-19.43558	-17.13142	-2.304156	0.07051832	0	1	0.7627757	0.3966147	9.82932	9.547159
620	-21.55832	-18.25579	-3.302533	0.1141654	0	1	0.8513006	0.4263041	6.071428	9.30159
630	-23.1978	-18.68652	-4.511279	0.1568282	0	1	0.8916315	0.5774345	4.419786	8.388633
640	-23.2575	-17.87526	-5.38224	0.1988231	0	1	0.9145131	0.5659053	3.486251	8.548079
650	-18.56559	-16.87805	-1.687539	0.0542569	0	1	0.6996028	0.3022987	12.77528	9.972451
660	-18.45807	-16.61928	-1.838784	0.06620248	0	1	0.7484819	0.2729191	10.47011	9.402749
670	-18.92216	-16.87215	-2.050008	0.06219742	0	1	0.7337632	0.3670091	11.14431	9.819699
680	-20.538	-18.34543	-2.192568	0.07290811	0	1	0.7700688	0.3371968	9.507135	8.838676
690	-18.78934	-17.22063	-1.568714	0.06733311	0	1	0.7523748	0.2033876	10.2943	9.993631
700	-18.71713	-16.35455	-2.362579	0.09021545	0	1	0.8125297	0.2768335	7.683242	9.382295
710	-18.1205	-16.00954	-2.110957	0.07348689	0	1	0.7717736	0.3069775	9.432257	9.949104
720	-17.63628	-15.57333	-2.06295	0.07113218	0	1	0.7646891	0.3075796	9.744495	9.8512
730	-23.09117	-20.41213	-2.679038	0.07319735	0	1	0.7709237	0.5451161	9.469567	9.826168
740	-18.53274	-16.579	-1.953743	0.07210548	0	1	0.7676657	0.2701218	9.612961	9.219217
750	-18.6136	-16.69321	-1.920397	0.07578806	0	1	0.7783269	0.241624	9.145863	9.836854
760	-20.66591	-17.35684	-3.309064	0.1217421	0	1	0.8604942	0.3653685	5.69357	9.096046
770	-17.4579	-15.45601	-2.001891	0.07452998	0	1	0.7747878	0.2692319	9.300247	9.629024
780	-18.18246	-15.83095	-2.351508	0.08334977	0	1	0.7975901	0.3167254	8.316126	9.111788
790	-20.50438	-17.71159	-2.792793	0.1134588	0	1	0.8503822	0.2599287	6.109241	8.682751
800	-18.25119	-16.17213	-2.079054	0.0715992	0	1	0.766126	0.3094906	9.680935	9.303475
810	-17.58721	-15.70478	-1.882429	0.06496372	0	1	0.7440883	0.2926878	10.66976	9.693594
820	-19.3888	-16.21899	-3.169816	0.1172122	0	1	0.855137	0.3499477	5.91361	8.658736
830	-19.89339	-17.25365	-2.639748	0.08354627	0	1	0.7980488	0.420778	8.296566	9.190169
840	-18.29828	-16.27296	-2.025319	0.07717634	0	1	0.7821145	0.2605634	8.981343	9.788208
850	-19.8679	-17.23306	-2.634845	0.08607609	0	1	0.803784	0.3968344	8.052726	8.864339
860	-18.30927	-15.9525	-2.356769	0.0907748	0	1	0.8136548	0.2719824	7.635899	9.119771
870	-21.99962	-19.70644	-2.293177	0.06076246	0	1	0.7281103	0.4825121	11.40749	9.793564
880	-17.87552	-15.87714	-1.99838	0.06595292	0	1	0.7476077	0.321844	10.50973	9.710464
890	-19.58503	-16.80791	-2.777119	0.09371595	0	1	0.8193649	0.3890375	7.396256	9.344373
900	-18.8249	-16.08027	-2.744628	0.09589785	0	1	0.8233887	0.3595615	7.227974	8.958588
910	-17.94174	-16.13844	-1.803306	0.05827331	0	1	0.7177853	0.311673	11.89476	9.965523
920	-17.7504	-15.80679	-1.943604	0.06888442	0	1	0.7575417	0.2863128	10.06247	9.487279
930	-22.0193	-18.59435	-3.424952	0.1116026	0	1	0.8479159	0.5087489	6.210851	9.112042
940	-19.42078	-16.97949	-2.441292	0.07912709	0	1	0.7872377	0.3789576	8.759922	9.794005
950	-18.74442	-16.73265	-2.011771	0.06071737	0	1	0.7279292	0.3645109	11.41596	9.997351
960	-18.60789	-16.34813	-2.259762	0.08682946	0	1	0.8054328	0.2683924	7.982857	9.456627
970	-17.3865	-15.74423	-1.642278	0.06196912	0	1	0.7328779	0.2453047	11.18536	9.869259
980	-19.51734	-16.54196	-2.975384	0.1023064	0	1	0.8342667	0.3953031	6.775211	8.822659
990	-18.33369	-16.52667	-1.807027	0.0622767	0	1	0.7340694	0.2873564	11.13012	9.57634
1000	-19.429	-17.47153	-1.95747	0.08051014	0	1	0.7907358	0.2268419	8.609439	9.637001
1010	-18.56551	-16.60922	-1.956292	0.06783352	0	1	0.7540631	0.2965077	10.21836	9.321272
1020	-20.01975	-17.94375	-2.075997	0.05952352	0	1	0.723056	0.3986627	11.64493	9.786341
1030	-17.59086	-15.53577	-2.055093	0.07184479	0	1	0.7668752	0.3005923	9.647842	9.832764
1040	-17.41146	-15.54221	-1.869241	0.06444222	0	1	0.7421971	0.2920676	10.7561	9.791138
1050	-18.40075	-16.8089	-1.591844	0.06233826	0	1	0.7343068	0.23142	11.11913	9.682446
1060	-17.6708	-15.67103	-1.99977	0.07571662	0	1	0.7781287	0.2619809	9.154492	9.401939
1070	-19.02898	-16.68392	-2.345051	0.07400379	0	1	0.7732765	0.3837146	9.366374	9.630023
1080	-20.92195	-18.19225	-2.729696	0.08962144	0	1	0.8113205	0.4046969	7.734167	9.747793
1090	-17.7789	-15.57884	-2.200054	0.07992619	0	1	0.789272	0.2927237	8.672341	9.278943
1100	-18.11731	-16.40088	-1.716425	0.05789876	0	1	0.7161718	0.2880176	11.97171	9.840856
1110	-18.80296	-16.58646	-2.216496	0.07949577	0	1	0.7881808	0.3003067	8.719296	8.980381
1120	-18.73554	-16.00228	-2.733253	0.1023467	0	1	0.834331	0.3100292	6.772542	8.829614
1130	-19.09682	-16.3136	-2.783217	0.107834	0	1	0.8426559	0.2900894	6.427908	8.822281
1140	-18.09482	-15.75975	-2.335062	0.08521405	0	1	0.8018646	0.2994742	8.134189	9.092805
1150	-19.01723	-17.07605	-1.941174	0.07729793	0	1	0.7824406	0.2389181	8.967215	9.817329
1160	-17.65133	-15.86672	-1.784615	0.07065909	0	1	0.7632169	0.2352004	9.809739	9.75531
1170	-17.60541	-15.55781	-2.047593	0.07647993	0	1	0.7802297	0.2703987	9.063125	9.61516
1180	-17.14934	-15.28762	-1.861717	0.06503615	0	1	0.7443489	0.286248	10.65788	9.960789
1190	-18.31648	-15.93453	-2.381949	0.08056774	0	1	0.7908791	0.3463711	8.603284	9.369177
1200	-18.52332	-16.2628	-2.260521	0.07317757	0	1	0.7708654	0.358849	9.472126	9.514776
1210	-17.34459	-15.48552	-1.859066	0.06447325	0	1	0.7423103	0.2889205	10.75093	9.809087
1220	-18.54958	-16.06363	-2.48595	0.08816246	0	1	0.8082867	0.3271282	7.862158	8.948461
1230	-19.09728	-16.34898	-2.748302	0.09471201	0	1	0.8212234	0.3700811	7.318472	8.875997
1240	-21.99177	-20.40881	-1.582965	0.04524629	0	1	0.6505699	0.3296548	15.31943	9.942843
1250	-19.55524	-17.66074	-1.8945	0.06939995	0	1	0.7592157	0.2696275	9.987719	9.130221
1260	-18.9796	-17.00451	-1.975095	0.06182566	0	1	0.7323188	0.3432168	11.21132	9.597202
1270	-19.10882	-16.22106	-2.887755	0.10225	0	1	0.8341767	0.3625708	6.778945	9.082398
1280	-18.43635	-16.43421	-2.002139	0.07783016	0	1	0.783857	0.2510849	8.905894	9.186209
1290	-19.27492	-16.72911	-2.545808	0.08269358	0	1	0.7960439	0.3900437	8.382116	9.161037
1300	-18.2049	-15.83803	-2.366868	0.08088041	0	1	0.7916541	0.3389303	8.570026	9.338834
1310	-18.5249	-16.14993	-2.374974	0.07935884	0	1	0.7878315	0.3529011	8.734341	9.580361
1320	-17.8238	-15.98121	-1.842592	0.07325585	0	1	0.7710959	0.2358771	9.462005	9.635798
1330	-18.44468	-15.90847	-2.536216	0.09527479	0	1	0.8222574	0.2958033	7.275242	8.940607
1340	-20.15986	-17.68869	-2.471176	0.07458371	0	1	0.7749411	0.4299713	9.293547	9.462766
1350	-21.53995	-17.97637	-3.563579	0.119492	0	1	0.8578828	0.4943131	5.800784	8.574023
1360	-20.10967	-17.53044	-2.579227	0.0949026	0	1	0.8215749	0.311252	7.303774	9.537226
1370	-19.66189	-16.72802	-2.933872	0.1155212	0	1	0.853032	0.2864954	6.000174	8.727109
1380	-17.98108	-16.13287	-1.848216	0.06077127	0	1	0.7281456	0.3091596	11.40584	9.802499
1390	-18.97209	-16.64136	-2.330733	0.08563227	0	1	0.8028002	0.2955463	8.094463	8.856623
1400	-20.86667	-18.98333	-1.883336	0.07635851	0	1	0.779898	0.2300317	9.077536	8.980334
1410	-20.81199	-16.80916	-4.002835	0.1457666	0	1	0.8834184	0.4391662	4.755184	8.610087
1420	-23.82336	-20.54263	-3.280729	0.0987814	0	1	0.828449	0.5781293	7.016981	9.45307
1430	-21.08444	-18.08582	-2.998624	0.09466716	0	1	0.8211405	0.4757993	7.321939	9.156029
1440	-18.14028	-15.74359	-2.396685	0.08368182	0	1	0.7983641	0.3290355	8.283127	9.361813
1450	-19.26216	-16.83703	-2.425124	0.08073247	0	1	0.7912881	0.3603913	8.58573	9.785942
1460	-21.08793	-18.83302	-2.254905	0.08829294	0	1	0.8085618	0.2589249	7.850539	9.718157
1470	-19.48603	-17.29917	-2.186858	0.0686631	0	1	0.7568166	0.3668803	10.0949	9.278024
1480	-18.08106	-15.8493	-2.231765	0.07598469	0	1	0.7788708	0.3285137	9.122196	9.700142
1490	-19.54253	-17.46392	-2.078604	0.07385946	0	1	0.7728587	0.2948642	9.384677	8.975188
1500	-18.21565	-15.71552	-2.500132	0.08917915	0	1	0.8104105	0.3247189	7.772525	9.161116
1510	-19.71046	-18.01203	-1.698429	0.05787941	0	1	0.716088	0.2829969	11.97571	9.523294
1520	-18.97668	-16.36257	-2.614116	0.08816925	0	1	0.8083011	0.3718066	7.861552	9.343884
1530	-19.12745	-16.06557	-3.061881	0.1137394	0	1	0.8507482	0.3381676	6.09417	8.815884
1540	-19.70291	-17.3174	-2.38551	0.07308736	0	1	0.7705993	0.4074037	9.483817	9.840151
1550	-20.78434	-18.07338	-2.710963	0.103581	0	1	0.8362774	0.2953565	6.691835	9.368074
1560	-19.12512	-16.6711	-2.454019	0.08106632	0	1	0.7921123	0.368338	8.550372	9.051728
1570	-18.62953	-16.2742	-2.355328	0.0861125	0	1	0.8038643	0.2998341	8.049322	8.918737
1580	-22.30347	-19.08472	-3.218752	0.09965477	0	1	0.8299269	0.5334084	6.955484	8.969446
1590	-19.88742	-17.17766	-2.709769	0.09304525	0	1	0.8180925	0.368912	7.449571	9.526664
1600	-17.61661	-15.94148	-1.67513	0.05818494	0	1	0.7174061	0.274693	11.91283	9.943244
1610	-18.74945	-16.61832	-2.131132	0.06781009	0	1	0.7539846	0.3533328	10.22189	9.488453
1620	-23.33554	-18.83165	-4.503895	0.178396	0	1	0.9047264	0.3626884	3.885441	8.82993
1630	-18.64941	-15.90915	-2.740259	0.1007415	0	1	0.8317318	0.3230266	6.880455	8.869621
1640	-17.92553	-16.07852	-1.847016	0.06290393	0	1	0.7364702	0.2951263	11.01914	9.66789
1650	-17.45945	-15.53485	-1.924597	0.07198656	0	1	0.7673057	0.2630255	9.628841	9.813107
1660	-24.115	-20.6623	-3.452695	0.104451	0	1	0.8376226	0.6087791	6.636102	9.207598
1670	-19.10708	-17.0049	-2.102184	0.07284713	0	1	0.7698879	0.3084552	9.515092	9.071144
1680	-19.01692	-16.04583	-2.971084	0.1108538	0	1	0.8468983	0.3283156	6.252803	8.779211
1690	-19.56769	-17.35661	-2.211086	0.08482345	0	1	0.8009832	0.2667578	8.171646	9.698031
1700	-18.56318	-16.3436	-2.219583	0.07605517	0	1	0.7790651	0.324051	9.113742	9.911064
1710	-26.11794	-21.45403	-4.663915	0.1540259	0	1	0.8896618	0.7138673	4.500199	8.12795
1720	-17.72943	-15.94248	-1.786955	0.06504119	0	1	0.744367	0.2655994	10.65705	9.614118
1730	-18.93633	-16.68265	-2.253681	0.08115823	0	1	0.7923381	0.3008802	8.540689	8.925244
1740	-17.54042	-15.56188	-1.978537	0.07358893	0	1	0.7720717	0.2683223	9.419178	9.763839
1750	-19.66387	-16.62764	-3.036228	0.1038657	0	1	0.8367199	0.4064288	6.673497	8.933977
1760	-20.95206	-16.71064	-4.241414	0.1621203	0	1	0.8951662	0.3940323	4.275511	8.571398
1770	-17.84069	-16.02285	-1.817844	0.06791243	0	1	0.7543275	0.2577397	10.20649	9.507863
1780	-18.1519	-16.03576	-2.116137	0.07269013	0	1	0.7694207	0.3138329	9.535644	9.97791
1790	-19.05422	-16.42252	-2.631702	0.09224541	0	1	0.8165524	0.3470482	7.514164	8.804185
1800	-17.59098	-15.47358	-2.117403	0.07586565	0	1	0.7785418	0.2937541	9.136509	9.440469
1810	-18.22345	-15.8797	-2.343746	0.0816411	0	1	0.7935172	0.3258805	8.490174	9.157706
1820	-19.19777	-16.89686	-2.300908	0.07704134	0	1	0.7817515	0.3442263	8.997082	9.008815
1830	-20.59539	-17.469	-3.126395	0.1027949	0	1	0.835043	0.4549993	6.74301	8.883686
1840	-19.11713	-16.47802	-2.639107	0.1001558	0	1	0.8307636	0.2956012	6.920692	8.727291
1850	-21.13552	-18.99795	-2.137566	0.08544917	0	1	0.8023916	0.2445803	8.111807	9.760886
1860	-20.39057	-18.07119	-2.319381	0.06842519	0	1	0.7560327	0.420989	10.13	9.38976
1870	-17.39746	-15.47144	-1.926015	0.06899295	0	1	0.7578959	0.2806737	10.04664	9.616978
1880	-22.02054	-17.71324	-4.307308	0.1528514	0	1	0.8888149	0.5123531	4.534779	8.685937
1890	-18.85569	-16.78776	-2.067929	0.07005765	0	1	0.761321	0.3162441	9.893954	9.211196
1900	-19.3858	-16.40445	-2.98135	0.1154193	0	1	0.8529033	0.3010763	6.005472	8.74306
1910	-17.28701	-15.40947	-1.877536	0.06941277	0	1	0.7592571	0.2650201	9.985874	9.898645
1920	-18.30642	-15.907	-2.399424	0.08247164	0	1	0.7955159	0.3385204	8.404674	9.459208
1930	-17.79156	-15.70687	-2.084697	0.06969049	0	1	0.7601498	0.3241068	9.94608	9.702584
1940	-20.14021	-17.62635	-2.513862	0.08274152	0	1	0.7961577	0.3773961	8.377259	8.765977
1950	-23.77275	-21.91791	-1.854837	0.06271027	0	1	0.7357331	0.2986681	11.05317	8.780464
1960	-20.75503	-18.76973	-1.985297	0.05734583	0	1	0.7137602	0.3813154	12.08714	9.510736
1970	-17.23663	-15.31194	-1.924696	0.06892192	0	1	0.7576642	0.2807266	10.05699	9.755002
1980	-18.2043	-16.06834	-2.135961	0.07575745	0	1	0.7782421	0.2999442	9.149558	9.876441
1990	-18.5091	-16.24643	-2.262675	0.07323815	0	1	0.7710438	0.3591609	9.464292	9.543338
2000	-17.89262	-16.29905	-1.593563	0.06184578	0	1	0.7323974	0.2342535	11.20767	9.789025
2010	-22.0086	-17.96269	-4.045911	0.1545257	0	1	0.8900184	0.3807287	4.485643	8.90925
2020	-17.6298	-15.53785	-2.091958	0.07790863	0	1	0.7840644	0.274224	8.896925	9.541717
2030	-17.69225	-15.57237	-2.119879	0.07273496	0	1	0.7695543	0.3147101	9.529767	9.698627
2040	-18.71085	-16.29788	-2.412975	0.08239247	0	1	0.795327	0.3437161	8.412749	9.624288
2050	-18.16225	-16.28393	-1.878321	0.07573395	0	1	0.7781768	0.2319345	9.152398	9.483981
2060	-18.72832	-16.74721	-1.981112	0.08080039	0	1	0.7914562	0.2308427	8.578513	9.270363
2070	-19.89299	-17.09973	-2.793258	0.0912446	0	1	0.8145899	0.4166543	7.596583	8.941371
2080	-21.42908	-18.49915	-2.929922	0.09758523	0	1	0.8263842	0.417537	7.102993	8.399848
2090	-17.93075	-16.21381	-1.716944	0.05768719	0	1	0.7152533	0.2894636	12.01562	9.906429
2100	-17.99759	-15.83353	-2.164061	0.07192607	0	1	0.7671222	0.3346208	9.636939	9.634712
2110	-18.90628	-16.31765	-2.588631	0.0903423	0	1	0.812786	0.346117	7.672455	9.412842
2120	-18.97259	-16.49465	-2.477941	0.08655805	0	1	0.8048419	0.3357572	8.007888	8.865581
2130	-20.33987	-16.57062	-3.769242	0.1391133	0	1	0.8778538	0.4004017	4.982608	8.711673
2140	-20.37587	-17.18545	-3.190424	0.1105893	0	1	0.8465357	0.4111376	6.267758	8.518883
2150	-19.80146	-17.52302	-2.278437	0.08602802	0	1	0.8036779	0.2781419	8.057226	8.755564
2160	-17.23695	-15.53168	-1.705261	0.06556171	0	1	0.7462263	0.2420756	10.57244	9.864103
2170	-18.4132	-15.78316	-2.630047	0.09669936	0	1	0.8248239	0.3152278	7.168064	9.034841
2180	-19.40423	-16.57144	-2.832787	0.09635565	0	1	0.8242112	0.3889026	7.193633	8.859019
2190	-20.27102	-17.03795	-3.23307	0.1103642	0	1	0.8462257	0.4311047	6.280542	8.976075
2200	-18.90347	-16.97845	-1.92503	0.05923095	0	1	0.7218382	0.3449353	11.70245	9.77157
2210	-17.35518	-15.49936	-1.855814	0.06368109	0	1	0.7393916	0.2928643	10.88466	9.856522
2220	-17.76098	-15.65758	-2.103398	0.07556509	0	1	0.7777072	0.2915219	9.17285	9.749647
2230	-24.41589	-20.57676	-3.839131	0.1209379	0	1	0.8595717	0.6314633	5.731432	8.440663
2240	-17.53104	-15.60203	-1.929011	0.07114918	0	1	0.7647417	0.2689253	9.742167	9.503424
2250	-18.2924	-16.66096	-1.631436	0.06826107	0	1	0.7554893	0.2123307	10.15436	9.890347
2260	-17.46475	-15.39679	-2.067961	0.07391616	0	1	0.773023	0.2913917	9.377478	9.619056
2270	-19.23402	-16.81042	-2.423598	0.09299128	0	1	0.8179893	0.2774198	7.453894	9.394086
2280	-18.70741	-16.11114	-2.596278	0.08908004	0	1	0.8102055	0.3582421	7.781173	9.056605
2290	-18.29903	-16.04886	-2.25017	0.07482007	0	1	0.7756131	0.3429883	9.264187	9.393951
2300	-18.22378	-15.90083	-2.322944	0.08918112	0	1	0.8104146	0.2719802	7.772353	9.129027
2310	-17.80681	-16.17696	-1.629846	0.06007037	0	1	0.7253072	0.2522348	11.53892	9.815468
2320	-18.52789	-16.10665	-2.421237	0.08204153	0	1	0.7944854	0.3491582	8.448736	9.517191
2330	-18.70521	-16.59311	-2.112105	0.065504	0	1	0.7460214	0.3640599	10.58175	9.753532
2340	-18.72497	-15.95371	-2.771266	0.1021136	0	1	0.8339584	0.3236382	6.788004	8.835761
2350	-17.37375	-15.40869	-1.965062	0.06790956	0	1	0.7543179	0.2986371	10.20692	9.910748
2360	-18.03411	-16.28985	-1.744263	0.07040091	0	1	0.7624064	0.2271395	9.845713	9.591364
2370	-17.97337	-15.68	-2.293363	0.08029854	0	1	0.7902076	0.3188234	8.632127	9.500224
2380	-19.64033	-16.45441	-3.185921	0.114379	0	1	0.851576	0.3776653	6.06009	8.963639
2390	-20.31385	-18.03194	-2.28191	0.0804569	0	1	0.7906031	0.3141353	8.615137	8.713139
2400	-17.12422	-15.39915	-1.725065	0.0627425	0	1	0.735856	0.2621395	11.04749	9.909998
2410	-19.40491	-16.48369	-2.921214	0.1037381	0	1	0.8365218	0.3632535	6.681704	9.15956
2420	-17.55756	-15.46528	-2.092288	0.07506412	0	1	0.7763031	0.2913824	9.234068	9.659807
2430	-17.60281	-15.6267	-1.976111	0.0748549	0	1	0.7757118	0.2605771	9.259877	9.684001
2440	-21.77666	-19.74783	-2.028831	0.08141114	0	1	0.7929573	0.2390075	8.514156	9.953606
2450	-17.22707	-15.61562	-1.611444	0.05996639	0	1	0.7248816	0.2481828	11.55893	9.992136
2460	-17.8374	-15.67425	-2.163157	0.07534332	0	1	0.7770877	0.3109339	9.199849	9.723178
2470	-18.30675	-16.1971	-2.109648	0.08111898	0	1	0.7922418	0.2607369	8.544821	9.599317
2480	-18.28495	-16.05817	-2.226773	0.07746976	0	1	0.7828997	0.3167374	8.947326	9.169631
2490	-19.71082	-16.79465	-2.916168	0.09764752	0	1	0.8264929	0.4112895	7.098462	8.938906
2500	-19.02646	-17.35855	-1.667913	0.07084985	0	1	0.7638126	0.2084475	9.783327	9.549533
2510	-19.39011	-16.84786	-2.542249	0.0835392	0	1	0.7980323	0.3817463	8.297269	8.989865
2520	-22.68994	-19.99062	-2.699321	0.1135765	0	1	0.850536	0.2361429	6.102908	9.040434
2530	-18.87082	-16.44479	-2.426032	0.0787689	0	1	0.7863139	0.3760662	8.799758	9.466458
2540	-19.8376	-17.33129	-2.506311	0.08676149	0	1	0.8052852	0.3439311	7.989111	9.746267
2550	-19.78439	-18.02519	-1.759208	0.05914154	0	1	0.7214642	0.2927833	11.72014	9.442053
2560	-17.73266	-15.9896	-1.743057	0.06963143	0	1	0.7599605	0.2306005	9.954516	9.698597
2570	-19.36572	-16.31424	-3.051478	0.1087814	0	1	0.8440113	0.3717965	6.371927	8.992202
2580	-18.52963	-15.85812	-2.671506	0.09791954	0	1	0.8269661	0.3201735	7.078742	8.915047
2590	-20.20406	-17.22187	-2.982197	0.09992228	0	1	0.8303747	0.4186588	6.936863	8.68998
2600	-21.96363	-18.93314	-3.030492	0.1045357	0	1	0.8377525	0.3983992	6.630723	8.236772
2610	-18.03763	-15.73998	-2.297654	0.0789203	0	1	0.7867053	0.3296971	8.782876	9.488342
2620	-17.98906	-15.66065	-2.328406	0.08204768	0	1	0.7945002	0.3181627	8.448102	9.426212
2630	-21.38797	-19.28148	-2.106492	0.06389633	0	1	0.7401905	0.3745857	10.848	9.024677
2640	-17.62939	-15.53748	-2.091915	0.07827938	0	1	0.7850392	0.2720636	8.854786	9.406218
