Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
6220	-20.21831	-17.34713	-2.871179	0.1021618	0	1	0.8340357	0.3572781	6.784796	8.487058
6230	-19.92856	-16.64965	-3.278918	0.1244689	0	1	0.8635347	0.3345877	5.568839	8.52001
6240	-17.79964	-15.54142	-2.258214	0.08131371	0	1	0.7927192	0.3012516	8.524358	9.304383
6250	-18.21554	-15.89003	-2.325511	0.08339622	0	1	0.7976987	0.3082935	8.311494	9.07435
6260	-20.70768	-17.79818	-2.909503	0.09598563	0	1	0.823547	0.4232223	7.221364	8.596969
6270	-18.39087	-16.47358	-1.917288	0.06061973	0	1	0.7275364	0.3323357	11.43435	9.800864
6280	-18.40811	-16.01917	-2.388936	0.08208178	0	1	0.7945823	0.3377714	8.444592	9.543719
6290	-20.13241	-17.96751	-2.164899	0.09003885	0	1	0.8121717	0.2280314	7.698312	8.949931
6300	-20.64011	-17.50177	-3.138346	0.1105194	0	1	0.8464395	0.3908543	6.271725	9.255008
6310	-17.81759	-15.90062	-1.916976	0.07367771	0	1	0.7723305	0.2518274	9.407828	9.411476
6320	-18.13071	-15.74164	-2.389069	0.08466818	0	1	0.8006308	0.3197756	8.186632	9.397459
6330	-18.53278	-15.86819	-2.664592	0.0997288	0	1	0.8300511	0.3059913	6.950321	8.977509
6340	-17.83495	-16.1287	-1.706256	0.0579025	0	1	0.716188	0.2850809	11.97094	9.912264
6350	-20.71423	-17.61	-3.104238	0.1113027	0	1	0.8475098	0.3715212	6.227589	8.372044
6360	-19.72926	-16.80405	-2.925212	0.1111555	0	1	0.8473098	0.3115944	6.235835	8.562834
6370	-17.78525	-16.1836	-1.601653	0.0643804	0	1	0.7419712	0.2237901	10.76643	9.815129
6380	-21.16935	-18.36446	-2.804888	0.1072438	0	1	0.8417997	0.3001809	6.463287	9.339921
6390	-18.46326	-16.2645	-2.198761	0.07515232	0	1	0.7765515	0.3235125	9.223231	9.188501
6400	-17.56599	-15.64923	-1.916761	0.06476161	0	1	0.7433583	0.304213	10.70306	9.776697
6410	-18.91736	-17.04764	-1.86972	0.07806153	0	1	0.7844674	0.2188667	8.879498	9.48119
6420	-17.50808	-15.57202	-1.936067	0.07329521	0	1	0.7712116	0.2587729	9.456923	9.726645
6430	-19.11088	-17.28861	-1.822265	0.06043049	0	1	0.7267721	0.3034262	11.47016	9.50726
6440	-18.59593	-16.60161	-1.994323	0.07659808	0	1	0.7805516	0.2557294	9.049145	9.152472
6450	-19.80655	-17.49003	-2.316511	0.08172863	0	1	0.7937295	0.3165365	8.481081	8.764014
6460	-18.69121	-16.96612	-1.725086	0.07036304	0	1	0.7622871	0.2230043	9.851013	9.452672
6470	-18.57694	-16.18492	-2.392017	0.08104227	0	1	0.7920531	0.3463704	8.552909	9.13146
6480	-18.34291	-15.94544	-2.397478	0.09159655	0	1	0.8152846	0.2783861	7.567394	9.198396
6490	-18.84363	-16.26366	-2.579967	0.08816765	0	1	0.8082977	0.3593364	7.861695	9.385705
6500	-18.4559	-16.06414	-2.391761	0.09255492	0	1	0.8171513	0.2712267	7.489036	9.04169
6510	-18.38535	-16.42646	-1.958893	0.06518413	0	1	0.74488	0.3144716	10.63368	9.497655
6520	-18.41486	-16.2992	-2.115662	0.06868142	0	1	0.7568768	0.3415353	10.09221	9.505421
6530	-17.49596	-15.47605	-2.019907	0.07392507	0	1	0.7730488	0.2776677	9.376348	9.724301
6540	-18.88929	-17.08381	-1.805476	0.07026427	0	1	0.7619754	0.2421788	9.86486	9.295836
6550	-20.5327	-17.76072	-2.771978	0.1084722	0	1	0.8435715	0.2829887	6.390088	9.188719
6560	-23.30324	-19.13936	-4.163881	0.1392841	0	1	0.8780032	0.5919867	4.9765	8.574393
6570	-17.74288	-15.96222	-1.780668	0.07064081	0	1	0.7631597	0.2343648	9.812277	9.831476
6580	-19.57533	-16.33441	-3.240911	0.115794	0	1	0.8533757	0.3872124	5.986039	8.795942
6590	-19.17696	-16.22761	-2.949354	0.1053679	0	1	0.8390175	0.3609205	6.578354	8.742031
6600	-19.06118	-16.23734	-2.823846	0.1013883	0	1	0.8327886	0.3464006	6.83656	9.152583
6610	-17.30193	-15.6726	-1.629339	0.05984632	0	1	0.7243888	0.2533085	11.58212	9.960559
6620	-19.4836	-16.73463	-2.748975	0.09073153	0	1	0.8135683	0.4029695	7.63954	9.116324
6630	-21.92516	-17.6891	-4.236057	0.1500293	0	1	0.886726	0.5065622	4.620079	8.711357
6640	-18.55879	-16.33382	-2.224972	0.07139104	0	1	0.7654876	0.3596972	9.709162	9.846652
6650	-19.65027	-17.3437	-2.306567	0.07586352	0	1	0.7785359	0.354941	9.136765	8.961316
6660	-19.33065	-17.05136	-2.279292	0.08929408	0	1	0.8106478	0.2597399	7.762521	9.468645
6670	-19.64176	-16.48512	-3.156644	0.1123071	0	1	0.8488613	0.3832533	6.171888	8.981924
6680	-18.65807	-15.88802	-2.770056	0.1013893	0	1	0.8327902	0.3282532	6.836495	8.998852
6690	-18.89367	-16.0413	-2.85237	0.1028973	0	1	0.8352048	0.3451911	6.7363	9.038685
6700	-20.72219	-16.72675	-3.995446	0.1498477	0	1	0.8865889	0.3997702	4.625679	8.705869
6710	-17.70498	-15.65423	-2.050757	0.07808057	0	1	0.7845175	0.2621969	8.877332	9.521711
6720	-18.48629	-16.40976	-2.076534	0.07505231	0	1	0.7762698	0.2868996	9.235521	9.981484
6730	-20.36387	-17.26117	-3.102707	0.1046371	0	1	0.8379076	0.4273137	6.6243	8.644338
6740	-17.55034	-15.80544	-1.744894	0.06608195	0	1	0.7480604	0.2490973	10.48921	9.669303
6750	-17.45213	-15.63906	-1.813072	0.06092596	0	1	0.7287651	0.297505	11.37688	9.951615
6760	-20.88293	-18.31261	-2.570316	0.07611642	0	1	0.7792338	0.4595898	9.106408	9.655866
6770	-20.05491	-16.70058	-3.354332	0.1189066	0	1	0.8571876	0.4059964	5.829342	8.587582
6780	-18.45625	-16.18642	-2.269829	0.08711534	0	1	0.8060517	0.2694681	7.95666	9.408756
6790	-20.8153	-17.77687	-3.038425	0.09808429	0	1	0.8272515	0.4604876	7.066852	8.822401
6800	-19.28181	-16.39588	-2.885935	0.1115421	0	1	0.8478341	0.2971456	6.214222	8.906725
6810	-17.53292	-15.76073	-1.772184	0.0622523	0	1	0.7339752	0.2776604	11.13448	9.781702
6820	-22.424	-20.04868	-2.375318	0.06605669	0	1	0.7479719	0.4681567	10.49322	9.092162
6830	-18.96346	-16.32675	-2.636706	0.09367392	0	1	0.8192857	0.338375	7.399575	8.794873
6840	-18.23727	-16.04447	-2.192805	0.07979206	0	1	0.7889331	0.2914376	8.686919	9.70564
6850	-20.21284	-16.55222	-3.660621	0.135304	0	1	0.8744237	0.3894286	5.122888	8.762364
6860	-21.21009	-16.79518	-4.414909	0.1668961	0	1	0.8981643	0.4235135	4.153165	8.589298
6870	-19.00353	-17.34842	-1.655107	0.06132858	0	1	0.7303657	0.2518724	11.30219	9.539053
6880	-19.35888	-17.27887	-2.080008	0.08550302	0	1	0.802512	0.2306365	8.106698	9.412154
6890	-18.18717	-16.39086	-1.796311	0.06693816	0	1	0.7510274	0.2575185	10.35504	9.459691
6900	-17.7484	-15.5658	-2.18261	0.07626241	0	1	0.7796347	0.3109183	9.088976	9.600807
6910	-19.20468	-17.29568	-1.909002	0.05666644	0	1	0.7107474	0.3584353	12.23206	9.918701
6920	-18.06628	-15.88565	-2.180628	0.08431367	0	1	0.7998216	0.2615698	8.221054	9.30952
6930	-18.58607	-16.0073	-2.578775	0.09711053	0	1	0.8255514	0.2968714	7.137714	8.882276
6940	-17.2195	-15.32191	-1.89759	0.0693012	0	1	0.7588967	0.2710294	10.00195	9.840719
6950	-22.30686	-19.17405	-3.132813	0.1002594	0	1	0.8309357	0.4832424	6.91354	8.394851
6960	-18.41356	-16.12017	-2.293386	0.08958182	0	1	0.8112394	0.2618229	7.737588	9.117263
6970	-17.8503	-15.78994	-2.060358	0.07255873	0	1	0.7690284	0.2976358	9.552912	9.375966
6980	-17.26542	-15.48208	-1.78334	0.06137852	0	1	0.7305631	0.2860299	11.29299	9.957005
6990	-18.22088	-16.20057	-2.020311	0.06398284	0	1	0.7405103	0.343025	10.83333	9.842978
7000	-18.33989	-16.22675	-2.113138	0.08119547	0	1	0.7924295	0.2612243	8.536772	9.606553
7010	-18.61123	-16.31266	-2.298561	0.08850475	0	1	0.8090068	0.2692659	7.831751	9.393094
7020	-17.72229	-15.56238	-2.159907	0.07487153	0	1	0.7757589	0.3130433	9.25782	9.625952
7030	-17.19978	-15.5192	-1.680576	0.06507801	0	1	0.7444994	0.2386096	10.65102	9.965705
7040	-17.53733	-15.54043	-1.9969	0.06830805	0	1	0.755645	0.3057021	10.14737	9.696082
7050	-17.58131	-15.77892	-1.80239	0.06151854	0	1	0.7311151	0.2906658	11.26729	9.830806
7060	-18.59644	-16.41476	-2.181678	0.06869298	0	1	0.7569147	0.3647534	10.09051	9.791054
7070	-19.05153	-16.3023	-2.749225	0.1054059	0	1	0.8390748	0.2952203	6.575981	9.022345
7080	-19.94016	-17.12483	-2.81533	0.09197253	0	1	0.8160213	0.4194241	7.536459	9.27723
7090	-19.29026	-17.02159	-2.268675	0.07153046	0	1	0.7659155	0.3746555	9.690237	9.299794
7100	-20.58629	-18.28314	-2.303148	0.07407537	0	1	0.7734832	0.3674095	9.357323	8.840623
7110	-18.71593	-17.06529	-1.650637	0.07013029	0	1	0.7615514	0.2080298	9.883706	9.699195
7120	-18.40517	-16.2234	-2.181774	0.0719102	0	1	0.767074	0.3407155	9.639066	9.393233
7130	-24.21956	-17.5729	-6.646663	0.2596029	0	1	0.9345273	0.5517556	2.670029	8.543766
7140	-18.53388	-16.24239	-2.291493	0.08332344	0	1	0.7975285	0.2984429	8.318753	8.976698
7150	-18.37588	-16.49008	-1.8858	0.074597	0	1	0.774979	0.2393818	9.29189	9.316992
7160	-19.67106	-16.33037	-3.340695	0.1208142	0	1	0.8594288	0.3846095	5.7373	8.773621
7170	-18.08407	-16.34782	-1.736256	0.07066282	0	1	0.7632286	0.2240793	9.80922	9.839309
7180	-17.69419	-15.5666	-2.127592	0.07505144	0	1	0.7762673	0.3019343	9.235628	9.414629
7190	-21.41325	-16.95957	-4.45368	0.1650691	0	1	0.8970378	0.4576594	4.199133	8.49962
7200	-19.79446	-16.86367	-2.930784	0.1057755	0	1	0.8396301	0.351229	6.553004	8.541996
7210	-20.38019	-17.50238	-2.877807	0.09348071	0	1	0.8189206	0.4324021	7.414868	9.347664
7220	-17.57726	-15.55876	-2.018499	0.06907814	0	1	0.7581732	0.3073136	10.03425	9.934539
7230	-18.22441	-15.86817	-2.356239	0.09010901	0	1	0.8123141	0.2757059	7.692318	9.135996
7240	-22.55276	-19.15691	-3.395852	0.1148168	0	1	0.8521375	0.4615771	6.036983	8.17621
7250	-19.33547	-17.24152	-2.093952	0.06221585	0	1	0.7338344	0.3833467	11.14101	9.802563
7260	-19.88412	-17.6383	-2.245818	0.06556774	0	1	0.7462477	0.4155814	10.57147	9.880327
7270	-19.14158	-16.63939	-2.502195	0.09910271	0	1	0.8289956	0.2636031	6.99423	8.882134
7280	-19.80663	-18.05415	-1.752473	0.05816058	0	1	0.7173014	0.296935	11.91782	9.484063
7290	-17.97634	-15.79367	-2.182679	0.07400207	0	1	0.7732716	0.3262172	9.366591	9.446034
7300	-17.43374	-15.53972	-1.894018	0.06504285	0	1	0.744373	0.295603	10.65678	9.779205
7310	-19.05275	-16.57204	-2.480714	0.08037577	0	1	0.7904006	0.3838873	8.623833	9.327164
7320	-18.94907	-16.89034	-2.058728	0.07694847	0	1	0.7815011	0.2707214	9.00794	9.038648
7330	-20.74915	-18.47439	-2.274767	0.06472622	0	1	0.7432301	0.4354957	10.70891	9.57379
7340	-17.91852	-15.81748	-2.101034	0.07652891	0	1	0.7803632	0.2849459	9.057325	9.764455
7350	-20.52975	-18.29621	-2.233539	0.0713018	0	1	0.7652128	0.3634798	9.721314	8.919887
7360	-18.15466	-15.86544	-2.289221	0.08706344	0	1	0.8059396	0.2750474	7.961403	9.104204
7370	-19.2021	-16.23338	-2.968724	0.1058225	0	1	0.8397005	0.3644467	6.550091	8.74866
7380	-25.27201	-19.17738	-6.094635	0.2336389	0	1	0.9272515	0.5511638	2.966746	8.051207
7390	-20.46023	-17.35826	-3.10197	0.1246102	0	1	0.8636887	0.2794855	5.562522	8.695572
7400	-19.91659	-16.47536	-3.44123	0.1234705	0	1	0.8624367	0.4019774	5.613869	8.716748
7410	-20.53387	-16.56323	-3.970639	0.1500586	0	1	0.8867482	0.3882332	4.619176	8.597465
7420	-20.1244	-18.68881	-1.435591	0.05877857	0	1	0.7199365	0.2134746	11.79252	9.696058
7430	-26.7186	-18.30201	-8.416593	0.3459183	0	1	0.9508644	0.5187513	2.003789	8.567567
7440	-17.73238	-15.80327	-1.929107	0.0734383	0	1	0.7716314	0.2561992	9.438498	9.42344
7450	-17.45169	-15.47702	-1.974669	0.07230129	0	1	0.7682562	0.2746904	9.586927	9.805673
7460	-17.63184	-15.54226	-2.08958	0.07314394	0	1	0.7707663	0.3026796	9.476482	9.492471
7470	-18.34664	-16.90111	-1.445531	0.05769653	0	1	0.7152939	0.2206148	12.01367	9.957887
7480	-19.76515	-17.38221	-2.382934	0.07220197	0	1	0.767957	0.4140623	9.600114	9.611204
7490	-18.22862	-16.50537	-1.723249	0.06047648	0	1	0.7269582	0.2745535	11.46143	9.676728
7500	-21.40994	-18.09805	-3.31189	0.1150448	0	1	0.8524281	0.4223565	6.025021	8.301921
7510	-20.44595	-17.96236	-2.483585	0.07693933	0	1	0.7814764	0.4141141	9.00901	8.9935
7520	-18.18049	-15.89496	-2.285522	0.08636964	0	1	0.8044296	0.2780964	8.025357	9.380833
7530	-19.21066	-17.41918	-1.79148	0.07602282	0	1	0.778976	0.2113434	9.11762	9.613666
7540	-18.86539	-16.56223	-2.303167	0.08089344	0	1	0.7916863	0.3179255	8.568645	9.794086
7550	-20.56896	-17.72074	-2.848219	0.08986579	0	1	0.8118197	0.4532648	7.713137	9.156269
7560	-20.6456	-17.41447	-3.23113	0.1076711	0	1	0.8424204	0.4555747	6.437637	8.776681
7570	-18.31898	-16.17595	-2.143029	0.07792352	0	1	0.7841037	0.2885016	8.895224	9.116792
7580	-18.36312	-16.18021	-2.182904	0.07084815	0	1	0.7638073	0.3488754	9.78356	9.897758
7590	-18.64247	-16.13292	-2.509548	0.09648533	0	1	0.8244428	0.2807146	7.183965	8.918044
7600	-18.34297	-16.81835	-1.52462	0.06165798	0	1	0.7316628	0.2195205	11.24181	9.798297
7610	-18.8176	-17.31858	-1.49901	0.05302307	0	1	0.6936041	0.2569981	13.07256	9.989057
7620	-18.67231	-16.54802	-2.12429	0.0785137	0	1	0.7856512	0.2796217	8.828359	9.04042
7630	-17.24956	-15.35932	-1.89024	0.07005787	0	1	0.7613216	0.2647591	9.893924	9.718139
7640	-19.76754	-16.45811	-3.309427	0.1264881	0	1	0.8657032	0.3304848	5.479942	8.78855
7650	-19.28496	-16.54764	-2.73732	0.09383006	0	1	0.8195797	0.3729542	7.387262	9.322577
7660	-20.5042	-18.22094	-2.283263	0.06957043	0	1	0.7597646	0.3963061	9.963244	9.101853
7670	-19.63555	-16.76717	-2.868384	0.09935519	0	1	0.8294227	0.3781444	6.976457	9.278793
7680	-22.55355	-18.41578	-4.137766	0.1420169	0	1	0.8803459	0.544233	4.880736	8.438661
7690	-22.75579	-18.35811	-4.397679	0.1529553	0	1	0.8888904	0.5595751	4.531696	8.494144
7700	-20.0017	-17.84181	-2.159899	0.06586263	0	1	0.7472901	0.378987	10.52413	9.298524
7710	-18.98748	-16.66293	-2.324553	0.07569361	0	1	0.7780648	0.3626881	9.157275	9.876455
7720	-17.45522	-15.60816	-1.847063	0.06648351	0	1	0.7494598	0.2735518	10.42585	9.649809
7730	-18.49538	-16.10549	-2.389892	0.0925124	0	1	0.8170693	0.2709645	7.492479	9.013178
7740	-19.74828	-16.50397	-3.244304	0.1227765	0	1	0.8616631	0.3350224	5.645603	8.880439
7750	-18.45843	-16.07757	-2.380868	0.09030587	0	1	0.8127124	0.2814028	7.67555	9.321768
7760	-17.89417	-16.09975	-1.794425	0.06111763	0	1	0.7295292	0.2908237	11.3412	9.746268
7770	-17.95967	-15.86844	-2.091225	0.06911457	0	1	0.7582917	0.330241	10.02896	9.644566
7780	-20.8469	-17.62389	-3.223002	0.1080393	0	1	0.8429516	0.4483695	6.415693	8.573407
7790	-17.79203	-15.55406	-2.237971	0.07943996	0	1	0.7880385	0.3071892	8.725422	9.48576
7800	-19.1988	-16.80689	-2.39191	0.08468076	0	1	0.8006594	0.3205996	8.185415	9.718035
7810	-18.03406	-15.82472	-2.209342	0.08376743	0	1	0.7985627	0.2723278	8.274663	9.162865
7820	-17.3519	-15.45627	-1.895632	0.06608002	0	1	0.7480536	0.2896351	10.48951	9.756791
7830	-20.33901	-17.88306	-2.455957	0.1008571	0	1	0.8319216	0.2424946	6.87257	9.120797
7840	-17.10701	-15.2857	-1.821304	0.06706438	0	1	0.7514594	0.2633295	10.33555	9.89777
7850	-17.67182	-15.62594	-2.045885	0.06914325	0	1	0.7583848	0.31541	10.0248	9.681962
7860	-18.06014	-15.85721	-2.202924	0.07337226	0	1	0.7714378	0.3373677	9.446993	9.60088
7870	-19.4374	-16.89024	-2.547154	0.1011842	0	1	0.8324566	0.2638113	6.850348	8.801365
7880	-19.72871	-17.67159	-2.057121	0.08624817	0	1	0.804163	0.2218816	8.03666	9.334496
7890	-17.8016	-15.80834	-1.99326	0.07364482	0	1	0.7722347	0.2719792	9.412029	9.352723
7900	-17.80368	-15.68035	-2.123327	0.0747464	0	1	0.7754041	0.3026015	9.273319	9.779639
7910	-17.26526	-15.63884	-1.62642	0.05949016	0	1	0.7229176	0.2544862	11.65146	9.986792
7920	-21.337	-18.41882	-2.918181	0.08982786	0	1	0.8117424	0.4865032	7.716394	9.109568
7930	-19.64746	-17.41706	-2.230404	0.06581664	0	1	0.747128	0.4070691	10.53149	9.931654
7940	-17.94376	-15.89557	-2.048198	0.07347715	0	1	0.7717451	0.2883633	9.433507	9.308627
7950	-17.72857	-15.58274	-2.14583	0.07364803	0	1	0.7722441	0.3167864	9.411618	9.614144
7960	-19.21164	-17.41334	-1.798307	0.05586377	0	1	0.7071158	0.3263877	12.40781	9.778586
7970	-17.64414	-15.53586	-2.10828	0.07725862	0	1	0.7823353	0.282608	8.971778	9.36343
7980	-18.75715	-16.37385	-2.383302	0.07743241	0	1	0.7828001	0.3707007	8.951642	9.527618
7990	-18.69603	-16.728	-1.968025	0.06650517	0	1	0.7495349	0.3085837	10.42246	9.35303
8000	-17.95827	-15.62761	-2.330656	0.08323521	0	1	0.7973217	0.3109442	8.327572	9.394113
8010	-18.20034	-15.92347	-2.276867	0.08625339	0	1	0.8041744	0.2763807	8.036173	9.388397
8020	-18.13348	-15.70564	-2.427839	0.08574558	0	1	0.8030523	0.324903	8.083765	9.290707
8030	-18.61188	-16.38824	-2.223639	0.08481674	0	1	0.800968	0.2701661	8.172292	9.546021
8040	-22.45945	-17.97359	-4.485869	0.1654925	0	1	0.897301	0.468404	4.188392	8.874684
8050	-17.78921	-15.7066	-2.082607	0.06958231	0	1	0.7598028	0.3241735	9.961544	9.710972
8060	-20.07994	-17.50541	-2.574526	0.08311335	0	1	0.7970356	0.3978477	8.339781	8.859631
8070	-18.15409	-16.05408	-2.100016	0.07713887	0	1	0.7820139	0.2809953	8.985706	9.800519
8080	-23.18697	-21.42563	-1.761346	0.05619939	0	1	0.7086439	0.3123122	12.33371	9.068146
8090	-18.25725	-15.72649	-2.530762	0.09068583	0	1	0.8134767	0.3242833	7.64339	9.140987
8100	-20.83028	-17.38313	-3.447151	0.1176015	0	1	0.8556132	0.4579946	5.894034	8.914477
8110	-18.30928	-16.69256	-1.616719	0.06700459	0	1	0.7512549	0.2148822	10.34477	9.706693
8120	-20.91212	-16.99507	-3.917056	0.1533706	0	1	0.8891909	0.3430044	4.519427	8.500885
8130	-20.93894	-17.73162	-3.207318	0.1297598	0	1	0.8690759	0.2783907	5.341771	8.726754
8140	-19.76065	-17.76189	-1.998764	0.08407503	0	1	0.7992735	0.2191817	8.244388	9.424843
8150	-18.49855	-16.0678	-2.430751	0.08666935	0	1	0.8050846	0.3195252	7.997605	9.480369
8160	-18.83312	-16.3494	-2.483726	0.09757532	0	1	0.8263669	0.2673041	7.103714	8.997352
8170	-19.16221	-16.72357	-2.438639	0.07787985	0	1	0.7839884	0.38809	8.900213	9.358604
8180	-19.25256	-17.80634	-1.446221	0.06195757	0	1	0.7328329	0.2016814	11.18745	9.7937
8190	-20.0655	-18.37281	-1.69269	0.06285557	0	1	0.7362864	0.2531806	11.02762	9.326725
8200	-20.59064	-17.23909	-3.351558	0.1160117	0	1	0.8536487	0.4305232	5.974807	8.517305
8210	-17.5806	-15.71057	-1.870028	0.0661384	0	1	0.748258	0.2819639	10.48025	9.625169
8220	-18.55879	-15.87527	-2.683517	0.09575244	0	1	0.8231259	0.3392916	7.238951	9.084772
8230	-18.39947	-16.04495	-2.35452	0.07991474	0	1	0.7892431	0.3417017	8.673584	9.596342
8240	-17.08869	-15.31285	-1.775839	0.06277928	0	1	0.7359961	0.2755779	11.04102	9.958794
8250	-18.29008	-16.09351	-2.196562	0.07357567	0	1	0.772033	0.3337841	9.420875	9.344666
8260	-18.20723	-16.36794	-1.839288	0.0586312	0	1	0.7193121	0.3206473	11.82216	9.899594
8270	-20.58191	-19.10601	-1.475902	0.06485277	0	1	0.743688	0.1953776	10.68801	9.576075
8280	-17.31848	-15.42192	-1.896564	0.06642812	0	1	0.7492676	0.2877718	10.43454	9.757648
8290	-18.14691	-16.44948	-1.69743	0.06140765	0	1	0.7306781	0.2623206	11.28764	9.663328
8300	-19.8483	-17.77994	-2.068365	0.058873	0	1	0.7203354	0.4011308	11.7736	9.971875
8310	-18.19529	-16.17216	-2.023128	0.07957753	0	1	0.7883889	0.2470775	8.710338	9.266097
8320	-19.85655	-17.50898	-2.347567	0.0709632	0	1	0.7641652	0.4103194	9.767699	9.447084
8330	-18.46214	-16.85626	-1.605883	0.05618851	0	1	0.7085946	0.2674067	12.3361	9.850506
8340	-17.39759	-15.50671	-1.890886	0.07186846	0	1	0.7669472	0.2549445	9.644664	9.702874
8350	-18.20876	-16.58263	-1.626127	0.06244182	0	1	0.7347052	0.2389657	11.10069	9.676865
8360	-18.4891	-16.23508	-2.254017	0.08035506	0	1	0.7903489	0.306155	8.626055	9.036659
8370	-19.38303	-17.02627	-2.35676	0.09408713	0	1	0.8200618	0.2535195	7.367077	9.266495
8380	-18.3432	-15.8468	-2.496404	0.09441142	0	1	0.8206664	0.2895137	7.341772	9.074891
8390	-18.73406	-17.03103	-1.703026	0.0563416	0	1	0.7092872	0.2937311	12.30258	9.788292
8400	-19.80989	-18.07049	-1.739404	0.05508112	0	1	0.7034977	0.3128707	12.58411	9.65695
8410	-20.42905	-17.636	-2.793049	0.09240957	0	1	0.8168705	0.4063954	7.500816	9.552108
8420	-20.11223	-17.12726	-2.984973	0.1092867	0	1	0.8447249	0.3441646	6.342469	9.220581
8430	-17.42623	-15.51326	-1.912967	0.07122548	0	1	0.7649774	0.2642172	9.731731	9.561072
8440	-20.34445	-18.22366	-2.120788	0.06401405	0	1	0.7406256	0.3790311	10.82805	9.278519
8450	-22.3935	-18.99767	-3.395831	0.1377103	0	1	0.8766123	0.2839589	5.033374	8.376013
8460	-21.741	-18.7586	-2.982398	0.09207155	0	1	0.8162144	0.4946494	7.528353	9.397256
8470	-17.01372	-15.25946	-1.754265	0.06290519	0	1	0.7364749	0.2689769	11.01892	9.987733
8480	-17.98103	-15.75559	-2.225445	0.07875624	0	1	0.7862811	0.3077987	8.801172	9.643127
8490	-22.10971	-18.11646	-3.993254	0.1424945	0	1	0.8807461	0.4662544	4.864379	8.222209
8500	-21.03058	-19.24947	-1.781102	0.05641523	0	1	0.7096193	0.3170879	12.28653	9.362881
8510	-22.02859	-18.43479	-3.593798	0.1381825	0	1	0.8770329	0.3426729	5.016173	8.226243
8520	-19.58057	-17.29489	-2.285675	0.07137866	0	1	0.7654495	0.3823087	9.710846	9.251044
8530	-18.13148	-15.72212	-2.409359	0.08506848	0	1	0.801537	0.3235698	8.148108	9.347671
8540	-17.62885	-15.48863	-2.140218	0.07504252	0	1	0.7762422	0.3058285	9.236726	9.587895
8550	-21.12873	-17.45544	-3.673286	0.1267375	0	1	0.8659664	0.4730145	5.469156	8.812615
8560	-17.63986	-15.76276	-1.877093	0.07239834	0	1	0.7685478	0.2486408	9.574076	9.798805
8570	-18.88336	-16.4478	-2.43556	0.08151033	0	1	0.7931991	0.3582099	8.503795	9.639384
8580	-19.37987	-16.8535	-2.526363	0.08386088	0	1	0.7987792	0.3731739	8.265441	9.650146
8590	-21.36027	-18.67294	-2.687329	0.09060442	0	1	0.8133135	0.3799017	7.650258	9.84132
8600	-18.35063	-15.76371	-2.586919	0.09348379	0	1	0.8189264	0.3232425	7.414624	9.033513
8610	-18.3926	-16.54165	-1.85095	0.0599569	0	1	0.7248428	0.3154098	11.56076	9.736532
8620	-18.48649	-16.52307	-1.963421	0.07292287	0	1	0.7701126	0.2680587	9.50521	9.212261
8630	-19.31171	-17.64927	-1.66244	0.05828278	0	1	0.7178259	0.2706666	11.89283	9.584599
8640	-19.73538	-17.13612	-2.599266	0.09173039	0	1	0.8155475	0.3396637	7.556353	8.645339
8650	-17.43336	-15.51999	-1.913371	0.07259412	0	1	0.7691342	0.2567576	9.548256	9.700078
8660	-19.53715	-16.92726	-2.609892	0.08383165	0	1	0.7987115	0.4059351	8.268323	9.228882
8670	-19.94868	-16.57934	-3.369345	0.119082	0	1	0.8573966	0.4106062	5.820755	8.736975
8680	-17.52489	-15.44593	-2.078957	0.07301557	0	1	0.7703871	0.300298	9.493141	9.688333
8690	-19.07281	-17.28996	-1.782846	0.06349582	0	1	0.7387004	0.273328	10.91642	9.392041
8700	-22.69981	-19.57253	-3.127285	0.0940835	0	1	0.820055	0.5478724	7.367362	9.030009
8710	-20.69449	-18.09357	-2.600924	0.07866859	0	1	0.7860539	0.4488933	8.810977	9.678555
8720	-19.68879	-17.45776	-2.231033	0.09193887	0	1	0.8159556	0.233995	7.539218	8.990857
8730	-20.47777	-17.16854	-3.309232	0.1316879	0	1	0.8709861	0.2959013	5.26356	8.67775
8740	-18.39431	-15.88546	-2.508849	0.09287918	0	1	0.8177747	0.3028272	7.462891	8.944407
8750	-19.10065	-17.08064	-2.02001	0.08210763	0	1	0.7946444	0.2334331	8.441934	9.552925
8760	-17.83737	-15.6603	-2.177066	0.07822317	0	1	0.784892	0.2965985	8.861149	9.636521
8770	-17.35068	-15.55979	-1.790889	0.06568934	0	1	0.7466785	0.2630042	10.5519	9.71597
8780	-19.2281	-16.15979	-3.068312	0.1107349	0	1	0.8467354	0.3627551	6.259521	8.75014
8790	-22.88269	-18.9783	-3.90439	0.1308611	0	1	0.8701738	0.5460598	5.296816	8.99525
8800	-18.3024	-15.77454	-2.527858	0.08973312	0	1	0.811549	0.3299464	7.724541	9.095636
8810	-17.35063	-15.38344	-1.967191	0.07015324	0	1	0.7616241	0.2853588	9.880473	9.646198
8820	-19.63647	-17.55287	-2.083596	0.0613997	0	1	0.7306467	0.3860252	11.2891	9.714937
8830	-20.32953	-16.9895	-3.340027	0.1273938	0	1	0.866654	0.3342674	5.44098	8.445428
8840	-19.77401	-17.81208	-1.961934	0.05601574	0	1	0.7078095	0.3831736	12.37415	9.960082
8850	-19.07607	-16.10808	-2.967988	0.1099335	0	1	0.8456292	0.3337558	6.305152	8.949262
