Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
1460	0	-12.98731	-15.06229	2.074981	0.03138971
1461	1	-12.96972	-14.91232	1.942598	0.03583277
1462	0	-14.2449	-16.73089	2.485992	0.02081073
1463	1	-12.9578	-14.95864	2.000836	0.03380554
1464	0	-15.92573	-16.98198	1.056246	0.08693969
1465	1	-13.20628	-14.95651	1.750225	0.04343373
1466	0	-12.96396	-14.99608	2.032119	0.03276437
1467	1	-13.086	-14.90708	1.821084	0.04046256
1468	0	-13.52148	-15.1402	1.618718	0.04953814
1469	1	-13.92341	-15.4163	1.492896	0.05618023
1470	0	-13.01403	-14.89483	1.880795	0.03811723
1471	1	-12.9595	-14.9746	2.015106	0.03332656
1472	0	-12.9701	-15.01712	2.04702	0.03227978
1473	1	-13.23999	-14.97346	1.733468	0.04416767
1474	0	-13.2073	-14.957	1.749705	0.0434563
1475	1	-12.9816	-14.9026	1.920996	0.03661526
1476	0	-14.97493	-16.21643	1.241505	0.07223727
1477	1	-13.22065	-14.96361	1.742964	0.04375025
1478	0	-15.87007	-16.93651	1.066438	0.08605813
1479	1	-13.01353	-15.11782	2.104283	0.03048327
1480	0	-13.20452	-14.95565	1.751128	0.0433945
1481	1	-15.08627	-16.30464	1.218364	0.0739284
1482	0	-13.09416	-14.90964	1.81548	0.04068993
1483	1	-12.95836	-14.94058	1.982228	0.03444048
1484	0	-14.95026	-16.19695	1.246697	0.07186316
1485	1	-13.04437	-14.89712	1.852751	0.03920128
1486	0	-12.97045	-15.01819	2.047746	0.03225634
1487	1	-13.35461	-15.03701	1.682396	0.04648197
1488	0	-13.34536	-15.62007	2.274712	0.02570664
1489	1	-13.1038	-14.91287	1.809063	0.04095187
1490	0	-14.13781	-15.57286	1.435052	0.05952572
1491	1	-13.09801	-15.26444	2.166433	0.0286464
1492	0	-13.30604	-15.00914	1.703093	0.04552985
1493	1	-12.99746	-14.89676	1.899294	0.03741855
1494	0	-13.23807	-14.97247	1.7344	0.0441265
1495	1	-15.0982	-16.31411	1.215913	0.07410983
1496	0	-13.09663	-14.91045	1.813818	0.04075764
1497	1	-12.98803	-14.89958	1.91155	0.03696277
1498	0	-12.98992	-14.89888	1.908955	0.03705881
1499	1	-13.4086	-15.70418	2.295575	0.02517586
1500	0	-13.23734	-14.97209	1.734754	0.04411088
1501	1	-14.07856	-15.52913	1.450569	0.05860919
1502	0	-14.25591	-16.74383	2.487917	0.02077071
1503	1	-13.29337	-15.00207	1.708705	0.04527505
1504	0	-13.75106	-15.29447	1.543407	0.05341299
1505	1	-12.95964	-14.97554	2.015899	0.03330016
1506	0	-13.51164	-15.13386	1.62222	0.04936496
1507	1	-13.06453	-15.20965	2.145126	0.02926332
1508	0	-12.97227	-15.02363	2.051356	0.03214011
1509	1	-13.29294	-15.00183	1.708898	0.04526632
1510	0	-13.44046	-15.08887	1.648409	0.04808893
1511	1	-12.97589	-14.90639	1.930493	0.03626917
1512	0	-12.96707	-15.00737	2.040302	0.03249736
1513	1	-13.84225	-15.35841	1.516162	0.05488822
1514	0	-13.93509	-15.42471	1.489614	0.05636491
1515	1	-12.95997	-14.97749	2.017519	0.03324625
1516	0	-13.39578	-15.06151	1.665728	0.04726325
1517	1	-13.23493	-14.97085	1.735926	0.04405924
1518	0	-16.65101	-17.57989	0.9288804	0.09874892
1519	1	-14.1247	-15.56316	1.438457	0.05932343
1520	0	-13.9193	-15.41336	1.494052	0.0561153
1521	1	-13.52015	-15.13934	1.619192	0.04951468
1522	0	-15.1705	-16.37166	1.201158	0.07521139
1523	1	-12.99368	-14.8977	1.904018	0.03724222
1524	0	-13.83418	-15.35271	1.518523	0.05475878
1525	1	-16.71635	-17.63419	0.9178383	0.09984536
1526	0	-14.43049	-16.94773	2.517238	0.02017053
1527	1	-13.3158	-15.01464	1.698835	0.0457241
1528	0	-13.00835	-14.89515	1.886798	0.03788908
1529	1	-14.66288	-15.97198	1.309099	0.06751583
1530	0	-14.02516	-15.49	1.464848	0.05777827
1531	1	-13.02795	-15.14527	2.117315	0.03008858
1532	0	-13.62979	-15.98776	2.357975	0.02365291
1533	1	-13.21133	-14.95898	1.747653	0.04354556
1534	0	-15.10072	-16.31611	1.215396	0.07414811
1535	1	-14.4147	-15.78106	1.366358	0.0637585
1536	0	-12.97129	-14.91057	1.939273	0.03595211
1537	1	-13.03891	-14.89631	1.857401	0.03901943
1538	0	-13.12605	-14.92102	1.794968	0.04153319
1539	1	-15.12124	-16.33243	1.21119	0.07446064
1540	0	-15.35705	-16.52094	1.163889	0.07806735
1541	1	-13.17444	-15.38106	2.206618	0.02751808
1542	0	-13.26781	-14.98813	1.720321	0.04475216
1543	1	-13.5755	-15.17546	1.599956	0.05047637
1544	0	-13.5323	-15.1472	1.6149	0.04972766
1545	1	-13.78392	-15.31737	1.533444	0.0539478
1546	0	-12.95846	-14.96682	2.008361	0.03355211
1547	1	-13.0492	-14.89795	1.848748	0.03935853
1548	0	-13.0382	-14.89622	1.858018	0.03899537
1549	1	-12.98718	-15.06198	2.074805	0.03139521
1550	0	-13.22937	-14.96802	1.738643	0.04393969
1551	1	-12.98669	-15.06084	2.074149	0.03141582
1552	0	-13.59334	-15.94192	2.348581	0.02387615
1553	1	-12.97554	-14.90667	1.931124	0.0362463
1554	0	-14.55438	-15.88808	1.3337	0.06587512
1555	1	-14.17926	-15.60364	1.424384	0.06016419
1556	0	-13.01749	-14.89477	1.877285	0.03825123
1557	1	-13.60905	-15.96171	2.352665	0.02377883
1558	0	-13.00088	-15.09219	2.091312	0.03088123
1559	1	-16.20607	-17.21196	1.005886	0.09143014
1560	0	-13.01184	-15.11448	2.102641	0.03053337
1561	1	-13.01441	-15.11953	2.105119	0.03045779
1562	0	-15.90031	-16.9612	1.060893	0.08653667
1563	1	-13.33703	-15.02678	1.689748	0.04614153
1564	0	-13.05008	-15.18494	2.134852	0.02956553
1565	1	-12.95996	-14.93204	1.972083	0.03479168
1566	0	-13.673	-15.24081	1.567807	0.05212547
1567	1	-15.85682	-16.9257	1.068873	0.0858488
1568	0	-13.19433	-14.95075	1.756411	0.04316585
1569	1	-14.46568	-15.81998	1.354301	0.06453194
1570	0	-13.02878	-14.89522	1.86644	0.03866834
1571	1	-13.3552	-15.03735	1.682152	0.04649333
1572	0	-12.96382	-14.99554	2.031712	0.03277771
1573	1	-13.04468	-14.89717	1.852492	0.03921146
1574	0	-13.12768	-15.31084	2.183158	0.02817127
1575	1	-14.65798	-15.96818	1.310197	0.06744172
1576	0	-14.02696	-16.4727	2.445747	0.02166534
1577	1	-14.37462	-15.75058	1.375954	0.0631496
1578	0	-16.4912	-17.44737	0.9561614	0.09609137
1579	1	-14.29779	-15.69245	1.39466	0.06197935
1580	0	-14.03067	-15.49403	1.463359	0.05786436
1581	1	-12.95783	-14.95926	2.001425	0.03378564
1582	0	-13.12626	-14.9211	1.794844	0.04153836
1583	1	-12.99949	-15.08927	2.08978	0.03092859
1584	0	-12.97571	-14.90654	1.930828	0.036257
1585	1	-13.25997	-15.50331	2.243337	0.02652595
1586	0	-12.98007	-14.90349	1.92342	0.03652662
1587	1	-13.14227	-15.33309	2.190811	0.02795649
1588	0	-14.03439	-15.49675	1.46236	0.05792224
1589	1	-13.96811	-15.44854	1.480429	0.05688503
1590	0	-14.21228	-15.62827	1.41599	0.06067133
1591	1	-13.34294	-15.61682	2.27388	0.02572803
1592	0	-13.81998	-16.22286	2.402883	0.0226142
1593	1	-13.29297	-15.00185	1.70888	0.0452671
1594	0	-13.09079	-14.90857	1.817774	0.04059672
1595	1	-13.29145	-15.00101	1.709564	0.04523617
1596	0	-13.0557	-15.19463	2.138938	0.02944496
1597	1	-12.96559	-15.00219	2.036601	0.03261787
1598	0	-13.00535	-14.89545	1.890102	0.03776411
1599	1	-12.9582	-14.94187	1.983665	0.03439103
1600	0	-13.35179	-15.62871	2.276917	0.02565001
1601	1	-13.33932	-15.0281	1.688782	0.04618612
1602	0	-13.00949	-15.10981	2.100322	0.03060425
1603	1	-12.95784	-14.94602	1.988176	0.03423624
1604	0	-13.22785	-14.96724	1.739394	0.04390671
1605	1	-13.27889	-14.99413	1.715231	0.04498055
1606	0	-15.09771	-16.31372	1.216014	0.0741023
1607	1	-13.52906	-15.8603	2.331246	0.02429364
1608	0	-15.70695	-16.80365	1.096707	0.08349223
1609	1	-13.08714	-14.90743	1.820291	0.04049465
1610	0	-13.67018	-15.23889	1.56871	0.05207841
1611	1	-13.01772	-14.89477	1.877054	0.03826008
1612	0	-12.9772	-15.03728	2.060077	0.03186103
1613	1	-12.96307	-14.923	1.959935	0.0352169
1614	0	-12.95782	-14.959	2.001179	0.03379397
1615	1	-14.86423	-16.12923	1.264993	0.07056032
1616	0	-13.33253	-15.02418	1.691657	0.04605353
1617	1	-12.96231	-14.9248	1.962488	0.03512711
1618	0	-12.95764	-14.9529	1.995264	0.03399443
1619	1	-14.74754	-17.3132	2.565661	0.01921709
1620	0	-13.49796	-15.12509	1.627132	0.04912306
1621	1	-15.0048	-16.24005	1.235251	0.07269047
1622	0	-14.64784	-17.19886	2.551023	0.01950045
1623	1	-14.46427	-15.8189	1.354633	0.06451052
1624	0	-13.45773	-15.76842	2.310693	0.02479813
1625	1	-13.19311	-14.95016	1.757054	0.04313809
1626	0	-15.69411	-16.79323	1.099115	0.08329145
1627	1	-12.99834	-14.89657	1.898238	0.03745811
1628	0	-13.61904	-15.97427	2.355235	0.02371781
1629	1	-16.05388	-17.08691	1.03303	0.08898169
1630	0	-12.96164	-14.98618	2.024541	0.0330136
1631	1	-12.99135	-14.8984	1.907054	0.03712932
1632	0	-13.00874	-15.10832	2.099575	0.03062713
1633	1	-13.10131	-15.26969	2.16838	0.02859068
1634	0	-13.47569	-15.11094	1.635248	0.04872602
1635	1	-13.91647	-15.41132	1.494851	0.0560705
1636	0	-13.97289	-16.40794	2.435045	0.02189845
1637	1	-13.81021	-15.3358	1.525595	0.05437292
1638	0	-12.97883	-14.90428	1.925444	0.03645275
1639	1	-13.63533	-15.99471	2.359379	0.02361972
1640	0	-12.95787	-14.94554	1.987664	0.03425379
1641	1	-13.89926	-15.39899	1.499729	0.05579767
1642	0	-14.9635	-16.20741	1.243906	0.07206399
1643	1	-12.9671	-15.00747	2.040372	0.03249508
1644	0	-13.21026	-14.95846	1.748194	0.04352201
1645	1	-13.21607	-14.96133	1.74526	0.0436499
1646	0	-13.26353	-15.50826	2.244733	0.02648895
1647	1	-13.88175	-15.38648	1.504731	0.05551924
1648	0	-13.27403	-14.99148	1.717456	0.04488058
1649	1	-12.96639	-15.00503	2.038641	0.03255138
1650	0	-14.46327	-15.81814	1.354867	0.0644954
1651	1	-13.06987	-14.90254	1.832675	0.03999627
1652	0	-14.81998	-16.09451	1.274527	0.06989082
1653	1	-12.96055	-14.98075	2.020201	0.03315721
1654	0	-13.46348	-15.10324	1.639763	0.0485065
1655	1	-13.90387	-16.32477	2.420897	0.02221048
1656	0	-12.96927	-15.01454	2.045273	0.03233623
1657	1	-13.02135	-14.89482	1.873476	0.0383972
1658	0	-15.19496	-16.39117	1.196208	0.07558459
1659	1	-13.28566	-15.53889	2.253232	0.02626477
1660	0	-14.30498	-15.69787	1.392892	0.06208903
1661	1	-13.23928	-14.97309	1.733812	0.04415247
1662	0	-13.16036	-14.9352	1.774838	0.04237772
1663	1	-12.96163	-14.92656	1.964924	0.03504165
1664	0	-14.20451	-15.62247	1.417956	0.06055212
1665	1	-12.95765	-14.95139	1.993741	0.03404624
1666	0	-13.06234	-14.90069	1.838356	0.03976967
1667	1	-13.01999	-14.89479	1.874798	0.03834648
1668	0	-13.31315	-15.01314	1.699986	0.0456715
1669	1	-13.81568	-15.33965	1.523974	0.05446112
1670	0	-13.11073	-14.9153	1.804572	0.0411362
1671	1	-12.99558	-14.8972	1.901615	0.03733181
1672	0	-13.21165	-14.95914	1.74749	0.04355268
1673	1	-13.07796	-14.90473	1.826768	0.04023321
1674	0	-12.97419	-14.90779	1.933602	0.03615658
1675	1	-13.38971	-15.05785	1.668141	0.04714931
1676	0	-13.65808	-15.23068	1.572598	0.05187634
1677	1	-13.23851	-14.97269	1.734187	0.04413593
1678	0	-13.09623	-15.2616	2.165371	0.02867683
1679	1	-14.06842	-15.52168	1.453259	0.05845179
1680	0	-14.56191	-15.89388	1.331972	0.06598907
1681	1	-13.72226	-15.27454	1.552286	0.05294082
1682	0	-13.19483	-14.95098	1.756151	0.04317706
1683	1	-12.95983	-14.93254	1.972708	0.03476992
1684	0	-13.00642	-14.89533	1.888908	0.03780921
1685	1	-12.95848	-14.93968	1.981208	0.03447563
1686	0	-14.4449	-16.96446	2.519566	0.02012364
1687	1	-12.96684	-15.00658	2.039743	0.03251552
1688	0	-13.04387	-15.17405	2.130177	0.02970406
1689	1	-15.50491	-16.64001	1.135096	0.08034779
1690	0	-12.97002	-15.01689	2.046868	0.03228467
1691	1	-13.33964	-15.02829	1.688649	0.04619226
1692	0	-12.99784	-14.89668	1.898838	0.03743565
1693	1	-15.26166	-17.89599	2.634332	0.01794172
1694	0	-14.02003	-15.48627	1.466233	0.05769832
1695	1	-13.03852	-14.89626	1.857743	0.0390061
1696	0	-13.13827	-15.32702	2.188745	0.02801433
1697	1	-13.23523	-14.97101	1.735778	0.04406577
1698	0	-12.95764	-14.9518	1.99416	0.03403199
1699	1	-13.00789	-15.10661	2.098714	0.0306535
1700	0	-12.97503	-14.90708	1.932044	0.03621297
1701	1	-13.6961	-15.25657	1.560473	0.05250917
1702	0	-13.07808	-14.90476	1.826686	0.04023652
1703	1	-15.40337	-16.55817	1.154802	0.07877997
1704	0	-13.00936	-14.89507	1.885711	0.03793029
1705	1	-13.09424	-15.25841	2.164178	0.02871108
1706	0	-13.47059	-15.10772	1.637129	0.04863442
1707	1	-13.01402	-15.11876	2.104746	0.03046917
1708	0	-12.97982	-15.04407	2.064256	0.03172818
1709	1	-13.49633	-15.12405	1.627722	0.04909412
1710	0	-13.79746	-15.32685	1.529388	0.05416706
1711	1	-13.03651	-14.896	1.859489	0.03893806
1712	0	-15.24112	-16.42804	1.18692	0.07628996
1713	1	-13.09185	-15.25459	2.162736	0.02875252
1714	0	-12.95773	-14.94808	1.990346	0.03416204
1715	1	-14.29195	-15.68805	1.396097	0.06189032
1716	0	-12.95933	-14.97352	2.014187	0.0333572
1717	1	-13.50567	-15.13003	1.624355	0.04925966
1718	0	-13.15247	-14.93179	1.779321	0.04218818
1719	1	-12.96337	-14.9937	2.030333	0.03282295
1720	0	-13.42283	-15.07799	1.655153	0.04776573
1721	1	-13.14664	-14.92932	1.782685	0.04204648
1722	0	-14.38189	-15.75609	1.374207	0.06326005
1723	1	-14.79354	-16.07381	1.280265	0.06949093
1724	0	-15.10331	-16.31817	1.214864	0.07418758
1725	1	-13.64011	-16.00069	2.360583	0.02359131
1726	0	-12.96119	-14.98403	2.022834	0.03307003
1727	1	-15.70388	-18.39018	2.686296	0.0170332
1728	0	-13.05798	-14.89971	1.841728	0.03963579
1729	1	-13.82232	-16.22572	2.403399	0.02260252
1730	0	-13.04151	-15.16985	2.128347	0.02975847
1731	1	-13.12129	-14.9192	1.797905	0.04141139
1732	0	-12.95766	-14.95479	1.997122	0.03393133
1733	1	-13.06712	-14.90185	1.83473	0.03991413
1734	0	-12.9789	-15.04173	2.062825	0.03177362
1735	1	-13.79912	-16.19737	2.398252	0.02271916
1736	0	-12.95768	-14.94945	1.991765	0.03411359
1737	1	-12.96239	-14.9246	1.962216	0.03513667
1738	0	-13.04945	-14.898	1.848551	0.0393663
1739	1	-13.63093	-15.21236	1.581429	0.05142023
1740	0	-14.26961	-15.67124	1.401626	0.06154908
1741	1	-12.97337	-15.02678	2.053412	0.03207409
1742	0	-14.00764	-15.47724	1.469595	0.05750468
1743	1	-13.32928	-15.02232	1.693037	0.04599001
1744	0	-13.44322	-15.09058	1.647363	0.04813923
1745	1	-13.82982	-15.34963	1.519804	0.05468871
1746	0	-13.37433	-15.04865	1.674321	0.04685886
1747	1	-13.81094	-15.33632	1.525378	0.05438473
1748	0	-12.96734	-15.00828	2.040942	0.03247658
1749	1	-13.16802	-14.93858	1.770568	0.04255907
1750	0	-12.97756	-14.90515	1.927594	0.03637447
1751	1	-16.33015	-17.31422	0.9840745	0.09344625
1752	0	-13.06818	-14.90211	1.833932	0.039946
1753	1	-13.90778	-15.40509	1.497312	0.0559327
1754	0	-15.21105	-17.83906	2.628011	0.0180555
1755	1	-13.09983	-14.91151	1.811682	0.04084479
1756	0	-13.04712	-14.89758	1.850464	0.03929106
1757	1	-13.41394	-15.07254	1.658598	0.04760144
1758	0	-13.04712	-14.89758	1.850464	0.03929106
1759	1	-13.91432	-15.40978	1.49546	0.05603635
1760	0	-12.97344	-15.02698	2.053539	0.03207004
1761	1	-12.97372	-15.02777	2.054051	0.0320536
1762	0	-13.2696	-15.51669	2.247096	0.02642643
1763	1	-13.90097	-16.32126	2.420291	0.02222394
1764	0	-13.06946	-14.90244	1.83298	0.03998404
1765	1	-13.52438	-15.14207	1.617693	0.04958894
1766	0	-13.73417	-16.11757	2.383397	0.02305917
1767	1	-13.52438	-15.14207	1.617693	0.04958894
1768	0	-13.16014	-14.9351	1.77496	0.04237255
1769	1	-12.98592	-14.90045	1.914526	0.03685291
1770	0	-13.05947	-15.20108	2.141616	0.02936623
1771	1	-13.60751	-15.95978	2.352268	0.02378828
1772	0	-13.99322	-16.43233	2.439108	0.02180967
1773	1	-13.28637	-14.99821	1.711843	0.04513319
1774	0	-14.34324	-15.72679	1.383543	0.06267217
1775	1	-13.08011	-14.90534	1.825234	0.04029497
1776	0	-13.48186	-15.11485	1.632984	0.04883647
1777	1	-13.77668	-16.16988	2.393196	0.02283433
1778	0	-13.97533	-15.45376	1.478439	0.05699835
1779	1	-13.62577	-15.98273	2.356954	0.02367706
1780	0	-12.96048	-14.93011	1.969624	0.03487734
1781	1	-13.09826	-14.91099	1.812726	0.04080214
1782	0	-16.07534	-17.10452	1.029176	0.0893253
1783	1	-12.95814	-14.94242	1.984282	0.03436982
1784	0	-13.08896	-14.90799	1.819032	0.04054566
1785	1	-14.05755	-15.5137	1.456154	0.05828278
1786	0	-13.00336	-14.89571	1.892352	0.03767923
1787	1	-13.05187	-15.18803	2.136164	0.02952676
1788	0	-13.16874	-15.37266	2.203914	0.02759259
1789	1	-13.9113	-16.33374	2.422447	0.02217607
1790	0	-13.88321	-15.38752	1.504314	0.05554241
1791	1	-13.53818	-15.15102	1.612839	0.04983026
1792	0	-12.99015	-14.8988	1.908651	0.03707007
1793	1	-13.03228	-15.15324	2.120953	0.02997931
1794	0	-13.12531	-14.92073	1.795425	0.04151422
1795	1	-13.65767	-16.02264	2.364971	0.02348801
1796	0	-13.11424	-14.91658	1.802333	0.04122843
1797	1	-12.96649	-15.00537	2.038885	0.03254345
1798	0	-12.96848	-15.01202	2.043541	0.03239227
1799	1	-13.34517	-15.03149	1.686327	0.04629961
1800	0	-13.0683	-14.90214	1.833846	0.03994945
1801	1	-12.95921	-14.97267	2.013465	0.0333813
1802	0	-13.43259	-15.084	1.651404	0.04794511
1803	1	-13.9428	-15.43026	1.487458	0.05648659
1804	0	-13.2015	-14.95418	1.752684	0.04332702
1805	1	-13.14118	-14.92706	1.785878	0.04191245
1806	0	-14.46441	-15.81901	1.354599	0.06451268
1807	1	-13.31849	-15.01616	1.697671	0.04577739
1808	0	-14.1216	-15.56086	1.439265	0.05927548
1809	1	-13.07878	-14.90496	1.826184	0.0402567
1810	0	-14.78552	-16.06754	1.282011	0.0693697
1811	1	-12.96454	-14.91999	1.955445	0.03537539
1812	0	-13.84655	-15.36146	1.514908	0.05495712
1813	1	-12.96468	-14.91974	1.955064	0.03538887
1814	0	-13.01208	-14.8949	1.882823	0.03803997
1815	1	-13.27053	-14.9896	1.719062	0.04480853
1816	0	-13.70028	-16.07564	2.375366	0.02324511
1817	1	-14.85533	-16.12224	1.266904	0.07042563
1818	0	-12.96232	-14.92476	1.962444	0.03512866
1819	1	-16.15315	-17.16842	1.015275	0.09057571
1820	0	-16.06381	-17.09505	1.031246	0.08914058
1821	1	-12.95768	-14.95548	1.997804	0.03390821
1822	0	-13.14155	-14.92721	1.78566	0.04192158
1823	1	-12.99346	-15.07623	2.082775	0.03114601
1824	0	-13.0191	-14.89478	1.875676	0.03831285
1825	1	-12.9579	-14.94509	1.987184	0.03427021
1826	0	-15.35018	-16.51543	1.165241	0.07796185
1827	1	-12.96731	-14.91546	1.948157	0.03563412
1828	0	-12.96249	-14.99001	2.027519	0.03291543
1829	1	-12.99653	-15.08295	2.086416	0.0310328
1830	0	-13.06997	-14.90257	1.832602	0.03999917
1831	1	-13.89257	-15.39421	1.501636	0.05569137
1832	0	-15.34551	-16.51168	1.166162	0.0778901
1833	1	-12.95918	-14.97248	2.013298	0.03338687
1834	0	-13.61025	-15.19851	1.588263	0.05107004
1835	1	-12.99949	-14.89635	1.89686	0.03750974
1836	0	-14.9693	-16.21199	1.242686	0.07215197
1837	1	-12.9577	-14.9563	1.998595	0.03388138
1838	0	-13.14765	-15.34121	2.193552	0.02787999
1839	1	-13.52584	-15.14301	1.617177	0.04961452
1840	0	-12.96573	-14.91789	1.952157	0.03549186
1841	1	-13.06249	-14.90073	1.838242	0.03977422
1842	0	-13.26701	-15.51311	2.246094	0.02645294
1843	1	-14.91849	-16.1719	1.253419	0.07138175
1844	0	-14.01413	-15.48196	1.467833	0.05760605
1845	1	-12.98006	-14.9035	1.923441	0.03652585
1846	0	-13.20614	-14.95644	1.750296	0.04343062
1847	1	-14.09776	-15.54327	1.445504	0.05890681
1848	0	-13.95762	-15.44096	1.483333	0.05672007
1849	1	-13.81274	-15.33758	1.524843	0.05441378
1850	0	-13.98425	-15.46023	1.475985	0.05713839
1851	1	-14.76366	-16.05045	1.286787	0.06903916
1852	0	-15.27522	-16.45532	1.1801	0.07681198
1853	1	-13.04274	-15.17205	2.129307	0.02972991
1854	0	-13.2316	-14.96915	1.73755	0.04398773
1855	1	-13.64887	-15.22445	1.575576	0.05172206
1856	0	-12.98372	-14.90148	1.917764	0.0367338
1857	1	-13.84045	-15.35714	1.516687	0.0548594
1858	0	-13.38292	-15.05378	1.670854	0.04702158
1859	1	-13.11743	-14.91775	1.80032	0.04131149
1860	0	-14.03934	-15.50037	1.461027	0.05799949
1861	1	-13.88828	-16.3059	2.41762	0.02228338
1862	0	-14.70385	-17.26316	2.559308	0.01933957
1863	1	-12.9961	-14.89707	1.900971	0.03735586
1864	0	-12.96704	-14.91586	1.948819	0.03561056
1865	1	-13.75658	-15.2983	1.541721	0.05350311
1866	0	-13.01561	-15.12188	2.106263	0.03042298
1867	1	-13.14111	-14.92703	1.785917	0.04191081
1868	0	-12.95935	-14.97364	2.014293	0.03335368
1869	1	-14.08237	-16.53877	2.456398	0.02143581
1870	0	-14.10507	-15.54866	1.443586	0.0590199
1871	1	-13.7362	-16.12007	2.383872	0.02304823
1872	0	-12.98661	-15.06064	2.074037	0.03141934
1873	1	-16.31598	-19.06632	2.750343	0.01597648
1874	0	-12.95786	-14.95978	2.001912	0.03376919
1875	1	-12.96267	-14.99079	2.028119	0.03289569
1876	0	-13.11654	-15.29362	2.177076	0.02834315
1877	1	-13.20452	-14.95565	1.751129	0.04339446
1878	0	-13.15295	-15.34916	2.196209	0.02780601
1879	1	-12.98686	-14.90005	1.913191	0.03690216
1880	0	-13.04358	-14.897	1.853411	0.03917545
1881	1	-13.45786	-15.76859	2.310732	0.02479715
1882	0	-13.44887	-15.7569	2.308029	0.02486428
1883	1	-13.52851	-15.14474	1.616233	0.04966139
1884	0	-13.12465	-14.92048	1.79583	0.04149741
1885	1	-13.1123	-14.91587	1.803571	0.04117743
1886	0	-13.01062	-15.11206	2.10144	0.03057004
1887	1	-13.41505	-15.71266	2.297611	0.02512467
1888	0	-13.60873	-15.1975	1.588768	0.05104423
1889	1	-13.6548	-15.22846	1.573657	0.05182144
1890	0	-13.13999	-14.92657	1.786577	0.04188317
1891	1	-13.33042	-15.02297	1.692553	0.04601226
1892	0	-14.01641	-15.48362	1.467214	0.05764171
1893	1	-13.40747	-15.06859	1.661122	0.04748142
1894	0	-12.98056	-14.9032	1.922642	0.03655502
1895	1	-13.44635	-15.09253	1.646181	0.04819621
1896	0	-12.95805	-14.9624	2.004356	0.03368677
1897	1	-13.00314	-15.09691	2.093764	0.0308056
1898	0	-12.98637	-14.90026	1.913886	0.03687651
1899	1	-12.96659	-15.00572	2.039132	0.03253542
1900	0	-13.02102	-14.89481	1.873794	0.038385
1901	1	-13.32535	-15.02007	1.694721	0.04591262
1902	0	-12.99	-14.89885	1.908855	0.0370625
1903	1	-13.98447	-15.46039	1.475925	0.05714183
1904	0	-13.20896	-14.95782	1.748856	0.0434932
1905	1	-13.05826	-15.19903	2.140766	0.02939118
1906	0	-12.95828	-14.94117	1.982889	0.03441773
1907	1	-12.99672	-14.89693	1.900205	0.03738449
1908	0	-12.95832	-14.94085	1.982527	0.03443021
1909	1	-13.79271	-15.32352	1.530807	0.05409024
1910	0	-15.80929	-18.5072	2.697913	0.01683648
1911	1	-13.03159	-15.15197	2.120378	0.02999655
1912	0	-14.69887	-17.25744	2.558577	0.01935371
1913	1	-14.51901	-15.86087	1.341859	0.06533984
1914	0	-13.54962	-15.15847	1.60885	0.05002941
1915	1	-13.10864	-14.91456	1.805916	0.04108096
1916	0	-13.11845	-15.29658	2.178131	0.02831324
1917	1	-12.965	-14.91914	1.954138	0.03542164
1918	0	-13.37413	-15.65855	2.284419	0.0254583
1919	1	-12.98102	-15.04712	2.066094	0.03166989
1920	0	-14.70819	-16.00719	1.299008	0.06820059
1921	1	-13.04182	-14.89672	1.854904	0.039117
1922	0	-13.06638	-15.21277	2.146392	0.02922629
1923	1	-13.1601	-15.35984	2.199737	0.02770806
1924	0	-13.5251	-15.14254	1.617438	0.04960159
1925	1	-13.55656	-15.16301	1.606448	0.0501497
1926	0	-14.66796	-15.97592	1.307962	0.0675926
1927	1	-12.96497	-14.99991	2.034944	0.03267193
1928	0	-14.87792	-16.13998	1.262062	0.07076743
1929	1	-13.27582	-15.52531	2.249493	0.02636317
1930	0	-14.32133	-15.71022	1.388883	0.06233843
1931	1	-13.3192	-15.01656	1.697366	0.04579135
1932	0	-15.52424	-16.65562	1.131377	0.08064721
1933	1	-13.25037	-15.4899	2.239524	0.0266273
1934	0	-14.04688	-15.50588	1.459005	0.05811684
1935	1	-13.40477	-15.06695	1.662183	0.04743111
1936	0	-12.95774	-14.95741	1.99967	0.03384498
1937	1	-13.84582	-15.36094	1.515122	0.05494534
1938	0	-12.96292	-14.99186	2.02894	0.0328687
1939	1	-14.29715	-15.69196	1.394817	0.06196958
1940	0	-13.34318	-15.03034	1.687161	0.04626102
1941	1	-13.43393	-15.08482	1.650895	0.04796954
1942	0	-13.71259	-15.26789	1.555296	0.05278169
1943	1	-13.16337	-14.93652	1.773149	0.04244938
1944	0	-14.63288	-15.94872	1.315839	0.06706232
1945	1	-13.07836	-14.90484	1.826479	0.04024483
1946	0	-14.96571	-16.20915	1.243442	0.07209747
1947	1	-12.97385	-15.02814	2.054288	0.03204601
1948	0	-12.99509	-14.89732	1.902233	0.03730876
1949	1	-13.12417	-15.30543	2.181262	0.02822474
1950	0	-13.11645	-14.91739	1.800939	0.04128594
1951	1	-14.24056	-16.72579	2.485231	0.02082658
1952	0	-13.00087	-14.8961	1.89522	0.03757131
1953	1	-15.6046	-16.72062	1.116024	0.08189493
1954	0	-13.19931	-14.95313	1.753817	0.043278
1955	1	-13.02685	-15.14322	2.116369	0.03011706
1956	0	-13.66361	-16.03005	2.366441	0.0234535
1957	1	-13.15588	-14.93325	1.777371	0.04227053
1958	0	-13.6217	-15.20617	1.584469	0.05126417
