Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
5206	0	-13.76996	-16.16162	2.391665	0.02286932
5207	1	-13.26006	-14.98399	1.723926	0.04459115
5208	0	-12.96396	-14.99606	2.032103	0.0327649
5209	1	-12.9592	-14.93539	1.976188	0.03464912
5210	0	-12.97501	-14.9071	1.932097	0.03621104
5211	1	-12.9882	-15.06436	2.076159	0.03135276
5212	0	-13.23821	-14.97254	1.734331	0.04412954
5213	1	-12.96555	-14.9182	1.952647	0.03547449
5214	0	-14.54951	-15.88433	1.334819	0.06580144
5215	1	-13.296	-15.00353	1.707532	0.04532816
5216	0	-13.04687	-14.89754	1.85067	0.03928295
5217	1	-14.65194	-15.96349	1.311552	0.06735042
5218	0	-14.44065	-15.80085	1.3602	0.06415235
5219	1	-14.68259	-15.98728	1.304697	0.06781368
5220	0	-13.76248	-15.30241	1.539925	0.05359929
5221	1	-15.23855	-16.42598	1.187434	0.0762507
5222	0	-13.54683	-15.15665	1.609819	0.04998093
5223	1	-13.43174	-15.08347	1.651729	0.04792953
5224	0	-13.0662	-14.90162	1.835423	0.03988651
5225	1	-13.15634	-14.93345	1.777108	0.04228164
5226	0	-12.97157	-14.91028	1.938712	0.03597229
5227	1	-12.97741	-14.90526	1.927848	0.03636521
5228	0	-13.61101	-15.19902	1.588008	0.05108305
5229	1	-13.02838	-14.89519	1.866813	0.03865391
5230	0	-12.9804	-14.90329	1.92289	0.03654595
5231	1	-13.95914	-15.44205	1.482913	0.05674386
5232	0	-13.0291	-15.14739	2.11829	0.03005926
5233	1	-13.44923	-15.75737	2.308138	0.02486157
5234	0	-14.43609	-15.79737	1.361279	0.06408321
5235	1	-13.47208	-15.78703	2.314951	0.02469275
5236	0	-13.04484	-14.8972	1.852353	0.0392169
5237	1	-13.0296	-15.14832	2.118715	0.03004649
5238	0	-13.31322	-15.57662	2.263394	0.02599924
5239	1	-13.80747	-15.33388	1.526406	0.0543288
5240	0	-13.16531	-14.93738	1.772068	0.04249528
5241	1	-13.15186	-14.93153	1.779669	0.04217349
5242	0	-13.23339	-14.97007	1.736673	0.04402633
5243	1	-15.14543	-16.35168	1.206255	0.07482906
5244	0	-13.65172	-15.22637	1.574654	0.0517698
5245	1	-13.52639	-15.8569	2.330506	0.02431163
5246	0	-13.13615	-15.32379	2.187639	0.02804533
5247	1	-14.03004	-15.49357	1.46353	0.05785448
5248	0	-13.0064	-15.1036	2.097191	0.03070023
5249	1	-12.95771	-14.95644	1.998734	0.03387667
5250	0	-13.21899	-15.44555	2.226558	0.02697481
5251	1	-12.98972	-15.06784	2.078125	0.03129117
5252	0	-12.97515	-15.03175	2.056601	0.03197198
5253	1	-13.10995	-14.91503	1.805072	0.04111567
5254	0	-14.58551	-15.91209	1.326577	0.06634605
5255	1	-13.81452	-16.2162	2.401678	0.02264146
5256	0	-13.04049	-15.16804	2.127551	0.02978219
5257	1	-14.4771	-15.82872	1.351624	0.06470493
5258	0	-12.96391	-14.92122	1.95731	0.03530945
5259	1	-13.44782	-15.09344	1.645626	0.04822295
5260	0	-12.95937	-14.93455	1.975181	0.03468407
5261	1	-13.63478	-15.21495	1.580169	0.05148508
5262	0	-13.00011	-15.09058	2.090469	0.03090729
5263	1	-13.67781	-15.24408	1.566272	0.05220558
5264	0	-13.53147	-15.86339	2.331918	0.02427733
5265	1	-13.16106	-14.93551	1.774443	0.04239446
5266	0	-13.3871	-15.67577	2.288672	0.02535025
5267	1	-13.16106	-14.93551	1.774443	0.04239446
5268	0	-13.91215	-16.33477	2.422624	0.02217214
5269	1	-13.16106	-14.93551	1.774443	0.04239446
5270	0	-13.11442	-14.91664	1.802223	0.04123294
5271	1	-13.13129	-14.92307	1.791781	0.04166578
5272	0	-13.6356	-15.99504	2.359446	0.02361815
5273	1	-13.24963	-14.97848	1.728848	0.04437221
5274	0	-13.10933	-14.9148	1.805472	0.04109922
5275	1	-12.95819	-14.96411	2.005921	0.03363409
5276	0	-13.16436	-15.36617	2.201808	0.02765076
5277	1	-14.00402	-16.44527	2.441246	0.02176308
5278	0	-15.06352	-16.28658	1.223055	0.07358242
5279	1	-14.19008	-15.61171	1.421623	0.06033053
5280	0	-12.99425	-14.89754	1.903291	0.03726929
5281	1	-13.62459	-15.98125	2.356654	0.02368417
5282	0	-14.67918	-15.98464	1.305457	0.06776214
5283	1	-13.31564	-15.01454	1.698906	0.04572086
5284	0	-12.97412	-14.90785	1.933734	0.03615182
5285	1	-13.56628	-15.16939	1.603106	0.0503176
5286	0	-12.96093	-14.98273	2.021799	0.03310427
5287	1	-13.3901	-15.67975	2.289647	0.02532554
5288	0	-12.96574	-14.91788	1.95214	0.03549249
5289	1	-13.16911	-14.93907	1.769967	0.04258466
5290	0	-15.45826	-16.60237	1.144113	0.07962654
5291	1	-12.95771	-14.94864	1.99093	0.0341421
5292	0	-15.1161	-16.32834	1.212244	0.07438225
5293	1	-13.10268	-14.91248	1.809798	0.04092181
5294	0	-14.72734	-16.02211	1.294771	0.06849016
5295	1	-13.93147	-15.4221	1.49063	0.05630767
5296	0	-12.99328	-14.89781	1.904536	0.03722293
5297	1	-12.96091	-14.98262	2.021709	0.03310725
5298	0	-13.00847	-14.89514	1.886674	0.03789377
5299	1	-14.08063	-15.53065	1.450023	0.05864124
5300	0	-13.13513	-14.9246	1.78947	0.04176218
5301	1	-13.182	-15.39214	2.210145	0.02742118
5302	0	-12.98255	-15.05092	2.068362	0.03159816
5303	1	-13.04464	-14.89716	1.852525	0.03921014
5304	0	-13.24791	-14.97758	1.729666	0.04433589
5305	1	-13.3831	-15.67048	2.28737	0.02538328
5306	0	-13.03052	-14.89537	1.864847	0.03872999
5307	1	-13.15229	-14.93171	1.779421	0.04218394
5308	0	-13.67864	-15.24465	1.566007	0.05221942
5309	1	-13.31894	-15.01642	1.697477	0.04578625
5310	0	-13.04309	-14.89692	1.853831	0.03915898
5311	1	-13.28403	-14.99693	1.712898	0.0450856
5312	0	-13.00634	-14.89534	1.889007	0.03780546
5313	1	-13.16589	-14.93764	1.771749	0.04250883
5314	0	-12.96662	-14.91648	1.949859	0.03557354
5315	1	-12.97961	-15.04356	2.063943	0.03173812
5316	0	-13.20828	-14.95748	1.749206	0.043478
5317	1	-12.99511	-14.89732	1.902211	0.03730959
5318	0	-13.52348	-15.14149	1.61801	0.04957325
5319	1	-13.02326	-14.89489	1.871628	0.03846825
5320	0	-12.9658	-14.91778	1.951972	0.03549843
5321	1	-13.00658	-15.10395	2.09737	0.03069473
5322	0	-12.99177	-15.07248	2.08071	0.0312104
5323	1	-12.97073	-14.91117	1.940434	0.0359104
5324	0	-12.96347	-14.92213	1.958667	0.03526157
5325	1	-13.91114	-16.33355	2.422414	0.02217679
5326	0	-14.39336	-15.76481	1.371455	0.06343438
5327	1	-15.54622	-16.67338	1.127161	0.08098788
5328	0	-13.19998	-14.95345	1.753469	0.04329305
5329	1	-13.80699	-15.33354	1.526548	0.05432108
5330	0	-12.96211	-14.92529	1.963172	0.03510307
5331	1	-13.1529	-14.93197	1.779071	0.04219871
5332	0	-12.99702	-15.084	2.086977	0.03101541
5333	1	-13.24731	-14.97726	1.729955	0.04432308
5334	0	-13.09702	-14.91058	1.813554	0.04076838
5335	1	-13.33542	-15.02585	1.690429	0.04611009
5336	0	-14.00158	-15.47283	1.471244	0.05740992
5337	1	-14.21113	-16.69116	2.48003	0.02093518
5338	0	-12.99201	-14.89819	1.906185	0.0371616
5339	1	-14.18937	-15.61118	1.421803	0.06031965
5340	0	-13.06254	-14.90074	1.838202	0.0397758
5341	1	-13.29542	-15.55231	2.256884	0.02616905
5342	0	-13.19712	-14.95208	1.754955	0.04322875
5343	1	-12.95772	-14.94849	1.990779	0.03414723
5344	0	-13.31014	-15.01144	1.701298	0.04561164
5345	1	-13.03804	-14.8962	1.858152	0.03899014
5346	0	-15.01951	-16.2517	1.232183	0.07291379
5347	1	-15.93548	-16.98995	1.054467	0.08709447
5348	0	-13.39984	-15.06396	1.664123	0.04733914
5349	1	-13.15784	-14.9341	1.776258	0.0423176
5350	0	-13.1404	-15.33024	2.189845	0.02798353
5351	1	-14.08759	-16.54498	2.457386	0.02141464
5352	0	-13.21775	-14.96216	1.744414	0.04368683
5353	1	-12.96953	-14.91255	1.943026	0.03581743
5354	0	-13.11888	-14.91829	1.79941	0.04134912
5355	1	-12.96126	-14.98433	2.023077	0.03306198
5356	0	-13.11144	-14.91556	1.80412	0.04115481
5357	1	-13.37953	-15.05175	1.67222	0.0469574
5358	0	-14.11788	-15.55811	1.440236	0.05921798
5359	1	-13.10492	-14.91325	1.808331	0.04098186
5360	0	-14.63527	-15.95057	1.315301	0.06709841
5361	1	-14.11599	-15.55672	1.440729	0.05918879
5362	0	-13.32159	-15.01793	1.696333	0.04583868
5363	1	-15.15159	-17.77206	2.620473	0.01819211
5364	0	-13.26584	-15.51148	2.245637	0.02646503
5365	1	-13.05201	-14.89848	1.846475	0.0394481
5366	0	-15.08849	-16.3064	1.217908	0.07396211
5367	1	-13.07135	-14.90293	1.83158	0.04004009
5368	0	-12.96727	-15.00806	2.040783	0.03248172
5369	1	-13.37839	-15.66421	2.285822	0.0254226
5370	0	-13.04028	-14.8965	1.856219	0.03906559
5371	1	-12.97642	-14.90598	1.929556	0.03630316
5372	0	-13.58818	-15.18384	1.595657	0.05069381
5373	1	-13.04625	-14.89743	1.851184	0.03926279
5374	0	-13.50759	-15.13126	1.623668	0.04929352
5375	1	-13.00172	-15.09395	2.092234	0.03085279
5376	0	-13.01209	-14.8949	1.882814	0.03804033
5377	1	-13.16452	-14.93703	1.772512	0.04247643
5378	0	-13.14979	-15.34442	2.194628	0.02785001
5379	1	-12.96017	-14.93122	1.971044	0.03482785
5380	0	-12.95847	-14.96685	2.008381	0.03355144
5381	1	-13.02341	-15.13678	2.113374	0.0302074
5382	0	-15.42389	-16.57468	1.150796	0.07909617
5383	1	-15.72221	-16.81606	1.093849	0.08373124
5384	0	-13.50682	-15.83182	2.325	0.02444586
5385	1	-16.25095	-17.24891	0.9979646	0.09215725
5386	0	-12.96861	-14.91369	1.945083	0.03574383
5387	1	-13.25859	-15.50139	2.242793	0.02654039
5388	0	-12.96664	-14.91645	1.949816	0.03557507
5389	1	-12.95782	-14.95894	2.00112	0.03379596
5390	0	-12.97416	-14.90782	1.933654	0.03615469
5391	1	-13.32243	-15.0184	1.695974	0.04585514
5392	0	-13.43769	-15.08715	1.649461	0.04803837
5393	1	-13.86592	-15.37521	1.509287	0.05526686
5394	0	-13.01971	-15.12977	2.110059	0.03030771
5395	1	-13.10642	-15.27778	2.171352	0.02850583
5396	0	-13.02381	-14.89491	1.871103	0.03848846
5397	1	-13.49235	-15.12151	1.629162	0.04902348
5398	0	-13.69877	-15.2584	1.559632	0.05255337
5399	1	-13.52045	-15.13954	1.619082	0.0495201
5400	0	-13.49816	-15.12522	1.627059	0.04912668
5401	1	-13.25204	-14.97975	1.727704	0.04442297
5402	0	-13.16691	-14.93809	1.771182	0.04253296
5403	1	-14.78	-16.06321	1.283216	0.06928612
5404	0	-13.07804	-14.90475	1.826714	0.04023539
5405	1	-14.36628	-15.74424	1.377966	0.06302267
5406	0	-13.0855	-14.90693	1.821435	0.04044834
5407	1	-13.70389	-16.08012	2.376232	0.023225
5408	0	-13.18605	-14.94683	1.760788	0.04297736
5409	1	-13.68717	-16.05937	2.372204	0.02331874
5410	0	-12.96703	-15.00724	2.040205	0.03250052
5411	1	-15.02746	-16.25799	1.230528	0.07303455
5412	0	-13.83978	-15.35667	1.516884	0.0548486
5413	1	-14.926	-16.17782	1.251826	0.07149552
5414	0	-13.03664	-15.16115	2.124505	0.02987302
5415	1	-13.29202	-15.00132	1.709309	0.04524771
5416	0	-13.10966	-14.91492	1.805261	0.04110789
5417	1	-12.99501	-14.89734	1.902333	0.03730502
5418	0	-13.01595	-14.89478	1.87883	0.0381922
5419	1	-13.09614	-15.26146	2.165322	0.02867826
5420	0	-12.97412	-14.90785	1.933735	0.03615176
5421	1	-12.97339	-14.9085	1.93511	0.03610211
5422	0	-13.43231	-15.08382	1.651513	0.04793989
5423	1	-13.5187	-15.13841	1.619704	0.04948932
5424	0	-15.41923	-16.57094	1.151704	0.07902441
5425	1	-13.44547	-15.75247	2.307	0.02488987
5426	0	-13.07356	-15.22474	2.151182	0.02908663
5427	1	-13.13571	-15.32312	2.18741	0.02805174
5428	0	-13.79231	-15.32324	1.530927	0.05408375
5429	1	-12.98502	-14.90086	1.915838	0.03680462
5430	0	-12.9879	-15.06367	2.075768	0.031365
5431	1	-13.69177	-16.06509	2.373319	0.02329275
5432	0	-13.62469	-15.98137	2.356678	0.02368361
5433	1	-13.16067	-14.93534	1.774663	0.04238515
5434	0	-13.69845	-16.07337	2.374926	0.02325534
5435	1	-13.02358	-15.13711	2.113528	0.03020275
5436	0	-12.97522	-14.90692	1.9317	0.03622542
5437	1	-13.2472	-15.48544	2.238246	0.02666135
5438	0	-13.07691	-15.23028	2.153371	0.02902305
5439	1	-12.98688	-14.90004	1.91316	0.03690329
5440	0	-12.95842	-14.94008	1.981664	0.03445993
5441	1	-12.96304	-14.92305	1.96001	0.03521427
5442	0	-12.99683	-15.08358	2.086756	0.03102225
5443	1	-12.97135	-14.91051	1.939157	0.03595629
5444	0	-13.18202	-14.94496	1.762939	0.04288497
5445	1	-13.45784	-15.0997	1.641866	0.04840461
5446	0	-12.96585	-15.00312	2.037273	0.03259594
5447	1	-15.16057	-17.78219	2.621619	0.01817127
5448	0	-13.27354	-14.99122	1.71768	0.04487053
5449	1	-13.06745	-14.90193	1.834476	0.03992428
5450	0	-14.5084	-15.85272	1.344321	0.06517915
5451	1	-12.99664	-15.08318	2.086538	0.03102902
5452	0	-13.03293	-15.15441	2.121486	0.02996336
5453	1	-12.95856	-14.93907	1.980506	0.03449984
5454	0	-13.20616	-15.42718	2.221018	0.02712466
5455	1	-13.0137	-14.89484	1.881134	0.0381043
5456	0	-13.2882	-14.99922	1.711018	0.04517044
5457	1	-13.46543	-15.77842	2.312987	0.02474129
5458	0	-13.73068	-15.28036	1.549673	0.05307933
5459	1	-13.28319	-15.5355	2.252302	0.02628922
5460	0	-13.01723	-14.89477	1.877546	0.03824125
5461	1	-13.02877	-14.89522	1.866449	0.03866798
5462	0	-13.18557	-15.39736	2.211789	0.02737614
5463	1	-13.46988	-15.10727	1.637391	0.04862169
5464	0	-12.97898	-15.04192	2.062945	0.03176978
5465	1	-12.98988	-15.0682	2.078327	0.03128486
5466	0	-13.43633	-15.74054	2.304212	0.02495936
5467	1	-13.15195	-15.34766	2.19571	0.02781988
5468	0	-12.95878	-14.93771	1.978931	0.03455423
5469	1	-14.87811	-16.14013	1.262021	0.07077031
5470	0	-12.97183	-14.91001	1.938179	0.03599145
5471	1	-15.08902	-16.30682	1.217799	0.0739702
5472	0	-13.60032	-15.1919	1.591575	0.05090116
5473	1	-13.14699	-15.34021	2.193219	0.02788928
5474	0	-15.75641	-16.84387	1.087463	0.08426764
5475	1	-13.44233	-15.09003	1.647698	0.04812313
5476	0	-13.60647	-15.19599	1.589521	0.05100585
5477	1	-13.09086	-14.90859	1.81773	0.04059849
5478	0	-13.06803	-14.90208	1.834043	0.03994158
5479	1	-13.94661	-15.433	1.486396	0.05654657
5480	0	-12.95901	-14.97126	2.012251	0.03342185
5481	1	-12.96208	-14.98822	2.026131	0.03296115
5482	0	-12.98268	-15.05124	2.068552	0.03159216
5483	1	-13.06292	-14.90083	1.837911	0.03978739
5484	0	-13.43248	-15.08393	1.651448	0.04794301
5485	1	-15.24598	-17.87836	2.632383	0.01797673
5486	0	-13.07735	-15.231	2.15365	0.02901494
5487	1	-12.97908	-15.04219	2.063106	0.03176468
5488	0	-14.95658	-16.20195	1.245363	0.0719591
5489	1	-13.02419	-15.13825	2.11406	0.03018668
5490	0	-13.16114	-15.36139	2.200247	0.02769396
5491	1	-14.31036	-16.80766	2.497297	0.02057679
5492	0	-14.34574	-16.84901	2.503274	0.02045418
5493	1	-13.20273	-14.95478	1.752049	0.04335457
5494	0	-13.10159	-14.91211	1.810521	0.04089224
5495	1	-13.50208	-15.82573	2.323649	0.0244789
5496	0	-12.95849	-14.93959	1.981101	0.03447933
5497	1	-14.40546	-15.77402	1.36856	0.06361825
5498	0	-13.6539	-15.22785	1.57395	0.05180627
5499	1	-12.98391	-15.05422	2.07031	0.03153667
5500	0	-13.20736	-15.4289	2.22154	0.0271105
5501	1	-14.8496	-16.11774	1.268136	0.07033887
5502	0	-13.68431	-16.05582	2.37151	0.02333493
5503	1	-14.61743	-15.93676	1.319328	0.06682873
5504	0	-12.95847	-14.93972	1.981246	0.03447432
5505	1	-13.0222	-14.89485	1.872648	0.038429
5506	0	-12.96358	-14.9219	1.958317	0.03527391
5507	1	-13.20384	-14.95532	1.751479	0.04337926
5508	0	-14.90513	-16.16138	1.256258	0.07117939
5509	1	-13.07669	-14.90438	1.827682	0.04019647
5510	0	-14.72373	-16.0193	1.29557	0.06843547
5511	1	-13.614	-15.96794	2.353942	0.0237485
5512	0	-12.99522	-14.89729	1.902065	0.03731503
5513	1	-12.96434	-14.99755	2.03321	0.03272865
5514	0	-15.05864	-16.2827	1.224064	0.07350819
5515	1	-12.96165	-14.92652	1.964871	0.03504349
5516	0	-12.97854	-15.04079	2.06225	0.03179188
5517	1	-13.52153	-15.85068	2.329149	0.02434465
5518	0	-12.96572	-14.91792	1.952198	0.03549044
5519	1	-14.58208	-15.90944	1.32736	0.06629413
5520	0	-13.50164	-15.12745	1.625804	0.04918835
5521	1	-13.00952	-14.89506	1.885537	0.03793689
5522	0	-13.29412	-15.00249	1.708368	0.04529031
5523	1	-13.77162	-15.30878	1.537152	0.05374811
5524	0	-13.04995	-14.89809	1.848138	0.03938256
5525	1	-12.98093	-15.04689	2.065957	0.03167423
5526	0	-13.5597	-15.16507	1.605367	0.05020394
5527	1	-16.09701	-17.1223	1.025292	0.08967291
5528	0	-12.95941	-14.93438	1.97497	0.03469138
5529	1	-13.35075	-15.03475	1.684	0.04640749
5530	0	-13.11971	-15.29854	2.178827	0.02829354
5531	1	-13.05936	-14.90002	1.840655	0.03967838
5532	0	-13.79782	-16.19578	2.39796	0.02272579
5533	1	-13.34932	-15.62539	2.276072	0.02567168
5534	0	-13.15047	-15.34544	2.194972	0.02784043
5535	1	-13.18938	-14.9484	1.759017	0.04305351
5536	0	-14.3622	-15.74115	1.37895	0.06296073
5537	1	-13.05805	-15.19867	2.140616	0.02939561
5538	0	-14.65928	-15.96919	1.309905	0.0674614
5539	1	-12.96239	-14.92459	1.962199	0.03513725
5540	0	-13.24439	-14.97574	1.731354	0.04426115
5541	1	-12.95852	-14.96735	2.008831	0.03353635
5542	0	-12.98495	-14.90089	1.915943	0.03680074
5543	1	-12.97914	-14.90408	1.924942	0.03647107
5544	0	-12.9577	-14.95614	1.998439	0.03388668
5545	1	-13.04302	-15.17254	2.129518	0.02972364
5546	0	-13.37294	-15.04783	1.674883	0.04683253
5547	1	-12.98947	-14.89904	1.909575	0.03703585
5548	0	-13.11642	-14.91738	1.800955	0.04128526
5549	1	-13.02326	-15.13651	2.113244	0.03021132
5550	0	-13.00102	-15.09249	2.091471	0.03087634
5551	1	-16.09964	-18.82825	2.728603	0.01632761
5552	0	-13.92726	-15.41908	1.491811	0.05624123
5553	1	-14.63152	-17.1801	2.548579	0.01954817
5554	0	-13.10333	-14.91271	1.80937	0.04093931
5555	1	-12.99572	-15.08118	2.085463	0.03106239
5556	0	-14.49867	-17.0268	2.528135	0.01995193
5557	1	-12.98186	-15.04922	2.067351	0.03163012
5558	0	-13.06895	-15.21707	2.148124	0.02917572
5559	1	-13.35191	-15.03543	1.683514	0.04643005
5560	0	-13.03314	-14.89562	1.862485	0.03882157
5561	1	-13.15776	-14.93406	1.776308	0.04231546
5562	0	-13.26655	-14.98746	1.720902	0.04472617
5563	1	-12.95782	-14.9463	1.988477	0.03422594
5564	0	-13.02169	-14.89483	1.873143	0.03841002
5565	1	-13.12968	-15.31391	2.184225	0.02814123
5566	0	-13.07159	-15.22147	2.149884	0.02912442
5567	1	-13.00357	-15.0978	2.094227	0.03079134
5568	0	-13.31952	-15.01675	1.697225	0.0457978
5569	1	-14.4947	-15.84221	1.347509	0.06497171
5570	0	-13.0089	-14.89511	1.88621	0.03791136
5571	1	-13.47745	-15.11205	1.634601	0.04875754
5572	0	-12.95765	-14.95096	1.993307	0.03406104
5573	1	-12.99594	-15.08167	2.085728	0.03105415
5574	0	-13.07522	-15.22748	2.152269	0.02905505
5575	1	-14.65301	-15.96432	1.311312	0.0673666
5576	0	-16.31128	-17.29866	0.9873731	0.09313852
5577	1	-13.80031	-15.32885	1.528537	0.05421318
5578	0	-13.11366	-14.91636	1.8027	0.04121328
5579	1	-13.02002	-14.89479	1.874772	0.0383475
5580	0	-13.2452	-14.97616	1.730966	0.04427832
5581	1	-13.16366	-15.36512	2.201467	0.02766018
5582	0	-13.52433	-15.85426	2.329931	0.02432562
5583	1	-16.24629	-17.24508	0.998785	0.09208167
5584	0	-13.05209	-14.8985	1.846408	0.03945075
5585	1	-13.41472	-15.07301	1.658296	0.04761581
5586	0	-12.96261	-14.99055	2.027932	0.03290187
5587	1	-13.65732	-15.23016	1.572844	0.05186356
5588	0	-14.17735	-15.60222	1.424873	0.06013474
5589	1	-13.39573	-15.06147	1.665749	0.04726226
5590	0	-13.03929	-14.89636	1.857071	0.03903231
5591	1	-12.97256	-14.90929	1.936723	0.0360439
5592	0	-13.09229	-15.25528	2.162999	0.02874496
5593	1	-15.18418	-16.38257	1.198387	0.07542007
5594	0	-13.7562	-15.29804	1.541837	0.05349689
5595	1	-12.98883	-14.89927	1.910443	0.03700368
5596	0	-14.99751	-16.23428	1.236774	0.07257981
5597	1	-13.63168	-15.21287	1.581184	0.05143286
5598	0	-12.99314	-14.89785	1.904709	0.03721647
5599	1	-15.80725	-16.88527	1.078022	0.08506695
5600	0	-13.8523	-15.36554	1.513234	0.0550492
5601	1	-13.00173	-14.89595	1.894228	0.03760862
5602	0	-13.87264	-15.37999	1.507348	0.05537414
5603	1	-13.29132	-15.00094	1.70962	0.04523362
5604	0	-13.29339	-15.00208	1.708695	0.04527549
5605	1	-13.36357	-15.04227	1.678707	0.04665379
5606	0	-13.22234	-14.96446	1.742119	0.04378721
5607	1	-13.4941	-15.12263	1.628528	0.04905456
5608	0	-13.00301	-14.89576	1.892744	0.03766445
5609	1	-12.96195	-14.9257	1.963747	0.0350829
5610	0	-12.9612	-14.9278	1.966597	0.03498306
5611	1	-12.97237	-15.02391	2.05154	0.03213419
5612	0	-13.00238	-14.89585	1.893473	0.03763702
5613	1	-13.35103	-15.03491	1.683883	0.04641291
5614	0	-13.06658	-14.90171	1.835136	0.03989794
5615	1	-14.495	-15.84244	1.34744	0.06497618
5616	0	-13.86247	-16.2746	2.412127	0.02240611
5617	1	-13.49007	-15.12006	1.62999	0.0489829
5618	0	-13.87292	-15.38019	1.507268	0.05537856
5619	1	-14.48892	-15.83778	1.348859	0.06488406
5620	0	-12.95825	-14.94147	1.983222	0.03440627
5621	1	-12.95931	-14.93483	1.97552	0.03467231
5622	0	-13.4032	-15.066	1.662798	0.04740191
5623	1	-12.99448	-14.89748	1.902998	0.03728021
5624	0	-12.97479	-14.90728	1.932493	0.0361967
5625	1	-13.99162	-15.46559	1.473964	0.05725398
5626	0	-13.65749	-15.23028	1.572788	0.05186648
5627	1	-13.07907	-14.90505	1.825972	0.04026526
5628	0	-13.03894	-15.16527	2.126331	0.02981852
5629	1	-13.60428	-15.19453	1.590252	0.05096858
5630	0	-13.05935	-14.90001	1.840666	0.03967793
5631	1	-16.35049	-19.10422	2.75373	0.01592246
5632	0	-15.34697	-16.51285	1.165874	0.07791253
5633	1	-13.59346	-15.94207	2.348611	0.02387542
5634	0	-13.03988	-15.16695	2.127075	0.02979635
5635	1	-13.41299	-15.07196	1.658968	0.04758384
5636	0	-12.96633	-14.91692	1.950592	0.03554746
5637	1	-12.95814	-14.94245	1.984305	0.03436902
5638	0	-13.06293	-14.90083	1.837903	0.0397877
5639	1	-13.11494	-15.29112	2.176183	0.02836846
5640	0	-13.0623	-14.90069	1.838386	0.03976848
5641	1	-14.35457	-15.73537	1.380795	0.06284464
5642	0	-14.59783	-17.14132	2.543488	0.01964796
5643	1	-12.96299	-14.92317	1.960181	0.03520824
5644	0	-13.48561	-15.11722	1.631615	0.04890337
5645	1	-12.97379	-14.90814	1.934352	0.03612949
5646	0	-13.76323	-15.30293	1.539698	0.05361144
5647	1	-12.96668	-14.91638	1.9497	0.03557918
5648	0	-12.96913	-14.91304	1.943916	0.03578558
5649	1	-13.22523	-14.96592	1.740688	0.0438499
5650	0	-13.61297	-15.20033	1.587359	0.05111622
5651	1	-13.08752	-14.90755	1.820028	0.04050531
5652	0	-14.66388	-15.97275	1.308876	0.0675309
5653	1	-15.14734	-16.35321	1.205865	0.07485822
5654	0	-14.15962	-15.58904	1.42942	0.05986193
5655	1	-13.85584	-15.36805	1.512205	0.05510586
5656	0	-13.10968	-14.91493	1.80525	0.04110833
5657	1	-16.31804	-17.30423	0.9861914	0.09324864
5658	0	-13.05909	-15.20044	2.141349	0.02937406
5659	1	-14.78702	-16.0687	1.281685	0.06939229
5660	0	-13.09955	-14.91142	1.811872	0.04083702
5661	1	-12.97881	-14.90429	1.925478	0.03645151
5662	0	-12.9871	-15.06179	2.074696	0.03139866
5663	1	-14.22462	-15.6375	1.412877	0.06086049
5664	0	-13.02504	-14.89498	1.869931	0.03853357
5665	1	-13.03394	-14.89571	1.861768	0.03884941
5666	0	-13.53324	-15.14781	1.61457	0.04974404
5667	1	-13.29644	-15.5537	2.25726	0.02615921
5668	0	-13.61314	-15.96686	2.35372	0.02375377
5669	1	-14.69615	-15.99783	1.30168	0.0680186
5670	0	-13.40862	-15.06929	1.660674	0.0475027
5671	1	-14.13243	-15.56888	1.436447	0.05944278
5672	0	-14.5078	-15.85226	1.344462	0.06517
5673	1	-13.08364	-15.2413	2.157658	0.02889888
5674	0	-14.0948	-15.54109	1.446283	0.05886098
5675	1	-13.23497	-14.97088	1.735904	0.04406021
5676	0	-13.05508	-15.19358	2.138497	0.02945796
5677	1	-13.2778	-14.99353	1.715731	0.04495806
5678	0	-13.04172	-15.17024	2.128515	0.02975347
5679	1	-13.46612	-15.1049	1.638785	0.04855399
5680	0	-14.78073	-16.06379	1.283055	0.06929728
5681	1	-12.9577	-14.94881	1.991108	0.03413601
5682	0	-13.51534	-15.84275	2.327409	0.02438704
5683	1	-14.06613	-16.51944	2.453309	0.02150213
5684	0	-12.97822	-14.90469	1.926471	0.03641533
5685	1	-13.12575	-14.9209	1.795152	0.04152557
5686	0	-13.70179	-15.26047	1.558682	0.05260328
5687	1	-12.9735	-15.02715	2.053651	0.03206643
5688	0	-13.03948	-14.89639	1.856908	0.03903866
5689	1	-14.42191	-16.93775	2.515846	0.02019863
5690	0	-13.36752	-15.04461	1.677088	0.04672937
5691	1	-12.95785	-14.95959	2.001734	0.0337752
5692	0	-12.96309	-14.92296	1.959872	0.0352191
5693	1	-12.97647	-14.90594	1.929472	0.03630622
5694	0	-13.09746	-14.91072	1.813262	0.04078027
5695	1	-14.73523	-16.02826	1.293031	0.06860942
5696	0	-14.93359	-16.18381	1.250219	0.07161055
5697	1	-12.96405	-14.92093	1.956877	0.03532476
5698	0	-13.8473	-15.36199	1.514689	0.05496913
5699	1	-14.122	-15.56116	1.439162	0.05928162
5700	0	-13.2872	-14.99867	1.71147	0.04515001
5701	1	-13.42454	-15.07904	1.654493	0.04779726
5702	0	-12.97522	-14.90693	1.931711	0.03622501
5703	1	-13.45126	-15.09559	1.644332	0.04828539
5704	0	-13.01898	-14.89478	1.875796	0.03830825
