Iteration	Posterior	Likelihood	Prior	sigma2
10190	-13.71362	-16.09217	2.378551	0.0231712
10200	-13.09333	-14.90938	1.816046	0.04066692
10210	-13.05244	-14.89857	1.846126	0.03946188
10220	-13.93347	-15.42354	1.49007	0.05633924
10230	-13.24568	-15.48331	2.237633	0.02667769
10240	-15.32769	-16.49737	1.169683	0.07761635
10250	-13.49787	-15.82032	2.322447	0.02450835
10260	-14.50287	-17.03166	2.528796	0.01993874
10270	-12.97225	-14.90959	1.937333	0.03602194
10280	-13.16785	-15.37133	2.203486	0.02760439
10290	-12.96642	-15.00513	2.03871	0.03254915
10300	-13.24496	-14.97604	1.731078	0.04427336
10310	-12.99693	-15.08381	2.086876	0.03101852
10320	-14.90029	-16.15758	1.257287	0.07110613
10330	-12.96262	-14.99057	2.027951	0.03290123
10340	-13.08148	-14.90574	1.824262	0.04033415
10350	-12.97827	-15.04009	2.061819	0.03180557
10360	-13.06314	-14.90088	1.837746	0.03979397
10370	-15.03962	-17.64556	2.605937	0.01845848
10380	-15.38446	-16.54297	1.158504	0.07848891
10390	-13.45674	-15.09902	1.642275	0.04838481
10400	-13.19645	-15.41317	2.216719	0.0272415
10410	-14.23792	-16.72269	2.484768	0.02083623
10420	-15.73836	-16.82919	1.09083	0.08398435
10430	-12.99454	-14.89746	1.902921	0.03728309
10440	-14.73633	-16.02912	1.292789	0.06862601
10450	-12.95868	-14.93829	1.979604	0.03453099
10460	-13.52645	-15.14341	1.616962	0.0496252
10470	-12.99048	-14.89869	1.908213	0.03708631
10480	-13.0845	-15.2427	2.158199	0.02888326
10490	-14.36123	-16.8671	2.505863	0.02040128
10500	-12.98552	-14.90063	1.915111	0.03683138
10510	-13.52957	-15.14543	1.615859	0.04967999
10520	-15.70416	-16.80139	1.097229	0.08344867
10530	-14.59562	-17.13877	2.543151	0.01965456
10540	-13.36413	-15.0426	1.678477	0.04666451
10550	-13.4881	-15.80773	2.319631	0.02457746
10560	-13.21086	-15.43392	2.223061	0.02706928
10570	-14.53901	-15.87625	1.337237	0.06564254
10580	-12.96979	-14.91224	1.942452	0.03583801
10590	-16.12072	-17.14177	1.021054	0.09005376
10600	-13.55885	-15.16451	1.605661	0.0501892
10610	-13.1565	-14.93352	1.777021	0.04228532
10620	-13.11047	-14.91521	1.804739	0.04112937
10630	-13.02805	-14.89517	1.867116	0.0386422
10640	-13.12107	-14.91911	1.798046	0.04140556
10650	-13.00528	-15.10131	2.096025	0.03073603
10660	-13.00875	-15.10832	2.099576	0.03062708
10670	-12.95775	-14.94763	1.989873	0.0341782
10680	-13.10717	-15.27896	2.171784	0.02849354
10690	-13.00705	-15.1049	2.097854	0.03067987
10700	-13.00558	-15.10191	2.096333	0.03072657
10710	-13.64091	-15.21908	1.578165	0.05158836
10720	-12.99413	-14.89758	1.90345	0.03726336
10730	-13.97326	-15.45227	1.479006	0.05696599
10740	-13.94664	-15.43302	1.486389	0.05654701
10750	-12.99988	-14.89627	1.896388	0.03752745
10760	-14.29805	-16.79325	2.495196	0.02062007
10770	-13.13496	-15.32197	2.187015	0.02806282
10780	-13.32881	-15.02205	1.693241	0.04598061
10790	-14.12689	-15.56478	1.437886	0.05935726
10800	-14.26155	-15.66518	1.40363	0.06142588
10810	-13.26268	-14.98538	1.722704	0.04464567
10820	-13.29886	-15.55702	2.258156	0.02613578
10830	-13.4036	-15.06624	1.662641	0.04740936
10840	-13.12606	-15.30834	2.182283	0.02819595
10850	-13.87997	-15.38521	1.505243	0.05549083
10860	-13.57857	-15.17748	1.598911	0.05052913
10870	-13.81285	-15.33766	1.52481	0.05441562
10880	-12.95764	-14.9518	1.994159	0.03403203
10890	-13.85684	-16.26775	2.410915	0.02243328
10900	-13.58903	-15.1844	1.595369	0.05070841
10910	-13.21111	-14.95887	1.747763	0.04354076
10920	-13.09402	-14.9096	1.815578	0.04068596
10930	-14.15757	-15.58752	1.429948	0.05983036
10940	-12.99925	-14.89639	1.897137	0.03749935
10950	-13.01909	-14.89478	1.875687	0.03831242
10960	-14.14003	-15.5745	1.434478	0.05955995
10970	-13.44006	-15.08862	1.648562	0.04808159
10980	-15.62565	-16.73768	1.112029	0.08222276
10990	-14.3268	-16.82688	2.500085	0.02051951
11000	-14.39826	-15.76854	1.370282	0.06350883
11010	-14.05256	-15.51004	1.457486	0.05820523
11020	-12.958	-14.94389	1.985892	0.03431454
11030	-13.47092	-15.78553	2.31461	0.02470117
11040	-13.73133	-15.2808	1.549475	0.05308985
11050	-13.12254	-14.91967	1.797132	0.0414434
11060	-13.39808	-15.6903	2.292221	0.02526046
11070	-12.97836	-15.04033	2.06197	0.03180078
11080	-13.28853	-15.54284	2.254313	0.0262364
11090	-13.64901	-15.22454	1.575532	0.05172437
11100	-12.99687	-15.08367	2.0868	0.03102088
11110	-15.03836	-17.64413	2.60577	0.01846156
11120	-12.99966	-14.89631	1.896658	0.03751733
11130	-12.99966	-14.89631	1.896658	0.03751733
11140	-12.95839	-14.96618	2.007785	0.03357145
11150	-13.16425	-14.93691	1.772659	0.04247018
11160	-13.04574	-15.17734	2.131599	0.02966186
11170	-13.00632	-14.89534	1.889029	0.03780465
11180	-13.20638	-15.42749	2.22111	0.02712215
11190	-14.95552	-16.20111	1.245587	0.071943
11200	-13.20636	-15.42746	2.221104	0.02712233
11210	-13.00244	-15.09546	2.093016	0.03082866
11220	-13.27756	-14.9934	1.715841	0.04495312
11230	-12.96377	-14.99533	2.03156	0.03278271
11240	-15.14753	-16.35336	1.205826	0.07486115
11250	-13.5671	-15.90873	2.341629	0.02404271
11260	-15.10874	-17.7237	2.614963	0.01829262
11270	-13.05956	-14.90006	1.840497	0.03968461
11280	-13.55895	-15.89839	2.339436	0.02409549
11290	-12.9632	-14.99302	2.029821	0.03283975
11300	-13.16986	-14.93941	1.769551	0.04260237
11310	-13.29357	-15.00218	1.708614	0.04527914
11320	-12.99781	-14.89668	1.898874	0.03743429
11330	-13.22411	-14.96535	1.74124	0.04382572
11340	-14.09204	-16.55027	2.458226	0.02139666
11350	-13.13642	-14.92512	1.788697	0.04179446
11360	-12.98756	-15.06289	2.075321	0.03137904
11370	-13.18142	-15.3913	2.209877	0.02742854
11380	-13.40385	-15.0664	1.662541	0.0474141
11390	-12.98188	-14.90245	1.920571	0.03663082
11400	-14.19334	-15.61413	1.420795	0.06038051
11410	-14.0372	-15.4988	1.461603	0.05796608
11420	-12.97257	-15.02448	2.051911	0.03212229
11430	-13.38849	-15.05712	1.668624	0.04712655
11440	-13.00029	-15.09096	2.090667	0.03090117
11450	-13.24246	-14.97474	1.732277	0.04422029
11460	-12.96553	-15.00197	2.036441	0.03262309
11470	-13.62443	-15.208	1.583569	0.05131034
11480	-13.16488	-14.93719	1.772307	0.0424851
11490	-12.95961	-14.97535	2.015734	0.03330563
11500	-13.10997	-14.91503	1.80506	0.04111614
11510	-13.10997	-14.91503	1.80506	0.04111614
11520	-12.98953	-15.0674	2.077879	0.03129888
11530	-13.25941	-14.98364	1.724234	0.04457741
11540	-12.95794	-14.96095	2.003014	0.03373201
11550	-14.17914	-15.60355	1.424415	0.06016232
11560	-14.30139	-16.79715	2.495766	0.02060832
11570	-13.126	-14.921	1.794999	0.04153191
11580	-13.04239	-15.17143	2.129034	0.02973803
11590	-13.04442	-14.89713	1.852711	0.03920287
11600	-13.9943	-15.46753	1.473232	0.05729589
11610	-13.37413	-15.65855	2.28442	0.02545829
11620	-13.0081	-14.89517	1.887071	0.03787874
11630	-14.45638	-15.81287	1.356489	0.06439089
11640	-14.08901	-15.53682	1.447808	0.05877126
11650	-13.03442	-15.15712	2.122706	0.02992682
11660	-12.97577	-15.03345	2.05768	0.03193752
11670	-13.44356	-15.74997	2.306419	0.02490435
11680	-13.10001	-15.26762	2.167616	0.02861254
11690	-13.48443	-15.803	2.318567	0.02460364
11700	-13.03479	-15.15779	2.123005	0.02991788
11710	-13.77976	-15.31446	1.534697	0.05388026
11720	-12.97539	-14.90679	1.931405	0.03623611
11730	-12.99771	-15.08547	2.087765	0.03099097
11740	-12.98963	-15.06765	2.078019	0.03129449
11750	-13.30294	-15.56259	2.259655	0.02609662
11760	-14.4908	-15.83922	1.348419	0.06491262
11770	-14.78155	-16.06442	1.282878	0.06930955
11780	-13.57926	-15.17794	1.598677	0.05054096
11790	-13.16084	-15.36094	2.2001	0.02769802
11800	-13.10042	-15.26828	2.167859	0.02860557
11810	-12.95838	-14.94041	1.982035	0.03444712
11820	-14.51381	-15.85688	1.343064	0.06526112
11830	-13.02454	-15.1389	2.114366	0.03017744
11840	-13.0404	-14.89652	1.856122	0.03906939
11850	-14.52195	-17.05374	2.53179	0.01987913
11860	-14.45751	-15.81373	1.356222	0.06440808
11870	-12.95769	-14.94925	1.991565	0.0341204
11880	-12.97137	-15.02097	2.049597	0.03219668
11890	-13.64484	-16.00662	2.361772	0.02356326
11900	-14.10992	-16.5715	2.461581	0.02132501
11910	-13.5762	-15.92026	2.344059	0.02398437
11920	-13.3	-15.00576	1.705757	0.0454087
11930	-13.01701	-14.89477	1.877762	0.038233
11940	-13.11515	-14.91691	1.801757	0.0412522
11950	-12.95805	-14.96248	2.004429	0.03368429
11960	-16.54855	-17.49488	0.9463256	0.09704117
11970	-14.76033	-16.04784	1.287518	0.06898874
11980	-12.95767	-14.94996	1.992294	0.03409556
11990	-12.96331	-14.92248	1.959174	0.03524372
12000	-12.98638	-15.06011	2.07373	0.031429
12010	-12.97909	-14.90411	1.92502	0.03646821
12020	-13.20164	-15.42066	2.219026	0.02717874
12030	-14.60302	-17.1473	2.544277	0.01963246
12040	-13.37442	-15.65894	2.284516	0.02545584
12050	-12.95891	-14.9369	1.977988	0.03458682
12060	-13.55614	-15.16273	1.606596	0.05014228
12070	-14.53534	-17.06922	2.533879	0.01983765
12080	-15.14606	-17.76582	2.619765	0.01820499
12090	-13.53734	-15.15047	1.613132	0.04981564
12100	-13.02257	-14.89486	1.872293	0.03844267
12110	-13.938	-15.4268	1.488799	0.05641086
12120	-13.30509	-15.56553	2.260441	0.02607613
12130	-12.96064	-14.92958	1.968942	0.03490113
12140	-13.31257	-15.01281	1.700241	0.04565989
12150	-13.0792	-14.90508	1.825884	0.04026882
12160	-13.00308	-14.89575	1.892671	0.03766721
12170	-13.1247	-15.30625	2.18155	0.02821661
12180	-13.4488	-15.09406	1.645256	0.04824081
12190	-15.63394	-16.7444	1.110459	0.08235197
12200	-13.08376	-14.90641	1.822651	0.04039921
12210	-12.98339	-14.90164	1.918251	0.03671589
12220	-12.95807	-14.96268	2.00461	0.0336782
12230	-12.96191	-14.9258	1.96389	0.03507788
12240	-13.43784	-15.08724	1.649405	0.04804107
12250	-13.8943	-15.39545	1.501141	0.0557189
12260	-13.13218	-15.31774	2.185554	0.02810387
12270	-13.07892	-14.905	1.826083	0.04026077
12280	-13.20853	-14.95761	1.749075	0.04348368
12290	-13.02464	-14.89495	1.870311	0.03851892
12300	-13.69747	-15.25751	1.560041	0.05253184
12310	-12.96722	-14.91559	1.948376	0.03562632
12320	-14.47792	-15.82935	1.351431	0.06471738
12330	-13.06722	-14.90187	1.834649	0.03991739
12340	-13.03558	-14.89589	1.860315	0.03890591
12350	-13.1395	-14.92637	1.78687	0.0418709
12360	-12.9767	-14.90577	1.929065	0.03632098
12370	-13.16728	-14.93826	1.770974	0.04254181
12380	-13.51674	-15.84455	2.327804	0.02437741
12390	-13.03701	-15.1618	2.124796	0.02986434
12400	-14.09182	-15.53889	1.447068	0.05881474
12410	-12.98039	-15.04552	2.06513	0.03170046
12420	-12.96844	-14.91392	1.945477	0.03572976
12430	-13.98515	-15.46089	1.475739	0.05715246
12440	-13.17346	-14.94104	1.767574	0.04268669
12450	-13.45536	-15.76535	2.309984	0.02481571
12460	-12.96583	-14.91773	1.951897	0.03550112
12470	-13.76555	-15.30454	1.538993	0.05364926
12480	-13.05454	-15.19264	2.138104	0.02946954
12490	-12.96279	-14.99128	2.028497	0.03288326
12500	-12.95872	-14.96907	2.010349	0.03348547
12510	-13.05919	-15.20061	2.14142	0.02937196
12520	-15.3805	-16.53978	1.15928	0.078428
12530	-13.32934	-15.59847	2.269136	0.02585037
12540	-14.25909	-15.66333	1.404244	0.06138815
12550	-13.99083	-15.46501	1.474181	0.05724157
12560	-13.00316	-14.89574	1.892572	0.03767095
12570	-14.40228	-15.7716	1.369322	0.06356985
12580	-13.59872	-15.19083	1.592113	0.05087379
12590	-13.10391	-15.2738	2.169896	0.02854738
12600	-12.96922	-15.0144	2.045176	0.03233936
12610	-13.39361	-15.0602	1.666588	0.04722262
12620	-14.19918	-15.61849	1.41931	0.06047021
12630	-13.85916	-15.3704	1.511244	0.05515884
12640	-13.80575	-15.33267	1.526918	0.05430104
12650	-13.0405	-15.16807	2.127565	0.02978177
12660	-13.11028	-14.91514	1.80486	0.04112436
12670	-13.56481	-15.16842	1.603611	0.05029218
12680	-14.10472	-15.5484	1.443677	0.05901455
12690	-13.0603	-14.90023	1.839926	0.03970728
12700	-13.44808	-15.09361	1.645528	0.04822769
12710	-13.50935	-15.13239	1.623037	0.04932463
12720	-13.43171	-15.08345	1.651743	0.04792886
12730	-14.00641	-16.44813	2.441718	0.0217528
12740	-14.32473	-15.71278	1.388053	0.06239015
12750	-14.08407	-15.53318	1.449112	0.05869464
12760	-13.10323	-15.27274	2.169506	0.02855852
12770	-13.35562	-15.0376	1.68198	0.04650131
12780	-13.61439	-15.96843	2.35404	0.02374615
12790	-13.11168	-14.91565	1.803963	0.04116129
12800	-13.86143	-15.37202	1.510585	0.05519522
12810	-13.84679	-15.36163	1.514837	0.05496102
12820	-13.0228	-15.13564	2.112836	0.03022366
12830	-13.06094	-15.20358	2.142646	0.02933599
12840	-13.3965	-15.06195	1.66544	0.04727684
12850	-12.95973	-14.93297	1.973245	0.03475128
12860	-13.14636	-14.9292	1.782848	0.04203963
12870	-13.23283	-14.96978	1.736946	0.0440143
12880	-13.25907	-14.98346	1.724391	0.04457039
12890	-14.81884	-16.09362	1.274774	0.06987356
12900	-12.95765	-14.9512	1.993555	0.03405257
12910	-13.59989	-15.19161	1.591719	0.05089386
12920	-13.20637	-14.95655	1.750181	0.04343564
12930	-13.79133	-15.32255	1.531221	0.05406786
12940	-13.86138	-15.37198	1.510601	0.05519431
12950	-12.95771	-14.95645	1.998739	0.03387652
12960	-14.97108	-16.21339	1.242314	0.07217882
12970	-16.55762	-17.5024	0.9447744	0.09719182
12980	-13.21864	-15.44505	2.226408	0.02697883
12990	-14.26515	-15.66789	1.402734	0.0614809
13000	-13.02671	-15.14296	2.116252	0.0301206
13010	-13.01962	-14.89479	1.875169	0.03833225
13020	-12.97902	-15.04203	2.063012	0.03176766
13030	-12.95779	-14.9585	2.000703	0.03381006
13040	-12.96014	-14.97848	2.018337	0.03321905
13050	-13.01851	-14.89477	1.876263	0.03829036
13060	-13.23912	-14.97301	1.733889	0.04414906
13070	-14.04782	-15.50658	1.458752	0.05813155
13080	-13.02567	-14.89501	1.869342	0.03855629
13090	-13.09731	-14.91067	1.813365	0.04077609
13100	-14.69625	-17.25444	2.558193	0.01936115
13110	-12.99647	-15.08282	2.086346	0.03103497
13120	-13.50041	-15.82358	2.323173	0.02449057
13130	-12.96571	-14.91792	1.95221	0.03548999
13140	-12.99121	-14.89844	1.90723	0.03712278
13150	-12.97072	-14.91118	1.940464	0.03590931
13160	-13.34213	-15.02973	1.687602	0.04624063
13170	-13.19228	-14.94977	1.757488	0.04311941
13180	-14.02612	-15.49071	1.464587	0.05779338
13190	-12.95868	-14.96868	2.010008	0.03349691
13200	-12.96989	-15.01648	2.046588	0.03229373
13210	-13.81546	-15.3395	1.524037	0.05445768
13220	-13.42899	-15.08178	1.652782	0.04787907
13230	-13.08058	-15.23631	2.155726	0.02895475
13240	-13.40413	-15.06656	1.662433	0.04741922
13250	-15.00677	-16.24161	1.234839	0.07272038
13260	-12.96704	-14.91585	1.948803	0.03561113
13270	-14.0517	-15.50942	1.457715	0.05819188
13280	-13.29969	-15.55814	2.258459	0.02612785
13290	-15.0575	-16.2818	1.224301	0.07349081
13300	-13.83556	-15.35368	1.51812	0.05478084
13310	-14.92506	-16.17709	1.252023	0.07148141
13320	-14.86417	-16.12917	1.265007	0.07055931
13330	-14.8773	-16.13949	1.262194	0.07075807
13340	-13.15191	-14.93155	1.779637	0.04217484
13350	-13.5636	-15.16762	1.604027	0.0502713
13360	-12.97292	-14.90894	1.936017	0.03606937
13370	-13.39428	-15.68528	2.290999	0.02529135
13380	-12.96559	-15.00219	2.036604	0.03261776
13390	-13.62375	-15.20754	1.583793	0.05129881
13400	-12.97253	-15.02436	2.051838	0.03212464
13410	-13.82053	-15.34307	1.522539	0.05453933
13420	-14.30227	-15.69583	1.393556	0.06204782
13430	-13.46664	-15.10523	1.638592	0.04856336
13440	-13.51513	-15.84248	2.32735	0.02438849
13450	-12.97471	-15.03053	2.055825	0.0319968
13460	-14.70548	-16.00509	1.299607	0.06815975
13470	-12.95885	-14.93726	1.97841	0.03457225
13480	-14.81387	-16.08972	1.275851	0.06979835
13490	-12.98265	-15.05115	2.0685	0.0315938
13500	-12.96527	-14.91868	1.953415	0.03544725
13510	-13.96994	-16.40439	2.434451	0.02191146
13520	-13.56698	-15.16984	1.602867	0.05032962
13530	-12.96242	-14.92452	1.9621	0.03514073
13540	-12.9581	-14.96306	2.004961	0.03366639
13550	-13.7648	-15.30402	1.539219	0.05363714
13560	-13.00457	-14.89555	1.890979	0.03773101
13570	-13.05773	-15.19812	2.140388	0.02940231
13580	-14.37595	-16.88426	2.508308	0.02035147
13590	-13.62039	-15.20529	1.584901	0.05124203
13600	-12.95786	-14.9457	1.987835	0.03424791
13610	-13.03748	-15.16265	2.125174	0.02985306
13620	-15.40676	-16.5609	1.154139	0.07883222
13630	-12.96225	-14.98893	2.026689	0.03294278
13640	-13.96275	-15.44466	1.481913	0.05680066
13650	-13.18306	-15.3937	2.210637	0.02740769
13660	-14.2952	-15.6905	1.395296	0.06193992
13670	-12.97553	-15.03279	2.057261	0.03195089
13680	-14.68421	-17.24063	2.556421	0.01939547
13690	-13.23517	-15.46851	2.23334	0.02679246
13700	-13.10588	-15.27692	2.17104	0.02851473
13710	-13.06957	-14.90247	1.832898	0.03998734
13720	-12.9654	-15.00149	2.036098	0.03263428
13730	-13.09946	-15.26675	2.167292	0.02862179
13740	-14.22911	-16.71233	2.483217	0.02086857
13750	-16.34136	-19.0942	2.752836	0.0159367
13760	-13.31647	-15.01501	1.698545	0.04573736
13770	-15.38141	-16.54051	1.159102	0.07844194
13780	-13.0946	-15.25899	2.164395	0.02870484
13790	-13.72178	-15.27422	1.552433	0.05293306
13800	-15.70087	-16.79872	1.097846	0.08339723
13810	-13.23747	-15.47176	2.234289	0.02676704
13820	-14.03557	-15.49761	1.462042	0.05794062
13830	-12.97036	-15.01792	2.047565	0.03226218
13840	-15.26955	-16.45078	1.181232	0.07672511
13850	-13.0037	-15.09806	2.094361	0.03078724
13860	-12.99802	-14.89664	1.898618	0.03744387
13870	-13.09927	-14.91133	1.812055	0.04082955
13880	-14.34339	-15.72689	1.383509	0.06267435
13890	-14.31356	-15.70435	1.390785	0.06221994
13900	-13.7201	-16.10019	2.380088	0.0231356
13910	-12.98807	-14.89956	1.911489	0.03696503
13920	-13.12232	-14.91959	1.797267	0.04143782
13930	-12.99279	-15.07475	2.081964	0.03117127
13940	-13.13366	-14.92401	1.790348	0.04172551
13950	-14.41352	-15.78016	1.36664	0.06374054
13960	-14.11959	-15.55938	1.43979	0.05924439
13970	-13.00199	-14.89591	1.893923	0.03762008
13980	-12.97059	-14.91133	1.940737	0.03589952
13990	-14.13447	-15.57039	1.435917	0.05947429
14000	-14.15952	-15.58897	1.429445	0.05986045
14010	-13.94039	-15.42852	1.488133	0.05644848
14020	-13.00602	-15.10282	2.096795	0.03071238
14030	-12.95767	-14.95516	1.997489	0.03391887
14040	-13.12348	-15.30436	2.180887	0.02823532
14050	-15.56224	-16.68634	1.124096	0.08123656
14060	-14.12085	-15.56031	1.43946	0.05926395
14070	-14.76054	-16.04801	1.28747	0.068992
14080	-14.41176	-16.92595	2.514194	0.02023203
14090	-13.09837	-14.91102	1.812658	0.04080493
14100	-14.20384	-15.62196	1.418128	0.06054172
14110	-12.95846	-14.96683	2.008362	0.03355209
14120	-14.18166	-16.65641	2.47475	0.021046
14130	-13.26819	-14.98833	1.720145	0.04476005
14140	-13.784	-15.31742	1.533421	0.05394906
14150	-13.24031	-14.97363	1.733314	0.04417444
14160	-12.95905	-14.97156	2.012508	0.03341326
14170	-13.05248	-14.89857	1.846091	0.03946326
14180	-14.62367	-17.17106	2.547397	0.01957129
14190	-13.29057	-15.00053	1.709955	0.0452185
14200	-13.92731	-15.41911	1.491798	0.05624194
14210	-14.92731	-16.17886	1.251547	0.0715155
14220	-13.81628	-15.34007	1.523796	0.0544708
14230	-15.83856	-16.91079	1.072238	0.08556044
14240	-13.95785	-15.44112	1.483271	0.05672356
14250	-14.01817	-16.4622	2.444029	0.02170259
14260	-14.44836	-15.80674	1.35838	0.06426921
14270	-13.28056	-14.99503	1.714473	0.04501466
14280	-13.81516	-16.21698	2.401819	0.02263827
14290	-13.50403	-15.12898	1.624945	0.04923061
14300	-13.43011	-15.08247	1.652354	0.0478996
14310	-12.96093	-14.98272	2.021786	0.03310469
14320	-13.36854	-15.04522	1.676672	0.04674882
14330	-14.01046	-15.47929	1.468829	0.05754873
14340	-13.32191	-15.01811	1.696194	0.04584503
14350	-12.99893	-14.89645	1.897522	0.03748492
14360	-13.35512	-15.63317	2.278048	0.02562102
14370	-13.6894	-15.25199	1.562589	0.05239817
14380	-13.58751	-15.18339	1.595883	0.05068234
14390	-12.95812	-14.94263	1.984511	0.03436194
14400	-13.18137	-14.94466	1.763287	0.04287006
14410	-13.04444	-15.17506	2.130613	0.02969112
14420	-13.51613	-15.13675	1.62062	0.04944403
14430	-13.89669	-15.39715	1.500461	0.05575686
14440	-13.7416	-15.28791	1.546307	0.05325832
14450	-16.32704	-17.31166	0.9846169	0.09339558
14460	-14.62866	-15.94545	1.316791	0.06699851
14470	-13.0113	-14.89494	1.883642	0.03800886
14480	-12.96421	-14.99704	2.032832	0.03274104
14490	-16.33891	-17.32146	0.9825442	0.09358936
14500	-14.80272	-16.08099	1.27827	0.0696297
14510	-13.1743	-14.94142	1.767117	0.04270619
14520	-14.98578	-16.22501	1.23923	0.07240178
14530	-13.37773	-15.05067	1.672946	0.04692332
14540	-13.02092	-14.89481	1.873889	0.03838136
14550	-14.55527	-15.88877	1.333496	0.06588858
14560	-13.59525	-15.18852	1.593276	0.05081465
14570	-13.08998	-14.90831	1.818331	0.04057412
14580	-16.20265	-17.20914	1.006491	0.0913748
14590	-13.17534	-15.38239	2.207042	0.0275064
14600	-13.64288	-15.22041	1.577523	0.05162148
14610	-13.15074	-15.34584	2.195103	0.02783677
14620	-14.04772	-15.5065	1.45878	0.05812997
14630	-13.17691	-14.94261	1.765695	0.04276695
14640	-12.99016	-15.06884	2.078687	0.0312736
14650	-13.40645	-15.70134	2.294892	0.02519307
14660	-12.96177	-14.9262	1.964429	0.03505898
14670	-13.09006	-14.90834	1.818276	0.04057632
14680	-12.96409	-14.92085	1.956758	0.03532896
14690	-15.26462	-17.89932	2.6347	0.01793512
14700	-14.04144	-15.5019	1.460464	0.05803215
14710	-14.05568	-15.51233	1.456651	0.05825383
14720	-13.01155	-15.11392	2.102363	0.03054184
14730	-13.51545	-15.13631	1.620861	0.04943208
14740	-14.06783	-15.52125	1.453416	0.0584426
14750	-12.97066	-15.01884	2.048182	0.0322423
14760	-12.99535	-14.89726	1.901904	0.03732104
14770	-13.02159	-15.13335	2.111757	0.03025629
14780	-13.80007	-15.32868	1.528608	0.05420932
14790	-12.96074	-14.92926	1.968524	0.03491571
14800	-14.63088	-15.94717	1.31629	0.06703204
14810	-15.80826	-16.88609	1.077836	0.08508281
14820	-15.86239	-16.93024	1.06785	0.08593674
14830	-13.57812	-15.92269	2.344568	0.02397216
14840	-13.2001	-15.41844	2.218343	0.02719731
14850	-13.43597	-15.74008	2.304104	0.02496206
14860	-13.88087	-16.29692	2.416051	0.02231836
14870	-16.34877	-17.32959	0.9808251	0.09375039
14880	-12.97117	-14.9107	1.939522	0.03594315
14890	-13.0982	-14.91097	1.812769	0.04080041
14900	-14.20369	-15.62185	1.418166	0.06053942
14910	-13.7432	-15.28902	1.545815	0.05328451
14920	-13.10479	-14.91321	1.808417	0.04097835
14930	-12.98382	-14.90143	1.917617	0.03673918
14940	-15.04131	-16.26896	1.227653	0.07324485
14950	-13.13139	-15.31652	2.185134	0.02811566
14960	-13.05609	-15.19532	2.139224	0.02943655
14970	-12.96242	-14.92452	1.962098	0.0351408
14980	-14.09764	-15.54317	1.445538	0.05890483
14990	-13.12916	-14.92223	1.793072	0.04161203
15000	-14.4723	-16.99625	2.523954	0.02003552
15010	-13.36429	-15.0427	1.678411	0.04666761
15020	-13.0614	-14.90048	1.839079	0.03974094
15030	-12.9839	-14.90139	1.917497	0.0367436
15040	-13.08664	-15.24618	2.159535	0.02884468
15050	-13.40997	-15.70598	2.296008	0.02516497
15060	-12.99573	-15.0812	2.085477	0.03106196
15070	-12.96528	-14.91865	1.953367	0.03544897
15080	-13.22864	-14.96764	1.739005	0.04392379
15090	-13.5166	-15.13705	1.62045	0.04945242
15100	-13.80707	-15.33359	1.526527	0.05432227
15110	-14.21961	-15.63375	1.414139	0.06078369
15120	-12.96209	-14.98822	2.026135	0.03296103
15130	-12.9623	-14.98919	2.026888	0.03293623
15140	-14.99965	-16.23597	1.236327	0.07261225
15150	-13.19124	-14.94928	1.758035	0.04309584
15160	-14.82052	-16.09493	1.274411	0.06989892
15170	-14.25485	-15.66015	1.405301	0.06132332
15180	-13.20714	-14.95693	1.749783	0.0434529
15190	-12.98281	-14.90195	1.919136	0.0366834
15200	-14.4811	-15.83179	1.350686	0.06476565
15210	-12.961	-14.98307	2.022067	0.03309538
15220	-13.59569	-15.18882	1.593126	0.05082227
15230	-12.9746	-14.90744	1.932846	0.03618391
15240	-13.04533	-15.17661	2.131285	0.02967117
15250	-14.22215	-15.63565	1.413499	0.06082263
15260	-12.98224	-14.90225	1.920014	0.03665121
15270	-14.74048	-16.03235	1.291877	0.06868867
15280	-12.96627	-15.0046	2.03833	0.0325615
15290	-13.05016	-14.89813	1.84797	0.03938918
15300	-13.02013	-15.13058	2.110442	0.03029608
15310	-12.97453	-14.9075	1.932971	0.03617939
15320	-12.99936	-15.08899	2.089629	0.03093326
15330	-15.16986	-16.37115	1.201289	0.07520159
15340	-13.59292	-15.94139	2.34847	0.0238788
15350	-13.94482	-15.43171	1.486895	0.05651837
15360	-13.0026	-15.09578	2.093184	0.03082349
15370	-13.13492	-14.92452	1.789592	0.04175707
15380	-13.58643	-15.9332	2.346766	0.02391953
15390	-13.75998	-15.30066	1.540687	0.05355849
15400	-15.6086	-16.72386	1.115263	0.08195727
15410	-14.57407	-17.11393	2.53986	0.01971935
15420	-13.39561	-15.0614	1.665797	0.04726
15430	-15.30637	-16.48027	1.173906	0.07728927
15440	-13.07597	-14.90417	1.828205	0.04017543
15450	-12.9635	-14.92206	1.958555	0.03526551
15460	-12.96808	-14.91439	1.946315	0.03569982
15470	-13.39724	-15.06239	1.66515	0.04729055
15480	-12.96244	-14.98981	2.027363	0.03292058
15490	-13.06592	-14.90155	1.835629	0.03987828
15500	-13.10753	-15.27952	2.171989	0.02848769
15510	-13.08424	-15.24227	2.158034	0.02888802
15520	-13.38702	-15.05623	1.669213	0.04709884
15530	-13.97997	-15.45713	1.47716	0.0570713
15540	-13.17153	-15.37677	2.205242	0.02755596
15550	-12.98606	-15.05935	2.073293	0.03144273
